POINTING,REDSHIFT_BIN,SOURCE_ID,FILTER,SEX_SNR,NMAD_SNR,SNR_RATIO,LOG_SEX_SNR,LOG_NMAD_SNR
nircam1,z10-15,377.0,F606W,0.8620580250615039,0,,-0.06446350086217775,
nircam1,z10-15,377.0,F814W,-5.254367945025903,0,,,
nircam1,z10-15,377.0,F115W,2.8983498704760864,0,,0.4621508095843437,
nircam1,z10-15,377.0,F150W,3.1930194098584033,0,,0.5042015585547214,
nircam1,z10-15,377.0,F200W,5.098561471615371,0,,0.7074476598106368,
nircam1,z10-15,377.0,F277W,7.1185059770324814,0,,0.8523888540279595,
nircam1,z10-15,377.0,F356W,28.28729363454549,0,,1.4515913986479794,
nircam1,z10-15,377.0,F410M,15.854447916534943,0,,1.2001511236272542,
nircam1,z10-15,377.0,F444W,0.0025600809751507225,0,,-2.591746297772151,
nircam1,z10-15,538.0,F606W,3.9343237901644925,0,,0.5948700989730317,
nircam1,z10-15,538.0,F814W,1.299785522061556,0,,0.11387169517621802,
nircam1,z10-15,538.0,F115W,8.739975250145987,0,,0.9415102028014231,
nircam1,z10-15,538.0,F150W,7.128824274782771,0,,0.8530179095042977,
nircam1,z10-15,538.0,F200W,31.641643895542863,0,,1.500259038549313,
nircam1,z10-15,538.0,F277W,14.381254895977778,0,,1.1577967838646626,
nircam1,z10-15,538.0,F356W,11.900696523123745,0,,1.0755723804930981,
nircam1,z10-15,538.0,F410M,-3.2069194943446444,0,,,
nircam1,z10-15,538.0,F444W,9.928797728452151,0,,0.9968966632475975,
nircam1,z10-15,611.0,F606W,-2.012098953617836,0,,,
nircam1,z10-15,611.0,F814W,0.11264457786296254,0,,-0.9482897081644622,
nircam1,z10-15,611.0,F115W,-2.957085098720067,0,,,
nircam1,z10-15,611.0,F150W,-1.3757767581149105,0,,,
nircam1,z10-15,611.0,F200W,-0.6739369222853094,0,,,
nircam1,z10-15,611.0,F277W,4.4115378210294,0,,0.6445900068754467,
nircam1,z10-15,611.0,F356W,1.2149393199248524,0,,0.08455458766281888,
nircam1,z10-15,611.0,F410M,8.868801479350948,0,,0.9478649336904188,
nircam1,z10-15,611.0,F444W,11.102827532393903,0,,1.0454335936820731,
nircam1,z10-15,1597.0,F606W,2.5908490410647325,0,,0.41344210903270706,
nircam1,z10-15,1597.0,F814W,-0.09374237173706806,0,,,
nircam1,z10-15,1597.0,F115W,6.87481537187799,0,,0.8372610393675701,
nircam1,z10-15,1597.0,F150W,3.5666230571426296,0,,0.5522572128277619,
nircam1,z10-15,1597.0,F200W,29.323906888334786,0,,1.4672218318289127,
nircam1,z10-15,1597.0,F277W,68.61390035876896,0,,1.8364121075080881,
nircam1,z10-15,1597.0,F356W,54.37851035111829,0,,1.7354273063196963,
nircam1,z10-15,1597.0,F410M,18.5080786889409,0,,1.2673613372780523,
nircam1,z10-15,1597.0,F444W,25.209202336341473,0,,1.4015591040498716,
nircam1,z10-15,4164.0,F606W,1.0191724105052193,0,,0.008247658586723503,
nircam1,z10-15,4164.0,F814W,0.7931302260045532,0,,-0.10065549894739816,
nircam1,z10-15,4164.0,F115W,-0.730035868813434,0,,,
nircam1,z10-15,4164.0,F150W,6.474623992286298,0,,0.8112145522410402,
nircam1,z10-15,4164.0,F200W,14.085908130824246,0,,1.148784851569716,
nircam1,z10-15,4164.0,F277W,11.048139442872419,0,,1.0432891470050298,
nircam1,z10-15,4164.0,F356W,12.279171743684126,0,,1.0891690737042679,
nircam1,z10-15,4164.0,F410M,0.7567663305493191,0,,-0.12103819846398038,
nircam1,z10-15,4164.0,F444W,8.843015065060104,0,,0.9466003648847358,
nircam1,z10-15,4257.0,F606W,1.0456237496803036,0,,0.01937543899288272,
nircam1,z10-15,4257.0,F814W,0.8213577157880277,0,,-0.08546765876580355,
nircam1,z10-15,4257.0,F115W,-1.3238970559423053,0,,,
nircam1,z10-15,4257.0,F150W,1.0060198477980193,0,,0.002606549014269548,
nircam1,z10-15,4257.0,F200W,0.70511590249468,0,,-0.15173949055936692,
nircam1,z10-15,4257.0,F277W,10.421526917792015,0,,1.017931354605481,
nircam1,z10-15,4257.0,F356W,2.6867724019480344,0,,0.42923087865329007,
nircam1,z10-15,4257.0,F410M,0.2646608308711535,0,,-0.5773103284200138,
nircam1,z10-15,4257.0,F444W,9.660784440538603,0,,0.9850123918777764,
nircam1,z10-15,4929.0,F606W,2.801680898095758,0,,0.4474186691053549,
nircam1,z10-15,4929.0,F814W,-0.028832333195793456,0,,,
nircam1,z10-15,4929.0,F115W,2.967890762788973,0,,0.47244791210866605,
nircam1,z10-15,4929.0,F150W,-0.06403927873037683,0,,,
nircam1,z10-15,4929.0,F200W,9.395136760000788,0,,0.9729031062759698,
nircam1,z10-15,4929.0,F277W,10.402955651975235,0,,1.0171567470849991,
nircam1,z10-15,4929.0,F356W,11.635954643770072,0,,1.0658020197253508,
nircam1,z10-15,4929.0,F410M,1.7019000610165789,0,,0.2309340538547054,
nircam1,z10-15,4929.0,F444W,-3.3296352675077614,0,,,
nircam1,z10-15,5596.0,F606W,-0.8855545797729987,0,,,
nircam1,z10-15,5596.0,F814W,3.159588073852064,0,,0.4996304658733999,
nircam1,z10-15,5596.0,F115W,-2.5165566395673453,0,,,
nircam1,z10-15,5596.0,F150W,-0.8013175475086824,0,,,
nircam1,z10-15,5596.0,F200W,4.627561890123198,0,,0.6653522358224022,
nircam1,z10-15,5596.0,F277W,3.071372940857854,0,,0.48733255376735735,
nircam1,z10-15,5596.0,F356W,3.491561406219201,0,,0.5430196843972682,
nircam1,z10-15,5596.0,F410M,6.987145036370777,0,,0.8442997582596036,
nircam1,z10-15,5596.0,F444W,2.4831260223560205,0,,0.3949987612077892,
nircam1,z10-15,5688.0,F606W,4.247025103199396,0,,0.628084828014168,
nircam1,z10-15,5688.0,F814W,3.381743476084281,0,,0.5291406608766309,
nircam1,z10-15,5688.0,F115W,-0.051320255965061345,0,,,
nircam1,z10-15,5688.0,F150W,3.394778257035786,0,,0.5308114119329124,
nircam1,z10-15,5688.0,F200W,25.825565326474475,0,,1.4120498370834722,
nircam1,z10-15,5688.0,F277W,27.76730376149435,0,,1.4435337112823448,
nircam1,z10-15,5688.0,F356W,28.055024779381288,0,,1.448010656626851,
nircam1,z10-15,5688.0,F410M,7.94768510677169,0,,0.9002406517064485,
nircam1,z10-15,5688.0,F444W,10.989815449121743,0,,1.0409903994206675,
nircam1,z10-15,6716.0,F606W,0.37315670435798726,0,,-0.4281087511773872,
nircam1,z10-15,6716.0,F814W,1.7046826138815134,0,,0.23164353179135097,
nircam1,z10-15,6716.0,F115W,-0.48648698487570535,0,,,
nircam1,z10-15,6716.0,F150W,-1.521264674101055,0,,,
nircam1,z10-15,6716.0,F200W,0.10699792176759136,0,,-0.9706246575823833,
nircam1,z10-15,6716.0,F277W,0.8007673383181254,0,,-0.09649364916196493,
nircam1,z10-15,6716.0,F356W,1.0644361917428287,0,,0.027119632515002597,
nircam1,z10-15,6716.0,F410M,7.844396203131754,0,,0.8945595208050723,
nircam1,z10-15,6716.0,F444W,4.387867156807784,0,,0.6422534707853852,
nircam1,z10-15,7250.0,F606W,-0.7322735887914478,0,,,
nircam1,z10-15,7250.0,F814W,0.22906433552946218,0,,-0.6400425235931119,
nircam1,z10-15,7250.0,F115W,-2.4574183226063675,0,,,
nircam1,z10-15,7250.0,F150W,-0.31367194372076823,0,,,
nircam1,z10-15,7250.0,F200W,5.054388522624319,0,,0.7036686223774349,
nircam1,z10-15,7250.0,F277W,1.582219799722074,0,,0.19926681492378306,
nircam1,z10-15,7250.0,F356W,1.0408477031483598,0,,0.017387188183957344,
nircam1,z10-15,7250.0,F410M,11.602728902515693,0,,1.0645601450823492,
nircam1,z10-15,7250.0,F444W,9.298787070770771,0,,0.9684263030888373,
nircam1,z10-15,7959.0,F606W,2.5035208438902,0,,0.39855121161222407,
nircam1,z10-15,7959.0,F814W,0.8716724475194726,0,,-0.05964668130510827,
nircam1,z10-15,7959.0,F115W,-1.5395028014023069,0,,,
nircam1,z10-15,7959.0,F150W,0.708899026985191,0,,-0.14941561974791545,
nircam1,z10-15,7959.0,F200W,-2.3288732251306503,0,,,
nircam1,z10-15,7959.0,F277W,24.956170999442737,0,,1.3971779527501176,
nircam1,z10-15,7959.0,F356W,15.848843095651006,0,,1.1999975658905275,
nircam1,z10-15,7959.0,F410M,1.0911701905486082,0,,0.037892493073875426,
nircam1,z10-15,7959.0,F444W,6.838997914488725,0,,0.8349924712975603,
nircam1,z10-15,8325.0,F606W,-1.3556123199849903,0,,,
nircam1,z10-15,8325.0,F814W,-3.731026724337231,0,,,
nircam1,z10-15,8325.0,F115W,0.0553319354433952,0,,-1.2570241384306036,
nircam1,z10-15,8325.0,F150W,8.580036045127123,0,,0.9334891123436853,
nircam1,z10-15,8325.0,F200W,14.402349293704573,0,,1.1584333394614923,
nircam1,z10-15,8325.0,F277W,12.329069850355864,0,,1.0909303130843393,
nircam1,z10-15,8325.0,F356W,0.9819705441224017,0,,-0.007901539419736097,
nircam1,z10-15,8325.0,F410M,-0.33022892622745575,0,,,
nircam1,z10-15,8325.0,F444W,0.002057923167023875,0,,-2.6865708437429032,
nircam1,z10-15,8677.0,F606W,-0.22148611048904143,0,,,
nircam1,z10-15,8677.0,F814W,-2.4722175535995534,0,,,
nircam1,z10-15,8677.0,F115W,-2.611099659765674,0,,,
nircam1,z10-15,8677.0,F150W,1.2554582080775656,0,,0.09880226041541808,
nircam1,z10-15,8677.0,F200W,15.923837583340845,0,,1.20204773930778,
nircam1,z10-15,8677.0,F277W,3.481769726697668,0,,0.5418000448595678,
nircam1,z10-15,8677.0,F356W,4.397204448720028,0,,0.6431766586801414,
nircam1,z10-15,8677.0,F410M,2.1760724512801293,0,,0.33767335089165335,
nircam1,z10-15,8677.0,F444W,8.88141455331888,0,,0.9484821418794349,
nircam1,z10-15,8903.0,F606W,-0.6839326889993265,0,,,
nircam1,z10-15,8903.0,F814W,0.718464911832434,0,,-0.14359443695168583,
nircam1,z10-15,8903.0,F115W,2.5561394814302454,0,,0.407584548376316,
nircam1,z10-15,8903.0,F150W,0.04696992253315213,0,,-1.3281801560920823,
nircam1,z10-15,8903.0,F200W,5.159987051697834,0,,0.7126486118242585,
nircam1,z10-15,8903.0,F277W,9.266610497346042,0,,0.9669209087415868,
nircam1,z10-15,8903.0,F356W,7.643767143619533,0,,0.8833074484272635,
nircam1,z10-15,8903.0,F410M,19.19370120379279,0,,1.2831587296803142,
nircam1,z10-15,8903.0,F444W,-0.7511820905709814,0,,,
nircam1,z10-15,9074.0,F606W,-2.1582896760745216,0,,,
nircam1,z10-15,9074.0,F814W,1.5071554501033015,0,,0.1781580483599935,
nircam1,z10-15,9074.0,F115W,-2.085731205796057,0,,,
nircam1,z10-15,9074.0,F150W,-0.2987995122657509,0,,,
nircam1,z10-15,9074.0,F200W,0.15004460307358622,0,,-0.8237796210156236,
nircam1,z10-15,9074.0,F277W,2.5521604392342754,0,,0.40690797243312266,
nircam1,z10-15,9074.0,F356W,1.4043992430671286,0,,0.14749058672050114,
nircam1,z10-15,9074.0,F410M,6.99552081878104,0,,0.8448200533957602,
nircam1,z10-15,9074.0,F444W,3.648651153894255,0,,0.5621323426244323,
nircam1,z10-15,9286.0,F606W,2.69392929804047,0,,0.4303861935125008,
nircam1,z10-15,9286.0,F814W,-1.495513637796979,0,,,
nircam1,z10-15,9286.0,F115W,-1.0134756941599576,0,,,
nircam1,z10-15,9286.0,F150W,-0.7204319699696596,0,,,
nircam1,z10-15,9286.0,F200W,-0.5436890043753645,0,,,
nircam1,z10-15,9286.0,F277W,5.151031001570874,0,,0.7118941636974387,
nircam1,z10-15,9286.0,F356W,2.856891319259866,0,,0.45589371943647444,
nircam1,z10-15,9286.0,F410M,11.527836143182405,0,,1.0617477947822123,
nircam1,z10-15,9286.0,F444W,5.093475981248103,0,,0.7070142625438428,
nircam1,z10-15,10838.0,F606W,-1.064466407402624,0,,,
nircam1,z10-15,10838.0,F814W,-3.0999911482845475,0,,,
nircam1,z10-15,10838.0,F115W,2.2011464652931334,0,,0.3426489416684152,
nircam1,z10-15,10838.0,F150W,0.5574561704343836,0,,-0.253789273009444,
nircam1,z10-15,10838.0,F200W,6.138255413357601,0,,0.7880449555040779,
nircam1,z10-15,10838.0,F277W,4.245191010884265,0,,0.6278972359478694,
nircam1,z10-15,10838.0,F356W,5.127563453286241,0,,0.7099110434414886,
nircam1,z10-15,10838.0,F410M,11.50701706305139,0,,1.060962757083019,
nircam1,z10-15,10838.0,F444W,5.932515212991778,0,,0.7732388605699347,
nircam1,z10-15,11544.0,F606W,2.141218753655202,0,,0.3306610384538295,
nircam1,z10-15,11544.0,F814W,2.3178286258403507,0,,0.3650813222215066,
nircam1,z10-15,11544.0,F115W,1.6285979166210427,0,,0.21181387488727174,
nircam1,z10-15,11544.0,F150W,22.558311963692862,0,,1.3533065983129962,
nircam1,z10-15,11544.0,F200W,29.63457248224367,0,,1.4717986663500753,
nircam1,z10-15,11544.0,F277W,25.09170189270813,0,,1.3995301191681444,
nircam1,z10-15,11544.0,F356W,14.15394711653541,0,,1.1508775686155892,
nircam1,z10-15,11544.0,F410M,-0.43314662865856246,0,,,
nircam1,z10-15,11544.0,F444W,-1.6807645169257872,0,,,
nircam1,z10-15,11933.0,F606W,3.5570209668291435,0,,0.5510864251383705,
nircam1,z10-15,11933.0,F814W,0.286557876713056,0,,-0.5427876494431858,
nircam1,z10-15,11933.0,F115W,0.9555953706406084,0,,-0.01972596284650928,
nircam1,z10-15,11933.0,F150W,6.28301715645536,0,,0.7981682456054378,
nircam1,z10-15,11933.0,F200W,15.2754817155272,0,,1.1839949146983295,
nircam1,z10-15,11933.0,F277W,10.654183699898473,0,,1.027520180637702,
nircam1,z10-15,11933.0,F356W,12.17714045784804,0,,1.0855453154577033,
nircam1,z10-15,11933.0,F410M,0.51110219868401,0,,-0.2914922507718632,
nircam1,z10-15,11933.0,F444W,8.237572616836884,0,,0.9157992560636804,
nircam2,z10-15,788.0,F606W,0.5468967826910629,0,,-0.2620946315049149,
nircam2,z10-15,788.0,F814W,-0.3107620320183323,0,,,
nircam2,z10-15,788.0,F115W,-2.28046361107206,0,,,
nircam2,z10-15,788.0,F150W,-0.08968968972875266,0,,,
nircam2,z10-15,788.0,F200W,2.907611774337419,0,,0.4635364188587503,
nircam2,z10-15,788.0,F277W,2.2750700509275354,0,,0.35699477341638747,
nircam2,z10-15,788.0,F356W,3.513338895973969,0,,0.5457200437722981,
nircam2,z10-15,788.0,F410M,5.9327486749741745,0,,0.7732559510032634,
nircam2,z10-15,788.0,F444W,6.274142787353612,0,,0.7975543981765366,
nircam2,z10-15,1455.0,F606W,1.250016052236447,0,,0.09691559009041553,
nircam2,z10-15,1455.0,F814W,2.561704650920119,0,,0.40852905676322104,
nircam2,z10-15,1455.0,F115W,-5.55873238110818,0,,,
nircam2,z10-15,1455.0,F150W,1.1040098590797098,0,,0.04297295176708957,
nircam2,z10-15,1455.0,F200W,18.231130315639145,0,,1.2608135954035877,
nircam2,z10-15,1455.0,F277W,14.248988469112568,0,,1.1537840350199482,
nircam2,z10-15,1455.0,F356W,11.458680199574358,0,,1.059134598866092,
nircam2,z10-15,1455.0,F410M,9.160898404387483,0,,0.961938066783068,
