source_number	filter	x_image	y_image	nmad_flux_error	redshift_bin	pointing
1105	F606W	8930.3066	738.8773	0.002607548860589268	z7-8	nircam5
1369	F606W	7808.0391	838.7515	0.001774087038656653	z7-8	nircam5
1632	F606W	2629.4114	963.8215	0.0018610267505058237	z7-8	nircam5
1756	F606W	10587.7959	995.2697	0.007393975107846163	z7-8	nircam5
2274	F606W	1591.4785	1218.8788	0.0021961660689142812	z7-8	nircam5
4460	F606W	3162.6689	1857.1541	0.002168350621894754	z7-8	nircam5
6490	F606W	711.873	2478.8657	0.002371078468205233	z7-8	nircam5
8190	F606W	3573.3699	2964.1152	0.0024908921859021138	z7-8	nircam5
8697	F606W	6857.9888	3092.4556	0.0020491905675346345	z7-8	nircam5
9131	F606W	9115.0576	3245.9485	0.0023245639233646755	z7-8	nircam5
9732	F606W	8214.6758	3411.1636	0.0025524571418452913	z7-8	nircam5
10802	F606W	4329.2041	3701.5935	0.00267922855027766	z7-8	nircam5
11132	F606W	10633.5039	3810.5962	0.002475405764044792	z7-8	nircam5
11484	F606W	9396.0479	3918.6252	0.002424201486934933	z7-8	nircam5
11713	F606W	9745.7334	4019.71	0.002390945535836372	z7-8	nircam5
11899	F606W	7409.2744	4094.9778	0.0021740241654036236	z7-8	nircam5
13050	F606W	7590.6211	4534.8267	0.002573990586629735	z7-8	nircam5
13624	F606W	10160.793	4790.1333	0.003011767997115814	z7-8	nircam5
14229	F606W	10792.8057	5006.0366	0.0025364925199373024	z7-8	nircam5
14337	F606W	6852.2612	5033.6147	0.0023885703657735378	z7-8	nircam5
1105	F814W	8930.3066	738.8773	0.002127162301856795	z7-8	nircam5
1369	F814W	7808.0391	838.7515	0.0022796088655940797	z7-8	nircam5
1632	F814W	2629.4114	963.8215	0.0028193217200810994	z7-8	nircam5
1756	F814W	10587.7959	995.2697	0.01008117883511875	z7-8	nircam5
2274	F814W	1591.4785	1218.8788	0.0025625795927888867	z7-8	nircam5
4460	F814W	3162.6689	1857.1541	0.002963835985371486	z7-8	nircam5
6490	F814W	711.873	2478.8657	0.002384587831047064	z7-8	nircam5
8190	F814W	3573.3699	2964.1152	0.002568678334655352	z7-8	nircam5
8697	F814W	6857.9888	3092.4556	0.002634150399234562	z7-8	nircam5
9131	F814W	9115.0576	3245.9485	0.002318126251983944	z7-8	nircam5
9732	F814W	8214.6758	3411.1636	0.0034925879356310255	z7-8	nircam5
10802	F814W	4329.2041	3701.5935	0.002659463831937568	z7-8	nircam5
11132	F814W	10633.5039	3810.5962	0.0022660363558432736	z7-8	nircam5
11484	F814W	9396.0479	3918.6252	0.0029509558112591075	z7-8	nircam5
11713	F814W	9745.7334	4019.71	0.002409540685854127	z7-8	nircam5
11899	F814W	7409.2744	4094.9778	0.00287481277614334	z7-8	nircam5
13050	F814W	7590.6211	4534.8267	0.0033881784458507096	z7-8	nircam5
13624	F814W	10160.793	4790.1333	0.002654810993533105	z7-8	nircam5
14229	F814W	10792.8057	5006.0366	0.003862001043558922	z7-8	nircam5
14337	F814W	6852.2612	5033.6147	0.0028829731728076866	z7-8	nircam5
1105	F115W	8930.3066	738.8773	0.0016098549859239703	z7-8	nircam5
1369	F115W	7808.0391	838.7515	0.001328867306107887	z7-8	nircam5
1632	F115W	2629.4114	963.8215	0.0016465730767778592	z7-8	nircam5
1756	F115W	10587.7959	995.2697	0.009975085908303377	z7-8	nircam5
2274	F115W	1591.4785	1218.8788	0.0011701414461017443	z7-8	nircam5
4460	F115W	3162.6689	1857.1541	0.001488131869581162	z7-8	nircam5
6490	F115W	711.873	2478.8657	0.0014800575811328553	z7-8	nircam5
8190	F115W	3573.3699	2964.1152	0.0011604774239876048	z7-8	nircam5
8697	F115W	6857.9888	3092.4556	0.0015530785250042628	z7-8	nircam5
9131	F115W	9115.0576	3245.9485	0.001345816110239094	z7-8	nircam5
9732	F115W	8214.6758	3411.1636	0.0012520177107320585	z7-8	nircam5
10802	F115W	4329.2041	3701.5935	0.0013462349233471828	z7-8	nircam5
11132	F115W	10633.5039	3810.5962	0.0016002840750655555	z7-8	nircam5
11484	F115W	9396.0479	3918.6252	0.0015913615564065548	z7-8	nircam5
11713	F115W	9745.7334	4019.71	0.0013352627691816431	z7-8	nircam5
11899	F115W	7409.2744	4094.9778	0.0016896444584451789	z7-8	nircam5
13050	F115W	7590.6211	4534.8267	0.0016322454129541633	z7-8	nircam5
13624	F115W	10160.793	4790.1333	0.0018738352236990143	z7-8	nircam5
14229	F115W	10792.8057	5006.0366	0.0022522788007218156	z7-8	nircam5
14337	F115W	6852.2612	5033.6147	0.0015953478484876107	z7-8	nircam5
1105	F150W	8930.3066	738.8773	0.0019867211009422683	z7-8	nircam5
1369	F150W	7808.0391	838.7515	0.0017466564298134813	z7-8	nircam5
1632	F150W	2629.4114	963.8215	0.002005479904954258	z7-8	nircam5
1756	F150W	10587.7959	995.2697	0.011202596971979829	z7-8	nircam5
2274	F150W	1591.4785	1218.8788	0.0018611086372389992	z7-8	nircam5
4460	F150W	3162.6689	1857.1541	0.002128551205732899	z7-8	nircam5
6490	F150W	711.873	2478.8657	0.001768495851181772	z7-8	nircam5
8190	F150W	3573.3699	2964.1152	0.0019094388807526467	z7-8	nircam5
