source_number	filter	x_image	y_image	nmad_flux_error	redshift_bin	pointing
289	F606W	7291.6089	279.9794	0	z10-15	nircam4
1901	F606W	3426.3826	967.681	0	z10-15	nircam4
2011	F606W	3306.2524	1014.7666	0	z10-15	nircam4
2108	F606W	2683.0696	1039.8203	0	z10-15	nircam4
2761	F606W	2203.1763	1222.8259	0	z10-15	nircam4
3824	F606W	1785.4679	1495.0701	0	z10-15	nircam4
3938	F606W	3889.657	1532.72	0	z10-15	nircam4
4227	F606W	6570.1143	1653.4695	0	z10-15	nircam4
5922	F606W	2242.6033	2203.8726	0	z10-15	nircam4
6626	F606W	4030.0271	2412.021	0	z10-15	nircam4
6828	F606W	3302.0444	2458.7781	0	z10-15	nircam4
8838	F606W	3644.4683	3041.3862	0	z10-15	nircam4
9221	F606W	3194.3513	3128.562	0	z10-15	nircam4
9817	F606W	2789.4695	3287.0229	0	z10-15	nircam4
10256	F606W	9027.1104	3420.5962	0	z10-15	nircam4
11314	F606W	2923.0842	4502.5186	0	z10-15	nircam4
11336	F606W	3056.1946	4495.6406	0	z10-15	nircam4
11905	F606W	7309.5454	4454.291	0	z10-15	nircam4
11987	F606W	7903.7163	4115.1133	0	z10-15	nircam4
12161	F606W	1167.8948	3805.7346	0	z10-15	nircam4
289	F814W	7291.6089	279.9794	0	z10-15	nircam4
1901	F814W	3426.3826	967.681	0	z10-15	nircam4
2011	F814W	3306.2524	1014.7666	0	z10-15	nircam4
2108	F814W	2683.0696	1039.8203	0	z10-15	nircam4
2761	F814W	2203.1763	1222.8259	0	z10-15	nircam4
3824	F814W	1785.4679	1495.0701	0	z10-15	nircam4
3938	F814W	3889.657	1532.72	0	z10-15	nircam4
4227	F814W	6570.1143	1653.4695	0	z10-15	nircam4
5922	F814W	2242.6033	2203.8726	0	z10-15	nircam4
6626	F814W	4030.0271	2412.021	0	z10-15	nircam4
6828	F814W	3302.0444	2458.7781	0	z10-15	nircam4
8838	F814W	3644.4683	3041.3862	0	z10-15	nircam4
9221	F814W	3194.3513	3128.562	0	z10-15	nircam4
9817	F814W	2789.4695	3287.0229	0	z10-15	nircam4
10256	F814W	9027.1104	3420.5962	0	z10-15	nircam4
11314	F814W	2923.0842	4502.5186	0	z10-15	nircam4
11336	F814W	3056.1946	4495.6406	0	z10-15	nircam4
11905	F814W	7309.5454	4454.291	0	z10-15	nircam4
11987	F814W	7903.7163	4115.1133	0	z10-15	nircam4
12161	F814W	1167.8948	3805.7346	0	z10-15	nircam4
289	F115W	7291.6089	279.9794	0	z10-15	nircam4
1901	F115W	3426.3826	967.681	0	z10-15	nircam4
2011	F115W	3306.2524	1014.7666	0	z10-15	nircam4
2108	F115W	2683.0696	1039.8203	0	z10-15	nircam4
2761	F115W	2203.1763	1222.8259	0	z10-15	nircam4
3824	F115W	1785.4679	1495.0701	0	z10-15	nircam4
3938	F115W	3889.657	1532.72	0	z10-15	nircam4
4227	F115W	6570.1143	1653.4695	0	z10-15	nircam4
5922	F115W	2242.6033	2203.8726	0	z10-15	nircam4
6626	F115W	4030.0271	2412.021	0	z10-15	nircam4
6828	F115W	3302.0444	2458.7781	0	z10-15	nircam4
8838	F115W	3644.4683	3041.3862	0	z10-15	nircam4
9221	F115W	3194.3513	3128.562	0	z10-15	nircam4
9817	F115W	2789.4695	3287.0229	0	z10-15	nircam4
10256	F115W	9027.1104	3420.5962	0	z10-15	nircam4
11314	F115W	2923.0842	4502.5186	0	z10-15	nircam4
11336	F115W	3056.1946	4495.6406	0	z10-15	nircam4
11905	F115W	7309.5454	4454.291	0	z10-15	nircam4
11987	F115W	7903.7163	4115.1133	0	z10-15	nircam4
12161	F115W	1167.8948	3805.7346	0	z10-15	nircam4
289	F150W	7291.6089	279.9794	0	z10-15	nircam4
1901	F150W	3426.3826	967.681	0	z10-15	nircam4
2011	F150W	3306.2524	1014.7666	0	z10-15	nircam4
2108	F150W	2683.0696	1039.8203	0	z10-15	nircam4
2761	F150W	2203.1763	1222.8259	0	z10-15	nircam4
3824	F150W	1785.4679	1495.0701	0	z10-15	nircam4
3938	F150W	3889.657	1532.72	0	z10-15	nircam4
4227	F150W	6570.1143	1653.4695	0	z10-15	nircam4
5922	F150W	2242.6033	2203.8726	0	z10-15	nircam4
6626	F150W	4030.0271	2412.021	0	z10-15	nircam4
6828	F150W	3302.0444	2458.7781	0	z10-15	nircam4
8838	F150W	3644.4683	3041.3862	0	z10-15	nircam4
9221	F150W	3194.3513	3128.562	0	z10-15	nircam4
9817	F150W	2789.4695	3287.0229	0	z10-15	nircam4
10256	F150W	9027.1104	3420.5962	0	z10-15	nircam4
11314	F150W	2923.0842	4502.5186	0	z10-15	nircam4
11336	F150W	3056.1946	4495.6406	0	z10-15	nircam4
11905	F150W	7309.5454	4454.291	0	z10-15	nircam4
11987	F150W	7903.7163	4115.1133	0	z10-15	nircam4
12161	F150W	1167.8948	3805.7346	0	z10-15	nircam4
289	F200W	7291.6089	279.9794	0	z10-15	nircam4
1901	F200W	3426.3826	967.681	0	z10-15	nircam4
2011	F200W	3306.2524	1014.7666	0	z10-15	nircam4
2108	F200W	2683.0696	1039.8203	0	z10-15	nircam4
