source_number	filter	x_image	y_image	nmad_flux_error	redshift_bin	pointing
969	F606W	8062.189	681.7323	0.0035264031884401762	z8-10	nircam9
1431	F606W	2978.647	831.7144	0.004304123450756653	z8-10	nircam9
2030	F606W	2764.1331	1060.5383	0.003562229450714981	z8-10	nircam9
5926	F606W	4227.3296	2213.2119	0.003294450237103676	z8-10	nircam9
6039	F606W	7398.6587	2243.8438	0.0032729881755321918	z8-10	nircam9
6158	F606W	3123.3879	2284.0122	0.0024186010203177902	z8-10	nircam9
6359	F606W	3634.2505	2350.5654	0.00349579071553025	z8-10	nircam9
6618	F606W	4751.0181	2415.6357	0.0033316338666659223	z8-10	nircam9
6737	F606W	3955.717	2450.8086	0.003613645858952314	z8-10	nircam9
7553	F606W	4276.3643	2659.1062	0.003918357685604912	z8-10	nircam9
7724	F606W	3156.1804	2705.5171	0.0028926621804675045	z8-10	nircam9
7836	F606W	1590.072	2723.6465	0.0030982222588049483	z8-10	nircam9
8831	F606W	10346.3018	2981.103	0.002819859272738884	z8-10	nircam9
8948	F606W	6820.1997	3025.3625	0.0022823897018295846	z8-10	nircam9
10624	F606W	739.9752	3436.8923	0.0027023211794854718	z8-10	nircam9
10657	F606W	7187.8071	3436.3728	0.0027895084276154227	z8-10	nircam9
12578	F606W	752.9216	3963.9656	0.002319794395337961	z8-10	nircam9
12703	F606W	1402.6849	4002.231	0.002486673663766502	z8-10	nircam9
15085	F606W	3797.6929	4894.3418	0.0036038235119581204	z8-10	nircam9
15657	F606W	6815.4873	5052.7544	0.002506559428901083	z8-10	nircam9
969	F814W	8062.189	681.7323	0.002734512417968761	z8-10	nircam9
1431	F814W	2978.647	831.7144	0.004061549696499209	z8-10	nircam9
2030	F814W	2764.1331	1060.5383	0.0035650818334436694	z8-10	nircam9
5926	F814W	4227.3296	2213.2119	0.003097260004534288	z8-10	nircam9
6039	F814W	7398.6587	2243.8438	0.002956818701678418	z8-10	nircam9
6158	F814W	3123.3879	2284.0122	0.002875954223224664	z8-10	nircam9
6359	F814W	3634.2505	2350.5654	0.0030629226414877163	z8-10	nircam9
6618	F814W	4751.0181	2415.6357	0.002924486023196917	z8-10	nircam9
6737	F814W	3955.717	2450.8086	0.0028643034824362436	z8-10	nircam9
7553	F814W	4276.3643	2659.1062	0.002633092970235487	z8-10	nircam9
7724	F814W	3156.1804	2705.5171	0.003620492532409715	z8-10	nircam9
7836	F814W	1590.072	2723.6465	0.002790434454156432	z8-10	nircam9
8831	F814W	10346.3018	2981.103	0.0029652410745432305	z8-10	nircam9
8948	F814W	6820.1997	3025.3625	0.0032084881304545306	z8-10	nircam9
10624	F814W	739.9752	3436.8923	0.002497034799629148	z8-10	nircam9
10657	F814W	7187.8071	3436.3728	0.003339726599929877	z8-10	nircam9
12578	F814W	752.9216	3963.9656	0.0026537214418912805	z8-10	nircam9
12703	F814W	1402.6849	4002.231	0.0026018260309274297	z8-10	nircam9
15085	F814W	3797.6929	4894.3418	0.003884677933214844	z8-10	nircam9
15657	F814W	6815.4873	5052.7544	0.0033398082803694448	z8-10	nircam9
969	F115W	8062.189	681.7323	0.0023609857651980615	z8-10	nircam9
1431	F115W	2978.647	831.7144	0.0012944613498303856	z8-10	nircam9
2030	F115W	2764.1331	1060.5383	0.0018458414718327237	z8-10	nircam9
5926	F115W	4227.3296	2213.2119	0.001206725110815314	z8-10	nircam9
6039	F115W	7398.6587	2243.8438	0.0009193312536112382	z8-10	nircam9
6158	F115W	3123.3879	2284.0122	0.0014310527544406833	z8-10	nircam9
6359	F115W	3634.2505	2350.5654	0.0013319498775005462	z8-10	nircam9
6618	F115W	4751.0181	2415.6357	0.0009706208491944857	z8-10	nircam9
6737	F115W	3955.717	2450.8086	0.0013524430190427219	z8-10	nircam9
7553	F115W	4276.3643	2659.1062	0.0013440058331144979	z8-10	nircam9
7724	F115W	3156.1804	2705.5171	0.0017963440269890176	z8-10	nircam9
7836	F115W	1590.072	2723.6465	0.0020552699657204088	z8-10	nircam9
8831	F115W	10346.3018	2981.103	0.0025947614727952627	z8-10	nircam9
8948	F115W	6820.1997	3025.3625	0.0015284690140306611	z8-10	nircam9
10624	F115W	739.9752	3436.8923	0.0013893020276053603	z8-10	nircam9
10657	F115W	7187.8071	3436.3728	0.0013599046675341548	z8-10	nircam9
12578	F115W	752.9216	3963.9656	0.0013461062993308543	z8-10	nircam9
12703	F115W	1402.6849	4002.231	0.0014315139313380762	z8-10	nircam9
15085	F115W	3797.6929	4894.3418	0.001539442205660933	z8-10	nircam9
15657	F115W	6815.4873	5052.7544	0.0017382673455228728	z8-10	nircam9
969	F150W	8062.189	681.7323	0.002153181597925828	z8-10	nircam9
1431	F150W	2978.647	831.7144	0.0024115180159775674	z8-10	nircam9
2030	F150W	2764.1331	1060.5383	0.002687725532651842	z8-10	nircam9
5926	F150W	4227.3296	2213.2119	0.0016597782454310774	z8-10	nircam9
6039	F150W	7398.6587	2243.8438	0.0020563452496650566	z8-10	nircam9
6158	F150W	3123.3879	2284.0122	0.0019752466620961487	z8-10	nircam9
6359	F150W	3634.2505	2350.5654	0.002416521255634	z8-10	nircam9
6618	F150W	4751.0181	2415.6357	0.0018491698364113262	z8-10	nircam9
6737	F150W	3955.717	2450.8086	0.0023922891003539445	z8-10	nircam9
7553	F150W	4276.3643	2659.1062	0.0019182420024258062	z8-10	nircam9
7724	F150W	3156.1804	2705.5171	0.0021566929680119553	z8-10	nircam9
7836	F150W	1590.072	2723.6465	0.0025239532283992828	z8-10	nircam9
8831	F150W	10346.3018	2981.103	0.0020869613039858495	z8-10	nircam9
8948	F150W	6820.1997	3025.3625	0.00270914351167849	z8-10	nircam9
10624	F150W	739.9752	3436.8923	0.0020855389875891624	z8-10	nircam9
10657	F150W	7187.8071	3436.3728	0.001725374565631555	z8-10	nircam9
12578	F150W	752.9216	3963.9656	0.0018940727369940987	z8-10	nircam9
12703	F150W	1402.6849	4002.231	0.0017099246478521686	z8-10	nircam9
15085	F150W	3797.6929	4894.3418	0.002775894080801744	z8-10	nircam9
15657	F150W	6815.4873	5052.7544	0.002009731101853307	z8-10	nircam9
969	F200W	8062.189	681.7323	0.0017631560598658023	z8-10	nircam9
1431	F200W	2978.647	831.7144	0.001616242707933925	z8-10	nircam9
2030	F200W	2764.1331	1060.5383	0.001479657842770709	z8-10	nircam9
5926	F200W	4227.3296	2213.2119	0.0014314495556390111	z8-10	nircam9
6039	F200W	7398.6587	2243.8438	0.0014672258547431213	z8-10	nircam9
6158	F200W	3123.3879	2284.0122	0.0017647866456769205	z8-10	nircam9
6359	F200W	3634.2505	2350.5654	0.002404432943054678	z8-10	nircam9
6618	F200W	4751.0181	2415.6357	0.001450559897584803	z8-10	nircam9
6737	F200W	3955.717	2450.8086	0.001715192493527172	z8-10	nircam9
7553	F200W	4276.3643	2659.1062	0.0018551700793533452	z8-10	nircam9
7724	F200W	3156.1804	2705.5171	0.001897505130780305	z8-10	nircam9
7836	F200W	1590.072	2723.6465	0.0018366613045945033	z8-10	nircam9
8831	F200W	10346.3018	2981.103	0.0015155246726471863	z8-10	nircam9
8948	F200W	6820.1997	3025.3625	0.0020638037189646143	z8-10	nircam9
10624	F200W	739.9752	3436.8923	0.001647844092067575	z8-10	nircam9
10657	F200W	7187.8071	3436.3728	0.001587955220516686	z8-10	nircam9
12578	F200W	752.9216	3963.9656	0.001747381763304703	z8-10	nircam9
12703	F200W	1402.6849	4002.231	0.001615948137419306	z8-10	nircam9
15085	F200W	3797.6929	4894.3418	0.003539230185213519	z8-10	nircam9
15657	F200W	6815.4873	5052.7544	0.0017616263228968157	z8-10	nircam9
969	F277W	8062.189	681.7323	0.0015533294455615525	z8-10	nircam9
1431	F277W	2978.647	831.7144	0.001588314538275499	z8-10	nircam9
2030	F277W	2764.1331	1060.5383	0.0013796582030358561	z8-10	nircam9
5926	F277W	4227.3296	2213.2119	0.0015561644286501727	z8-10	nircam9
