source_number	filter	x_image	y_image	nmad_flux_error	redshift_bin	pointing
2812	F606W	6480.645	1363.1951	0	z8-10	nircam7
3680	F606W	3626.0867	1594.6432	0	z8-10	nircam7
4359	F606W	10550.9219	1729.957	0	z8-10	nircam7
5276	F606W	2561.3525	1957.9025	0	z8-10	nircam7
6140	F606W	5037.3218	2221.8511	0	z8-10	nircam7
6737	F606W	9990.3877	2395.0469	0	z8-10	nircam7
6870	F606W	7911.1704	2435.6086	0	z8-10	nircam7
8702	F606W	1208.3612	2901.5193	0	z8-10	nircam7
9883	F606W	9984.9609	3188.5007	0	z8-10	nircam7
10370	F606W	4330.2544	3327.5481	0	z8-10	nircam7
10978	F606W	9488.8945	3474.4797	0	z8-10	nircam7
11155	F606W	7217.4946	3519.7585	0	z8-10	nircam7
11187	F606W	4994.6606	3533.0457	0	z8-10	nircam7
12460	F606W	8831.8926	3823.9404	0	z8-10	nircam7
13852	F606W	2850.2766	4261.1064	0	z8-10	nircam7
14185	F606W	8507.8789	4375.8379	0	z8-10	nircam7
14959	F606W	10285.9678	4684.9897	0	z8-10	nircam7
15040	F606W	6563.9771	4719.4883	0	z8-10	nircam7
15548	F606W	1180.8989	4917.8701	0	z8-10	nircam7
15582	F606W	8583.3105	4915.812	0	z8-10	nircam7
2812	F814W	6480.645	1363.1951	0	z8-10	nircam7
3680	F814W	3626.0867	1594.6432	0	z8-10	nircam7
4359	F814W	10550.9219	1729.957	0	z8-10	nircam7
5276	F814W	2561.3525	1957.9025	0	z8-10	nircam7
6140	F814W	5037.3218	2221.8511	0	z8-10	nircam7
6737	F814W	9990.3877	2395.0469	0	z8-10	nircam7
6870	F814W	7911.1704	2435.6086	0	z8-10	nircam7
8702	F814W	1208.3612	2901.5193	0	z8-10	nircam7
9883	F814W	9984.9609	3188.5007	0	z8-10	nircam7
10370	F814W	4330.2544	3327.5481	0	z8-10	nircam7
10978	F814W	9488.8945	3474.4797	0	z8-10	nircam7
