source_number	filter	x_image	y_image	sex_flux_ujy	nmad_error_ujy	redshift_bin	pointing
921	F606W	3613.0696	1958.808	0.0006688175199364309	0.0024450037711187746	z7-8	nircam2
939	F606W	7234.0552	1964.0647	-4.842463757673146e-05	0.0019297533709878077	z7-8	nircam2
1022	F606W	7206.1426	2015.299	0.002556845233788949	0.002235088010360714	z7-8	nircam2
1336	F606W	7039.0728	2167.2246	-0.0009120643836449223	0.0020020386676849276	z7-8	nircam2
1562	F606W	813.7504	2233.657	0.0002808223519033877	0.0019924304772463066	z7-8	nircam2
2210	F606W	8686.4697	2489.0061	-0.005494547445163945	0.002258251738053819	z7-8	nircam2
3521	F606W	224.4529	2989.1611	-0.000455998120004658	0.0021353858394090874	z7-8	nircam2
4004	F606W	672.0336	3173.5569	-0.001175917350569412	0.0019900721312034794	z7-8	nircam2
4588	F606W	5996.29	3369.9739	0.0029727331306029538	0.002208449260867844	z7-8	nircam2
5123	F606W	5987.3027	3569.5896	-0.00020043750466266363	0.002955024251994589	z7-8	nircam2
6242	F606W	3576.8965	3932.875	-0.0015228216749442296	0.0019499976905336426	z7-8	nircam2
7043	F606W	1785.438	4179.2881	0.003302296114500614	0.0021201867661037018	z7-8	nircam2
7140	F606W	1906.1792	4204.522	-0.0018217952237751052	0.002035142305610104	z7-8	nircam2
7271	F606W	3397.1108	4250.5459	0.00039686402171439555	0.0021969486637024647	z7-8	nircam2
7629	F606W	6720.0757	4379.8848	-0.0026074774590636365	0.002766318316180358	z7-8	nircam2
9685	F606W	3841.3809	5107.7729	-0.0059861557631461036	0.0025590944624370574	z7-8	nircam2
9749	F606W	4274.9385	5117.3721	0.0018499782282466212	0.002185361078047623	z7-8	nircam2
10982	F606W	5981.3774	5677.1572	0.00017793101543907457	0.00273756955109075	z7-8	nircam2
11856	F606W	1279.9792	5945.9702	0.0019861532764941913	0.0022164374337694023	z7-8	nircam2
12876	F606W	9255.9512	5812.0869	0.0022029819286302167	0.0025761020622335614	z7-8	nircam2
921	F814W	3613.0696	1958.808	0.000475475325464578	0.002898670575528091	z7-8	nircam2
939	F814W	7234.0552	1964.0647	0.00018961513536583556	0.002581079386209546	z7-8	nircam2
1022	F814W	7206.1426	2015.299	0.002042873971322627	0.0024688883512451686	z7-8	nircam2
1336	F814W	7039.0728	2167.2246	0.001302985577965674	0.002692716629478108	z7-8	nircam2
1562	F814W	813.7504	2233.657	-0.0007927295261728102	0.002481541251335884	z7-8	nircam2
2210	F814W	8686.4697	2489.0061	0.0051885844745855406	0.0028719021723893077	z7-8	nircam2
3521	F814W	224.4529	2989.1611	0.0028384095023848434	0.0038174945024175627	z7-8	nircam2
4004	F814W	672.0336	3173.5569	0.0006181286604688203	0.0031320852486220016	z7-8	nircam2
4588	F814W	5996.29	3369.9739	-0.0002910635647476354	0.002674433313693474	z7-8	nircam2
5123	F814W	5987.3027	3569.5896	-0.003221866404812922	0.004683408432366525	z7-8	nircam2
6242	F814W	3576.8965	3932.875	0.0011257249816404554	0.002853895591831304	z7-8	nircam2
7043	F814W	1785.438	4179.2881	0.0011890006102163663	0.0028216039899097924	z7-8	nircam2
7140	F814W	1906.1792	4204.522	-0.0020194462717084316	0.0028917846899903094	z7-8	nircam2
7271	F814W	3397.1108	4250.5459	-0.0021451032115571223	0.0026612089084946736	z7-8	nircam2
7629	F814W	6720.0757	4379.8848	-0.002566905010337816	0.0035115368415070485	z7-8	nircam2
9685	F814W	3841.3809	5107.7729	-9.767673646085503e-05	0.0038305098973815547	z7-8	nircam2
9749	F814W	4274.9385	5117.3721	0.0003621475003230524	0.003818902708434814	z7-8	nircam2
10982	F814W	5981.3774	5677.1572	0.0013006416171689643	0.00361994281107008	z7-8	nircam2
