source_number	x_image	y_image	class_star	mag_aper_F606W	magerr_aper_F606W	flux_aper_F606W	fluxerr_aper_F606W	snr_F606W	nmad_F606W	mag_aper_F200W	magerr_aper_F200W	flux_aper_F200W	fluxerr_aper_F200W	snr_F200W	nmad_F200W	mag_aper_F410M	magerr_aper_F410M	flux_aper_F410M	fluxerr_aper_F410M	snr_F410M	nmad_F410M	mag_aper_F150W	magerr_aper_F150W	flux_aper_F150W	fluxerr_aper_F150W	snr_F150W	nmad_F150W	mag_aper_F814W	magerr_aper_F814W	flux_aper_F814W	fluxerr_aper_F814W	snr_F814W	nmad_F814W	mag_aper_F356W	magerr_aper_F356W	flux_aper_F356W	fluxerr_aper_F356W	snr_F356W	nmad_F356W	mag_aper_F115W	magerr_aper_F115W	flux_aper_F115W	fluxerr_aper_F115W	snr_F115W	nmad_F115W	mag_aper_F277W	magerr_aper_F277W	flux_aper_F277W	fluxerr_aper_F277W	snr_F277W	nmad_F277W	mag_aper_F444W	magerr_aper_F444W	flux_aper_F444W	fluxerr_aper_F444W	snr_F444W	nmad_F444W
17266	911.4819	5535.27	0.942																									35.147	6.9397	0.000297525037033638	0.001901231258534883	0.15649071395076644	0.0023684779401625085	28.4978	0.0299	0.022341099434799082	0.0006159729097643862	36.26961361554797	0.0041637429911591745																		
5091	6337.4839	1979.1503	0.019																									99.0	99.0	-0.003120955022299863	0.0018978488893648974	-1.644469715048952	0.0024890438819073065																								
11244	10207.2021	3467.4336	0.006																									29.4904	0.0378	0.05447122755045009	0.001897365013291876	28.70888161679761	0.0029129370968076092																								
6897	4228.6914	2382.0388	0.069																									30.127	0.068	0.030305646695779623	0.0018983323684928217	15.964352290869249	0.0034392013183215083																								
17455	7619.3662	5599.5693	0.069																									99.0	99.0	-0.002261390262395426	0.0018988158476207458	-1.19094764520161	0.0027878502894307044																								
17898	7930.5063	5990.5015	0.347																									32.8375	0.828	0.002496274584535514	0.001903161602540709	1.3116461477590777	0.002205865266510825																								
5433	8511.8115	2081.6272	0.02																									32.452	0.579	0.0035603891222812088	0.0018983323684928217	1.8755351704338132	0.003257095987880607																								
6178	4018.1633	2295.7302	0.348																									99.0	99.0	-0.005997441483096968	0.0018978488893648974	-3.160125928204944	0.0027845264681860917																								
13302	3304.3362	4084.8213	0.019																									99.0	99.0	-0.0012000855005175563	0.001897365013291876	-0.632501122404192	0.0026112805097181567																								
922	4763.9253	734.7983	0.0																									28.5195	0.0155	0.13320098064999059	0.0018959131866002645	70.25689867627614	0.0034321669322641946																								
7392	6302.5181	2602.4272	0.352																									32.105	0.4206	0.004901309353841935	0.0018983323684928217	2.5819026400173133	0.002939402053007944																								
3266	9923.6904	1528.2932	0.349																									32.2346	0.475	0.004349984369969545	0.0019026791157755268	2.2862417177457184	0.0026904948696523994																								
16456	8742.2246	5311.3101	0.349																									32.3419	0.5228	0.003940650616679904	0.0018968811372188552	2.0774367667852696	0.0027828102766995692																								
14542	5159.8569	4508.1279	0.019																									99.0	99.0	-0.008583850390766935	0.0018992991282761218	-4.519483141424897	0.003154055795717146																								
3392	9154.4941	1566.8326	0.349																									33.0846	1.0361	0.0019882960052356423	0.0018968811372188552	1.0481921962442078	0.0022543045746252362																								
8561	3366.3691	2865.4331	0.351																									33.2718	1.2323	0.0016733301930105656	0.0018988158476207458	0.881249329737416	0.002881385928289234																								
1377	9377.5957	834.3996	0.351																									30.3377	0.0824	0.02495996722967741	0.0018934910276194813	13.18198336596153	0.0030808867946234293																								
3605	949.1533	1621.5923	0.019																									99.0	99.0	-0.007280766965834894	0.0018988158476207458	-3.834372340507817	0.003269859605461316																								
16671	9144.6084	5414.1143	0.347																									99.0	99.0	-0.005307179761161841	0.0018968811372188552	-2.797845187570927	0.0023107377272614323																								
11714	8423.8691	3652.5613	0.347																									32.9256	0.8952	0.002301785380173105	0.001897365013291876	1.2131484263955994	0.003356719621726994																								
14312	4172.959	4419.8096	0.347																									99.0	99.0	-0.00013254453269612791	0.0018983323684928217	-0.06982156280744528	0.0024588850403364057																								
16388	10026.7012	5265.0249	0.347																									31.4021	0.2199	0.009364369488816526	0.001896397261145834	4.937978808911811	0.0025484458327164746																								
10104	4896.1147	3220.9973	0.361																									28.9978	0.024	0.08573758061680337	0.001896397261145834	45.21077011311402	0.0033675429352185648																								
16024	6503.8467	5072.4775	0.9																									28.6172	0.0169	0.12173623373840092	0.0018983323684928217	64.12798715277306	0.0024729728688093304																								
14074	3873.6731	4348.873	0.347																									33.3058	1.2721	0.0016218110858396606	0.0018997824089314974	0.8536825471248692	0.0027486821519696206																								
6306	3603.2976	2331.1499	0.02																									32.5105	0.6117	0.003373608591699005	0.0019002654911143247	1.7753353978557518	0.002910293173074081																								
12090	4227.0708	3737.2468	0.347																									31.722	0.2955	0.006974259855150459	0.0018978488893648974	3.6748235827586617	0.0025151946523741847																								
11883	5159.7842	3693.3799	0.356																									30.6436	0.1095	0.01883056134914331	0.0018978488893648974	9.922055151316517	0.0035621667988845404																								
5069	6888.2129	1951.9519	0.36																									30.7111	0.1165	0.017695875927359835	0.0018988158476207458	9.31942713114235	0.0026374454465905744																								
7193	3445.2651	2549.6016	0.358																									33.4054	1.3933	0.0014796021308713058	0.0018983323684928217	0.7794220629794316	0.00269505783384361																								
3811	8184.3027	1645.6006	0.364																									31.4462	0.2289	0.008991804759845134	0.0018949446405640289	4.745154326602771	0.0036200571527675446																								
11019	2187.5984	3451.1387	0.002																									29.9476	0.0576	0.03574955022608944	0.001897365013291876	18.84168305816125	0.0028834833347835863																								
5859	3137.0029	2211.0244	0.348																									32.8175	0.8102	0.0025426715121770796	0.0018968811372188552	1.3404485195656808	0.002958836960160954																								
15418	800.2985	4877.4038	0.357																									31.3762	0.2146	0.009590239187807879	0.0018954291120546949	5.059666503387092	0.00285011670371841																								
14733	6431.48	4583.853	0.032																									99.0	99.0	-0.004616344453561811	0.0018988158476207458	-2.4311701734247597	0.0027781316388954405																								
7235	4006.1929	2567.3301	0.347																									34.5348	3.9409	0.000522858661671737	0.001897365013291876	0.2755709407567243	0.002346249833729154																								
3953	9953.3926	1719.1537	0.029																									24.8267	0.0005	3.99589941998051	0.0018988158476207458	2104.4165104201397	0.003910488439093301																								
7575	10293.2773	2646.9109	0.347																									32.7725	0.7794	0.0026503150835321724	0.0019021966290103443	1.393291862214608	0.0027414584442518653																								
6618	3428.0144	2335.1843	0.525																									30.154	0.0697	0.029559151746703777	0.0018968811372188552	15.583027932916469	0.0032487498829097015																								
7196	10847.5342	2547.7966	0.351																									33.753	1.9197	0.0010742110347558087	0.0018988158476207458	0.5657268113186524	0.002546011438891568																								
5703	1309.3081	2157.6396	0.353																									31.0089	0.1533	0.01345106811496866	0.0018983323684928217	7.08572868388064	0.0027674511190450275																								
5647	7460.9712	2041.2695	0.406																									31.1941	0.1818	0.011341769351144516	0.0018983323684928217	5.9745961978983155	0.002905083091523812																								
10943	3748.9292	3470.8042	0.356																									99.0	99.0	-0.000691844738981237	0.0018968811372188552	-0.3647275126556412	0.002730634285959273																								
4632	2739.314	1854.7065	0.347																									99.0	99.0	-0.0014452520899730674	0.001903161602540709	-0.7593953598284374	0.0029336839105316304																								
11270	3476.9111	3547.0	0.347																									33.1765	1.1271	0.001826815167344228	0.0018959131866002645	0.9635542282503228	0.002808112557871256																								
4352	472.4676	1781.3425	0.019																									99.0	99.0	-0.004185208490829444	0.0018992991282761218	-2.2035541577003213	0.0027777252863934497																								
216	6654.563	559.7209	0.742																									25.3606	0.0008	2.443758748226498	0.001897365013291876	1287.9750238393212	0.0030337308794497744																								
189	8519.873	390.8094	0.351																									33.3827	1.3645	0.0015109054196789178	0.0018983323684928217	0.7959119513294182	0.0035338432559551204																								
14388	3081.8062	4614.9575	0.003																									29.1501	0.0277	0.07451707402328576	0.0018988158476207458	39.24397098152364	0.002804872056683727																								
6014	2231.2097	2256.6421	0.051																									99.0	99.0	-0.0019306105544582188	0.0018983323684928217	-1.0170034428644465	0.0029512302841355168																								
1435	9483.4736	856.7956	0.0																									30.8328	0.1302	0.015818921037056143	0.001896397261145834	8.341565009168011	0.002914918537419767							28.5204	0.0341	0.017362441390703448	0.0005453382697236159	31.83792951025232	0.0014605788164019917												
9768	2781.6733	3194.866	0.021																									99.0	99.0	-0.0026846667122107978	0.0018992991282761218	-1.413503893221657	0.0027940152244685912																								
15112	8999.25	4797.165	0.035																									28.4026	0.0139	0.14834322541105022	0.0018988158476207458	78.12407169285386	0.0027988585303323917																								
16679	9228.0703	5420.9624	0.337																									99.0	99.0	-0.003619623254353868	0.001897365013291876	-1.9077105506830871	0.002815937992775763																								
4526	9217.3828	1803.3964	0.356																									99.0	99.0	-0.0029459716999950883	0.001896397261145834	-1.55345705267212	0.0037457240782369796																								
15428	11161.1709	4875.9604	0.189																									32.5905	0.6578	0.003134022454887109	0.0018983323684928217	1.6509345291179762	0.0026451237085817116																								
5823	3153.2908	2204.4487	0.347																									99.0	99.0	-0.00030805400572673423	0.0018983323684928217	-0.16227611710130257	0.002799140267114231																								
12813	4360.2041	3925.7769	0.253																									99.0	99.0	-0.001411064201146879	0.001897365013291876	-0.7436967537936843	0.0022525181684090764																								
14296	4849.3491	4469.353	0.001																									29.6249	0.0429	0.0481218724070437	0.0018992991282761218	25.336647445692766	0.0034121689888039837																								
7398	3523.5159	2613.7556	0.347																									99.0	99.0	-0.0004620101538903193	0.001897365013291876	-0.2435009345348602	0.0029500912972283085																								
2555	10307.6074	1263.6857	0.724																									29.6853	0.0452	0.045519758366618125	0.001896397261145834	24.00328206502173	0.003218564320574963																								
9657	8010.9351	3173.2285	0.347																									99.0	99.0	-0.0012796632672746836	0.0018983323684928217	-0.6740986396869324	0.002779885231672685																								
14687	7495.2959	4718.3579	0.011																									28.1861	0.0114	0.18107234100643246	0.0018988158476207458	95.36066450747171	0.002268034440468981																								
2299	2357.2146	1191.4961	0.359																									30.9637	0.1468	0.014023165235757536	0.0018959131866002645	7.396522865534659	0.003183880953661978																								
6378	2832.7915	2352.158	0.347																									99.0	99.0	-0.0057378076341702815	0.0018988158476207458	-3.0217820445094077	0.0028082461949772426																								
9861	3006.52	3213.624	0.349																									99.0	99.0	-0.00017676050504499265	0.001897365013291876	-0.09316104376685962	0.003485061147743868																								
7654	9710.7637	2656.7358	0.354																									31.1781	0.1791	0.011509982774823062	0.0018983323684928217	6.063207352862763	0.0027183613626455493																								
3983	7168.2036	1702.3705	0.019																									99.0	99.0	-0.0011021688702874393	0.001897365013291876	-0.5808944839639509	0.0031217846595592317																								
14432	3944.2654	4536.9341	0.001																									29.6124	0.0424	0.04867920317023094	0.0018997824089314974	25.62356769984505	0.0028295710722283447																								
14663	9086.5986	4791.4614	0.0																									29.3449	0.0331	0.06227889943780114	0.001897365013291876	32.82388944747588	0.0027463208015951588																								
8188	3880.7109	2773.2126	0.37																									32.7365	0.7519	0.0027396058983358866	0.0018968811372188552	1.4442686178811428	0.0027742587638218473	30.3368	0.1625	0.004106809096493408	0.0006145636445059997	6.682479728840054	0.001425935820947554																		
7402	1270.6993	2594.5078	0.367																									31.8444	0.3316	0.006231063519829174	0.0019026791157755268	3.274889322201558	0.0030898977006346574																								
