source_number	filter	x_image	y_image	nmad_flux_error	redshift_bin	pointing
1462	F606W	3691.1133	854.8513	0.00448746373569138	z7-8	nircam9
2181	F606W	1240.3319	1125.4906	0.0036165018655222618	z7-8	nircam9
2408	F606W	937.6856	1219.2966	0.0029989534015514505	z7-8	nircam9
3302	F606W	3155.7041	1502.7146	0.0047803796935703665	z7-8	nircam9
5653	F606W	10120.5352	2133.0745	0.002791180101624201	z7-8	nircam9
5676	F606W	4527.6016	2137.5061	0.0028283759777959503	z7-8	nircam9
6061	F606W	7087.3535	2252.2434	0.00266178327111529	z7-8	nircam9
7270	F606W	4305.3853	2593.717	0.0035192351581314007	z7-8	nircam9
7542	F606W	2802.6294	2661.7776	0.0028814187914661658	z7-8	nircam9
8294	F606W	2355.179	2848.728	0.0033297504929795216	z7-8	nircam9
9473	F606W	5018.2119	3155.9058	0.0028865195065346377	z7-8	nircam9
9920	F606W	10479.7793	3256.3835	0.002810578335677037	z7-8	nircam9
10502	F606W	3549.1204	3406.4329	0.003113696397816545	z7-8	nircam9
11980	F606W	7070.3579	3801.5435	0.0023987729602090993	z7-8	nircam9
12134	F606W	3727.6379	3833.8469	0.0026068041322855305	z7-8	nircam9
12709	F606W	7011.8525	4011.3481	0.002409834428714639	z7-8	nircam9
13656	F606W	9277.7324	4328.3506	0.0028040729907400875	z7-8	nircam9
13856	F606W	2581.5566	4395.8921	0.0024375759114024106	z7-8	nircam9
15257	F606W	4962.1772	4953.1548	0.002794837998874618	z7-8	nircam9
15632	F606W	7181.2378	5048.6665	0.0019830537941021523	z7-8	nircam9
1462	F814W	3691.1133	854.8513	0.0031347027810294846	z7-8	nircam9
2181	F814W	1240.3319	1125.4906	0.002900924036269668	z7-8	nircam9
2408	F814W	937.6856	1219.2966	0.002373830739750556	z7-8	nircam9
3302	F814W	3155.7041	1502.7146	0.0033298559464474335	z7-8	nircam9
5653	F814W	10120.5352	2133.0745	0.003555085627497311	z7-8	nircam9
5676	F814W	4527.6016	2137.5061	0.0024776420063974338	z7-8	nircam9
6061	F814W	7087.3535	2252.2434	0.002476995108072628	z7-8	nircam9
7270	F814W	4305.3853	2593.717	0.0028505632024062415	z7-8	nircam9
7542	F814W	2802.6294	2661.7776	0.0029892472088705545	z7-8	nircam9
8294	F814W	2355.179	2848.728	0.0029695737069852426	z7-8	nircam9
9473	F814W	5018.2119	3155.9058	0.0027448326691697045	z7-8	nircam9
9920	F814W	10479.7793	3256.3835	0.002964907507601693	z7-8	nircam9
10502	F814W	3549.1204	3406.4329	0.0033957899483768417	z7-8	nircam9
11980	F814W	7070.3579	3801.5435	0.0033287178429824435	z7-8	nircam9
12134	F814W	3727.6379	3833.8469	0.003535229669109018	z7-8	nircam9
12709	F814W	7011.8525	4011.3481	0.0033354689359069226	z7-8	nircam9
13656	F814W	9277.7324	4328.3506	0.0026763003801992848	z7-8	nircam9
13856	F814W	2581.5566	4395.8921	0.0029853042745918955	z7-8	nircam9
15257	F814W	4962.1772	4953.1548	0.002796680959239069	z7-8	nircam9
15632	F814W	7181.2378	5048.6665	0.0027867477955836033	z7-8	nircam9
1462	F115W	3691.1133	854.8513	0.0011243015355474355	z7-8	nircam9
2181	F115W	1240.3319	1125.4906	0.0011053879780749403	z7-8	nircam9
2408	F115W	937.6856	1219.2966	0.0013307195812649118	z7-8	nircam9
3302	F115W	3155.7041	1502.7146	0.0016647607871904714	z7-8	nircam9
5653	F115W	10120.5352	2133.0745	0.001290823908674111	z7-8	nircam9
5676	F115W	4527.6016	2137.5061	0.0012479741601358159	z7-8	nircam9
6061	F115W	7087.3535	2252.2434	0.001029057681267455	z7-8	nircam9
7270	F115W	4305.3853	2593.717	0.0012329336034743986	z7-8	nircam9
7542	F115W	2802.6294	2661.7776	0.0034085780741263316	z7-8	nircam9
8294	F115W	2355.179	2848.728	0.0033394198544461446	z7-8	nircam9
9473	F115W	5018.2119	3155.9058	0.0017191099077528461	z7-8	nircam9
9920	F115W	10479.7793	3256.3835	0.001332494194435063	z7-8	nircam9
10502	F115W	3549.1204	3406.4329	0.0011282744239834166	z7-8	nircam9
11980	F115W	7070.3579	3801.5435	0.0011109715356153807	z7-8	nircam9
12134	F115W	3727.6379	3833.8469	0.0012694126341605098	z7-8	nircam9
12709	F115W	7011.8525	4011.3481	0.001511057138886728	z7-8	nircam9
13656	F115W	9277.7324	4328.3506	0.0012347389776466708	z7-8	nircam9
13856	F115W	2581.5566	4395.8921	0.0027345264839025493	z7-8	nircam9
15257	F115W	4962.1772	4953.1548	0.0022424551842360973	z7-8	nircam9
15632	F115W	7181.2378	5048.6665	0.0020862537382500407	z7-8	nircam9
1462	F150W	3691.1133	854.8513	0.0017257169457705638	z7-8	nircam9
2181	F150W	1240.3319	1125.4906	0.001989606261802973	z7-8	nircam9
2408	F150W	937.6856	1219.2966	0.0018925042779295066	z7-8	nircam9
3302	F150W	3155.7041	1502.7146	0.0018351068798821862	z7-8	nircam9
5653	F150W	10120.5352	2133.0745	0.002083076302481426	z7-8	nircam9
5676	F150W	4527.6016	2137.5061	0.0018720586117326192	z7-8	nircam9
6061	F150W	7087.3535	2252.2434	0.0017617463893093946	z7-8	nircam9
7270	F150W	4305.3853	2593.717	0.001985650939076459	z7-8	nircam9
7542	F150W	2802.6294	2661.7776	0.0019445162097600345	z7-8	nircam9
8294	F150W	2355.179	2848.728	0.0022629504741876515	z7-8	nircam9
9473	F150W	5018.2119	3155.9058	0.001896979702581013	z7-8	nircam9
9920	F150W	10479.7793	3256.3835	0.0018382170675149906	z7-8	nircam9
10502	F150W	3549.1204	3406.4329	0.0018997882928719885	z7-8	nircam9
11980	F150W	7070.3579	3801.5435	0.0022270375057080183	z7-8	nircam9
12134	F150W	3727.6379	3833.8469	0.0017932578865334685	z7-8	nircam9
12709	F150W	7011.8525	4011.3481	0.001994726991177858	z7-8	nircam9
13656	F150W	9277.7324	4328.3506	0.0018525060832111258	z7-8	nircam9
13856	F150W	2581.5566	4395.8921	0.00285790713419938	z7-8	nircam9
15257	F150W	4962.1772	4953.1548	0.0030236497616889543	z7-8	nircam9
15632	F150W	7181.2378	5048.6665	0.0027246534051156204	z7-8	nircam9
1462	F200W	3691.1133	854.8513	0.0013843786880903027	z7-8	nircam9
2181	F200W	1240.3319	1125.4906	0.0014554203257038478	z7-8	nircam9
2408	F200W	937.6856	1219.2966	0.0015047153282162337	z7-8	nircam9
3302	F200W	3155.7041	1502.7146	0.0015805284017742693	z7-8	nircam9
5653	F200W	10120.5352	2133.0745	0.001989783782887531	z7-8	nircam9
5676	F200W	4527.6016	2137.5061	0.0015257116616255312	z7-8	nircam9
6061	F200W	7087.3535	2252.2434	0.0016956991218326175	z7-8	nircam9
7270	F200W	4305.3853	2593.717	0.0013739881724188139	z7-8	nircam9
7542	F200W	2802.6294	2661.7776	0.001811824928350345	z7-8	nircam9
8294	F200W	2355.179	2848.728	0.0017546052930475212	z7-8	nircam9
9473	F200W	5018.2119	3155.9058	0.0019751056025091593	z7-8	nircam9
9920	F200W	10479.7793	3256.3835	0.0013574719463901469	z7-8	nircam9
10502	F200W	3549.1204	3406.4329	0.0015608198393775464	z7-8	nircam9
11980	F200W	7070.3579	3801.5435	0.0021195212143532947	z7-8	nircam9
12134	F200W	3727.6379	3833.8469	0.001520328966818722	z7-8	nircam9
12709	F200W	7011.8525	4011.3481	0.001635333932907639	z7-8	nircam9
13656	F200W	9277.7324	4328.3506	0.0014965641961767382	z7-8	nircam9
13856	F200W	2581.5566	4395.8921	0.0028112921842886403	z7-8	nircam9
