NUMBER,X_IMAGE,Y_IMAGE,ALPHA_J2000,DELTA_J2000,CLASS_STAR,FILTER,SEX_FLUX,SEX_FLUXERR,SEX_SNR,NMAD_FLUX,NMAD_FLUXERR,NMAD_SNR,SNR_DIFF,SNR_RATIO
8588,2678.146,2972.8025,214.7754834,52.787595,0.008,F606W,0.1124256,0.01995138,5.634978633056961,0.013997524179385858,0.0030018465279139277,4.6629712909117815,0.9720073421451794,1.2084523539828864
8588,2678.146,2972.8025,214.7754834,52.787595,0.008,F814W,0.06627523,0.01402071,4.726952486714296,0.0,0.0,0.0,4.726952486714296,
8588,2678.146,2972.8025,214.7754834,52.787595,0.008,F115W,0.3922404,0.02425562,16.171114158285793,0.0,0.0,0.0,16.171114158285793,
8588,2678.146,2972.8025,214.7754834,52.787595,0.008,F150W,0.2494929,0.02918114,8.549799630857464,0.0,0.0,0.0,8.549799630857464,
8588,2678.146,2972.8025,214.7754834,52.787595,0.008,F200W,0.5607468,0.02464612,22.75193012125235,0.0,0.0,0.0,22.75193012125235,
8588,2678.146,2972.8025,214.7754834,52.787595,0.008,F277W,0.3095299,0.02063791,14.998122387392911,0.0,0.0,0.0,14.998122387392911,
8588,2678.146,2972.8025,214.7754834,52.787595,0.008,F356W,0.1964999,0.02212185,8.88261605607126,0.0,0.0,0.0,8.88261605607126,
8588,2678.146,2972.8025,214.7754834,52.787595,0.008,F410M,0.01628939,0.04981701,0.3269844978652874,0.0,0.0,0.0,0.3269844978652874,
8588,2678.146,2972.8025,214.7754834,52.787595,0.008,F444W,-0.08110321,0.04121625,-1.967748400206229,0.0,0.0,0.0,-1.967748400206229,
1233,8846.6436,692.1678,214.7445703,52.7360814,0.06,F606W,0.05123654,0.03227119,1.5876867261479977,0.001304445040050286,0.0032265735454360847,0.4042818245675491,1.1834049015804486,3.9271780962359846
1233,8846.6436,692.1678,214.7445703,52.7360814,0.06,F814W,0.04044256,0.02267839,1.7833082507179743,0.0,0.0,0.0,1.7833082507179743,
1233,8846.6436,692.1678,214.7445703,52.7360814,0.06,F115W,0.2621695,0.03923326,6.682327698488477,0.0,0.0,0.0,6.682327698488477,
1233,8846.6436,692.1678,214.7445703,52.7360814,0.06,F150W,0.3446157,0.04720024,7.301142960290034,0.0,0.0,0.0,7.301142960290034,
1233,8846.6436,692.1678,214.7445703,52.7360814,0.06,F200W,0.5792925,0.03986489,14.531395922577486,0.0,0.0,0.0,14.531395922577486,
1233,8846.6436,692.1678,214.7445703,52.7360814,0.06,F277W,0.3673814,0.03338164,11.005492839776597,0.0,0.0,0.0,11.005492839776597,
1233,8846.6436,692.1678,214.7445703,52.7360814,0.06,F356W,0.2970423,0.03578191,8.301465740649395,0.0,0.0,0.0,8.301465740649395,
1233,8846.6436,692.1678,214.7445703,52.7360814,0.06,F410M,0.3874912,0.0805786,4.808859920624086,0.0,0.0,0.0,4.808859920624086,
1233,8846.6436,692.1678,214.7445703,52.7360814,0.06,F444W,0.5121529,0.06666694,7.68226200272579,0.0,0.0,0.0,7.68226200272579,
4366,520.9445,1718.609,214.8078867,52.7945543,0.055,F606W,-0.03354821,0.02771901,-1.2102961108639885,-0.000383807400328382,0.002995144979113751,-0.12814317938023445,-1.082152931483754,
4366,520.9445,1718.609,214.8078867,52.7945543,0.055,F814W,0.03897168,0.01947937,2.0006642925310216,0.0,0.0,0.0,2.0006642925310216,
4366,520.9445,1718.609,214.8078867,52.7945543,0.055,F115W,0.5933986,0.03369901,17.60878435301215,0.0,0.0,0.0,17.60878435301215,
4366,520.9445,1718.609,214.8078867,52.7945543,0.055,F150W,0.5316521,0.04054217,13.113558055723212,0.0,0.0,0.0,13.113558055723212,
4366,520.9445,1718.609,214.8078867,52.7945543,0.055,F200W,0.4118847,0.03424155,12.028798345869271,0.0,0.0,0.0,12.028798345869271,
4366,520.9445,1718.609,214.8078867,52.7945543,0.055,F277W,0.1860629,0.02867283,6.489171107281702,0.0,0.0,0.0,6.489171107281702,
4366,520.9445,1718.609,214.8078867,52.7945543,0.055,F356W,0.3349903,0.03073451,10.899484000232963,0.0,0.0,0.0,10.899484000232963,
4366,520.9445,1718.609,214.8078867,52.7945543,0.055,F410M,0.2762969,0.06921217,3.992027702642469,0.0,0.0,0.0,3.992027702642469,
4366,520.9445,1718.609,214.8078867,52.7945543,0.055,F444W,0.519778,0.05726289,9.077047979939538,0.0,0.0,0.0,9.077047979939538,
1639,3904.2422,871.3156,214.7866575,52.7684797,0.01,F606W,0.0157802,0.01624281,0.9715190906007027,0.0020810557261573253,0.0027196475651576567,0.7651931642976274,0.20632592630307534,1.2696390087233234
1639,3904.2422,871.3156,214.7866575,52.7684797,0.01,F814W,-0.01271457,0.01141454,-1.113892456463423,0.0,0.0,0.0,-1.113892456463423,
1639,3904.2422,871.3156,214.7866575,52.7684797,0.01,F115W,0.1346368,0.01974697,6.818099181798525,0.0,0.0,0.0,6.818099181798525,
1639,3904.2422,871.3156,214.7866575,52.7684797,0.01,F150W,0.2285804,0.02375693,9.621630404265197,0.0,0.0,0.0,9.621630404265197,
1639,3904.2422,871.3156,214.7866575,52.7684797,0.01,F200W,0.1434578,0.02006489,7.149692821640189,0.0,0.0,0.0,7.149692821640189,
1639,3904.2422,871.3156,214.7866575,52.7684797,0.01,F277W,0.2592348,0.01680173,15.429054031935996,0.0,0.0,0.0,15.429054031935996,
1639,3904.2422,871.3156,214.7866575,52.7684797,0.01,F356W,0.07640989,0.01800983,4.242676915884269,0.0,0.0,0.0,4.242676915884269,
1639,3904.2422,871.3156,214.7866575,52.7684797,0.01,F410M,0.05763838,0.040557,1.4211697117636906,0.0,0.0,0.0,1.4211697117636906,
1639,3904.2422,871.3156,214.7866575,52.7684797,0.01,F444W,0.1067789,0.03355496,3.182209127950085,0.0,0.0,0.0,3.182209127950085,
9972,2966.4041,3326.166,214.7692007,52.7876647,0.019,F606W,0.0001933704,0.01580959,0.012231209031986283,0.0012024737005135483,0.003322134257666894,0.36195818929907886,-0.3497269802670926,0.03379177317598934
9972,2966.4041,3326.166,214.7692007,52.7876647,0.019,F814W,-0.03869857,0.0111101,-3.4831882701325823,0.0,0.0,0.0,-3.4831882701325823,
9972,2966.4041,3326.166,214.7692007,52.7876647,0.019,F115W,-0.005130685,0.01922029,-0.2669410815341496,0.0,0.0,0.0,-0.2669410815341496,
9972,2966.4041,3326.166,214.7692007,52.7876647,0.019,F150W,-0.03089577,0.0231233,-1.3361315210199236,0.0,0.0,0.0,-1.3361315210199236,
9972,2966.4041,3326.166,214.7692007,52.7876647,0.019,F200W,-0.04701682,0.01952973,-2.4074485412752766,0.0,0.0,0.0,-2.4074485412752766,
