source_number	filter	x_image	y_image	nmad_flux_error	redshift_bin	pointing
114	F606W	3918.3921	1763.4038	0	z8-10	nircam2
904	F606W	10246.46	1958.4879	0	z8-10	nircam2
1401	F606W	4437.2632	2181.6448	0	z8-10	nircam2
1695	F606W	10096.1455	2292.9661	0	z8-10	nircam2
1703	F606W	10133.8125	2299.707	0	z8-10	nircam2
1708	F606W	337.7458	2300.0093	0	z8-10	nircam2
2717	F606W	10336.8486	2699.9954	0	z8-10	nircam2
3123	F606W	6485.1489	2835.0723	0	z8-10	nircam2
4445	F606W	8176.9507	3332.6409	0	z8-10	nircam2
4525	F606W	9600.5508	3362.1416	0	z8-10	nircam2
5541	F606W	6886.3892	3714.9934	0	z8-10	nircam2
6058	F606W	8983.5127	3879.0076	0	z8-10	nircam2
7232	F606W	3497.5911	4230.1987	0	z8-10	nircam2
8656	F606W	7870.3267	4780.4473	0	z8-10	nircam2
8746	F606W	622.021	4877.1577	0	z8-10	nircam2
8831	F606W	6646.2759	4841.3608	0	z8-10	nircam2
11539	F606W	2893.5154	5892.5518	0	z8-10	nircam2
11651	F606W	7394.9893	6255.8594	0	z8-10	nircam2
12075	F606W	2400.6907	6098.1201	0	z8-10	nircam2
13106	F606W	8888.2646	5718.0898	0	z8-10	nircam2
114	F814W	3918.3921	1763.4038	0	z8-10	nircam2
904	F814W	10246.46	1958.4879	0	z8-10	nircam2
1401	F814W	4437.2632	2181.6448	0	z8-10	nircam2
1695	F814W	10096.1455	2292.9661	0	z8-10	nircam2
1703	F814W	10133.8125	2299.707	0	z8-10	nircam2
1708	F814W	337.7458	2300.0093	0	z8-10	nircam2
2717	F814W	10336.8486	2699.9954	0	z8-10	nircam2
3123	F814W	6485.1489	2835.0723	0	z8-10	nircam2
4445	F814W	8176.9507	3332.6409	0	z8-10	nircam2
4525	F814W	9600.5508	3362.1416	0	z8-10	nircam2
5541	F814W	6886.3892	3714.9934	0	z8-10	nircam2
6058	F814W	8983.5127	3879.0076	0	z8-10	nircam2
7232	F814W	3497.5911	4230.1987	0	z8-10	nircam2
8656	F814W	7870.3267	4780.4473	0	z8-10	nircam2
8746	F814W	622.021	4877.1577	0	z8-10	nircam2
8831	F814W	6646.2759	4841.3608	0	z8-10	nircam2
11539	F814W	2893.5154	5892.5518	0	z8-10	nircam2
11651	F814W	7394.9893	6255.8594	0	z8-10	nircam2
12075	F814W	2400.6907	6098.1201	0	z8-10	nircam2
13106	F814W	8888.2646	5718.0898	0	z8-10	nircam2
114	F115W	3918.3921	1763.4038	0	z8-10	nircam2
904	F115W	10246.46	1958.4879	0	z8-10	nircam2
1401	F115W	4437.2632	2181.6448	0	z8-10	nircam2
1695	F115W	10096.1455	2292.9661	0	z8-10	nircam2
1703	F115W	10133.8125	2299.707	0	z8-10	nircam2
1708	F115W	337.7458	2300.0093	0	z8-10	nircam2
2717	F115W	10336.8486	2699.9954	0	z8-10	nircam2
3123	F115W	6485.1489	2835.0723	0	z8-10	nircam2
4445	F115W	8176.9507	3332.6409	0	z8-10	nircam2
4525	F115W	9600.5508	3362.1416	0	z8-10	nircam2
5541	F115W	6886.3892	3714.9934	0	z8-10	nircam2
6058	F115W	8983.5127	3879.0076	0	z8-10	nircam2
7232	F115W	3497.5911	4230.1987	0	z8-10	nircam2
8656	F115W	7870.3267	4780.4473	0	z8-10	nircam2
8746	F115W	622.021	4877.1577	0	z8-10	nircam2
8831	F115W	6646.2759	4841.3608	0	z8-10	nircam2
11539	F115W	2893.5154	5892.5518	0	z8-10	nircam2
11651	F115W	7394.9893	6255.8594	0	z8-10	nircam2
12075	F115W	2400.6907	6098.1201	0	z8-10	nircam2
13106	F115W	8888.2646	5718.0898	0	z8-10	nircam2
114	F150W	3918.3921	1763.4038	0	z8-10	nircam2
904	F150W	10246.46	1958.4879	0	z8-10	nircam2
1401	F150W	4437.2632	2181.6448	0	z8-10	nircam2
1695	F150W	10096.1455	2292.9661	0	z8-10	nircam2
1703	F150W	10133.8125	2299.707	0	z8-10	nircam2
1708	F150W	337.7458	2300.0093	0	z8-10	nircam2
2717	F150W	10336.8486	2699.9954	0	z8-10	nircam2
3123	F150W	6485.1489	2835.0723	0	z8-10	nircam2
4445	F150W	8176.9507	3332.6409	0	z8-10	nircam2
4525	F150W	9600.5508	3362.1416	0	z8-10	nircam2
5541	F150W	6886.3892	3714.9934	0	z8-10	nircam2
6058	F150W	8983.5127	3879.0076	0	z8-10	nircam2
7232	F150W	3497.5911	4230.1987	0	z8-10	nircam2
8656	F150W	7870.3267	4780.4473	0	z8-10	nircam2
8746	F150W	622.021	4877.1577	0	z8-10	nircam2
8831	F150W	6646.2759	4841.3608	0	z8-10	nircam2
11539	F150W	2893.5154	5892.5518	0	z8-10	nircam2
11651	F150W	7394.9893	6255.8594	0	z8-10	nircam2
12075	F150W	2400.6907	6098.1201	0	z8-10	nircam2
13106	F150W	8888.2646	5718.0898	0	z8-10	nircam2
114	F200W	3918.3921	1763.4038	0	z8-10	nircam2
904	F200W	10246.46	1958.4879	0	z8-10	nircam2
1401	F200W	4437.2632	2181.6448	0	z8-10	nircam2
1695	F200W	10096.1455	2292.9661	0	z8-10	nircam2
1703	F200W	10133.8125	2299.707	0	z8-10	nircam2
1708	F200W	337.7458	2300.0093	0	z8-10	nircam2
2717	F200W	10336.8486	2699.9954	0	z8-10	nircam2
3123	F200W	6485.1489	2835.0723	0	z8-10	nircam2
4445	F200W	8176.9507	3332.6409	0	z8-10	nircam2
4525	F200W	9600.5508	3362.1416	0	z8-10	nircam2
5541	F200W	6886.3892	3714.9934	0	z8-10	nircam2
6058	F200W	8983.5127	3879.0076	0	z8-10	nircam2
7232	F200W	3497.5911	4230.1987	0	z8-10	nircam2
8656	F200W	7870.3267	4780.4473	0	z8-10	nircam2
8746	F200W	622.021	4877.1577	0	z8-10	nircam2
8831	F200W	6646.2759	4841.3608	0	z8-10	nircam2
11539	F200W	2893.5154	5892.5518	0	z8-10	nircam2
11651	F200W	7394.9893	6255.8594	0	z8-10	nircam2
12075	F200W	2400.6907	6098.1201	0	z8-10	nircam2
13106	F200W	8888.2646	5718.0898	0	z8-10	nircam2
114	F277W	3918.3921	1763.4038	0	z8-10	nircam2
904	F277W	10246.46	1958.4879	0	z8-10	nircam2
1401	F277W	4437.2632	2181.6448	0	z8-10	nircam2
1695	F277W	10096.1455	2292.9661	0	z8-10	nircam2
1703	F277W	10133.8125	2299.707	0	z8-10	nircam2
1708	F277W	337.7458	2300.0093	0	z8-10	nircam2
2717	F277W	10336.8486	2699.9954	0	z8-10	nircam2
3123	F277W	6485.1489	2835.0723	0	z8-10	nircam2
4445	F277W	8176.9507	3332.6409	0	z8-10	nircam2
4525	F277W	9600.5508	3362.1416	0	z8-10	nircam2
5541	F277W	6886.3892	3714.9934	0	z8-10	nircam2
6058	F277W	8983.5127	3879.0076	0	z8-10	nircam2
7232	F277W	3497.5911	4230.1987	0	z8-10	nircam2
8656	F277W	7870.3267	4780.4473	0	z8-10	nircam2
8746	F277W	622.021	4877.1577	0	z8-10	nircam2
8831	F277W	6646.2759	4841.3608	0	z8-10	nircam2
11539	F277W	2893.5154	5892.5518	0	z8-10	nircam2
11651	F277W	7394.9893	6255.8594	0	z8-10	nircam2
12075	F277W	2400.6907	6098.1201	0	z8-10	nircam2
13106	F277W	8888.2646	5718.0898	0	z8-10	nircam2
114	F356W	3918.3921	1763.4038	0	z8-10	nircam2
904	F356W	10246.46	1958.4879	0	z8-10	nircam2
1401	F356W	4437.2632	2181.6448	0	z8-10	nircam2
1695	F356W	10096.1455	2292.9661	0	z8-10	nircam2
1703	F356W	10133.8125	2299.707	0	z8-10	nircam2
1708	F356W	337.7458	2300.0093	0	z8-10	nircam2
2717	F356W	10336.8486	2699.9954	0	z8-10	nircam2
3123	F356W	6485.1489	2835.0723	0	z8-10	nircam2
4445	F356W	8176.9507	3332.6409	0	z8-10	nircam2
4525	F356W	9600.5508	3362.1416	0	z8-10	nircam2
5541	F356W	6886.3892	3714.9934	0	z8-10	nircam2
6058	F356W	8983.5127	3879.0076	0	z8-10	nircam2
7232	F356W	3497.5911	4230.1987	0	z8-10	nircam2
8656	F356W	7870.3267	4780.4473	0	z8-10	nircam2
8746	F356W	622.021	4877.1577	0	z8-10	nircam2
8831	F356W	6646.2759	4841.3608	0	z8-10	nircam2
11539	F356W	2893.5154	5892.5518	0	z8-10	nircam2
11651	F356W	7394.9893	6255.8594	0	z8-10	nircam2
12075	F356W	2400.6907	6098.1201	0	z8-10	nircam2
13106	F356W	8888.2646	5718.0898	0	z8-10	nircam2
114	F410M	3918.3921	1763.4038	0	z8-10	nircam2
904	F410M	10246.46	1958.4879	0	z8-10	nircam2
1401	F410M	4437.2632	2181.6448	0	z8-10	nircam2
1695	F410M	10096.1455	2292.9661	0	z8-10	nircam2
1703	F410M	10133.8125	2299.707	0	z8-10	nircam2
1708	F410M	337.7458	2300.0093	0	z8-10	nircam2
2717	F410M	10336.8486	2699.9954	0	z8-10	nircam2
3123	F410M	6485.1489	2835.0723	0	z8-10	nircam2
4445	F410M	8176.9507	3332.6409	0	z8-10	nircam2
4525	F410M	9600.5508	3362.1416	0	z8-10	nircam2
5541	F410M	6886.3892	3714.9934	0	z8-10	nircam2
6058	F410M	8983.5127	3879.0076	0	z8-10	nircam2
7232	F410M	3497.5911	4230.1987	0	z8-10	nircam2
8656	F410M	7870.3267	4780.4473	0	z8-10	nircam2
8746	F410M	622.021	4877.1577	0	z8-10	nircam2
8831	F410M	6646.2759	4841.3608	0	z8-10	nircam2
11539	F410M	2893.5154	5892.5518	0	z8-10	nircam2
11651	F410M	7394.9893	6255.8594	0	z8-10	nircam2
12075	F410M	2400.6907	6098.1201	0	z8-10	nircam2
13106	F410M	8888.2646	5718.0898	0	z8-10	nircam2
114	F444W	3918.3921	1763.4038	0	z8-10	nircam2
904	F444W	10246.46	1958.4879	0	z8-10	nircam2
1401	F444W	4437.2632	2181.6448	0	z8-10	nircam2
1695	F444W	10096.1455	2292.9661	0	z8-10	nircam2
1703	F444W	10133.8125	2299.707	0	z8-10	nircam2
1708	F444W	337.7458	2300.0093	0	z8-10	nircam2
2717	F444W	10336.8486	2699.9954	0	z8-10	nircam2
3123	F444W	6485.1489	2835.0723	0	z8-10	nircam2
4445	F444W	8176.9507	3332.6409	0	z8-10	nircam2
4525	F444W	9600.5508	3362.1416	0	z8-10	nircam2
5541	F444W	6886.3892	3714.9934	0	z8-10	nircam2
6058	F444W	8983.5127	3879.0076	0	z8-10	nircam2
7232	F444W	3497.5911	4230.1987	0	z8-10	nircam2
8656	F444W	7870.3267	4780.4473	0	z8-10	nircam2
8746	F444W	622.021	4877.1577	0	z8-10	nircam2
8831	F444W	6646.2759	4841.3608	0	z8-10	nircam2
11539	F444W	2893.5154	5892.5518	0	z8-10	nircam2
11651	F444W	7394.9893	6255.8594	0	z8-10	nircam2
12075	F444W	2400.6907	6098.1201	0	z8-10	nircam2
13106	F444W	8888.2646	5718.0898	0	z8-10	nircam2
