NUMBER,X_IMAGE,Y_IMAGE,ALPHA_J2000,DELTA_J2000,CLASS_STAR,FILTER,SEX_FLUX,SEX_FLUXERR,SEX_SNR,NMAD_FLUX,NMAD_FLUXERR,NMAD_SNR,SNR_DIFF,SNR_RATIO,REDSHIFT_BIN
627,2119.2341,588.5831,214.9982873,52.9044536,1.0,F606W,0.0205008,0.01218368,1.6826443242107474,0.00252253,0.0018606,1.3557615822852842,0.3268827419254632,1.2411063613223696,redshift_z8-10
627,2119.2341,588.5831,214.9982873,52.9044536,1.0,F814W,0.03587855,0.008259718,4.343798420236624,0.00736746,0.0030707,2.3992770378089685,1.9445213824276553,1.8104613814015416,redshift_z8-10
627,2119.2341,588.5831,214.9982873,52.9044536,1.0,F115W,0.1486122,0.01876985,7.9176018987898145,0.00426713,0.00145425,2.93424789410349,4.9833540046863245,2.6983411710716774,redshift_z8-10
627,2119.2341,588.5831,214.9982873,52.9044536,1.0,F150W,0.554995,7.213615e-05,7693.715286995494,0.01617716,0.00206969,7.816223685672734,7685.899063309822,984.3263955071042,redshift_z8-10
627,2119.2341,588.5831,214.9982873,52.9044536,1.0,F200W,0.5393808,5.483626e-05,9836.206918560822,0.01627547,0.0017326,9.393668475124091,9826.813250085697,1047.1102897242586,redshift_z8-10
627,2119.2341,588.5831,214.9982873,52.9044536,1.0,F277W,-1.731107e-05,3.500541e-05,-0.49452556047765184,-7e-07,0.0016645,-0.0004205467107239411,-0.4941050137669279,,redshift_z8-10
627,2119.2341,588.5831,214.9982873,52.9044536,1.0,F356W,0.243092,0.01684711,14.429299743398127,0.00656683,0.00464066,1.415063805579379,13.014235937818748,10.19692517503848,redshift_z8-10
627,2119.2341,588.5831,214.9982873,52.9044536,1.0,F410M,-1.867985e-05,5.104799e-05,-0.3659272382712816,-7.8e-07,0.00311897,-0.0002500825593064377,-0.3656771557119752,,redshift_z8-10
627,2119.2341,588.5831,214.9982873,52.9044536,1.0,F444W,-1.588865e-05,2.808928e-05,-0.5656481761013453,-7.1e-07,0.00253958,-0.00027957378779168207,-0.5653686023135537,,redshift_z8-10
1103,9535.7227,736.1421,214.9303439,52.8581924,0.999,F606W,0.005788634,0.00946237,0.6117530808877691,0.00140483,0.00226696,0.6196977449977061,-0.007944664109936994,0.9871797756663349,redshift_z8-10
