NUMBER,X_IMAGE,Y_IMAGE,ALPHA_J2000,DELTA_J2000,CLASS_STAR,FILTER,SEX_FLUX,SEX_FLUXERR,SEX_SNR,NMAD_FLUX,NMAD_FLUXERR,NMAD_SNR,SNR_DIFF,SNR_RATIO,REDSHIFT_BIN
377,6171.9619,222.975,214.9985122,52.9603119,0.378,F606W,0.01679158,0.01947848,0.8620580250615039,-0.00373555,0.00237424,-1.5733666352180065,2.4354246602795104,,redshift_z10-15
377,6171.9619,222.975,214.9985122,52.9603119,0.378,F814W,-0.08248848,0.01569903,-5.254367945025903,-0.00509939,0.00439708,-1.1597219063560362,-4.094646038669866,,redshift_z10-15
377,6171.9619,222.975,214.9985122,52.9603119,0.378,F115W,0.1072639,0.03700861,2.8983498704760864,-1.52e-06,0.00295133,-0.0005150220409103692,2.898864892516997,,redshift_z10-15
377,6171.9619,222.975,214.9985122,52.9603119,0.378,F150W,0.1400382,0.04385761,3.1930194098584033,0.00122017,0.00294337,0.4145486296320205,2.7784707802263826,7.702400108505312,redshift_z10-15
377,6171.9619,222.975,214.9985122,52.9603119,0.378,F200W,0.1774874,0.03481127,5.098561471615371,0.00328851,0.00208212,1.5794046452654027,3.519156826349968,3.2281540306338723,redshift_z10-15
377,6171.9619,222.975,214.9985122,52.9603119,0.378,F277W,0.2058484,0.02891736,7.1185059770324814,0.00283541,0.00221407,1.2806325003274515,5.83787347670503,5.558586069939905,redshift_z10-15
377,6171.9619,222.975,214.9985122,52.9603119,0.378,F356W,0.8609433,0.03043569,28.28729363454549,0.01346451,0.00227374,5.921745670129392,22.365547964416102,4.776850477931351,redshift_z10-15
377,6171.9619,222.975,214.9985122,52.9603119,0.378,F410M,1.065713,0.06721855,15.854447916534943,0.03113406,0.00367282,8.476881524278348,7.377566392256595,1.8703160910208263,redshift_z10-15
377,6171.9619,222.975,214.9985122,52.9603119,0.378,F444W,0.0001377683,0.05381404,0.0025600809751507225,4.8e-07,0.00449927,0.00010668397317787107,0.0024533970019728515,23.996865685554983,redshift_z10-15
538,2487.929,263.2752,215.0311633,52.9838911,0.374,F606W,0.0684389,0.01739534,3.9343237901644925,0.00506717,0.00220296,2.3001643243635836,1.6341594658009089,1.7104533569587699,redshift_z10-15
538,2487.929,263.2752,215.0311633,52.9838911,0.374,F814W,0.01822311,0.01402009,1.299785522061556,0.00069849,0.0031011,0.22523943116958497,1.074546090891971,5.7706837355797385,redshift_z10-15
538,2487.929,263.2752,215.0311633,52.9838911,0.374,F115W,0.2888623,0.0330507,8.739975250145987,0.00301777,0.00593163,0.5087589751889446,8.231216274957042,17.1790094649438,redshift_z10-15
538,2487.929,263.2752,215.0311633,52.9838911,0.374,F150W,0.2792163,0.03916723,7.128824274782771,0.00206525,0.00429222,0.4811612638681148,6.6476630109146555,14.815873201166012,redshift_z10-15
538,2487.929,263.2752,215.0311633,52.9838911,0.374,F200W,0.9836865,0.03108835,31.641643895542863,0.0218938,0.0039473,5.546525473108201,26.095118422434663,5.70476851660636,redshift_z10-15
538,2487.929,263.2752,215.0311633,52.9838911,0.374,F277W,0.3713926,0.02582477,14.381254895977778,0.00735633,0.00146993,5.004544434088698,9.376710461889079,2.8736391664382395,redshift_z10-15
538,2487.929,263.2752,215.0311633,52.9838911,0.374,F356W,0.3234695,0.02718072,11.900696523123745,0.00628823,0.00119444,5.264584240313452,6.636112282810293,2.2605197257542944,redshift_z10-15
538,2487.929,263.2752,215.0311633,52.9838911,0.374,F410M,-0.1925108,0.06002982,-3.2069194943446444,-0.0058818,0.0034921,-1.684316027605166,-1.5226034667394783,,redshift_z10-15
538,2487.929,263.2752,215.0311633,52.9838911,0.374,F444W,0.4771667,0.04805886,9.928797728452151,0.00749587,0.00217466,3.446915839717473,6.481881888734678,2.8804874241623395,redshift_z10-15
611,6509.9102,278.939,214.9948906,52.9584709,0.371,F606W,-0.0354027,0.01759491,-2.012098953617836,-0.00103723,0.0026569,-0.3903910572471678,-1.6217078963706684,,redshift_z10-15
611,6509.9102,278.939,214.9948906,52.9584709,0.371,F814W,0.001597406,0.01418094,0.11264457786296254,0.00044362,0.00225416,0.1968005820349931,-0.08415600417203055,0.5723792922672009,redshift_z10-15
611,6509.9102,278.939,214.9948906,52.9584709,0.371,F115W,-0.098855,0.03342988,-2.957085098720067,-0.00248636,0.00139551,-1.7816855486524639,-1.175399550067603,,redshift_z10-15
611,6509.9102,278.939,214.9948906,52.9584709,0.371,F150W,-0.05450357,0.03961658,-1.3757767581149105,0.00062439,0.00217404,0.28720262736656177,-1.6629793854814723,-4.7902652239980466,redshift_z10-15
611,6509.9102,278.939,214.9948906,52.9584709,0.371,F200W,-0.02119196,0.03144502,-0.6739369222853094,-0.00138412,0.00211814,-0.6534601112296637,-0.020476811055645694,,redshift_z10-15
611,6509.9102,278.939,214.9948906,52.9584709,0.371,F277W,0.115234,0.02612105,4.4115378210294,0.00323307,0.00172541,1.8737981117531488,2.5377397092762513,2.3543293129385803,redshift_z10-15
611,6509.9102,278.939,214.9948906,52.9584709,0.371,F356W,0.03340178,0.02749255,1.2149393199248524,0.00092222,0.00150737,0.6118073200342318,0.6031319998906206,1.9858201759614027,redshift_z10-15
611,6509.9102,278.939,214.9948906,52.9584709,0.371,F410M,0.5385005,0.06071852,8.868801479350948,0.01720485,0.00335039,5.135178292676375,3.7336231866745724,1.7270678784414057,redshift_z10-15
611,6509.9102,278.939,214.9948906,52.9584709,0.371,F444W,0.539711,0.04861023,11.102827532393903,0.01631214,0.00302889,5.3855174667947665,5.717310065599136,2.0616083042808957,redshift_z10-15
1597,9266.2754,688.9531,214.9658526,52.9432005,0.365,F606W,0.1300821,0.05020829,2.5908490410647325,-0.00240463,0.00261527,-0.9194576468204049,3.5103066878851372,,redshift_z10-15
1597,9266.2754,688.9531,214.9658526,52.9432005,0.365,F814W,-0.003793406,0.04046629,-0.09374237173706806,0.00078464,0.00338625,0.23171354743447767,-0.3254559191715457,-0.40456146295708445,redshift_z10-15
1597,9266.2754,688.9531,214.9658526,52.9432005,0.365,F115W,0.6558193,0.09539446,6.87481537187799,-0.00102631,0.002687,-0.3819538518794194,7.256769223757409,,redshift_z10-15
1597,9266.2754,688.9531,214.9658526,52.9432005,0.365,F150W,0.4032021,0.1130487,3.5666230571426296,0.00049817,0.00393799,0.12650362240635452,3.440119434736275,28.193841324843135,redshift_z10-15
1597,9266.2754,688.9531,214.9658526,52.9432005,0.365,F200W,2.63125,0.08973054,29.323906888334786,0.01130315,0.00234528,4.81953114340292,24.504375744931867,6.084389957407785,redshift_z10-15
1597,9266.2754,688.9531,214.9658526,52.9432005,0.365,F277W,5.114358,0.07453822,68.61390035876896,0.01817504,0.00239241,7.596958715270375,61.01694164349858,9.031759014413309,redshift_z10-15
1597,9266.2754,688.9531,214.9658526,52.9432005,0.365,F356W,4.266098,0.07845191,54.37851035111829,0.0160663,0.00242225,6.63280008256786,47.745710268550425,8.19842444732118,redshift_z10-15
1597,9266.2754,688.9531,214.9658526,52.9432005,0.365,F410M,3.206793,0.1732645,18.5080786889409,0.01750101,0.00343523,5.094567175996949,13.413511512943948,3.6329050240306384,redshift_z10-15
1597,9266.2754,688.9531,214.9658526,52.9432005,0.365,F444W,3.496834,0.1387126,25.209202336341473,0.01912206,0.00340457,5.616585941837001,19.59261639450447,4.488349790673081,redshift_z10-15
4164,7244.6919,1717.1927,214.9731525,52.961582,0.05,F606W,0.01667469,0.01636101,1.0191724105052193,0.00145758,0.00217996,0.6686269472834364,0.3505454632217829,1.5242766009446878,redshift_z10-15
4164,7244.6919,1717.1927,214.9731525,52.961582,0.05,F814W,0.01045858,0.01318646,0.7931302260045532,0.00431556,0.00279747,1.5426653368936936,-0.7495351108891404,0.5141298031636582,redshift_z10-15
4164,7244.6919,1717.1927,214.9731525,52.961582,0.05,F115W,-0.02269353,0.0310855,-0.730035868813434,0.00088769,0.00171878,0.516465167153446,-1.24650103596688,-1.4135239223142697,redshift_z10-15
4164,7244.6919,1717.1927,214.9731525,52.961582,0.05,F150W,0.2385144,0.03683834,6.474623992286298,0.00635951,0.00180636,3.520621581523063,2.954002410763235,1.8390570648849167,redshift_z10-15
4164,7244.6919,1717.1927,214.9731525,52.961582,0.05,F200W,0.4118697,0.02923984,14.085908130824246,0.00892833,0.00148634,6.006923045871066,8.07898508495318,2.344945660741629,redshift_z10-15
4164,7244.6919,1717.1927,214.9731525,52.961582,0.05,F277W,0.2683508,0.02428923,11.048139442872419,0.0078911,0.00187063,4.218418393803157,6.829721049069262,2.6190241013319353,redshift_z10-15
4164,7244.6919,1717.1927,214.9731525,52.961582,0.05,F356W,0.3139115,0.02556455,12.279171743684126,0.00912899,0.00156942,5.816792190745626,6.4623795529385,2.1109868362187645,redshift_z10-15
4164,7244.6919,1717.1927,214.9731525,52.961582,0.05,F410M,0.04272736,0.05646044,0.7567663305493191,7.988e-05,0.00295619,0.02702126723925052,0.7297450633100686,28.00632271790926,redshift_z10-15
