source_number	filter	x_image	y_image	sex_flux_ujy	nmad_error_ujy	redshift_bin	pointing
958	F606W	10277.0078	678.4905	0.0020235536043082584	0.0031749129686233974	z7-8	nircam7
998	F606W	689.4515	692.9848	0.003113122903205603	0.002903733823509649	z7-8	nircam7
1359	F606W	10364.5273	822.081	0.0010432947954881076	0.003144978814174893	z7-8	nircam7
1843	F606W	3334.6228	1008.3906	0.007126062268182659	0.0036918460927434058	z7-8	nircam7
2308	F606W	2381.7744	1199.5356	-0.0016946188376284975	0.0033859718232743144	z7-8	nircam7
2820	F606W	4191.3369	1370.4683	0.0027503384507775817	0.002907594399505588	z7-8	nircam7
4316	F606W	2933.6445	1716.5439	0.002147098362744025	0.003925249393578603	z7-8	nircam7
6714	F606W	1988.8589	2385.3889	0.0013816301444557525	0.0028582800962528975	z7-8	nircam7
8044	F606W	4031.7251	2714.7156	-0.0015402752383866468	0.0022574519710339613	z7-8	nircam7
8191	F606W	4029.9971	2761.7026	0.0006817999816103498	0.00232724970204618	z7-8	nircam7
8243	F606W	721.7584	2775.0002	-0.0017393495232558463	0.0022742494138190605	z7-8	nircam7
9004	F606W	9744.3789	2976.4863	0.0023576841785857856	0.0029263856025791317	z7-8	nircam7
9657	F606W	10838.999	3153.0935	0.0042417573633913375	0.002805181564474201	z7-8	nircam7
11711	F606W	4261.9868	3654.02	-0.0014389564117613192	0.0024264873079247527	z7-8	nircam7
12315	F606W	3074.6379	3783.8662	-0.0022881591592626626	0.0026003109012048466	z7-8	nircam7
12905	F606W	3169.3682	3929.7971	0.0034959455180903825	0.002321166617429213	z7-8	nircam7
13770	F606W	4689.7471	4225.3452	0.0006533386179074775	0.0026139672611815	z7-8	nircam7
13889	F606W	10283.1572	4281.4468	0.001856945307595039	0.002670180504431208	z7-8	nircam7
14498	F606W	10104.6582	4501.1499	0.008836506857788409	0.002726319539095579	z7-8	nircam7
14526	F606W	3957.8804	4510.4092	-0.0003591390571575239	0.002729060521685101	z7-8	nircam7
958	F814W	10277.0078	678.4905	0.0018531215128005476	0.003567042143409935	z7-8	nircam7
998	F814W	689.4515	692.9848	0.0029468271166787313	0.002572556090375362	z7-8	nircam7
1359	F814W	10364.5273	822.081	0.0013025417933474317	0.0035678122729314097	z7-8	nircam7
1843	F814W	3334.6228	1008.3906	0.005717541602252241	0.0034415598811664574	z7-8	nircam7
2308	F814W	2381.7744	1199.5356	0.001944952974696445	0.003006012761666987	z7-8	nircam7
2820	F814W	4191.3369	1370.4683	-0.0030989325083284024	0.0026238281309153015	z7-8	nircam7
4316	F814W	2933.6445	1716.5439	-0.0018702816478085359	0.0031690254081512765	z7-8	nircam7
6714	F814W	1988.8589	2385.3889	0.00532467908575506	0.0029684759101508413	z7-8	nircam7
8044	F814W	4031.7251	2714.7156	-0.0008597195684921953	0.002675314518173105	z7-8	nircam7
8191	F814W	4029.9971	2761.7026	0.004758704843084602	0.0028527700384773248	z7-8	nircam7
8243	F814W	721.7584	2775.0002	0.001025492772188051	0.002726532252157516	z7-8	nircam7
9004	F814W	9744.3789	2976.4863	-0.0017852123441094805	0.0027096364883090877	z7-8	nircam7
9657	F814W	10838.999	3153.0935	-0.0017250451925867505	0.0030204248352101227	z7-8	nircam7
11711	F814W	4261.9868	3654.02	0.0055496219179453415	0.0027123108834125774	z7-8	nircam7
12315	F814W	3074.6379	3783.8662	-0.002750081279440913	0.0034375700343930813	z7-8	nircam7
12905	F814W	3169.3682	3929.7971	0.0038104188845903856	0.0030576711381701503	z7-8	nircam7
13770	F814W	4689.7471	4225.3452	-0.00013479169843097884	0.0031521261455992543	z7-8	nircam7
13889	F814W	10283.1572	4281.4468	0.0035182732475088235	0.0027953950564152384	z7-8	nircam7
14498	F814W	10104.6582	4501.1499	0.004033638975060477	0.002683958041969648	z7-8	nircam7
14526	F814W	3957.8804	4510.4092	-0.0007580940817499597	0.003068246311652466	z7-8	nircam7
958	F115W	10277.0078	678.4905	-0.0018761516027638117	0.003640527205767739	z7-8	nircam7
998	F115W	689.4515	692.9848	0.005329427528894451	0.0011917661412018208	z7-8	nircam7
1359	F115W	10364.5273	822.081	0.006006569596733643	0.001458945368389475	z7-8	nircam7
1843	F115W	3334.6228	1008.3906	0.007969770486180873	0.0022353248119407147	z7-8	nircam7
2308	F115W	2381.7744	1199.5356	0.0012924067533919546	0.0014063101787734266	z7-8	nircam7
2820	F115W	4191.3369	1370.4683	0.005653069258793947	0.0015942905136817967	z7-8	nircam7
4316	F115W	2933.6445	1716.5439	0.0019053178597989873	0.0018429751645583801	z7-8	nircam7
6714	F115W	1988.8589	2385.3889	0.004811350126884403	0.0014539131375689341	z7-8	nircam7
8044	F115W	4031.7251	2714.7156	0.006657014464824094	0.002431366945777732	z7-8	nircam7
8191	F115W	4029.9971	2761.7026	-0.004136592708542697	0.004317688351002874	z7-8	nircam7
8243	F115W	721.7584	2775.0002	0.00637582001381907	0.005126240067888852	z7-8	nircam7
9004	F115W	9744.3789	2976.4863	0.03554836620603	0.002900390058400621	z7-8	nircam7
9657	F115W	10838.999	3153.0935	-0.002542631102638181	0.0024962900633687312	z7-8	nircam7
11711	F115W	4261.9868	3654.02	-0.000987276221231152	0.0011598124035640835	z7-8	nircam7
12315	F115W	3074.6379	3783.8662	0.003533082195979885	0.0012846322248131954	z7-8	nircam7
12905	F115W	3169.3682	3929.7971	-0.0008072336306532631	0.001322354191474748	z7-8	nircam7
13770	F115W	4689.7471	4225.3452	-0.0018856751834170776	0.0021906182047332517	z7-8	nircam7
13889	F115W	10283.1572	4281.4468	0.02492737296105518	0.0021106760461480495	z7-8	nircam7
14498	F115W	10104.6582	4501.1499	0.0058887119849246	0.0013953550725697927	z7-8	nircam7
14526	F115W	3957.8804	4510.4092	0.0034377635351758662	0.0012624251793366512	z7-8	nircam7
958	F150W	10277.0078	678.4905	0.00415532758449142	0.0020618766019491045	z7-8	nircam7
998	F150W	689.4515	692.9848	0.010377842472332232	0.001662759673314698	z7-8	nircam7
1359	F150W	10364.5273	822.081	0.00825009033848833	0.0017472582237782655	z7-8	nircam7
1843	F150W	3334.6228	1008.3906	0.010802907331136457	0.002589631075981164	z7-8	nircam7
2308	F150W	2381.7744	1199.5356	0.002381909414072147	0.0023315429600158167	z7-8	nircam7
2820	F150W	4191.3369	1370.4683	-0.001491375452395933	0.0018668287512338417	z7-8	nircam7
4316	F150W	2933.6445	1716.5439	-0.0015830477521791755	0.0027380146924077123	z7-8	nircam7
