source_number	filter	x_image	y_image	nmad_flux_error	redshift_bin	pointing
377	F606W	6171.9619	222.975	0	z10-15	nircam1
538	F606W	2487.929	263.2752	0	z10-15	nircam1
611	F606W	6509.9102	278.939	0	z10-15	nircam1
1597	F606W	9266.2754	688.9531	0	z10-15	nircam1
4164	F606W	7244.6919	1717.1927	0	z10-15	nircam1
4257	F606W	7051.96	1740.0359	0	z10-15	nircam1
4929	F606W	8485.9131	2004.0	0	z10-15	nircam1
5596	F606W	7707.5063	2267.8481	0	z10-15	nircam1
5688	F606W	2882.1343	2319.9353	0	z10-15	nircam1
6716	F606W	2465.6184	2666.7346	0	z10-15	nircam1
7250	F606W	225.2887	2880.2239	0	z10-15	nircam1
7959	F606W	8875.4463	3156.9211	0	z10-15	nircam1
8325	F606W	2341.8086	3303.2354	0	z10-15	nircam1
8677	F606W	6023.9458	3438.5928	0	z10-15	nircam1
8903	F606W	3544.0154	3528.3662	0	z10-15	nircam1
9074	F606W	3725.7791	3572.3826	0	z10-15	nircam1
9286	F606W	7938.978	3642.0706	0	z10-15	nircam1
10838	F606W	660.1631	4467.5889	0	z10-15	nircam1
11544	F606W	2337.3613	4167.2871	0	z10-15	nircam1
11933	F606W	2084.1011	3865.3171	0	z10-15	nircam1
377	F814W	6171.9619	222.975	0	z10-15	nircam1
538	F814W	2487.929	263.2752	0	z10-15	nircam1
611	F814W	6509.9102	278.939	0	z10-15	nircam1
1597	F814W	9266.2754	688.9531	0	z10-15	nircam1
4164	F814W	7244.6919	1717.1927	0	z10-15	nircam1
4257	F814W	7051.96	1740.0359	0	z10-15	nircam1
4929	F814W	8485.9131	2004.0	0	z10-15	nircam1
5596	F814W	7707.5063	2267.8481	0	z10-15	nircam1
5688	F814W	2882.1343	2319.9353	0	z10-15	nircam1
6716	F814W	2465.6184	2666.7346	0	z10-15	nircam1
7250	F814W	225.2887	2880.2239	0	z10-15	nircam1
7959	F814W	8875.4463	3156.9211	0	z10-15	nircam1
8325	F814W	2341.8086	3303.2354	0	z10-15	nircam1
8677	F814W	6023.9458	3438.5928	0	z10-15	nircam1
8903	F814W	3544.0154	3528.3662	0	z10-15	nircam1
9074	F814W	3725.7791	3572.3826	0	z10-15	nircam1
9286	F814W	7938.978	3642.0706	0	z10-15	nircam1
10838	F814W	660.1631	4467.5889	0	z10-15	nircam1
11544	F814W	2337.3613	4167.2871	0	z10-15	nircam1
11933	F814W	2084.1011	3865.3171	0	z10-15	nircam1
377	F115W	6171.9619	222.975	0	z10-15	nircam1
538	F115W	2487.929	263.2752	0	z10-15	nircam1
611	F115W	6509.9102	278.939	0	z10-15	nircam1
1597	F115W	9266.2754	688.9531	0	z10-15	nircam1
4164	F115W	7244.6919	1717.1927	0	z10-15	nircam1
4257	F115W	7051.96	1740.0359	0	z10-15	nircam1
4929	F115W	8485.9131	2004.0	0	z10-15	nircam1
5596	F115W	7707.5063	2267.8481	0	z10-15	nircam1
5688	F115W	2882.1343	2319.9353	0	z10-15	nircam1
6716	F115W	2465.6184	2666.7346	0	z10-15	nircam1
7250	F115W	225.2887	2880.2239	0	z10-15	nircam1
7959	F115W	8875.4463	3156.9211	0	z10-15	nircam1
8325	F115W	2341.8086	3303.2354	0	z10-15	nircam1
8677	F115W	6023.9458	3438.5928	0	z10-15	nircam1
8903	F115W	3544.0154	3528.3662	0	z10-15	nircam1
9074	F115W	3725.7791	3572.3826	0	z10-15	nircam1
9286	F115W	7938.978	3642.0706	0	z10-15	nircam1
10838	F115W	660.1631	4467.5889	0	z10-15	nircam1
11544	F115W	2337.3613	4167.2871	0	z10-15	nircam1
11933	F115W	2084.1011	3865.3171	0	z10-15	nircam1
377	F150W	6171.9619	222.975	0	z10-15	nircam1
538	F150W	2487.929	263.2752	0	z10-15	nircam1
611	F150W	6509.9102	278.939	0	z10-15	nircam1
1597	F150W	9266.2754	688.9531	0	z10-15	nircam1
4164	F150W	7244.6919	1717.1927	0	z10-15	nircam1
4257	F150W	7051.96	1740.0359	0	z10-15	nircam1
4929	F150W	8485.9131	2004.0	0	z10-15	nircam1
5596	F150W	7707.5063	2267.8481	0	z10-15	nircam1
5688	F150W	2882.1343	2319.9353	0	z10-15	nircam1
6716	F150W	2465.6184	2666.7346	0	z10-15	nircam1
7250	F150W	225.2887	2880.2239	0	z10-15	nircam1
7959	F150W	8875.4463	3156.9211	0	z10-15	nircam1
8325	F150W	2341.8086	3303.2354	0	z10-15	nircam1
8677	F150W	6023.9458	3438.5928	0	z10-15	nircam1
8903	F150W	3544.0154	3528.3662	0	z10-15	nircam1
9074	F150W	3725.7791	3572.3826	0	z10-15	nircam1
9286	F150W	7938.978	3642.0706	0	z10-15	nircam1
10838	F150W	660.1631	4467.5889	0	z10-15	nircam1
11544	F150W	2337.3613	4167.2871	0	z10-15	nircam1
11933	F150W	2084.1011	3865.3171	0	z10-15	nircam1
377	F200W	6171.9619	222.975	0	z10-15	nircam1
538	F200W	2487.929	263.2752	0	z10-15	nircam1
611	F200W	6509.9102	278.939	0	z10-15	nircam1
1597	F200W	9266.2754	688.9531	0	z10-15	nircam1
4164	F200W	7244.6919	1717.1927	0	z10-15	nircam1
4257	F200W	7051.96	1740.0359	0	z10-15	nircam1
4929	F200W	8485.9131	2004.0	0	z10-15	nircam1
5596	F200W	7707.5063	2267.8481	0	z10-15	nircam1
5688	F200W	2882.1343	2319.9353	0	z10-15	nircam1
6716	F200W	2465.6184	2666.7346	0	z10-15	nircam1
7250	F200W	225.2887	2880.2239	0	z10-15	nircam1
7959	F200W	8875.4463	3156.9211	0	z10-15	nircam1
8325	F200W	2341.8086	3303.2354	0	z10-15	nircam1
8677	F200W	6023.9458	3438.5928	0	z10-15	nircam1
8903	F200W	3544.0154	3528.3662	0	z10-15	nircam1
9074	F200W	3725.7791	3572.3826	0	z10-15	nircam1
9286	F200W	7938.978	3642.0706	0	z10-15	nircam1
10838	F200W	660.1631	4467.5889	0	z10-15	nircam1
11544	F200W	2337.3613	4167.2871	0	z10-15	nircam1
11933	F200W	2084.1011	3865.3171	0	z10-15	nircam1
377	F277W	6171.9619	222.975	0	z10-15	nircam1
538	F277W	2487.929	263.2752	0	z10-15	nircam1
611	F277W	6509.9102	278.939	0	z10-15	nircam1
1597	F277W	9266.2754	688.9531	0	z10-15	nircam1
4164	F277W	7244.6919	1717.1927	0	z10-15	nircam1
4257	F277W	7051.96	1740.0359	0	z10-15	nircam1
4929	F277W	8485.9131	2004.0	0	z10-15	nircam1
5596	F277W	7707.5063	2267.8481	0	z10-15	nircam1
5688	F277W	2882.1343	2319.9353	0	z10-15	nircam1
6716	F277W	2465.6184	2666.7346	0	z10-15	nircam1
7250	F277W	225.2887	2880.2239	0	z10-15	nircam1
7959	F277W	8875.4463	3156.9211	0	z10-15	nircam1
8325	F277W	2341.8086	3303.2354	0	z10-15	nircam1
8677	F277W	6023.9458	3438.5928	0	z10-15	nircam1
8903	F277W	3544.0154	3528.3662	0	z10-15	nircam1
9074	F277W	3725.7791	3572.3826	0	z10-15	nircam1
9286	F277W	7938.978	3642.0706	0	z10-15	nircam1
10838	F277W	660.1631	4467.5889	0	z10-15	nircam1
11544	F277W	2337.3613	4167.2871	0	z10-15	nircam1
11933	F277W	2084.1011	3865.3171	0	z10-15	nircam1
377	F356W	6171.9619	222.975	0	z10-15	nircam1
538	F356W	2487.929	263.2752	0	z10-15	nircam1
611	F356W	6509.9102	278.939	0	z10-15	nircam1
1597	F356W	9266.2754	688.9531	0	z10-15	nircam1
4164	F356W	7244.6919	1717.1927	0	z10-15	nircam1
4257	F356W	7051.96	1740.0359	0	z10-15	nircam1
4929	F356W	8485.9131	2004.0	0	z10-15	nircam1
5596	F356W	7707.5063	2267.8481	0	z10-15	nircam1
5688	F356W	2882.1343	2319.9353	0	z10-15	nircam1
6716	F356W	2465.6184	2666.7346	0	z10-15	nircam1
7250	F356W	225.2887	2880.2239	0	z10-15	nircam1
7959	F356W	8875.4463	3156.9211	0	z10-15	nircam1
8325	F356W	2341.8086	3303.2354	0	z10-15	nircam1
8677	F356W	6023.9458	3438.5928	0	z10-15	nircam1
8903	F356W	3544.0154	3528.3662	0	z10-15	nircam1
9074	F356W	3725.7791	3572.3826	0	z10-15	nircam1
9286	F356W	7938.978	3642.0706	0	z10-15	nircam1
10838	F356W	660.1631	4467.5889	0	z10-15	nircam1
11544	F356W	2337.3613	4167.2871	0	z10-15	nircam1
11933	F356W	2084.1011	3865.3171	0	z10-15	nircam1
377	F410M	6171.9619	222.975	0	z10-15	nircam1
538	F410M	2487.929	263.2752	0	z10-15	nircam1
611	F410M	6509.9102	278.939	0	z10-15	nircam1
1597	F410M	9266.2754	688.9531	0	z10-15	nircam1
4164	F410M	7244.6919	1717.1927	0	z10-15	nircam1
4257	F410M	7051.96	1740.0359	0	z10-15	nircam1
4929	F410M	8485.9131	2004.0	0	z10-15	nircam1
5596	F410M	7707.5063	2267.8481	0	z10-15	nircam1
5688	F410M	2882.1343	2319.9353	0	z10-15	nircam1
6716	F410M	2465.6184	2666.7346	0	z10-15	nircam1
7250	F410M	225.2887	2880.2239	0	z10-15	nircam1
7959	F410M	8875.4463	3156.9211	0	z10-15	nircam1
8325	F410M	2341.8086	3303.2354	0	z10-15	nircam1
8677	F410M	6023.9458	3438.5928	0	z10-15	nircam1
8903	F410M	3544.0154	3528.3662	0	z10-15	nircam1
9074	F410M	3725.7791	3572.3826	0	z10-15	nircam1
9286	F410M	7938.978	3642.0706	0	z10-15	nircam1
10838	F410M	660.1631	4467.5889	0	z10-15	nircam1
11544	F410M	2337.3613	4167.2871	0	z10-15	nircam1
11933	F410M	2084.1011	3865.3171	0	z10-15	nircam1
377	F444W	6171.9619	222.975	0	z10-15	nircam1
538	F444W	2487.929	263.2752	0	z10-15	nircam1
611	F444W	6509.9102	278.939	0	z10-15	nircam1
1597	F444W	9266.2754	688.9531	0	z10-15	nircam1
4164	F444W	7244.6919	1717.1927	0	z10-15	nircam1
