source_number	filter	x_image	y_image	sex_flux_ujy	nmad_error_ujy	redshift_bin	pointing
292	F606W	4501.8364	268.3943	-0.0019792521425995853	0.0035502394194097263	z10-15	nircam10
440	F606W	10032.5674	319.1968	0.0061162881253364184	0.00457324274122714	z10-15	nircam10
988	F606W	9209.3311	596.6603	0.003932472028072178	0.0039242560492435625	z10-15	nircam10
1513	F606W	4486.3521	834.0985	0.006104231676666564	0.004326427359414618	z10-15	nircam10
2621	F606W	2514.0081	1249.8309	-0.0019655204480153315	0.002515888506863272	z10-15	nircam10
3693	F606W	2393.3904	1627.1633	0.006569994004505305	0.0028902181116314376	z10-15	nircam10
4464	F606W	2387.7395	1889.7532	-0.0023674510473767766	0.002838394216674891	z10-15	nircam10
5066	F606W	10290.2881	2113.429	0.0006275870338874127	0.004211697542309514	z10-15	nircam10
5597	F606W	8715.0801	2255.512	-0.0009524748321910911	0.0029590276848344057	z10-15	nircam10
6053	F606W	3259.8325	2412.5645	0.0017266625434925193	0.002694872617063385	z10-15	nircam10
6834	F606W	4444.7632	2644.969	0.0005442562759617205	0.0026812154567980606	z10-15	nircam10
7011	F606W	2082.8691	2698.7295	-0.0039883174150114244	0.00287818775697753	z10-15	nircam10
7172	F606W	173.8371	2751.1814	0.0031626340557654757	0.002291215654919678	z10-15	nircam10
7955	F606W	4001.8228	3013.7764	0.000499667546600737	0.0029378375688730225	z10-15	nircam10
8317	F606W	10285.748	3133.6284	0.0024332808074108174	0.003595088553831813	z10-15	nircam10
9108	F606W	2429.5166	3389.4639	-0.002489554261330954	0.002425797881303952	z10-15	nircam10
9314	F606W	6113.6455	3483.5259	0.002635508904685163	0.003262642185772273	z10-15	nircam10
9597	F606W	9184.8252	3598.6956	0.005539522244664179	0.0021374617410380723	z10-15	nircam10
10044	F606W	1188.1871	3887.615	-0.0023967701647543273	0.002567610948760766	z10-15	nircam10
10059	F606W	7802.9292	4615.9404	-0.002851245407551028	0.0032859542295547643	z10-15	nircam10
292	F814W	4501.8364	268.3943	0.0001891127418040479	0.004227835395945245	z10-15	nircam10
440	F814W	10032.5674	319.1968	0.0005992477684661259	0.006709733550921329	z10-15	nircam10
988	F814W	9209.3311	596.6603	-0.0018903912833584298	0.007155009479946979	z10-15	nircam10
1513	F814W	4486.3521	834.0985	-0.004254794951027116	0.0041243375636776216	z10-15	nircam10
2621	F814W	2514.0081	1249.8309	-0.0003394970192084263	0.0024290883715066235	z10-15	nircam10
3693	F814W	2393.3904	1627.1633	0.0008074500366157556	0.00296689840635757	z10-15	nircam10
4464	F814W	2387.7395	1889.7532	-0.0018517492736008477	0.002759088784506005	z10-15	nircam10
5066	F814W	10290.2881	2113.429	0.006641125667371477	0.005701852190817026	z10-15	nircam10
5597	F814W	8715.0801	2255.512	-0.0010051612443290354	0.006230984092849123	z10-15	nircam10
6053	F814W	3259.8325	2412.5645	0.0031295846087046842	0.0029769838032323334	z10-15	nircam10
6834	F814W	4444.7632	2644.969	0.005922404966719985	0.0036686791564016674	z10-15	nircam10
7011	F814W	2082.8691	2698.7295	0.0006253661604191021	0.0028218871666758935	z10-15	nircam10
7172	F814W	173.8371	2751.1814	0.003740082198159728	0.00382003254105816	z10-15	nircam10
7955	F814W	4001.8228	3013.7764	-0.0002470098040125853	0.0027864025352526862	z10-15	nircam10
8317	F814W	10285.748	3133.6284	0.010460938257678057	0.006810654927211793	z10-15	nircam10
9108	F814W	2429.5166	3389.4639	-0.003273282703203751	0.002762422865985666	z10-15	nircam10
9314	F814W	6113.6455	3483.5259	0.00844055718026662	0.002945631374092531	z10-15	nircam10
9597	F814W	9184.8252	3598.6956	0.010495444694944442	0.0037436103672564974	z10-15	nircam10
10044	F814W	1188.1871	3887.615	0.006285790340327464	0.0032200597684680864	z10-15	nircam10
10059	F814W	7802.9292	4615.9404	0.007187613875239141	0.0028713000775406994	z10-15	nircam10
292	F115W	4501.8364	268.3943	-0.0004845921071608021	0.0020843756861261557	z10-15	nircam10
440	F115W	10032.5674	319.1968	-0.0007645049061557758	0.0019246569430132264	z10-15	nircam10
988	F115W	9209.3311	596.6603	0.00023165839368090356	0.0015941598132270176	z10-15	nircam10
1513	F115W	4486.3521	834.0985	-0.000887579747864318	0.001592683487901837	z10-15	nircam10
2621	F115W	2514.0081	1249.8309	0.0011955985281406987	0.001864036946433126	z10-15	nircam10
3693	F115W	2393.3904	1627.1633	-0.0015000100405778835	0.0017485057516196739	z10-15	nircam10
4464	F115W	2387.7395	1889.7532	0.001113342361055272	0.0022471288404475698	z10-15	nircam10
5066	F115W	10290.2881	2113.429	-0.0027104635628140594	0.0017328783746141262	z10-15	nircam10
5597	F115W	8715.0801	2255.512	-0.00028146217386934563	0.0016341871552331883	z10-15	nircam10
6053	F115W	3259.8325	2412.5645	-0.0026058056721105427	0.0017395415240438197	z10-15	nircam10
6834	F115W	4444.7632	2644.969	-0.0020236280630653186	0.0015838143868558106	z10-15	nircam10
7011	F115W	2082.8691	2698.7295	-0.00114817093077889	0.0015900257665703004	z10-15	nircam10
7172	F115W	173.8371	2751.1814	-0.0028458681557788834	0.0015926207867321064	z10-15	nircam10
7955	F115W	4001.8228	3013.7764	-0.0022503139835427046	0.0013437628319240202	z10-15	nircam10
8317	F115W	10285.748	3133.6284	8.416310992462277e-06	0.00313888669077286	z10-15	nircam10
9108	F115W	2429.5166	3389.4639	-0.002388767872613056	0.001764557931457128	z10-15	nircam10
9314	F115W	6113.6455	3483.5259	0.000888921987060298	0.0016701602842269451	z10-15	nircam10
9597	F115W	9184.8252	3598.6956	0.0005395980222361788	0.0017259159723702077	z10-15	nircam10
10044	F115W	1188.1871	3887.615	0.00036415487939698345	0.0015266766626237688	z10-15	nircam10
10059	F115W	7802.9292	4615.9404	-0.000271482894723617	0.002980364934811322	z10-15	nircam10
292	F150W	4501.8364	268.3943	0.001976954733155976	0.0023009516395209443	z10-15	nircam10
440	F150W	10032.5674	319.1968	0.0026200018016424875	0.0019637994496605657	z10-15	nircam10
988	F150W	9209.3311	596.6603	0.000969084353027419	0.0023398071846035253	z10-15	nircam10
1513	F150W	4486.3521	834.0985	0.0005554167105099353	0.002134646463419538	z10-15	nircam10
2621	F150W	2514.0081	1249.8309	0.0022530363842923917	0.0019774157725562496	z10-15	nircam10
3693	F150W	2393.3904	1627.1633	0.0004009878375447015	0.0021173398755314	z10-15	nircam10
4464	F150W	2387.7395	1889.7532	0.0001549365075247907	0.002201982050519102	z10-15	nircam10
5066	F150W	10290.2881	2113.429	-0.003342595344492243	0.001815826010010938	z10-15	nircam10
5597	F150W	8715.0801	2255.512	0.0009027366858363619	0.001519337533600598	z10-15	nircam10
6053	F150W	3259.8325	2412.5645	0.0024202355918509187	0.002609576873967464	z10-15	nircam10
6834	F150W	4444.7632	2644.969	0.0008280458911186923	0.002142506689489721	z10-15	nircam10
