source_number	x_image	y_image	class_star	mag_aper_F606W	magerr_aper_F606W	flux_aper_F606W	fluxerr_aper_F606W	snr_F606W	nmad_F606W	mag_aper_F814W	magerr_aper_F814W	flux_aper_F814W	fluxerr_aper_F814W	snr_F814W	nmad_F814W	mag_aper_F115W	magerr_aper_F115W	flux_aper_F115W	fluxerr_aper_F115W	snr_F115W	nmad_F115W	mag_aper_F150W	magerr_aper_F150W	flux_aper_F150W	fluxerr_aper_F150W	snr_F150W	nmad_F150W	mag_aper_F200W	magerr_aper_F200W	flux_aper_F200W	fluxerr_aper_F200W	snr_F200W	nmad_F200W	mag_aper_F277W	magerr_aper_F277W	flux_aper_F277W	fluxerr_aper_F277W	snr_F277W	nmad_F277W	mag_aper_F356W	magerr_aper_F356W	flux_aper_F356W	fluxerr_aper_F356W	snr_F356W	nmad_F356W	mag_aper_F410M	magerr_aper_F410M	flux_aper_F410M	fluxerr_aper_F410M	snr_F410M	nmad_F410M	mag_aper_F444W	magerr_aper_F444W	flux_aper_F444W	fluxerr_aper_F444W	snr_F444W	nmad_F444W
46	3244.3582	134.3835	0.048	32.8535	1.1849	0.0014338739840665993	0.0015644864754381824	0.9165141447867096	0.0031626510444986208	32.0445	0.4533	0.0051818919802531895	0.0021631185647762053	2.3955653955516323	0.003377163978091486	99.0	99.0	-0.005602558911876246	0.0006657912414693481	-8.414888275658067	0.003461381529960576	31.234	0.6003	0.0014178762661353297	0.0007837244009202055	1.8091516156324066	0.003592464370258444	29.8546	0.1337	0.005081547766481799	0.0006258004002914511	8.120077526500772	0.003071542794355098	36.0486	33.369	1.962329612006528e-05	0.00060295502682522	0.032545206934237125	0.002312160238696681	25.5236	0.0022	0.34568484289578993	0.0006892786435327117	501.51683377868136	0.0021308484577476096	33.9284	11.0048	0.00015744557744891248	0.001595450943294003	0.09868406052262997	0.004535675884327647	34.5531	15.6627	9.045381541434443e-05	0.0013045567036294053	0.06933682159057786	0.0034075733843385537
84	1583.3058	294.2486	0.034	29.8189	0.0724	0.023460962897193356	0.0015648856189744169	14.992126333532944	0.0035019044067999064	29.0233	0.0281	0.08375384749545565	0.002163668333735298	38.70918947677406	0.004071923500519417	25.241	0.002	0.35621944675517403	0.0006659607166400858	534.8955844608632	0.0025824514787056692	24.4451	0.0012	0.7365243901734718	0.0007839238872529884	939.5355877652702	0.0022622217171821037	23.7373	0.0005	1.4219551334942335	0.0006259599110033078	2271.6392990967747	0.0025486809223568426	23.012	0.0002	3.2167386648438767	0.0006031085027698349	5333.5985980477635	0.002224736542180711	22.6739	0.0002	4.770306775134832	0.0006894541475475746	6918.961604775414	0.00253911172056112	22.4792	0.0003	5.981494839498048	0.0015958571094999365	3748.139356519429	0.0035504793761163478	22.4333	0.0002	6.373217194796913	0.0013048887822461241	4884.10758181751	0.003561269894361411
115	239.787	166.0801	0.358	32.7562	1.0828	0.001568269661999014	0.0015636905022412856	1.00292843101059	0.0027154868378817076	99.0	99.0	-0.0012407023121318078	0.0021620170421325358	-0.5738633359282052	0.003257988239930807	29.7186	0.1254	0.005763591420438554	0.0006654520319915262	8.661167361965388	0.002707076106260284	29.3306	0.1039	0.008184327062089389	0.0007833251708529202	10.448185972599246	0.003688249083701233	29.3027	0.0804	0.00844789445669479	0.0006254818967596595	13.506217366896683	0.0019778786185558335	29.4871	0.0792	0.008267839239694218	0.0006026480749359904	13.71918302497254	0.0019007822340646307	29.0421	0.0553	0.013529686059690295	0.0006889276355029858	19.638762276987592	0.002055562800454321	28.6629	0.0861	0.020107145200811864	0.0015946382689913893	12.609220280113846	0.004277684166199685	29.2341	0.1167	0.012134679930090488	0.001303892197207097	9.306505519461389	0.004243519501577216
188	1854.7206	155.5664	0.049	33.4329	2.0184	0.0008409083134308335	0.0015628922151688168	0.5380462614563617	0.0023273336108047492	99.0	99.0	-0.005882708472312706	0.002160915519488866	-2.7223222838920504	0.0035566472580298943	31.1986	0.4898	0.0014746628028111154	0.0006651128225137044	2.2171618902757366	0.0023551049455601773	99.0	99.0	-0.0032930483090972853	0.0007829259407856348	-4.206078937418836	0.0028348480552660526	30.5784	0.2602	0.0026088054607937053	0.0006251628753359464	4.173001250900897	0.002193517771080175	29.7538	0.1011	0.0064670768481301395	0.0006023408227024465	10.736574053067038	0.0017480383766744505	29.584	0.091	0.00821345088501394	0.0006885763012576191	11.928163763424406	0.0017438187038724925	99.0	99.0	-0.0156441683652209	0.0015938252527980298	-9.815485316070177	0.0040875913613650896	99.0	99.0	-7.874924887662306e-06	0.0013032276907847886	-0.006042631647060935	0.0026970786555234744
214	2680.2871	164.6422	0.48	32.1308	0.6088	0.002789926547945329	0.001564088488839734	1.783739582416428	0.002197611923121911	99.0	99.0	-0.0034840268092808544	0.0021625687958171124	-1.6110594104658011	0.0028906013807978304	99.0	99.0	-0.0012841841129013249	0.0006656215071622638	-1.929300809969575	0.003618985027054273	30.6747	0.3585	0.0023733316298026933	0.0007835249145874228	3.029044240478821	0.0031640253576949344	99.0	99.0	-0.004326109178264261	0.0006256411485255554	-6.9146813448245465	0.0035756533257625617	32.3181	1.074	0.0006095301645541974	0.0006028015508806052	1.0111622368319435	0.0021738431778462867	29.6053	0.0929	0.008053484521132314	0.0006891031395178487	11.686907313710936	0.0021292754829345065	28.8895	0.1061	0.016318773509076578	0.001595044777088069	10.230918745032543	0.004033347091996403	29.3517	0.1301	0.010888833398979204	0.0013042246250126869	8.3488941936465	0.0030045002700159803
666	10197.2021	285.5944	0.432	33.0731	1.4465	0.0011712757161712296	0.0015600993673529615	0.7507699449673815	0.002266915883674519	99.0	99.0	-0.004611763707144533	0.002157053243696827	-2.1379925231890633	0.0027581379699173608	99.0	99.0	-2.212605118154003e-05	0.0006639239049550744	-0.03332618545048054	0.0017322625568195152	99.0	99.0	-0.00038771494395197783	0.0007815264476355184	-0.49609958194632586	0.0027926532852529775	31.0686	0.408	0.0016609625142643058	0.0006240455235150676	2.6616047254190454	0.0019769741098316783	30.3457	0.1742	0.0037491229895118294	0.0006012640883356283	6.235401485377008	0.0018066202423720169	31.0393	0.3472	0.0021498504573355115	0.0006873454896440918	3.127758150342568	0.001543949227103491	32.4676	2.8579	0.0006045647219027879	0.0015909766191045606	0.37999598148906255	0.0032923940211774614	29.3357	0.1278	0.011051084008083578	0.001300898251823559	8.494964146959619	0.0025599601940490685
690	10145.5527	295.2789	0.582	31.4744	0.3326	0.005107024192053889	0.001564088488839734	3.265175997709926	0.002303691512802861	99.0	99.0	-0.0026169320008897824	0.0021625687958171124	-1.2101034685932346	0.003030736612099247	99.0	99.0	-0.005280618280198041	0.0006656215071622638	-7.933364867837335	0.0020008461754126325	30.0415	0.2001	0.004252183745151482	0.0007835249145874228	5.42699238529069	0.0026969792396137663	31.3501	0.5301	0.0012817045632564255	0.0006256411485255554	2.0486257438101867	0.0018971268900141343	32.7252	1.5626	0.00041894307577403225	0.0006028015508806052	0.6949933608531987	0.0015526132997472906	30.4768	0.2074	0.0036089366851091557	0.0006891031395178487	5.23715025828246	0.0012034396664286227	30.7896	0.6109	0.002835697231431959	0.001595044777088069	1.777816693402701	0.0033437052846909676	30.3542	0.3275	0.004324836864283068	0.0013042246250126869	3.3160214746298	0.002361679524470847
713	8714.9111	303.7102	0.353	30.8919	0.195	0.008732877626404066	0.001567670368225769	5.5706083392311685	0.0024475440762425265	32.5683	0.7359	0.0031988793142561952	0.0021675206858999163	1.4758241224941653	0.0028838096536247027	29.5409	0.1067	0.006788545638425168	0.0006671457471535154	10.175506127993154	0.0018278410235887494	29.3462	0.1057	0.008067845061864603	0.0007853190045738695	10.273334803914981	0.0021832660152003853	29.2553	0.0772	0.008824391525868554	0.0006270736375807352	14.072336958564012	0.0021631367593579827	30.2247	0.1566	0.004191217806410496	0.0006041819333491955	6.93701280204968	0.0016377747745588034	29.6139	0.0939	0.007990110608553478	0.0006906810445734097	11.56845214058027	0.0015640289073995419	29.3188	0.158	0.0109895959557197	0.0015986968540340162	6.874096191525919	0.0033479588534123484	30.3974	0.3415	0.004156454498596595	0.0013072108882410535	3.179635769550087	0.0026075813404462045
815	9705.7598	362.4075	0.001	30.4619	0.131	0.012976711693121609	0.0015648856189744169	8.292434626388982	0.002437798969721624	31.092	0.1886	0.012460045062625536	0.002163668333735298	5.75875926469509	0.003507766519804532	28.4376	0.0386	0.018753357941598357	0.0006659607166400858	28.159856089129487	0.0018571101032624497	27.933	0.0287	0.029649023007297347	0.0007839238872529884	37.821303176757255	0.002355445024246541	27.7556	0.0194	0.035122057710159006	0.0006259599110033078	56.10911672260975	0.0019351619491171645	27.8639	0.0178	0.03686993764652691	0.0006031085027698349	61.1331750044944	0.0014550885020723232	27.8073	0.0177	0.04218679388344878	0.0006894541475475746	61.18868677998308	0.0012232307923222606	27.8132	0.0394	0.04397785108194098	0.0015958571094999365	27.557511772292376	0.002892178738494553	27.7876	0.0308	0.045987860095766324	0.0013048887822461241	35.24274307623884	0.001972303119386847
1078	422.0377	493.2837	0.008	30.3115	0.1139	0.014904297308065655	0.0015636905022412856	9.531488032128395	0.0022205718536997044	31.031	0.1781	0.013180286062997842	0.0021620170421325358	6.096291475111261	0.0028941517408807467	27.973	0.0251	0.028768539800878314	0.0006654520319915262	43.23157555741697	0.0018789562678780327	27.797	0.0253	0.03360523595904625	0.0007833251708529202	42.90074825816632	0.0023034193072303585	27.6906	0.0182	0.03729000508322056	0.0006254818967596595	59.61804054826097	0.0020768400523631146	27.7781	0.0164	0.03990182339623951	0.0006026480749359904	66.2108203041678	0.0016676042188857674	27.7903	0.0175	0.04285442681433797	0.0006889276355029858	62.20454022438797	0.0014510425164915115	27.7916	0.0386	0.044861365147070946	0.0015946382689913893	28.1326279567126	0.0028917079519232545	28.0498	0.0392	0.03611950323839651	0.001303892197207097	27.70129564066994	0.00250593690385058
