source_number	filter	x_image	y_image	nmad_flux_error	redshift_bin	pointing
292	F606W	4501.8364	268.3943	0	z10-15	nircam10
440	F606W	10032.5674	319.1968	0	z10-15	nircam10
988	F606W	9209.3311	596.6603	0	z10-15	nircam10
1513	F606W	4486.3521	834.0985	0	z10-15	nircam10
2621	F606W	2514.0081	1249.8309	0	z10-15	nircam10
3693	F606W	2393.3904	1627.1633	0	z10-15	nircam10
4464	F606W	2387.7395	1889.7532	0	z10-15	nircam10
5066	F606W	10290.2881	2113.429	0	z10-15	nircam10
5597	F606W	8715.0801	2255.512	0	z10-15	nircam10
6053	F606W	3259.8325	2412.5645	0	z10-15	nircam10
6834	F606W	4444.7632	2644.969	0	z10-15	nircam10
7011	F606W	2082.8691	2698.7295	0	z10-15	nircam10
7172	F606W	173.8371	2751.1814	0	z10-15	nircam10
7955	F606W	4001.8228	3013.7764	0	z10-15	nircam10
8317	F606W	10285.748	3133.6284	0	z10-15	nircam10
9108	F606W	2429.5166	3389.4639	0	z10-15	nircam10
9314	F606W	6113.6455	3483.5259	0	z10-15	nircam10
9597	F606W	9184.8252	3598.6956	0	z10-15	nircam10
10044	F606W	1188.1871	3887.615	0	z10-15	nircam10
10059	F606W	7802.9292	4615.9404	0	z10-15	nircam10
292	F814W	4501.8364	268.3943	0	z10-15	nircam10
440	F814W	10032.5674	319.1968	0	z10-15	nircam10
988	F814W	9209.3311	596.6603	0	z10-15	nircam10
1513	F814W	4486.3521	834.0985	0	z10-15	nircam10
2621	F814W	2514.0081	1249.8309	0	z10-15	nircam10
3693	F814W	2393.3904	1627.1633	0	z10-15	nircam10
4464	F814W	2387.7395	1889.7532	0	z10-15	nircam10
5066	F814W	10290.2881	2113.429	0	z10-15	nircam10
5597	F814W	8715.0801	2255.512	0	z10-15	nircam10
6053	F814W	3259.8325	2412.5645	0	z10-15	nircam10
6834	F814W	4444.7632	2644.969	0	z10-15	nircam10
7011	F814W	2082.8691	2698.7295	0	z10-15	nircam10
7172	F814W	173.8371	2751.1814	0	z10-15	nircam10
7955	F814W	4001.8228	3013.7764	0	z10-15	nircam10
8317	F814W	10285.748	3133.6284	0	z10-15	nircam10
9108	F814W	2429.5166	3389.4639	0	z10-15	nircam10
9314	F814W	6113.6455	3483.5259	0	z10-15	nircam10
9597	F814W	9184.8252	3598.6956	0	z10-15	nircam10
10044	F814W	1188.1871	3887.615	0	z10-15	nircam10
10059	F814W	7802.9292	4615.9404	0	z10-15	nircam10
292	F115W	4501.8364	268.3943	0	z10-15	nircam10
440	F115W	10032.5674	319.1968	0	z10-15	nircam10
988	F115W	9209.3311	596.6603	0	z10-15	nircam10
1513	F115W	4486.3521	834.0985	0	z10-15	nircam10
2621	F115W	2514.0081	1249.8309	0	z10-15	nircam10
3693	F115W	2393.3904	1627.1633	0	z10-15	nircam10
4464	F115W	2387.7395	1889.7532	0	z10-15	nircam10
5066	F115W	10290.2881	2113.429	0	z10-15	nircam10
5597	F115W	8715.0801	2255.512	0	z10-15	nircam10
6053	F115W	3259.8325	2412.5645	0	z10-15	nircam10
6834	F115W	4444.7632	2644.969	0	z10-15	nircam10
7011	F115W	2082.8691	2698.7295	0	z10-15	nircam10
7172	F115W	173.8371	2751.1814	0	z10-15	nircam10
7955	F115W	4001.8228	3013.7764	0	z10-15	nircam10
8317	F115W	10285.748	3133.6284	0	z10-15	nircam10
9108	F115W	2429.5166	3389.4639	0	z10-15	nircam10
9314	F115W	6113.6455	3483.5259	0	z10-15	nircam10
9597	F115W	9184.8252	3598.6956	0	z10-15	nircam10
10044	F115W	1188.1871	3887.615	0	z10-15	nircam10
10059	F115W	7802.9292	4615.9404	0	z10-15	nircam10
292	F150W	4501.8364	268.3943	0	z10-15	nircam10
440	F150W	10032.5674	319.1968	0	z10-15	nircam10
988	F150W	9209.3311	596.6603	0	z10-15	nircam10
1513	F150W	4486.3521	834.0985	0	z10-15	nircam10
2621	F150W	2514.0081	1249.8309	0	z10-15	nircam10
3693	F150W	2393.3904	1627.1633	0	z10-15	nircam10
4464	F150W	2387.7395	1889.7532	0	z10-15	nircam10
5066	F150W	10290.2881	2113.429	0	z10-15	nircam10
5597	F150W	8715.0801	2255.512	0	z10-15	nircam10
6053	F150W	3259.8325	2412.5645	0	z10-15	nircam10
6834	F150W	4444.7632	2644.969	0	z10-15	nircam10
7011	F150W	2082.8691	2698.7295	0	z10-15	nircam10
7172	F150W	173.8371	2751.1814	0	z10-15	nircam10
