source_number	x_image	y_image	class_star	mag_aper_F606W	magerr_aper_F606W	flux_aper_F606W	fluxerr_aper_F606W	snr_F606W	nmad_F606W	mag_aper_F444W	magerr_aper_F444W	flux_aper_F444W	fluxerr_aper_F444W	snr_F444W	nmad_F444W	mag_aper_F814W	magerr_aper_F814W	flux_aper_F814W	fluxerr_aper_F814W	snr_F814W	nmad_F814W	mag_aper_F115W	magerr_aper_F115W	flux_aper_F115W	fluxerr_aper_F115W	snr_F115W	nmad_F115W	mag_aper_F150W	magerr_aper_F150W	flux_aper_F150W	fluxerr_aper_F150W	snr_F150W	nmad_F150W	mag_aper_F200W	magerr_aper_F200W	flux_aper_F200W	fluxerr_aper_F200W	snr_F200W	nmad_F200W	mag_aper_F277W	magerr_aper_F277W	flux_aper_F277W	fluxerr_aper_F277W	snr_F277W	nmad_F277W	mag_aper_F356W	magerr_aper_F356W	flux_aper_F356W	fluxerr_aper_F356W	snr_F356W	nmad_F356W	mag_aper_F410M	magerr_aper_F410M	flux_aper_F410M	fluxerr_aper_F410M	snr_F410M	nmad_F410M
3565	6106.189	3016.5679	0.0																			28.5491	0.0405	0.016923554735779694	0.0006306114093149246	26.836740480424996	0.0020961183920357785																														
11288	1301.5764	5609.7856	0.0																			28.8138	0.0516	0.013261973705180573	0.0006306114093149246	21.03034215569925	0.0018916994665683865																														
9686	6086.4814	5097.7437	0.0																			29.5823	0.1049	0.006534781188198572	0.0006309327383848246	10.357334135057698	0.0021012848551164825																														
2272	1480.1339	2558.0671	0.0																			27.6583	0.0178	0.038441477695716625	0.0006310931437834279	60.91252626396553	0.0025893323870260776																														
512	6431.7705	1858.5006	0.019																			34.5738	10.3881	6.585872510312673e-05	0.0006299687511751246	0.10454284435581268	0.0023981241408583577																														
12584	8204.2031	5875.2666	0.049																			29.4376	0.0917	0.007466251969115487	0.0006306114093149246	11.839703276581336	0.0035302005164704387																														
1524	2174.8467	2341.1689	0.001																			26.4754	0.006	0.11428283454161513	0.0006309327383848246	181.13315031674682	0.0021913223638945554																														
6851	6967.9268	4111.0679	0.354																			30.6545	0.2817	0.002434011212768976	0.0006312535491820313	3.8558376676423136	0.0023194298231816535																														
7782	6585.083	4439.3721	0.012																			27.6394	0.0175	0.03911813452420283	0.0006306114093149246	62.03207545309001	0.0020261579197786077																														
10344	9777.2314	5302.7695	0.356																			99.0	99.0	-4.55005590887264e-05	0.0006306114093149246	-0.0721530857460329	0.002522280612169068																														
12	2549.2517	1777.4833	0.03																			25.5964	0.0027	0.25678289630651807	0.0006309327383848246	406.98933608022503	0.0035525775365787193																														
2342	2451.7124	2537.9817	0.353																			30.7	0.2932	0.002334277147880681	0.0006301294157100745	3.7044408492662604	0.0027503791057397605																														
797	6810.2256	1984.4055	0.003																			26.6187	0.0068	0.1001518185927996	0.0006304507447799745	158.85748319284212	0.0017095196608665458																														
1596	176.2987	2243.3877	0.379																			29.7867	0.1264	0.005412979943362176	0.0006298078275038279	8.594653332296472	0.0021696149654365417																														
11382	2479.2249	6070.3345	0.35																			99.0	99.0	-0.0007082673166012754	0.0006304507447799745	-1.1234300577255383	0.0016493667523790458																														
2607	179.5839	2659.1062	0.0																			29.4455	0.0923	0.007411786691767436	0.0006299687511751246	11.76532435607594	0.0024223389778384543																														
12827	8761.5469	5836.2778	0.029																									23.5797	0.0005	1.6343616658901636	0.0007426706284369406	2200.6547765729174	0.002706377693115994																								
7717	1552.6139	4410.8057	0.023																									99.0	99.0	-8.704049448392772e-05	0.0007409679160609941	-0.11746864148536604	0.0021290407036191703																								
9639	8074.3198	5092.5322	0.347																									99.0	99.0	-0.0018607207382117282	0.000743426102484318	-2.5028993897224354	0.002621950920079217																								
9551	1206.8523	5084.4199	0.024																									26.679	0.0086	0.09410992975534327	0.0007421033150466781	126.81513186533034	0.0023921445106190194																								
2802	1030.5873	2740.3755	0.0																									27.8738	0.0257	0.031311966817546916	0.0007422925053106721	42.18278723485414	0.0024842025217245165																								
9567	7459.4141	5079.8325	0.063																									30.6404	0.3291	0.002449329230148235	0.0007422925053106721	3.299682015680754	0.00187529410795054																								
11738	3675.303	5986.7793	0.0																									29.1055	0.08	0.01006947805492144	0.000741535744254696	13.579221410347639	0.0015528873174428268																								
10697	7187.7012	5409.1392	0.031																									30.4487	0.2761	0.0029224207209071844	0.0007430484941614891	3.9330147949563643	0.00213782440394417																								
8803	9237.0273	4821.0239	0.0																									29.1097	0.0803	0.010031199845181913	0.0007421033150466781	13.517255133877084	0.002023429649117359																								
4672	918.0316	3459.8262	0.001																									25.8997	0.0042	0.19289646265541519	0.0007422925053106721	259.8658362779537	0.002174078003416885																								
5020	3235.8525	3531.1421	0.001																									29.486	0.1137	0.0070929901027871195	0.0007428595612992148	9.54822482244413	0.002194729262002714																								
11826	3183.3044	6067.1851	0.385																									29.5758	0.1233	0.006529612384819265	0.000741535744254696	8.805526146796954	0.0022091218048255986																								
8192	2616.8452	4592.8652	0.405																									29.3424	0.0996	0.008095912145382845	0.0007422925053106721	10.90663328467052	0.002793018776915201																								
6525	290.6019	4016.6409	0.248																									30.4212	0.2689	0.0029973709536551866	0.0007422925053106721	4.037991670683372	0.002279480874168858																								
11000	10394.8027	5738.3604	0.347																									99.0	99.0	-0.001861135412382197	0.0007424816955746662	-2.506641474766209	0.003440451029533766																								
1559	2448.8865	2228.4805	0.355																									29.8095	0.1535	0.00526513415874749	0.0007439921288659818	7.076868093715975	0.004428837070504048																								
9829	5970.2441	5132.2773	0.019																									99.0	99.0	-0.004498483728699737	0.0007421033150466781	-6.061802497697754	0.0031076737725425625																								
8489	8646.1045	4695.6997	0.0																									27.1694	0.0135	0.05990268265421643	0.000744369479787091	80.4743938068903	0.0018327997001945135																								
12913	3736.7695	5734.999	0.088																									30.0743	0.1953	0.004125544673066552	0.0007419143821844038	5.560674886662519	0.001774923750932194																								
267	2584.3999	1785.4557	0.019																									99.0	99.0	-0.007331385279522779	0.000741346553990702	-9.889282198801089	0.0038119185762469803																								
6927	2754.1572	4131.9038	0.005																															29.101	0.0637	0.01017219489402633	0.0005963680844942982	17.056906897779477	0.0016608253012122404																		
4102	7286.8911	3202.5095	0.348																															99.0	99.0	-0.0008304989949304681	0.0005975812463206753	-1.389767500308743	0.0012050663952558756																		
7124	1088.9739	4194.9756	0.349																															31.1594	0.4236	0.0015277498362952489	0.0005959123396032793	2.56371572589406	0.0017079044489540928																		
7315	8274.3555	4259.7563	0.109																															31.4105	0.5343	0.0012123601296823326	0.0005965198268273307	2.032388656937741	0.0025852455764822464																		
5665	118.0918	3785.0645	0.048																															36.9889	91.125	7.11637361055251e-06	0.0005971265372134995	0.011917697786069232	0.002763397277626134																		
621	8861.8262	1874.2021	0.019																															99.0	99.0	-0.0031342171731078925	0.0005957603383242861	-5.260869130569524	0.0023441242728704788																		
11528	7347.606	6268.2388	0.917																															28.6943	0.0438	0.014793841686818299	0.0005965198268273307	24.80025142751968	0.0022075461650272396																		
7169	4024.1304	4277.5	0.028																															25.1893	0.0017	0.37333016007310477	0.000596975053826428	625.3697833438304	0.0026852863535464																		
11208	4198.9668	5518.0488	0.0																															27.6331	0.0165	0.03931654206708587	0.0005965198268273307	65.90986635967505	0.0016764369212825456																		
10106	4039.7266	5222.1104	0.356																															99.0	99.0	-0.0002892271014628631	0.0005975812463206753	-0.48399628208489237	0.002083251733547766																		
1414	9519.3359	2179.0842	0.503																															30.1177	0.1626	0.003987933521830203	0.000596975053826428	6.680234787481932	0.0026810557341662438																		
4676	3104.8159	3408.0815	0.0																															28.3613	0.0322	0.020105167741081082	0.0005960643408822726	33.72986163091412	0.00173834415270819																		
4034	9570.0859	3197.4924	0.0																															27.7669	0.0187	0.034758886000128324	0.0005975812463206753	58.16595854394657	0.001754824533776698																		
10143	8066.5835	5221.3179	0.0																															28.6569	0.0423	0.015313463367448862	0.0005959123396032793	25.697510102985277	0.0028661625745055844																		
4509	3155.1399	3356.4409	0.002																															28.9439	0.0551	0.01175584365382677	0.000596216083215305	19.717421224917732	0.0017376176578164269																		
9684	8274.6875	5105.3989	0.026																															30.3931	0.209	0.0030944819154221826	0.0005954563357662997	5.196824233031054	0.0018322627049737793																		
10187	7566.606	5247.4746	0.347																															30.8021	0.3047	0.0021231820900871937	0.0005956083370452929	3.5647286279099495	0.0016444011459510195																		
6891	8790.4775	4125.9561	0.002																															29.3838	0.0826	0.007839733973145378	0.0005960643408822726	13.152496191168375	0.0021492298609668767																		
11977	3550.4375	6060.3618	0.021																															27.2292	0.0114	0.05703455691090413	0.0005968233114933954	95.56355425894802	0.0017001451012526399																		
5449	296.0659	3734.6458	0.0																															28.317	0.0309	0.02094175740395567	0.000596216083215305	35.12444228444807	0.0014992569847601866																		
5654	6643.2881	3866.3704	0.028																																					26.1118	0.0033	0.18513541899331323	0.0005618745322018839	329.4960144710622	0.002167934858008604												
12229	8359.5117	5864.6328	0.016																																					27.8586	0.0165	0.03705158588782444	0.000561588304070342	65.97642012712488	0.0029968177506645667												
10388	2257.2617	5319.957	0.534																																					29.6588	0.0864	0.007058376713494065	0.0005618745322018839	12.562193708680073	0.0013919956610515022												
1102	9382.458	2070.2539	0.0																																					27.9706	0.0183	0.033417239478027966	0.0005623037242270396	59.429162636196935	0.0033010684247506486												
11768	8283.1992	6174.062	0.033																																					28.5059	0.0299	0.02041061269872355	0.000561588304070342	36.34444049277602	0.002028347744308667												
2936	4504.4487	2769.7217	0.04																																					37.7183	144.7332	4.216005222670888e-06	0.0005618745322018839	0.007503463818068301	0.0018328677109024183												
238	2440.0386	1780.8798	0.347																																					99.0	99.0	-0.0006617321087922926	0.000561588304070342	-1.1783224543604582	0.0017855938547294858												
7921	7294.5234	4487.0801	0.625																																					29.7666	0.0956	0.006391495201432846	0.0005627326159078809	11.357961171525787	0.0019590451422483294												
2197	6029.7168	2476.3816	0.664																																					33.5297	3.0535	0.00019968337675236296	0.0005614450398324138	0.3556597041305532	0.0015646318408627639												
2092	4525.4058	2437.7441	0.001																																					39.675	877.243	6.954064129689426e-07	0.0005617312679639558	0.0012379699201888904	0.0017524850961386554												
2435	1875.3317	2588.3806	0.016																																					29.1855	0.0559	0.010915251229209435	0.0005618745322018839	19.42649222137646	0.0014455311314609705												
7381	6903.4141	4289.6567	0.08																																					29.3551	0.0653	0.009336659533830227	0.0005617312679639558	16.621220975773287	0.0022949720810335195												
12430	2452.9294	6163.7622	0.019																																					99.0	99.0	-4.03797613036085e-06	0.000561588304070342	-0.007190278182600954	0.0017478965547053317												
3881	10048.5957	3126.7705	0.064																																					28.3699	0.0264	0.02313527624932365	0.000561588304070342	41.196150421298356	0.001621715904039033												
9007	1919.975	4885.9375	0.014																																					27.0978	0.0082	0.07466040058199694	0.0005618745322018839	132.87735304431123	0.0014321908900045328												
6356	7537.8115	3971.2749	0.632																																					29.7452	0.0936	0.006518363643242518	0.0005620177964398119	11.598144550820445	0.0017762945159768852												
1683	10106.9854	2284.1912	0.504																																					29.0977	0.0515	0.011834169676070977	0.0005611585113565575	21.088817930361213	0.002081766817506614												
8903	4490.0498	4876.0576	0.049																																					35.7262	23.1238	2.6408341486874106e-05	0.0005623037242270396	0.04696455020491967	0.0022702018519413837												
10903	7808.876	5578.2441	0.001																																					27.7645	0.0151	0.04040264754035927	0.0005617312679639558	71.92522447041662	0.0017243992433943693												
9420	5990.7266	5039.4175	0.536																																					30.6393	0.2133	0.002860945984597654	0.0005618745322018839	5.091787971571034	0.0017492024236739658												
578	9332.4736	1866.4719	0.36																																											99.0	99.0	-0.0023178250889882685	0.0006582630390324907	-3.521122942577769	0.0020520083259067236						
8771	7059.9746	4829.5278	0.415																																											30.7695	0.2592	0.0027562347705470448	0.0006579283417848155	4.189262865724834	0.001628279137125533						
12903	3457.0935	5680.4326	0.093																																											29.2099	0.0616	0.011591400799037381	0.0006572579686425418	17.635998880283662	0.0013308913864150823						
6903	6193.8809	4139.0073	0.033																																											29.4941	0.08	0.00892260454269077	0.0006570902938030632	13.578962627874347	0.002336566658523274						
9404	4262.2773	5019.9805	0.072																																											29.3088	0.0675	0.010582468015898839	0.0006577606669453368	16.08863002563559	0.0012481318175245385						
8103	979.9694	4558.6064	0.368																																											29.8328	0.1094	0.006531182921581365	0.0006577606669453368	9.929421520311337	0.0014028338298724557						
12389	893.5924	6148.4351	0.019																																											99.0	99.0	-8.676018139652003e-06	0.0006577606669453368	-0.01319023556082143	0.0020891690757811063						
8180	5997.647	4592.2256	0.403																																											30.7118	0.2458	0.0029065993032512086	0.0006579283417848155	4.417805281599879	0.0016581728985912555						
7156	6394.3389	4217.1899	0.002																																											28.1146	0.0225	0.03178868989922263	0.0006572579686425418	48.36562113484442	0.003294699376567224						
10600	9581.6855	5384.6201	0.466																																											29.5552	0.0846	0.00843435106847965	0.0006570902938030632	12.835908775434618	0.0022454791148154266						
8901	4018.3428	4862.2114	0.018																																											28.9486	0.0484	0.014746013698756773	0.0006574256434820205	22.429933856329797	0.0014794959858712765						
2460	772.2056	2595.448	0.726																																											29.0617	0.0537	0.013287611218966685	0.0006575929921058582	20.206436775451017	0.0014194866068150025						
6406	8617.8018	3994.2148	0.483																																											30.3408	0.1743	0.004090603865528301	0.0006564189420138664	6.231696868738273	0.0017614081502127902						
4893	7004.1294	3484.7476	0.347																																											30.7794	0.2615	0.0027312577437775434	0.0006575929921058582	4.1534167434343185	0.0014400506207419583						
10383	9605.1562	5294.0405	0.0																																											27.8549	0.0177	0.04037698212869447	0.0006584303876563285	61.323084240409436	0.0020844902253935055						
4882	8596.376	3481.0063	0.355																																											30.1533	0.1469	0.004861966845945565	0.0006575929921058582	7.39358068639955	0.001569000295632758						
3478	9130.4072	2972.5715	0.386																																											29.6547	0.0928	0.007695717303324829	0.0006577606669453368	11.699874574537887	0.0015619411116974075						
13143	4332.6763	5654.4912	0.019																																											26.484	0.005	0.14272482336424394	0.0006590997821516792	216.54509260844904	0.0013989422930321637						
123	3618.7405	1765.2261	0.358																																											30.7236	0.2485	0.0028751146006592175	0.0006577606669453368	4.371064955907669	0.0016767902888467476						
8563	2097.0452	4728.918	0.001																																											28.6334	0.0362	0.019712160771814997	0.0006574256434820205	29.983863524718277	0.002549188493590645						
11899	5916.771	6108.6562	0.499																																																	29.6657	0.2078	0.00798397286962372	0.0015278013633260432	5.225792476217267	0.0049046205670563794
7174	8644.2412	4221.5034	0.132																																																	28.5521	0.0745	0.022267419485724346	0.0015281904349946905	14.571102511711318	0.003636117705993642
9407	7656.9902	5022.1069	0.316																																																	28.9553	0.1079	0.015359616116452608	0.0015266334645386104	10.061102729131315	0.003541029208718844
8822	146.5193	4846.3428	0.353																																																	29.7668	0.2282	0.007273835020563741	0.0015285795066633378	4.758558510601417	0.005429671622010048
3253	6516.0249	2885.4802	0.353																																																	30.6901	0.5337	0.00310785628255808	0.0015274119497666503	2.034720419093802	0.0023838327891335972
10602	2920.4265	5405.9834	0.656																																																	27.3456	0.0245	0.06764964834610858	0.0015281904349946905	44.26781296163761	0.002841730319763295
7768	4455.0	4432.9976	0.515																																																	28.2049	0.0539	0.030657722668839923	0.0015227338586927502	20.133342733417138	0.0033964280947321418
10537	5966.0732	5350.0664	0.542																																																	29.9542	0.2712	0.006120787967125652	0.0015285795066633378	4.0042326489686	0.004772912469119049
94	3529.5989	1755.5574	0.047																																																	34.3595	15.6754	0.00010584681069915186	0.0015278013633260432	0.06928047928215092	0.003862240384520805
1115	4205.3262	2048.6208	0.364																																																	29.6286	0.2008	0.008261236007692928	0.0015278013633260432	5.407271001321868	0.0028189573735846753
10862	4192.8306	5563.2046	0.348																																																	30.5468	0.4678	0.003546251503420244	0.0015274119497666503	2.321738745046496	0.002452241394047141
11791	7874.9712	6192.0928	0.405																																																	28.7123	0.0863	0.019212078647383495	0.0015266334645386104	12.584604683213794	0.004973123837710011
5607	10368.25	3740.1169	0.55																																																	29.5223	0.1821	0.00911119349612894	0.0015278013633260432	5.96359822345868	0.004133297192204726
9310	327.467	5003.2026	0.356																																																	29.7315	0.2208	0.007514399605985687	0.0015278013633260432	4.918440175774384	0.002807128573847636
10436	9594.6318	5321.103	0.361																																																	28.8321	0.0964	0.01720452353968365	0.001527022878098003	11.26670974380744	0.0035213345217373743
11194	817.0217	6061.4189	0.001																																																	27.764	0.0361	0.046015485737450644	0.0015278013633260432	30.118762060320684	0.0037500154896918402
2210	8686.4697	2489.0061	0.361																																																	29.1312	0.127	0.013061823116882892	0.001527022878098003	8.553783511843754	0.0028432861016044544
1439	273.3246	2185.8315	0.351																																																	99.0	99.0	-0.0019191657513140707	0.0015278013633260432	-1.2561618266500445	0.003003466392614928
6165	2281.1953	3937.802	0.007																																																	27.8219	0.0379	0.04362430186177579	0.0015239048344968945	28.626657566958908	0.003227995723718216
10198	7209.792	5236.543	0.338																																																	28.6528	0.0817	0.020293691048407583	0.0015274119497666503	13.2863246562317	0.003160388945223235
6848	7222.8472	4117.4702	0.488							28.9233	0.0837	0.016155925005785318	0.001245686951797045	12.969490434557864	0.0027485807175998377																																										
2101	4527.9912	2434.689	0.359							33.5124	5.7308	0.0002358818316115103	0.0012447343645558167	0.18950375142545753	0.003215737953867349																																										
2075	6903.4336	2473.1013	0.001							28.0062	0.036	0.03760160048424306	0.001245686951797045	30.185433370718446	0.002311755874167664																																										
10199	6677.9336	5241.2251	0.369							29.9562	0.2168	0.006239837521581379	0.001245686951797045	5.0091537946830895	0.002396300314628677																																										
4372	10340.8252	3299.2048	0.392							29.3222	0.1209	0.011188556174872133	0.0012453695391129258	8.984125453109861	0.003415436529023068																																										
10522	5986.0347	5345.5239	0.667							29.1248	0.1008	0.013420431765427421	0.001245686951797045	10.773518776982389	0.0034733956134162564																																										
1173	4273.2207	2071.8276	0.363							30.231	0.2792	0.0048448873423746095	0.001245686951797045	3.8893297673105662	0.002188511564993872																																										
5465	8028.8911	3688.8196	0.359							30.2088	0.2734	0.00494474837582273	0.0012447343645558167	3.97253302923573	0.0025453768091055046																																										
8504	6778.4897	4724.3154	0.013							26.2852	0.0074	0.18348160675657232	0.0012485408724431442	146.95682841166072	0.003051573986145849																																										
11367	4415.9976	5744.2959	0.28							28.8591	0.0788	0.01714142329814477	0.001244416602682826	13.77466618589766	0.002029967229147048																																										
12593	618.5474	6126.6401	0.545							29.3719	0.1266	0.01068837803545299	0.0012460043644811636	8.578122469020109	0.0025270736067894346																																										
12721	1008.2206	5535.3252	0.347							30.3256	0.3047	0.0044406523372662755	0.0012460043644811636	3.563913950747166	0.002152362300848943																																										
207	1948.5844	1975.0496	0.031							21.6993	0.0001	12.529486835670536	0.0012466391898494015	10050.612027674297	0.0030554234191128046																																										
10503	3121.1152	5416.4429	0.026							25.0497	0.0024	0.5725112173778962	0.0012453695391129258	459.7119163406669	0.0033506965752125003																																										
9090	7972.2065	4920.4966	0.368							28.9507	0.0858	0.015754228603772194	0.0012440988408098357	12.663164763916274	0.0028635098505407058																																										
13157	8990.0752	5703.4722	0.36							31.0264	0.5815	0.002328689951100286	0.001246956253344649	1.8674993167195368	0.002396518935211365																																										
2649	7658.4873	2701.2869	0.416							27.1302	0.0161	0.08425700494549919	0.001248224158136768	67.50150155022648	0.002311503843506173																																										
11049	6007.0737	5860.5542	0.376							29.7352	0.1769	0.0076483746397750215	0.0012460043644811636	6.138320906251244	0.0029078699325219832																																										
9118	1485.1757	4926.1562	0.0							27.2505	0.018	0.07541596174784111	0.0012466391898494015	60.49542029635025	0.0020352895835683274																																										
