NUMBER,X_IMAGE,Y_IMAGE,MAG_AUTO,MAGERR_AUTO,MAG_APER,MAGERR_APER,CLASS_STAR,FLUX_AUTO,FLUXERR_AUTO,FLUX_APER,FLUXERR_APER,ALPHA_J2000,DELTA_J2000,SNR,pointing
4954,8803.54,3507.9292,28.6892,0.0599,29.1039,0.0519,0.072,0.5739961,0.03166803,0.3917788,0.01871721,214.8681516,52.8889909,18.12541228488163,nircam2
5178,7032.8223,3589.2466,30.0764,0.1024,30.0559,0.1247,0.369,0.1599701,0.015077,0.163025,0.01871721,214.8831288,52.9006768,10.610207600981628,nircam2
5180,7131.0757,3600.0955,29.7031,0.088,29.5936,0.0816,0.097,0.2256044,0.01828355,0.2495486,0.01874576,214.8821358,52.9001113,12.339201085128437,nircam2
5236,2957.6619,3612.0693,28.0263,0.0473,28.5047,0.0299,0.001,1.05703,0.04601258,0.6803489,0.01871721,214.9193586,52.9266765,22.972630528433744,nircam2
5253,6968.8716,3619.4497,30.3666,0.1284,29.9966,0.118,0.466,0.122454,0.01447367,0.1721747,0.01870768,214.8833827,52.9012459,8.460466488458007,nircam2
5297,8727.4023,3634.1846,30.7841,0.1531,31.136,0.3363,0.477,0.08336473,0.01175468,0.06028628,0.01866952,214.867503,52.8901556,7.092045891508744,nircam2
5328,2323.6633,3638.3879,27.5417,0.0365,29.3823,0.067,0.08,1.651716,0.05549691,0.3031715,0.01870291,214.9247593,52.9308434,29.76230568512733,nircam2
5578,6859.3516,3732.3914,30.4157,0.096,30.2363,0.1472,0.108,0.1170352,0.01034274,0.1380673,0.01871245,214.8831731,52.9025508,11.315686172136205,nircam2
5580,6488.8345,3732.8003,28.9529,0.0611,29.4546,0.0716,0.626,0.4502262,0.02533443,0.2836355,0.01869815,214.886483,52.9049062,17.771317531122666,nircam2
5790,7293.2178,3790.6121,30.7717,0.098,30.4994,0.1874,0.695,0.0843228,0.007612047,0.1083546,0.01869815,214.8786796,52.9001092,11.077545895341949,nircam2
5961,2631.137,3864.8569,27.6878,0.0297,28.4714,0.029,0.0,1.443794,0.03944051,0.7015304,0.01872197,214.9196205,52.930114,36.606879576354366,nircam2
5970,4340.3218,3869.6951,28.2428,0.0507,28.7356,0.037,0.002,0.8659763,0.04044481,0.5500237,0.01874101,214.9042668,52.9192885,21.411308397789483,nircam2
6015,175.3899,3876.4888,29.2383,0.0879,29.7282,0.0921,0.743,0.3461681,0.02800826,0.2204553,0.01869338,214.9414983,52.945765,12.35950037596052,nircam2
6025,7136.314,3867.7737,30.29,0.1352,30.1049,0.1303,0.699,0.131405,0.0163533,0.1558316,0.01870291,214.8792704,52.9015221,8.035381238037582,nircam2
6056,391.8304,3885.552,28.5694,0.0429,28.8721,0.0419,0.002,0.6409975,0.02533443,0.4850323,0.01871245,214.9394631,52.9444402,25.301437608819302,nircam2
6132,731.4614,3912.02,28.4507,0.0505,28.835,0.0405,0.002,0.715061,0.03324724,0.5018744,0.01869815,214.936141,52.9424274,21.507379259150532,nircam2
6221,1149.8781,3934.5007,28.4334,0.0475,28.9494,0.0451,0.024,0.7265288,0.03180847,0.4516908,0.01874101,214.9321552,52.939893,22.84073393030221,nircam2
6229,1158.4424,3942.719,27.5005,0.0267,28.1577,0.0217,0.0,1.715513,0.04217123,0.9365278,0.01869815,214.9319919,52.939883,40.67970035495764,nircam2
6232,7376.5332,3929.9248,30.2932,0.1174,29.6649,0.087,0.534,0.1310159,0.01416237,0.2337042,0.01872673,214.8764676,52.9003316,9.250986946393859,nircam2
6247,7004.5269,3936.2925,30.7459,0.1721,29.882,0.1064,0.402,0.08635031,0.01368215,0.1913497,0.01874101,214.8797276,52.9027287,6.31116527738696,nircam2
6267,1864.8138,3938.6331,28.9782,0.0513,29.1117,0.0522,0.666,0.439854,0.02079293,0.388996,0.01870768,214.925707,52.9353771,21.15401725490347,nircam2
6268,188.7723,3937.3401,29.9984,0.1016,29.6862,0.0887,0.361,0.1718847,0.01607844,0.2291447,0.01870768,214.9407374,52.9460086,10.690384141745096,nircam2
6364,6059.0103,3976.7429,30.5099,0.1334,29.922,0.1101,0.356,0.1073124,0.01318445,0.1844172,0.01869815,214.8877594,52.9089521,8.139315633189097,nircam2
6369,8862.5303,3977.6069,30.1383,0.126,30.1136,0.1314,0.483,0.1511021,0.01753696,0.1545879,0.01869815,214.8626791,52.8911494,8.616208282393298,nircam2
6406,8617.8018,3994.2148,29.4694,0.0844,29.4708,0.0726,0.283,0.2798101,0.02173616,0.2794484,0.01866952,214.864692,52.8927936,12.873023569940596,nircam2
6441,8021.9985,4002.9238,30.3188,0.0931,29.7124,0.0907,0.605,0.1279679,0.01097013,0.2236965,0.01867907,214.869927,52.8966254,11.665121561914034,nircam2
6551,8013.4517,4023.873,28.3957,0.0399,28.8494,0.041,0.727,0.7522144,0.02760755,0.4952604,0.01870768,214.8697829,52.8967927,27.24669157531182,nircam2
6554,8456.2344,4019.644,29.8731,0.0857,29.9016,0.1082,0.087,0.1929153,0.01522409,0.1879099,0.01872197,214.8658686,52.8939572,12.671713054770434,nircam2
6618,9046.085,4044.5168,28.5189,0.0497,28.6592,0.0345,0.22,0.6714863,0.03073957,0.5900777,0.01874576,214.8603338,52.8903442,21.84436216902188,nircam2
6630,7133.2192,4045.4741,27.9713,0.0376,28.5,0.0297,0.001,1.111981,0.03852582,0.6832702,0.01870768,214.8774268,52.9025003,28.863266245857975,nircam2
6722,7072.0557,4069.1824,29.4017,0.0667,29.485,0.0736,0.37,0.2977912,0.01828355,0.2758148,0.01870291,214.8777242,52.9030167,16.28738401459235,nircam2
6968,7696.2549,4142.5425,29.6332,0.0768,29.4936,0.0743,0.15,0.2406148,0.01702106,0.2736377,0.01872197,214.8713695,52.8994476,14.136299384409664,nircam2
7061,7033.2959,4174.8354,29.5926,0.0895,29.7101,0.0906,0.383,0.2497774,0.02057745,0.2241605,0.01870768,214.8769583,52.9038329,12.138403932460047,nircam2
7067,2146.8838,4177.1821,30.4146,0.1438,30.1169,0.1318,0.364,0.1171573,0.0155141,0.15412,0.01869815,214.920668,52.9348743,7.551665903919661,nircam2
7125,7658.5747,4192.1636,29.9246,0.1189,30.1363,0.1342,0.514,0.1839804,0.02013958,0.1513841,0.01871245,214.871184,52.8999546,9.135264985665042,nircam2
7155,8462.3496,4209.4224,29.7076,0.0777,29.7241,0.0918,0.007,0.2246832,0.01607844,0.2213013,0.01870768,214.8638156,52.8949419,13.974191526043573,nircam2
7274,4107.6011,4241.1201,29.0904,0.0859,29.4362,0.0703,0.078,0.3966747,0.03138528,0.2884858,0.01867907,214.9024382,52.9227707,12.638877206129752,nircam2
7288,7693.9204,4246.2539,31.0306,0.1726,30.138,0.1345,0.37,0.06643234,0.01055601,0.1511478,0.01871721,214.8702983,52.9000219,6.293319161311898,nircam2
7352,8016.2051,4271.0991,29.3549,0.0719,29.7035,0.0899,0.483,0.3109159,0.02057745,0.2255269,0.01867907,214.8671549,52.8981087,15.1095446714729,nircam2
7504,8126.0825,4333.3203,28.6609,0.0561,28.6391,0.0339,0.632,0.5891889,0.03044819,0.6011431,0.01874101,214.8655173,52.8977463,19.350539391668274,nircam2
7645,2310.7639,4384.5962,29.7962,0.0933,29.6762,0.0879,0.426,0.2070777,0.0177893,0.2312799,0.01871245,214.9170155,52.9349536,11.640576076630333,nircam2
7694,501.4734,4405.5864,29.1543,0.0688,29.1661,0.0549,0.012,0.3740188,0.02369818,0.3699543,0.01871245,214.9330029,52.9465523,15.782595963065518,nircam2
7713,7754.418,4407.7607,30.1129,0.1176,29.9001,0.108,0.464,0.1546878,0.01675715,0.1881814,0.01871245,214.8680565,52.9005087,9.231152075382747,nircam2
7736,7167.0723,4413.2847,29.5986,0.0998,29.7233,0.0919,0.536,0.2484012,0.02283614,0.2214538,0.01873625,214.8732507,52.9042694,10.877547606556973,nircam2
7739,7037.8145,4424.8857,28.0984,0.0415,29.0199,0.048,0.008,0.9891214,0.03782529,0.4232941,0.01869338,214.8742846,52.905153,26.149737384696856,nircam2
7783,7625.2192,4431.272,30.5476,0.1271,29.9763,0.1159,0.651,0.1036462,0.01212793,0.1754266,0.01871721,214.8689642,52.9014563,8.546075051554551,nircam2
7784,6862.2271,4426.5659,30.343,0.1173,29.7389,0.0931,0.644,0.125146,0.01351829,0.2182908,0.01871245,214.8758373,52.9062774,9.25753183279838,nircam2
7807,7241.8281,4439.5967,28.683,0.0449,28.9499,0.045,0.415,0.5772979,0.02388553,0.4514883,0.01869815,214.8723051,52.9039365,24.16935692865095,nircam2
7816,7241.2905,4443.1318,28.387,0.039,28.8575,0.0414,0.166,0.7582538,0.02720094,0.4915849,0.01874101,214.8722726,52.903959,27.876014578907935,nircam2
7872,6255.5957,4457.7466,29.6434,0.0839,29.6014,0.082,0.591,0.2383724,0.01840503,0.2477739,0.01870291,214.8809352,52.9102987,12.951481198346324,nircam2
8066,6890.2036,4549.21,29.5679,0.0782,29.7603,0.0947,0.495,0.2555305,0.01840503,0.2140427,0.01866475,214.8742955,52.9067613,13.883731784191605,nircam2
8109,7882.4565,4562.356,28.5773,0.0491,29.1702,0.0551,0.082,0.6363584,0.02879296,0.3685817,0.01870768,214.8652836,52.9005292,22.10118028851497,nircam2
8160,796.9882,4581.0288,30.0451,0.1096,30.2183,0.1447,0.067,0.1646535,0.01662362,0.1403774,0.01870768,214.9285068,52.9456237,9.904792097028206,nircam2
8174,7830.7793,4597.4419,29.0117,0.0543,29.2278,0.0582,0.307,0.4265117,0.0213221,0.3495173,0.01871721,214.8653761,52.9010467,20.003268908784783,nircam2
8259,2826.938,4607.7314,27.2388,0.0294,28.4894,0.0295,0.0,2.183209,0.05903821,0.6899951,0.01872197,214.9100426,52.9328808,36.97959338536856,nircam2
8295,8563.2305,4631.77,29.4013,0.0754,29.3247,0.0635,0.464,0.2979114,0.02068547,0.3197,0.01870291,214.8584661,52.8965787,14.401964277340568,nircam2
8296,9015.0508,4639.1562,30.5474,0.1381,30.4246,0.1751,0.636,0.1036716,0.01318445,0.1160812,0.01871721,214.8543495,52.8937481,7.8631721459749935,nircam2
8358,8223.6084,4667.4956,29.218,0.0703,29.3836,0.067,0.131,0.3527148,0.02283614,0.3028144,0.01867907,214.8611261,52.898929,15.445464951607407,nircam2
8544,7534.4575,4734.4712,30.1079,0.1043,30.0326,0.122,0.542,0.1553963,0.01492845,0.1665608,0.01871245,214.8665827,52.9036682,10.40940620091168,nircam2
8589,6770.48,4752.3369,29.3244,0.0617,29.2001,0.0567,0.776,0.3197757,0.01816125,0.358558,0.01873625,214.8732269,52.9086175,17.60758207722486,nircam2
8657,7729.3501,4780.4316,30.0028,0.0836,29.725,0.0919,0.054,0.1711957,0.01318445,0.2211046,0.01871721,214.8643559,52.902678,12.984667543962775,nircam2
8739,3997.8904,4816.3086,29.8515,0.1087,29.8989,0.1081,0.055,0.1967922,0.01969198,0.188383,0.01875052,214.8973619,52.9265714,9.993520204672155,nircam2
8771,7059.9746,4829.5278,29.9765,0.1078,30.0505,0.124,0.478,0.1753931,0.01740942,0.1638362,0.01871245,214.8698247,52.9071949,10.074609033500256,nircam2
8925,6116.9038,4873.1919,27.8082,0.0378,28.4207,0.0276,0.0,1.292216,0.04498396,0.7350366,0.01867907,214.8778003,52.9134208,28.726150387827126,nircam2
8956,3000.4382,4880.3545,28.0743,0.0452,29.0915,0.0513,0.063,1.011337,0.04211835,0.3962712,0.01872197,214.9056172,52.9332506,24.011790585338694,nircam2
9114,8736.75,4945.4634,29.1877,0.0797,29.5716,0.0798,0.082,0.36268,0.02662124,0.2546684,0.01872197,214.8536112,52.897168,13.623707986555097,nircam2
9191,7875.2031,4966.3818,29.232,0.0635,29.2927,0.0616,0.021,0.3481857,0.02035969,0.3292634,0.01868384,214.8610933,52.9027543,17.101719132265767,nircam2
9370,8009.5054,5017.7402,29.8064,0.0707,29.7871,0.0974,0.738,0.2051372,0.01335241,0.2088236,0.01872673,214.8593515,52.9021781,15.363308945725901,nircam2
9416,10156.5996,5036.2134,30.3744,0.1399,30.1146,0.1312,0.42,0.1215807,0.01565709,0.1544431,0.01865997,214.8399661,52.8886357,7.765216908122775,nircam2
9460,10306.166,5028.8672,27.1896,0.0245,28.0761,0.0201,0.006,2.284446,0.05149775,1.009656,0.01870768,214.838707,52.8876456,44.36011282046303,nircam2
9506,7151.5684,5062.4429,29.3111,0.0746,29.4346,0.0704,0.052,0.323729,0.02224289,0.2889092,0.01872197,214.8665524,52.9078694,14.554268802300419,nircam2
9530,7906.6885,5068.3105,29.4226,0.0831,29.9112,0.1093,0.122,0.2921344,0.02234286,0.186261,0.01875052,214.8597382,52.903104,13.07506738170494,nircam2
9555,8088.061,5074.4575,29.8804,0.1008,29.9234,0.1104,0.359,0.1916301,0.0177893,0.1841797,0.01872673,214.8580518,52.9019849,10.772211385495774,nircam2
9607,1688.4462,5147.9341,26.5072,0.0159,27.2424,0.0093,0.012,4.282898,0.06284152,2.175929,0.01870768,214.9145481,52.9430249,68.15395299158901,nircam2
9630,1910.4918,5084.3784,28.1766,0.0505,29.2433,0.0589,0.012,0.9203886,0.04280068,0.3445826,0.01868861,214.9132288,52.9412721,21.504064888688685,nircam2
9652,2184.8499,5096.6343,29.0824,0.0696,29.4407,0.0707,0.205,0.3996386,0.02559697,0.2872914,0.01871245,214.9106424,52.9395964,15.612730725550719,nircam2
9817,2376.0688,5134.2725,27.9145,0.0326,28.451,0.0284,0.471,1.171727,0.03513741,0.7148417,0.01872673,214.9085333,52.9385854,33.34699398732007,nircam2
10065,8194.2402,5212.0664,28.7677,0.0403,28.8533,0.0411,0.433,0.5339869,0.01980483,0.4934971,0.01869815,214.8556531,52.9020524,26.962458147835658,nircam2
10213,8032.0952,5240.2769,27.9421,0.0508,28.8454,0.0409,0.006,1.142268,0.05345137,0.4971226,0.01873625,214.8568056,52.9032347,21.37022867701988,nircam2
10275,3312.0161,5274.8521,30.7599,0.1614,29.5965,0.0816,0.367,0.08524419,0.01266721,0.248889,0.01870768,214.8986715,52.9334012,6.729515812874342,nircam2
10358,5986.7944,5310.1094,28.2982,0.037,29.0047,0.0473,0.017,0.8228887,0.02800826,0.429266,0.01868384,214.8743619,52.9166041,29.38021497943821,nircam2
10378,8150.4912,5310.5088,28.2257,0.0519,29.8329,0.1017,0.371,0.8797184,0.04201239,0.2001916,0.01875052,214.8550073,52.9028612,20.939499038259907,nircam2
10395,5986.417,5315.8174,27.8765,0.0331,29.0268,0.0483,0.13,1.21341,0.03693095,0.4206169,0.01869815,214.8743052,52.9166373,32.85618160377678,nircam2
10811,512.4261,5852.5723,29.6409,0.1144,29.5667,0.0794,0.003,0.2389158,0.02515788,0.2558139,0.01869815,214.9176592,52.9542947,9.496658700971624,nircam2
10896,8047.583,5525.8071,30.4395,0.1313,30.5239,0.1916,0.279,0.1145006,0.01384408,0.1059341,0.01869338,214.8536595,52.904676,8.270726548820868,nircam2
11137,7181.6455,6131.1396,27.8351,0.0436,28.7944,0.039,0.0,1.260564,0.05058081,0.5210047,0.01871245,214.8550253,52.9134419,24.92178357760582,nircam2
11211,7148.3862,5816.2964,28.0115,0.0393,29.7269,0.0919,0.373,1.071532,0.03881398,0.2207198,0.01868384,214.8586397,52.9119553,27.606857116946006,nircam2
11580,6001.5947,5882.1553,30.153,0.0985,29.8057,0.099,0.374,0.14908,0.01351829,0.2052725,0.01870768,214.8682031,52.9195957,11.028022035331391,nircam2
11690,5974.1162,6127.2334,29.9828,0.0573,29.3585,0.0655,0.726,0.1743827,0.009202517,0.3098787,0.01869815,214.8658668,52.9210921,18.949456980084904,nircam2
12085,7238.3457,5757.2739,29.7774,0.0967,29.8925,0.1072,0.36,0.2106972,0.01876478,0.1894917,0.01871245,214.858457,52.9110655,11.22833307931135,nircam2
12142,2090.6333,5926.9487,26.9925,0.0293,28.1116,0.0208,0.0,2.739021,0.07389207,0.9771579,0.01871245,214.9027377,52.9446759,37.0678612738823,nircam2
12498,955.1986,6032.7085,27.0725,0.0289,28.3525,0.0259,0.0,2.544414,0.0677561,0.7826903,0.01868384,214.9117939,52.952456,37.55254508450162,nircam2
12863,7013.5713,5780.7686,29.54,0.0777,29.5848,0.0808,0.461,0.2621798,0.01876478,0.25158,0.01870768,214.8602196,52.9126202,13.971909076471988,nircam2
12997,8189.0186,5751.5801,28.5171,0.0451,28.6694,0.0348,0.003,0.6726249,0.02792858,0.5845949,0.01870768,214.8500167,52.9049948,24.083748618798374,nircam2
13054,6279.6035,5760.5962,27.9316,0.0375,28.7895,0.0387,0.001,1.153364,0.03983408,0.5233569,0.01865041,214.8669969,52.917174,28.954202030020525,nircam2
13247,1001.8033,5650.563,27.8188,0.0329,28.1641,0.0218,0.007,1.279593,0.03875652,0.9310771,0.01871721,214.9154033,52.9500974,33.01619959686783,nircam2
82,685.204,204.7464,30.1648,0.1298,29.9091,0.1145,0.081,0.1474709,0.01762952,0.1866244,0.01967659,214.8669978,52.868006,8.364998026038144,nircam3
116,2748.4194,217.7052,28.5577,0.0376,28.5727,0.0334,0.124,0.6479333,0.02243212,0.6390414,0.01966154,214.8484322,52.8549681,28.884175904907785,nircam3
182,4023.9878,221.8287,30.5837,0.1382,30.4276,0.1846,0.373,0.1002619,0.01275931,0.1157661,0.0196816,214.8370007,52.846885,7.857940593966289,nircam3
191,3457.4631,224.0225,30.3024,0.0743,30.5241,0.2017,0.519,0.129917,0.008884444,0.1059206,0.01967659,214.842035,52.8504968,14.62297471850799,nircam3
256,2758.2639,247.6151,29.812,0.0636,29.6912,0.0937,0.74,0.2040879,0.01196105,0.2280953,0.01967659,214.8480296,52.8550668,17.062707705427197,nircam3
312,4436.2207,289.4048,29.148,0.0608,29.1593,0.0574,0.001,0.3761939,0.02107131,0.3722996,0.01967157,214.8326102,52.8446296,17.853370293541314,nircam3
320,2374.6174,283.7819,29.677,0.0951,29.7681,0.1006,0.167,0.2310948,0.02023528,0.2125135,0.01967659,214.851075,52.8576994,11.420390525853854,nircam3
355,6309.7329,311.4871,27.2108,0.0273,29.0038,0.0498,0.624,2.240151,0.05623404,0.4296183,0.01971166,214.8156611,52.8328413,39.83620952718318,nircam3
376,6305.0601,314.5305,27.4039,0.0285,29.106,0.0547,0.002,1.875135,0.04921653,0.3910388,0.01969162,214.8156708,52.8328874,38.09969943025239,nircam3
377,6051.249,310.1423,29.5158,0.0926,29.6682,0.0918,0.079,0.2680927,0.02286774,0.2329808,0.01969663,214.8179811,52.834477,11.723620261556237,nircam3
387,1736.896,311.5738,29.9916,0.0825,29.5898,0.0853,0.102,0.1729671,0.01314027,0.2504296,0.01967157,214.8564783,52.8619009,13.163131351182281,nircam3
389,7765.2397,320.4736,29.1338,0.0587,29.1685,0.0579,0.474,0.3811376,0.02059774,0.3691675,0.01967659,214.8025859,52.8236374,18.503855277326544,nircam3
422,6319.2646,317.5313,28.0957,0.0305,28.7646,0.0399,0.358,0.9915847,0.02783044,0.5355057,0.01969663,214.8155125,52.8328133,35.629501366130036,nircam3
446,6340.979,319.9343,28.7744,0.0429,28.909,0.0456,0.543,0.5306802,0.02095392,0.4688303,0.01967659,214.8152935,52.8326882,25.32605832226142,nircam3
448,7682.9419,317.5027,30.3836,0.1401,30.4801,0.194,0.55,0.1205537,0.01554778,0.1102955,0.01970164,214.803351,52.8241446,7.75375648484864,nircam3
455,8650.7939,327.0546,28.9714,0.0361,28.6587,0.0362,0.422,0.4426437,0.01473318,0.5903563,0.01967659,214.7946217,52.8180429,30.0440027203903,nircam3
456,8652.9385,324.3169,29.706,0.0577,29.3114,0.0661,0.795,0.2250151,0.01196105,0.3236257,0.01970665,214.7946314,52.8180145,18.81231998862976,nircam3
459,7821.2139,321.7734,29.8686,0.1019,30.067,0.1325,0.361,0.1937236,0.01818058,0.1613709,0.0196816,214.8020731,52.8232886,10.655523641159963,nircam3
470,9293.5088,333.422,28.5976,0.0341,28.624,0.035,0.171,0.6245676,0.01961632,0.6095389,0.01966154,214.788826,52.8139908,31.839182884455393,nircam3
471,8990.627,324.2364,29.5121,0.0717,29.5153,0.0797,0.685,0.269013,0.01776889,0.2682298,0.01968661,214.7916222,52.8158671,15.13955007881753,nircam3
490,6892.0562,331.8535,28.1541,0.042,29.5731,0.0841,0.704,0.9396327,0.03636115,0.2543134,0.01969663,214.8102528,52.8292495,25.84166617392464,nircam3
497,8493.3545,325.1891,29.3235,0.0757,29.3362,0.0676,0.381,0.3200493,0.02232189,0.3163086,0.0196816,214.7960448,52.8190338,14.337912246678036,nircam3
509,7496.1396,338.8188,29.5281,0.0681,29.4739,0.0767,0.471,0.2650711,0.01662127,0.2786472,0.01967157,214.8047924,52.825447,15.947704357127945,nircam3
861,8529.7871,485.7808,30.1858,0.1334,29.9731,0.1214,0.058,0.144645,0.01776889,0.1759474,0.01967157,214.7940305,52.8196674,8.140350916686412,nircam3
891,2310.6838,502.4569,28.35,0.042,28.763,0.0399,0.12,0.7844933,0.03037324,0.5363244,0.01970665,214.8493448,52.8592847,25.828436478953183,nircam3
1023,2278.749,568.5927,28.0922,0.0463,28.6299,0.0353,0.0,0.9948065,0.04243426,0.6062286,0.0196816,214.8489341,52.8598442,23.443474682956648,nircam3
1140,2857.4104,613.2581,29.3813,0.0999,29.6914,0.0937,0.284,0.3034625,0.02791893,0.2280549,0.01967157,214.8432966,52.8564082,10.86941727351299,nircam3
1385,810.6674,734.0162,29.3914,0.0616,29.2878,0.0646,0.007,0.3006439,0.01706068,0.3307525,0.0196816,214.8603068,52.8700635,17.62203499508812,nircam3
1537,10140.8916,793.5185,30.9042,0.1293,30.7838,0.2568,0.548,0.07463033,0.008884444,0.08338839,0.01971666,214.7764344,52.8110807,8.400112601306283,nircam3
1663,7831.7134,858.1337,29.5413,0.0638,29.4267,0.0735,0.066,0.2618675,0.01538831,0.2910256,0.01970665,214.7963364,52.8261115,17.017300795214027,nircam3
1737,6932.2109,885.0028,28.8846,0.063,29.4099,0.0721,0.08,0.4794992,0.02783044,0.2955645,0.0196314,214.8040747,52.8319748,17.229307190256424,nircam3
1982,9705.417,1003.9718,29.1047,0.0399,29.0491,0.0519,0.785,0.3914832,0.01439444,0.4120512,0.0196816,214.7781006,52.8149834,27.19683433325645,nircam3
2153,6571.7539,1080.5677,29.4746,0.0745,29.3573,0.0689,0.454,0.2784651,0.01910672,0.310225,0.01969162,214.8052316,52.83532,14.574196931760135,nircam3
2179,7672.7324,1099.7021,29.4972,0.0468,29.2776,0.0641,0.762,0.2727231,0.01175301,0.3338554,0.01970665,214.795212,52.8284237,23.2045322857719,nircam3
2346,6106.7319,1202.7314,28.6517,0.052,29.0779,0.0533,0.085,0.5941799,0.0284441,0.4012756,0.01969663,214.808094,52.8389344,20.88939006683284,nircam3
2350,7279.0869,1208.6454,30.6369,0.1384,30.4513,0.1887,0.109,0.09546425,0.01216553,0.1132633,0.01967659,214.7975757,52.8315133,7.847109825876883,nircam3
2351,7478.7476,1206.7595,29.7196,0.0908,29.5753,0.0842,0.607,0.2222072,0.01858315,0.2537895,0.0196816,214.7958151,52.8302338,11.957456082526374,nircam3
2591,2265.7354,1292.0934,27.4003,0.0234,27.7945,0.0164,0.007,1.881343,0.04053147,1.308634,0.01971166,214.8414358,52.8638278,46.41684597178439,nircam3
2673,7733.7041,1309.714,29.2413,0.0681,29.4151,0.0728,0.611,0.3452271,0.02164871,0.2941619,0.01973167,214.7924584,52.8291674,15.946774657704777,nircam3
2766,8549.0527,1365.1533,30.1415,0.0832,29.8803,0.1116,0.085,0.1506631,0.01154123,0.1916471,0.01969162,214.7846062,52.8242818,13.05433649619668,nircam3
2781,8720.7227,1364.1803,29.1245,0.0634,29.3066,0.0658,0.475,0.3844058,0.02243212,0.3250534,0.0196816,214.7830862,52.823185,17.13640083951049,nircam3
2835,7739.8315,1389.1752,30.2129,0.1313,29.985,0.1228,0.364,0.1410794,0.01706068,0.1740259,0.0196816,214.7915676,52.8295565,8.26927179924833,nircam3
