ID_mine	X_IMAGE_mine	Y_IMAGE_mine	MAG_AUTO_mine	MAGERR_AUTO_mine	MAG_APER_mine	MAGERR_APER_mine	CLASS_STAR_mine	FLUX_AUTO_mine	FLUXERR_AUTO_mine	FLUX_APER_mine	FLUXERR_APER_mine	RA_mine	DEC_mine	ID_romeo	X_IMAGE_romeo	Y_IMAGE_romeo	MAG_AUTO_romeo	MAGERR_AUTO_romeo	MAG_APER_romeo	MAGERR_APER_romeo	CLASS_STAR_romeo	FLUX_AUTO_romeo	FLUXERR_AUTO_romeo	FLUX_APER_romeo	FLUXERR_APER_romeo	RA_romeo	DEC_romeo
4961.0	8522.1631	2104.0869	26.2344	0.0157	27.0265	0.0098	0.02	5.50608	0.07937963	2.654694	0.02402139	214.8292633	52.8100341	4949.0	8522.1631	2104.0869	26.2365	0.0156	27.0265	0.0098	0.02	5.495471	0.07896172	2.654694	0.02402139	214.8292633	52.8100341
4962.0	9444.4238	2064.6208	28.7542	0.0838	28.9575	0.0582	0.0	0.5406579	0.04174388	0.4483291	0.02402751	214.821455	52.8039599	4950.0	9444.4238	2064.6208	28.7542	0.0838	28.9575	0.0582	0.0	0.5406579	0.04174388	0.4483291	0.02402751	214.821455	52.8039599
4963.0	795.7046	2066.7615	27.5651	0.0319	27.8718	0.0214	0.004	1.616449	0.04751031	1.218639	0.02402139	214.8986347	52.8589163	4951.0	795.7046	2066.7615	27.5651	0.0319	27.8718	0.0214	0.004	1.616449	0.04751031	1.218639	0.02402139	214.8986347	52.8589163
4964.0	8260.8545	2052.8406	30.2218	0.1427	29.9952	0.1513	0.394	0.1399247	0.01839067	0.1723928	0.02401527	214.8321324	52.8114185	4953.0	8260.8545	2052.8406	30.2218	0.1427	29.9952	0.1513	0.394	0.1399247	0.01839067	0.1723928	0.02401527	214.8321324	52.8114185
4965.0	6746.9131	2089.0452	25.8895	0.0148	27.0757	0.0103	0.001	7.564923	0.1030391	2.537126	0.02402139	214.8452564	52.8212341	4952.0	6746.9131	2089.0452	25.8895	0.0148	27.0757	0.0103	0.001	7.564923	0.1030391	2.537126	0.02402139	214.8452564	52.8212341
4966.0	3670.7891	2066.3533	28.0573	0.0587	28.8048	0.0506	0.002	1.027256	0.05550417	0.5160676	0.02403363	214.8729531	52.8406544	4954.0	3670.7891	2066.3533	28.0573	0.0587	28.8048	0.0506	0.002	1.027256	0.05550417	0.5160676	0.02403363	214.8729531	52.8406544
4967.0	6815.207	2053.9922	31.3681	0.2566	30.9075	0.35	0.348	0.04868314	0.01150416	0.07440324	0.0239785	214.8450156	52.8206112	4955.0	6815.207	2053.9922	31.3681	0.2566	30.9075	0.35	0.348	0.04868314	0.01150416	0.07440324	0.0239785	214.8450156	52.8206112
4968.0	9933.1611	2065.1768	28.3946	0.0708	28.978	0.0593	0.001	0.7529597	0.04910837	0.4399415	0.02403363	214.8170923	52.8008565	4966.0	9933.1611	2065.1768	28.4329	0.0704	28.9956	0.0603	0.001	0.726831	0.04712183	0.432891	0.02403363	214.8170923	52.8008565
4969.0	619.3672	2051.4885	29.3467	0.0867	29.6553	0.1106	0.359	0.313264	0.02499931	0.2357619	0.02401527	214.9003714	52.8599536	4956.0	619.3672	2051.4885	29.3467	0.0867	29.6553	0.1106	0.359	0.313264	0.02499931	0.2357619	0.02401527	214.9003714	52.8599536
4970.0	3663.3501	2074.8503	26.9254	0.0263	28.2059	0.0291	0.0	2.913774	0.0704483	0.8959144	0.02403975	214.8729302	52.8407475	4960.0	3663.3501	2074.8503	26.9254	0.0263	28.2059	0.0291	0.0	2.913774	0.0704483	0.8959144	0.02403975	214.8729302	52.8407475
