X_IMAGE	Y_IMAGE	My_ID
1349.1292	1435.3044	3041
3159.3357	1440.6472	3042
3467.5972	1429.5812	3043
2179.6865	1442.9182	3044
2150.0513	1443.5721	3045
6041.1367	1448.6687	3046
9397.8164	1446.1635	3047
2274.7571	1441.1982	3048
2269.4768	1436.0352	3049
3716.4495	1444.6516	3050
7045.5693	1441.9143	3051
8052.2773	1449.4132	3052
3143.2905	1443.0527	3053
9131.7168	1431.0847	3054
7027.686	1447.4833	3055
2385.3384	1444.9225	3056
6870.0796	1451.0033	3057
6939.3516	1446.2322	3058
7250.499	1447.9916	3059
6929.7539	1453.3965	3060
8332.1602	1451.9806	3061
2981.4404	1440.557	3062
3197.3091	1440.3252	3063
289.3704	1453.1119	3064
7308.6499	1451.5404	3065
9508.9473	1449.1104	3066
6956.7583	1480.932	3067
2196.5305	1429.6852	3068
8619.8906	1457.6434	3069
8731.3535	1445.8145	3070
8634.7832	1503.606	3071
10247.2422	1431.743	3072
6416.9731	1530.8921	3073
3604.8787	1437.1588	3074
2253.2959	1437.3558	3075
4318.6709	1474.1106	3076
6714.7729	1439.7075	3077
7950.4717	1448.9614	3078
9517.8652	1442.4675	3080
7421.0298	1455.9871	3081
7312.8979	1454.4595	3082
7244.2856	1458.7798	3083
7035.5845	1456.2137	3084
3547.2637	1459.4276	3085
8722.3721	1447.5159	3086
6592.853	1459.332	3087
6831.4707	1631.5537	3088
7789.7729	1462.3591	3089
1166.8334	1450.6862	3090
1170.7523	1454.1207	3091
3066.5498	1460.9901	3092
3200.0962	1459.3402	3093
6523.3252	1462.699	3094
6808.6289	1460.7068	3095
6981.5303	1460.8771	3096
3221.158	1463.3453	3097
9257.5254	1455.1283	3098
7743.7261	1457.0415	3099
1951.0315	1449.7169	3100
8003.3828	1455.045	3101
4460.4878	1603.8156	3102
10233.1865	1492.2509	3103
8360.5234	1460.4177	3104
6034.9263	1450.6603	3105
7309.6978	1463.5894	3107
7419.2397	1469.4025	3109
9293.79	1465.7892	3110
2595.6387	1468.2581	3111
7310.0947	1457.561	3112
7334.5337	1468.4098	3113
6619.4395	1468.7415	3114
6579.3882	1495.0952	3115
2177.1582	1489.9194	3117
9300.3799	1453.8296	3118
900.3065	1467.8602	3119
7230.2905	1461.4744	3120
6400.0698	1458.662	3121
1112.5983	1467.7225	3122
7225.9741	1469.7684	3123
3745.8652	1465.1156	3124
10143.0439	1468.2383	3125
2502.4165	1482.899	3126
6558.2373	1465.7676	3127
9997.6514	1461.6302	3128
4463.0576	1471.7583	3129
1169.293	1462.0873	3130
6889.0215	1476.5448	3131
1122.0172	1467.5807	3132
6465.1353	1470.6689	3133
2218.4678	1465.8218	3134
6300.8252	1461.3541	3135
2754.427	1465.7529	3136
7058.0557	1461.3481	3137
6594.6064	1475.7943	3138
6785.4438	1475.7345	3139
9339.5117	1468.4288	3140
695.349	1475.869	3141
9515.7949	1477.8141	3142
9528.582	1478.0645	3143
9668.458	1478.0171	3144
6781.5718	1471.2328	3145
9109.0957	1468.912	3146
4246.1802	1548.5582	3147
8841.8818	1476.7438	3148
8237.9023	1478.7048	3149
6854.1323	1480.2701	3150
4290.897	1472.4619	3151
332.3857	1467.8781	3152
3484.2444	1483.4266	3153
8571.2832	1478.5912	3154
8342.0498	1479.6993	3155
7470.479	1529.8479	3156
3510.9932	1470.048	3157
3985.1746	1485.1794	3158
696.0978	1481.9856	3159
7070.0928	1477.7153	3160
1955.4893	1523.8478	3161
1032.3793	1485.3282	3162
2202.5186	1481.3701	3163
8341.2295	1485.4132	3164
489.8277	1471.0118	3165
3503.7744	1483.7966	3166
6624.5454	1486.6932	3167
8535.2773	1484.8274	3168
6446.1147	1487.3071	3169
6853.3877	1485.765	3170
3326.2471	1478.0857	3171
8248.8193	1487.2688	3172
7282.4834	1482.2433	3173
8884.6816	1477.394	3174
7077.5981	1487.1638	3175
6479.272	1482.9694	3176
10295.7529	1488.0188	3177
9289.0879	1489.3472	3178
3245.8167	1923.5736	3179
8829.2949	1607.3673	3180
9426.8555	1480.3273	3182
7321.5366	1486.6978	3183
6826.4917	1478.9248	3184
6757.4663	1489.858	3185
1255.4667	1479.5378	3186
6929.873	1492.957	3187
6326.6924	1504.8987	3188
3317.4768	1526.5317	3189
6798.6392	1489.7592	3190
7175.707	1492.5917	3191
6826.6978	1490.7817	3193
3738.6379	1479.873	3194
6757.6826	1494.196	3195
8570.292	1485.2104	3196
3993.1873	1483.9722	3197
7608.9834	1495.9711	3198
7638.7837	1490.7802	3199
6752.4033	1495.5529	3200
10297.2715	1500.6133	3201
3221.3535	1492.9673	3202
4335.2246	1501.9207	3203
8451.9131	1495.3549	3204
6832.2085	1499.2274	3205
3637.8115	1486.3363	3206
2266.6782	1500.3534	3207
6916.5933	1500.1544	3208
6701.4014	1516.4275	3209
7568.7725	1498.0679	3210
3265.2192	1492.1827	3211
304.7925	1492.3665	3212
7757.7061	1497.1676	3213
6600.1528	1498.8822	3215
7166.3306	1500.1423	3216
10054.7236	1502.4419	3217
6742.792	1498.6671	3218
7234.5308	1496.6262	3219
7252.5156	1506.2715	3220
6717.4707	1506.0569	3221
7756.7476	1503.2397	3222
1162.4141	1499.2576	3223
6547.0293	1499.0566	3224
6633.5327	1509.5129	3225
6836.3813	1507.1711	3226
295.7404	1506.4136	3227
6898.6362	1505.1743	3228
6951.5737	1508.2625	3229
9264.0234	1496.0525	3230
8247.667	1506.5916	3231
8262.7168	1501.511	3232
1047.8484	1506.3325	3233
2388.7185	1506.0818	3234
6794.6338	1505.1055	3235
8210.3896	1507.1814	3236
1178.5472	1499.6379	3237
8285.8203	1510.774	3238
9583.1924	1513.5751	3239
7243.2178	1500.9419	3240
8352.7637	1507.853	3241
9132.7842	1500.9979	3242
7753.48	1505.4731	3243
1434.2225	1592.7552	3244
7488.0229	1512.4294	3245
2174.967	1513.5538	3247
1719.6573	1534.1095	3248
3702.2266	1608.6547	3249
9075.9609	1510.8035	3250
6318.4541	1513.9526	3251
2206.8813	1536.4048	3252
8587.5596	1527.8287	3253
6862.1201	1532.9524	3254
6504.1646	1516.0233	3255
7316.6099	1515.7424	3256
2765.3896	1517.1262	3257
8230.8164	1519.356	3258
1495.1577	1507.9497	3259
6782.1611	1521.6302	3260
7108.0107	1517.3414	3261
7107.1519	1523.4216	3262
6385.8447	1512.0295	3263
2111.52	1506.8124	3264
7610.8296	1520.5394	3265
9751.8379	1520.5179	3266
4011.9434	1522.927	3267
3927.3245	1517.698	3268
3480.5205	1517.3054	3269
7306.4043	1522.9127	3270
8335.5381	1520.3896	3271
7421.5557	1525.9794	3272
1815.4272	1524.6855	3274
7176.6172	1526.757	3275
7177.7812	1531.3779	3276
6609.4492	1527.1248	3277
828.8004	1517.0353	3278
6526.4897	1528.4098	3279
8695.7588	1516.6622	3280
6908.3818	1531.8063	3281
3937.4929	1524.8287	3282
8562.8779	1530.2375	3283
6993.1191	1532.0065	3284
6830.1655	1535.3688	3285
1102.6857	1534.9453	3286
454.7382	1529.6071	3287
10294.5176	1529.8282	3288
9327.3203	1528.286	3289
6956.4097	1538.4719	3290
7127.1099	1538.2822	3291
6834.8442	1537.0492	3292
4540.1167	1562.5764	3293
7627.5508	1536.9794	3294
8110.4233	1535.4335	3295
7151.4897	1538.2955	3296
8504.7266	1537.9539	3297
8304.0439	1539.3021	3298
7290.3501	1536.6888	3299
9705.6113	1532.0303	3300
7391.3706	1558.3269	3301
2136.6348	1536.4038	3302
7332.2061	1545.4615	3303
8607.6035	1545.2275	3304
7152.4932	1543.1821	3306
7329.8013	1543.3313	3307
7191.9644	1556.4807	3308
8456.2373	1544.1074	3309
9907.4893	1539.2849	3310
2540.8621	1539.3816	3311
2252.0095	1547.9528	3312
890.6315	1543.0875	3313
6443.3618	1542.0382	3314
828.8283	1547.5825	3315
822.0803	1543.14	3316
825.4359	1550.9615	3317
6927.855	1550.827	3318
1626.0273	1552.8015	3319
2239.8328	1532.8085	3320
6558.3682	1555.4889	3321
8023.1421	1544.2311	3322
8400.2744	1556.4395	3323
7620.8813	1549.021	3324
7690.2339	1552.5922	3325
3116.9077	1550.5624	3326
3978.1199	1532.1573	3327
7351.0493	1553.9581	3329
1462.3812	1541.4596	3330
2409.8855	1540.907	3331
7289.5	1556.2938	3332
6028.9263	1559.59	3333
10295.6846	1555.0829	3334
7431.0312	1554.6444	3335
6956.5522	1559.7111	3336
861.733	1553.3225	3337
8250.9033	1562.0624	3338
3755.218	1542.1724	3339
193.5296	1564.2728	3340
1664.7944	1548.5649	3341
9276.7314	1566.6061	3342
8327.4756	1564.5079	3343
7634.1689	1567.6364	3344
8324.54	1563.496	3345
9445.4043	1719.6879	3346
7018.6709	1556.8154	3347
2231.5757	1557.2601	3348
6965.4106	1566.6682	3349
2661.2097	1559.5033	3350
8921.3906	1742.2977	3351
9858.4404	1554.0304	3352
4411.4482	1549.8546	3353
276.64	1602.5896	3354
6272.1733	1569.3577	3355
6705.8096	1566.9036	3356
8514.4443	1560.754	3357
10160.6895	1563.1794	3358
1851.4004	1566.2023	3359
4402.4355	1561.7352	3360
6032.9932	1572.4814	3361
1850.5596	1562.5233	3362
7304.0771	1565.8088	3365
6697.7539	1570.8481	3366
9323.6299	1561.2386	3367
3646.3198	1567.1591	3368
7872.0503	1559.3126	3369
982.9679	1555.6747	3370
6723.9248	1570.299	3371
9073.7168	1570.4344	3372
6504.1802	1572.8265	3373
7334.4648	1572.4865	3374
8466.1748	1572.3624	3375
2971.0859	1587.3474	3376
3705.8196	1594.9987	3377
1845.9089	1565.3634	3378
9676.0742	1549.0762	3379
9250.8428	1575.7428	3380
3024.1013	1566.1482	3381
7404.3887	1575.8322	3382
8031.0508	1564.4763	3383
8513.624	1566.1394	3384
1908.7987	1578.1403	3385
6504.5073	1577.9918	3386
1686.2991	1580.2213	3387
7226.5659	1577.3383	3388
9044.5371	1582.4972	3389
6689.3008	1583.5546	3390
1991.9595	1550.126	3391
7737.1455	1581.9119	3392
7567.457	1569.4446	3393
3211.1455	1570.9106	3394
837.6199	1583.2214	3395
2156.4265	1583.6561	3396
6618.5366	1602.0577	3397
6746.4102	1561.1105	3398
1184.1324	1581.8466	3399
6042.5801	1584.7998	3400
7301.7505	1585.22	3401
8178.7046	1557.4766	3402
7641.4243	1582.4532	3403
6444.9985	1583.6184	3404
9344.6084	1580.5668	3405
7006.8257	1561.4104	3406
3531.3005	1566.1818	3407
3376.5908	1923.8472	3408
6995.8257	1580.442	3409
7005.585	1584.5765	3410
6589.2471	1562.3955	3411
6977.6494	1598.5319	3412
8407.0518	1583.0889	3413
2536.1804	1585.1696	3414
3417.6287	1589.0354	3415
3972.5176	1579.0482	3416
4356.5889	1652.9495	3417
8858.5986	1717.7035	3418
4370.0396	1660.193	3419
7176.0557	1591.4312	3420
6257.9463	1561.2423	3421
4526.4619	1578.1476	3422
2830.6953	1583.6199	3423
1726.058	1584.1155	3424
6634.2749	1589.5403	3425
7376.6265	1592.9935	3426
9778.3994	1590.2053	3427
2698.8945	1594.3097	3428
7293.7148	1596.5681	3429
7190.7671	1597.3328	3430
8932.834	1594.949	3431
1890.0323	1583.6937	3432
8334.3867	1593.6346	3433
1865.5255	1583.9263	3434
7362.1299	1591.7662	3435
1144.5764	1594.6388	3436
6641.3203	1595.1615	3437
2003.3308	1597.0325	3438
6536.7612	1600.4231	3439
3229.8855	1577.7555	3440
4510.7344	1583.7595	3441
896.934	1597.5956	3442
7602.5542	1570.0847	3443
7296.8813	1604.4175	3444
3108.8066	1589.328	3445
8041.6025	1601.7643	3446
7226.3081	1600.4335	3447
9281.834	1587.6359	3448
6434.3838	1592.8016	3449
6787.0967	1598.6923	3450
7325.1006	1603.924	3451
9768.9961	1583.4541	3452
8356.8975	1589.1947	3453
2245.2522	1586.9364	3454
1521.7797	1585.443	3455
4391.4214	1600.644	3456
724.4859	1593.3403	3457
708.9363	1605.5804	3458
1494.0328	1595.4746	3459
1957.0901	1624.668	3460
4354.353	1602.317	3461
3062.0869	1604.5795	3462
945.699	1605.5333	3463
6997.3394	1610.3759	3464
7499.373	1591.5679	3465
9679.4766	1609.9429	3466
1070.2959	1598.4019	3467
8523.4863	1598.5013	3468
3382.3794	1599.9337	3469
2485.1506	1612.3988	3470
4254.8599	1583.7034	3471
3841.0796	1762.8755	3472
770.5247	1611.0487	3473
3264.8718	1601.2174	3474
2260.5723	1587.1188	3475
6256.1411	1609.7454	3476
8669.1406	1980.796	3477
8071.8047	1623.7303	3478
3385.6868	1598.2451	3479
6931.5854	1613.1981	3480
7343.1177	1613.0007	3481
6311.415	1600.7382	3482
3379.2734	1602.7474	3483
7247.6895	1609.2725	3484
3566.7886	1614.7521	3485
6694.9492	1615.0275	3486
9169.4844	1596.8795	3487
7355.2661	1617.5841	3488
9399.915	1586.5756	3489
6529.5947	1616.7665	3490
3620.8464	1600.8595	3491
6027.8564	1620.5282	3492
6087.6426	1604.0146	3493
2764.5142	1605.8481	3494
6139.3286	1618.8003	3495
7233.5254	1618.9556	3496
1194.3406	1612.8191	3497
7330.4653	1621.0748	3498
3796.0193	1621.2501	3499
8527.3926	1621.1655	3500
10146.333	1598.2664	3501
3821.2903	1618.6571	3502
7420.1143	1624.4669	3503
7816.5791	1662.0079	3504
6443.564	1621.724	3506
9071.333	1604.8684	3507
6565.2788	1614.519	3509
7200.248	1625.5493	3510
8362.9785	1623.9894	3511
9394.25	1601.798	3512
7350.2085	1626.333	3513
7922.7075	1621.2563	3514
6759.813	1621.7682	3515
7591.7705	1613.615	3516
7153.1309	1623.4702	3517
7626.6709	1599.9087	3518
1578.2391	1616.2583	3519
6366.002	1626.0337	3520
2163.5676	1597.1295	3521
9512.2441	1626.0149	3522
3794.0071	1624.6467	3523
3211.8037	1624.458	3524
3814.7839	1619.6327	3525
9658.373	1594.7356	3526
8307.7979	1629.39	3527
7269.1626	1624.5883	3528
8932.875	1612.481	3529
629.0307	1610.1327	3530
6965.396	1605.8783	3531
7736.853	1621.5891	3532
3798.4314	1623.4093	3533
6583.7817	1632.6116	3534
3613.832	1592.9861	3535
7236.3218	1628.7853	3536
2030.7961	1622.5487	3537
2434.564	1635.3489	3538
10246.5762	1625.7996	3539
4310.9438	1633.3285	3540
188.6166	1620.8375	3541
2248.2153	1648.4531	3542
2932.7378	1611.0267	3543
3618.7495	1634.8229	3544
6229.1089	1635.301	3545
8178.311	1615.8256	3546
520.4387	1627.3855	3547
3050.8687	1597.0983	3548
9628.9385	1628.2634	3549
6551.2964	1633.8573	3550
8662.3994	1630.901	3551
9401.9238	1633.8441	3552
4170.0195	1634.5916	3553
2383.7263	1636.9933	3554
7015.5146	1634.515	3555
1628.3303	1599.4244	3556
7741.8706	1620.1328	3557
2571.8945	1618.1791	3558
7007.8081	1637.9518	3559
1486.911	1614.7222	3560
8319.3643	1609.0066	3561
7489.6831	1627.2472	3562
7123.1821	1634.8866	3563
7650.4023	1631.8912	3564
8469.0078	1640.0015	3565
7245.729	1633.6354	3566
6946.2275	1642.8263	3567
2648.7085	1628.577	3569
7133.772	1645.3312	3570
3116.8301	1631.1266	3571
4302.7944	1645.2257	3572
7078.606	1645.0256	3573
3843.2351	1628.6582	3574
9616.2314	1809.368	3575
9239.2627	1636.6511	3576
8293.251	1620.3424	3578
7183.5928	1647.7853	3579
6385.6094	1641.8665	3580
6037.0732	1648.5946	3581
8230.4072	1649.1862	3582
7632.7637	1646.6805	3583
3166.4988	1639.571	3584
9353.6826	1631.8754	3585
9020.126	1629.3364	3586
7430.165	1652.42	3587
8559.1377	1650.3568	3588
7901.958	1638.1306	3589
4034.0471	1642.3564	3590
6930.8159	1652.3973	3591
6351.2578	1636.2681	3592
9587.5674	1662.0956	3594
9890.7207	1643.6693	3595
168.0519	1644.9357	3596
7277.1968	1655.6416	3597
1658.7201	1652.6254	3598
320.4497	1624.1179	3599
9887.6104	1633.7197	3600
2146.5105	1673.7501	3601
1347.3987	1643.1713	3602
8825.4912	1645.5686	3603
9823.5908	1645.6227	3604
4506.96	1638.7085	3605
8587.8242	1625.9305	3606
4188.1377	1650.7582	3607
192.2253	1652.5759	3608
9387.6328	1652.2565	3609
7308.0576	1654.505	3610
8254.3027	1653.0005	3611
6620.1904	1657.8142	3612
7354.1475	1657.9149	3613
3438.1973	1654.4902	3614
6027.062	1660.0437	3615
3503.1873	1662.5718	3616
6983.5293	1662.4688	3617
7148.4707	1662.1724	3618
6186.1743	1656.0671	3619
8815.9482	1651.2776	3620
9324.1436	1661.1815	3621
6824.0728	1651.8617	3622
7202.5903	1662.6979	3623
4242.4102	1662.8578	3624
9852.501	1656.641	3625
3890.6555	1653.559	3626
9018.9307	1640.2664	3627
3939.5691	1652.1482	3628
7366.0107	1665.0026	3629
9855.3857	1653.1722	3630
6566.9482	1652.4663	3631
1143.4082	1647.5895	3632
8113.0962	1658.6016	3633
6027.0024	1669.4292	3634
945.8558	1799.3896	3635
913.0834	1649.7874	3636
6124.187	1649.666	3637
7316.6865	1662.0946	3638
7501.3115	1658.429	3639
10129.9502	1667.1577	3640
3016.9939	1644.677	3641
6385.7549	1662.5936	3642
9458.1309	1631.0706	3643
2542.3872	1644.5011	3644
7089.2559	1672.6075	3645
6026.9878	1673.4236	3646
6502.9741	1635.5195	3647
2669.3027	1655.7621	3648
3096.1042	1652.401	3649
9841.0195	1669.7891	3650
7780.6514	1667.1202	3651
3339.6152	1670.2625	3652
982.277	1674.1898	3653
3218.8008	1677.6305	3654
7643.4849	1672.464	3655
7306.2974	1672.5386	3656
7646.0312	1675.0	3657
2171.2664	1664.7085	3658
6694.5474	1676.2495	3659
6551.4204	1676.1892	3660
7421.2441	1679.5541	3661
6809.0913	1665.993	3662
8342.2637	1666.9027	3663
7183.1978	1677.1399	3664
3698.6013	1672.0233	3665
8890.5693	1664.6642	3666
6348.9756	1651.3967	3667
1233.1128	1670.3984	3668
7792.6084	1672.8802	3669
6649.2124	1681.5681	3670
3431.9268	1674.2704	3671
3400.7327	1676.1064	3672
2574.2268	1650.0039	3673
6694.4053	1680.1956	3674
1220.6123	1722.9749	3675
7192.9453	1675.2415	3676
2858.572	1658.1943	3677
7056.8013	1680.6418	3678
7260.9941	1680.9626	3679
7353.5879	1681.0089	3680
1530.8629	1659.0262	3681
382.2754	1649.8536	3682
3493.2102	1912.6426	3683
3007.0518	1662.9679	3684
6630.3906	1638.1169	3685
2658.5923	1657.3165	3686
10250.6846	1700.123	3687
8143.8979	1642.1202	3688
9244.6016	1681.8091	3689
9955.623	1682.2183	3690
6579.1309	1685.1141	3691
7273.3784	1685.8971	3692
6927.8218	1688.3436	3693
7511.5752	1667.1421	3694
1184.4347	1730.0587	3695
9897.2568	1684.1663	3696
4055.999	1717.9429	3697
929.1439	1677.4352	3698
8707.8574	1687.0906	3699
9889.0762	1654.0303	3700
7024.8862	1663.632	3701
10012.1777	1667.5305	3702
2545.4377	1669.6084	3703
4304.0718	1661.0787	3704
2845.8472	1653.5255	3705
9131.1611	1652.1155	3706
9829.1133	1679.287	3707
7158.0962	1690.226	3708
7723.3789	1689.7996	3709
7500.5347	1668.1802	3710
6029.3018	1690.1008	3711
7472.3442	1688.0532	3712
7212.5801	1691.2062	3713
8390.4502	1693.4531	3714
7034.646	1691.8005	3715
9984.5791	1692.8063	3716
10330.5986	1692.7756	3717
6610.564	1690.8251	3718
2953.5913	1692.7977	3719
9243.5996	1686.7157	3720
9101.1543	1694.9189	3721
2825.7139	1672.488	3722
6864.0098	1690.4097	3723
195.1738	1662.8402	3724
6999.7397	1663.1034	3725
6335.9766	1686.8008	3726
7145.1611	1696.9905	3727
6566.313	1697.1295	3728
7901.7456	1700.4203	3729
7485.8013	1695.642	3730
2534.8601	1694.156	3731
6332.2217	1683.3842	3732
8869.6855	1711.6735	3733
1690.9257	1696.4174	3734
6553.5835	1696.2123	3735
7128.6865	1697.4797	3736
2280.9941	1683.6874	3737
10295.9062	1696.4933	3738
6841.5854	1699.3748	3739
8292.3721	1704.5969	3740
6113.0522	1702.9297	3741
8045.6421	1683.17	3742
2747.9282	1686.677	3743
1729.2502	1671.3615	3744
8084.3726	1704.184	3746
7495.3076	1701.8225	3747
1765.9866	1706.4862	3748
3640.1768	1704.15	3749
10295.7295	1704.3538	3750
6616.9243	1709.3663	3751
8041.7637	1692.8698	3752
1773.3925	1706.0446	3753
6724.4116	1705.7205	3754
6336.6865	1691.838	3755
7166.5356	1700.4731	3756
6776.1475	1708.2106	3757
7836.9048	1677.5847	3758
3392.3875	1691.7797	3759
9814.7002	1696.0172	3760
8486.8379	1670.3297	3761
6429.2896	1692.1407	3762
9533.8428	1701.054	3763
1834.4066	1695.2822	3764
1279.1814	1706.2108	3765
7919.8071	1714.3881	3766
8635.7373	1713.4348	3767
3736.5835	1706.4683	3768
3533.8091	1708.9857	3769
2575.0474	1711.2749	3770
7254.5728	1711.2152	3771
9833.1748	1700.0858	3772
6972.3345	1714.6768	3773
2687.1409	1709.6467	3774
7204.7095	1700.8445	3775
8750.0996	1709.6895	3776
289.802	1693.8815	3777
2471.5796	1698.734	3778
1488.8833	1701.7719	3779
2126.2939	1711.8843	3780
6639.2251	1700.4495	3781
677.5333	1697.4108	3782
664.0945	1708.1219	3783
2121.7261	1707.012	3784
7939.1646	1715.1691	3785
2511.4565	1699.6849	3786
2387.2463	1711.3389	3787
8255.627	1713.811	3788
2600.4951	1716.5015	3789
3377.8499	1717.4132	3790
9595.7236	1689.321	3791
2780.5217	1670.5247	3792
8056.8662	1673.1204	3793
2994.0754	1688.584	3794
7719.125	1717.1359	3795
6430.6777	1682.9076	3796
1914.3759	1714.64	3797
2095.0134	1718.0503	3798
6641.3813	1718.0087	3799
8656.4678	1718.0266	3800
8942.5059	1785.2068	3801
6657.7334	1722.1985	3802
6352.6147	1692.4612	3803
7249.9575	1712.4783	3804
6609.0327	1720.0607	3805
7975.9736	1829.5256	3806
4483.7617	1707.4376	3807
2787.6169	1709.8605	3809
8816.29	1713.1545	3810
802.9219	1715.0969	3811
6584.7695	1721.1765	3812
3447.3442	1718.7502	3813
1861.8457	1721.0044	3814
7285.5933	1722.2244	3815
6529.2383	1724.6151	3816
6942.6592	1723.0645	3817
7660.8628	1725.3652	3818
6762.3315	1696.5337	3819
7119.0957	1727.671	3821
6921.1851	1704.0099	3822
8796.2617	1708.9382	3823
2993.7129	1846.9436	3824
6468.2393	1698.0792	3826
2162.5505	1729.7887	3827
6026.0244	1730.4423	3828
1854.9209	1723.8676	3829
8792.8584	1716.963	3830
8640.3682	1728.822	3831
9083.4434	1730.1815	3832
1673.3082	1711.4968	3833
3795.6238	1711.9795	3834
8409.3242	1713.3669	3835
2902.3105	1718.1161	3836
8042.3047	1703.0514	3837
7705.9429	1693.744	3838
560.7928	1723.772	3839
228.8081	1733.8192	3840
7001.3794	1731.3538	3841
8207.6357	1733.8646	3842
7581.9531	1737.494	3843
7735.312	1705.381	3844
6837.4995	1736.025	3845
6921.8496	1734.6112	3846
7211.2861	1726.0372	3847
2431.8875	1739.4226	3848
9500.4326	1710.3528	3849
7229.2349	1740.6251	3851
6025.9136	1738.696	3852
6647.9883	1738.9968	3853
7706.8438	1736.6611	3854
7262.4092	1738.7737	3855
7949.9917	1702.5839	3856
6026.0386	1742.5583	3857
9897.2998	1739.8193	3858
8334.7529	1737.2625	3859
6741.6787	1699.5741	3860
7217.7485	1739.7761	3861
1295.9777	1725.6282	3862
8059.4521	1715.5006	3863
7315.1528	1741.2595	3864
9834.4004	1731.4307	3865
6506.9644	1741.769	3866
4237.731	1716.5823	3867
7078.5337	1736.7437	3868
6992.8311	1739.3267	3869
7494.4556	1739.1683	3870
891.7736	1713.2889	3871
7692.2798	1712.1014	3872
7827.0674	1732.302	3873
10166.3594	1732.8381	3874
8996.7051	1732.6302	3875
2226.3013	1718.3752	3876
202.8258	1713.874	3877
362.3625	1713.0549	3878
7742.6753	1745.2404	3879
9665.7402	1727.42	3880
6161.2954	1742.7332	3881
4466.8706	1716.741	3882
6565.7422	1748.4009	3883
6706.2124	1711.8749	3884
2518.6057	1746.798	3885
3611.7888	1712.686	3886
4373.3198	1702.0919	3887
3536.7432	1722.7585	3888
2759.2383	1740.2684	3889
4471.5796	1728.71	3890
6641.9316	1742.7797	3891
9811.5488	1772.8833	3893
9241.6416	1742.9896	3894
4469.1021	1706.1626	3895
8487.7734	1715.455	3896
6651.0166	1746.1697	3897
7668.189	1751.6154	3898
6953.0039	1750.2665	3899
6661.6235	1750.1365	3900
6669.6729	1746.2118	3901
10286.0596	1751.0258	3902
7251.4111	1750.9242	3903
8955.4141	1721.3512	3904
4499.6436	1733.8268	3905
1674.5707	1747.2413	3906
4491.4253	1727.2577	3907
7802.5737	1751.775	3908
7772.2266	1752.8264	3909
4471.5679	1721.9661	3910
4471.7344	1735.7914	3911
1348.5306	1713.691	3912
7187.8306	1754.7761	3913
1880.5165	1742.3783	3914
6281.6147	1755.9825	3915
7086.0474	1738.468	3916
6292.4067	1755.8051	3917
6842.0249	1750.6191	3918
6704.6592	1753.4561	3919
6894.4795	1753.6447	3920
6843.2002	1756.9402	3921
7362.9756	1756.7706	3922
8591.1104	1755.4668	3923
7362.9233	1728.9758	3924
7272.3145	1757.9832	3925
1592.3571	1756.6504	3926
10061.9121	1747.3843	3927
8534.7754	1762.3977	3928
6025.6694	1759.8833	3929
1706.0177	1733.2809	3930
4432.6899	1747.2484	3931
2235.4355	1747.8794	3932
9123.9229	1723.5724	3933
2662.718	1748.4307	3934
3153.1509	1748.7177	3935
7720.8882	1752.3275	3936
7008.2959	1761.9141	3937
6026.2031	1755.3864	3938
3178.957	1755.59	3939
6974.3999	1765.5126	3940
1851.9999	1760.2601	3941
7329.7222	1761.1746	3942
6933.9688	1762.9937	3943
7458.5181	1761.4598	3944
7247.4561	1760.1434	3945
4457.4863	1757.3835	3946
6710.4497	1746.964	3947
276.4839	1761.6586	3948
1469.6116	1762.8655	3949
7528.1982	1750.6514	3950
8540.7051	1766.8323	3951
4318.8955	1756.9033	3952
4307.8809	1731.1146	3953
7268.0781	1762.0945	3954
3043.8521	1734.7887	3955
3206.6704	1728.283	3956
2802.9121	1762.7474	3957
7944.6553	1762.7839	3958
7487.2524	1770.3645	3959
2806.1187	1769.1515	3960
6597.9868	1767.6696	3961
9698.4463	1772.6555	3962
9918.0234	1768.7405	3963
3129.3962	1762.8685	3964
6134.1616	1766.4166	3965
7118.7939	1773.5792	3966
9097.3857	1748.6135	3967
6837.8682	1769.9316	3968
2970.1772	1750.7983	3969
3074.6094	1762.8157	3970
3011.7322	1766.1499	3971
10121.5957	1765.5437	3972
4234.7437	1771.9128	3973
2644.0352	1774.7012	3974
6025.7974	1774.6008	3975
6628.7695	1776.1414	3976
6476.0415	1773.3768	3977
7261.8179	1778.4271	3978
1564.6263	1777.2551	3979
861.9902	1762.5458	3980
8269.1699	1735.7323	3981
8846.8281	1759.1704	3982
3164.426	1747.8536	3983
7270.3784	1772.9869	3984
7291.2397	1777.8922	3985
202.7239	1768.8016	3987
374.9728	1772.9523	3988
7292.7285	1873.12	3989
6683.7412	1777.257	3990
6902.332	1776.0649	3991
7629.6963	1779.2106	3992
6658.707	1774.8766	3993
6785.4385	1777.4769	3994
3087.9446	1873.7816	3995
2193.6753	1767.744	3996
2947.7937	1768.616	3997
10295.7168	1778.374	3998
3335.7864	1779.4426	3999
424.2546	1990.0566	4000
6898.6382	1782.9689	4001
1917.6039	1783.2235	4002
4312.5063	1760.359	4003
7192.7979	1784.1196	4004
7815.5669	1784.7561	4005
2102.2302	1764.1659	4006
1171.2089	1773.5553	4008
9208.8965	1783.3641	4009
8304.1299	1783.63	4010
195.4796	1744.7579	4011
9662.085	1761.5219	4012
2375.4084	1753.6946	4013
7407.5854	1787.0432	4014
7282.4292	1785.1241	4015
