X_IMAGE	Y_IMAGE	My_ID
2434.8904	380.9088	636
8663.9736	394.4382	637
6334.397	391.7714	638
3186.6748	392.6027	639
1718.5802	383.8158	640
4046.821	476.8217	641
2634.6333	397.3926	642
6345.2915	396.5416	643
6688.4062	396.4357	644
819.712	414.5742	645
7689.3418	387.1837	646
972.8107	491.513	647
9193.8799	401.8474	648
2399.804	420.1654	649
1469.4254	406.7169	650
10352.376	394.5534	651
9290.1025	405.0529	652
6047.4692	393.0162	653
2438.5139	391.2175	654
2093.9714	402.2836	655
6201.8242	399.2155	656
4487.6045	400.1654	657
1336.0287	402.3596	658
2972.3279	438.7062	659
7472.9019	411.154	660
8839.3242	403.8868	661
2281.2444	421.2737	662
6065.6606	416.3051	663
8453.4375	412.1266	664
9469.666	402.4908	665
3308.0505	429.334	666
668.5109	408.2473	667
7876.7051	413.9157	668
2649.5271	423.3694	669
9560.9746	412.2097	670
3482.8574	457.9847	671
4332.6211	423.5042	672
9693.8193	432.9505	673
8499.9131	413.2349	674
9135.6182	435.9929	675
7239.7607	440.5671	676
2185.4565	409.9318	677
8495.7334	428.3575	678
7352.5811	425.884	679
4447.5991	411.1888	680
9497.3418	424.6673	681
8514.876	412.4518	683
1670.5797	412.3798	684
2067.5808	544.6646	685
1251.3307	418.73	686
213.3461	477.5979	687
9721.2822	453.1705	688
10352.1699	440.5212	689
9281.9463	422.6671	690
3165.8677	421.8094	692
3043.8105	414.629	693
6403.0981	594.8854	694
9930.459	417.786	695
2300.6052	441.349	696
9422.4619	427.5848	697
1197.7886	425.4777	698
2537.6243	427.6417	699
4247.8237	464.7294	700
1298.9957	451.9337	701
6542.5381	434.658	702
2464.1113	419.3567	703
4192.9043	464.4123	704
7025.8423	423.679	705
9963.0371	433.6918	706
3925.8765	502.619	707
3705.7571	444.9506	708
8003.1343	424.9782	709
2455.5527	456.3508	710
1807.0768	454.3949	711
1839.0221	431.3957	712
8355.0986	462.7431	713
1530.0062	439.9253	714
4308.3652	435.7898	715
3178.0037	435.3399	716
7995.1367	425.4844	717
3481.8816	433.3834	718
8888.75	432.4373	719
8395.1172	438.3387	720
1127.5677	570.6956	721
6686.0166	463.9977	722
2028.0806	445.1666	723
7165.9961	442.4953	724
10281.5625	434.5862	725
2162.0002	569.3674	726
2817.7373	462.5373	727
3616.2588	440.6701	728
9772.5693	438.4537	729
7194.1738	658.0342	730
6542.9385	470.9343	731
8435.2783	444.66	732
3262.6902	472.5509	733
273.3114	456.2065	734
9722.5732	444.239	735
8030.1885	436.3815	736
6642.2656	441.2784	737
8088.647	476.1696	738
954.396	461.0294	739
3875.7043	452.1889	740
2539.4402	439.392	741
6572.7739	480.1347	742
1597.7965	448.9716	743
3930.4292	457.0588	744
1083.1848	449.811	745
2287.5122	464.3756	746
3021.489	456.1753	747
4078.4846	451.2032	748
2310.1484	451.0415	749
6416.3364	448.6833	750
1471.6968	536.0791	751
8850.5488	446.1885	752
7140.4692	452.0004	753
4440.6479	454.6403	754
7855.999	477.1104	755
6045.8125	445.3271	756
3231.1355	455.3867	757
2338.4199	665.4319	758
7136.6226	631.7493	759
9684.1973	500.8791	760
1567.7828	459.2447	761
1776.5233	456.8444	762
204.0876	480.1762	763
7513.4287	467.6524	764
3223.7383	468.5492	765
8543.0117	462.9793	766
1359.1451	561.0864	767
3397.9863	555.2199	768
9692.6904	464.3653	769
3208.0342	458.8947	770
10292.2002	452.5763	771
4235.5337	469.7133	772
8114.0688	454.7715	773
6924.9854	473.104	774
8011.2339	453.4754	775
8504.3643	455.7778	776
6142.7417	487.6736	778
4113.3516	480.8769	779
1700.8478	467.3577	780
4458.6069	459.6863	781
7913.0356	463.424	782
6480.9336	460.9321	783
3183.707	485.7037	784
2897.5493	461.3158	786
8370.2832	477.0553	787
6043.1177	707.1747	788
7142.353	501.5274	789
1754.8069	474.3199	790
3382.4507	466.7773	791
9048.499	473.4556	793
2220.938	469.4279	794
8969.5381	503.5572	795
2508.4189	538.6892	796
4011.6438	473.6461	797
2439.717	468.2087	798
10087.7207	549.2725	799
8940.9961	510.5153	800
1239.8923	469.2785	801
1571.2871	484.9376	802
10190.4053	477.6626	803
1553.0846	476.3328	804
6405.1577	643.3154	805
1938.5702	539.6396	806
10172.7275	512.4626	807
2597.5911	469.8355	808
9634.2861	470.1581	809
2171.4546	483.7475	810
6959.894	511.5791	811
3358.0139	485.6437	812
3908.8176	482.4714	813
8589.7119	476.9496	814
4376.9951	576.8467	815
1300.2089	482.6459	816
7750.9678	481.5321	817
7519.8896	497.203	818
1392.6697	478.8302	819
9379.8535	484.9896	820
7360.0708	741.9966	821
7647.4272	492.4026	822
7212.6929	485.5425	823
4317.5757	477.281	824
2694.7021	476.9638	825
7225.877	511.619	826
8787.6709	483.2281	827
2181.8647	485.167	828
6380.5488	504.0686	829
1961.1571	525.7059	830
7120.5371	514.2434	831
6576.7476	508.8291	832
2025.373	508.3997	833
8007.7671	486.2826	834
9016.9482	488.6314	835
3944.3696	484.1636	836
871.5802	512.1942	837
8844.4219	497.483	838
6979.4966	498.1581	839
6429.5054	484.9122	840
7606.4585	529.944	841
8675.54	509.48	842
10189.9326	505.6795	843
6895.8271	507.1068	844
2812.3684	492.7214	845
7368.1787	487.1889	846
8408.9736	493.2521	847
6046.2437	489.1478	848
6497.4443	487.4786	849
383.2432	549.3574	850
8423.3438	493.644	851
2351.0652	500.5761	852
7757.3755	501.7992	853
1971.985	499.4243	854
2387.3635	534.4014	855
4047.2324	512.5496	856
6420.0864	508.2886	857
2102.8137	500.7693	858
8014.1807	618.4103	859
6575.5859	516.63	860
10291.9512	499.2128	861
2433.1599	496.5322	862
2368.4097	496.8221	863
7967.8765	500.629	864
1288.072	500.7133	865
3225.3296	537.3886	866
6385.791	510.6528	867
6309.6953	553.1503	868
1114.5481	507.8434	869
2496.5234	502.9858	871
8686.9756	508.0067	872
9967.1377	510.2611	873
9708.9053	526.9899	874
3843.283	521.4033	875
9436.3604	565.8411	876
8790.707	535.4252	877
1862.6636	516.558	878
2587.6709	518.7621	879
8615.8389	568.6392	880
4115.8462	521.9016	881
3365.6714	535.0944	882
4203.5635	529.866	883
2589.187	530.2117	884
9701.7568	524.6524	885
8376.4053	521.4103	886
203.0847	513.6524	887
7593.2798	524.8799	888
8652.4648	519.9347	889
7927.877	514.7808	890
2139.6523	524.3127	891
2861.5955	518.8136	892
9731.6768	568.3152	893
2979.7256	520.2378	894
8839.6943	544.1735	895
4291.0674	534.8082	896
1661.2455	530.104	897
1467.8553	588.6815	899
1388.6283	524.7966	900
1758.6082	740.1161	901
9314.5264	582.9304	902
8356.0879	530.4709	903
6710.0996	522.1097	904
3858.4932	533.2877	905
3440.8254	530.5342	906
4529.8394	575.4925	907
4049.282	526.0369	908
8679.209	552.4349	909
8176.8149	540.1531	910
7636.2837	528.1545	911
2976.3164	520.4424	912
2330.6926	531.3361	913
7016.2007	528.8018	914
1386.3411	526.6775	915
3202.6846	529.9568	916
7484.5933	613.3217	917
6979.2314	597.9806	918
2161.7039	590.3757	919
9343.0977	597.884	920
1954.3202	561.6077	921
10174.498	542.2414	922
2973.7832	526.9681	923
6390.0054	527.0086	924
10044.5801	549.7941	925
4181.0757	542.573	926
4046.3176	532.6581	927
4047.6853	530.3033	928
546.356	759.6434	929
2592.2319	577.5333	930
2654.9204	563.8117	931
8652.4834	536.86	932
1870.1145	536.9983	933
4253.6309	551.0729	934
2146.3928	567.1954	935
3588.0247	546.041	936
8365.1846	674.669	937
6338.8711	538.2128	938
6912.3809	535.4877	939
1822.2646	578.7564	940
2838.302	614.0549	941
2509.3108	561.589	942
8015.6245	557.1855	943
8109.9878	539.9927	944
4009.7986	534.9692	945
4336.0801	600.6938	946
2555.4985	536.2589	947
10184.4854	544.0693	948
8978.2393	536.5731	949
2316.9395	539.7341	950
9611.8623	554.7844	951
3009.8762	650.3778	952
852.1047	558.3327	953
7185.2036	545.0089	954
10002.9814	540.4765	955
827.0668	550.7485	956
1104.5792	548.7952	957
2715.7778	661.3824	958
3976.6204	557.5934	959
7212.9673	539.6742	960
6111.1885	554.8304	961
4006.4722	576.1365	962
3518.1714	538.6307	963
1680.8591	583.6192	964
6186.2383	558.5968	965
3537.3083	553.7258	966
2840.7478	549.8382	967
2437.7415	549.2191	968
3961.1594	613.9712	969
4219.124	589.209	970
10261.1133	560.643	971
2756.5786	551.3398	972
7569.2158	625.5799	973
2015.385	559.5037	974
8971.8574	573.2017	975
8670.9004	557.0919	976
8373.0029	547.7504	977
248.3648	675.8799	978
2993.1169	629.8199	979
3511.9219	589.5233	980
8401.668	569.1261	981
2257.6533	558.6301	982
841.0738	558.3113	983
3652.4797	552.4887	984
3494.5798	581.4099	985
9584.3936	562.1816	986
3856.3425	554.1473	987
1018.5605	570.8753	988
8101.501	563.2448	989
6997.1812	562.933	990
6899.7144	584.9712	991
2196.2832	558.6949	992
6941.6274	633.2479	993
1917.0393	580.4254	994
2141.7141	570.1424	995
6445.9033	563.403	996
9352.5273	575.9122	997
6322.2407	627.5124	998
2966.5908	609.4351	999
4152.7075	566.9421	1000
7434.1074	585.5078	1001
1188.8551	584.4304	1002
8452.4209	562.1188	1003
9510.3818	576.8822	1004
6626.0674	559.8	1005
425.8308	640.8729	1006
2850.5354	605.6635	1007
2766.8191	605.9109	1008
8409.2461	714.7441	1009
2779.9524	592.0504	1010
8124.521	569.6829	1011
1895.7767	576.8129	1012
9584.4541	565.4877	1013
9788.0908	632.6132	1014
8400.4258	632.7155	1015
2657.104	583.4542	1016
3104.3298	569.451	1017
1436.4841	578.3415	1018
1727.5243	569.5311	1019
2440.5889	589.9058	1020
6164.9287	571.0624	1021
2497.5947	576.527	1022
8608.5146	586.6356	1023
2146.0645	657.3773	1024
3889.875	596.641	1025
4173.4736	584.4505	1026
8507.0107	579.5294	1027
7512.4487	599.7187	1028
3949.8354	617.7913	1029
6798.8525	594.7103	1030
2881.6221	573.1597	1031
2838.6904	627.2038	1032
4166.0161	574.156	1033
6044.0435	572.6196	1034
224.3747	610.852	1035
1379.0027	595.7871	1036
3347.3921	600.8943	1037
7634.4189	864.2692	1038
7598.3862	643.5336	1039
8909.3037	594.0095	1040
2715.8013	645.2498	1041
6925.0977	587.2036	1042
6764.874	584.1573	1043
7724.7217	581.9441	1044
7937.5703	583.1708	1045
257.219	646.5979	1046
7012.6748	626.2184	1047
9008.7314	631.3332	1048
2013.2704	593.9352	1049
1879.5535	624.143	1050
9457.7061	617.7667	1051
1055.1198	593.1592	1052
3485.2021	658.3805	1053
8577.3584	617.153	1054
6264.8521	603.713	1055
2148.448	600.5112	1056
7869.5801	592.029	1057
2666.8206	588.6131	1058
9832.373	601.3177	1059
10046.3721	666.3018	1060
2046.547	646.7791	1061
6265.4312	613.1896	1062
3772.0171	620.5146	1063
9470.5127	610.9443	1064
8270.1074	598.0461	1065
6437.4121	599.1313	1066
3251.7056	606.4288	1067
8885.377	599.7312	1068
6701.4185	599.8488	1069
2037.4525	656.7579	1070
8584.4043	617.3348	1071
8465.4238	603.4593	1072
9249.8887	623.8455	1073
9453.876	645.5767	1074
9816.7363	614.779	1075
7489.5308	633.9191	1076
7011.6079	616.7226	1077
3692.5659	624.1396	1078
6360.6465	608.8475	1079
3198.657	619.7177	1080
2765.0442	641.3126	1081
2552.4849	608.5398	1082
1081.9967	605.9005	1083
3434.1099	609.7004	1084
3759.6187	606.791	1085
6400.8125	702.4067	1086
6535.3774	613.36	1087
9961.8096	631.671	1088
1553.9601	616.2846	1089
7865.0093	653.0089	1090
9054.3125	617.055	1091
840.7601	630.1274	1092
6627.4341	628.119	1093
6755.7065	623.1648	1094
201.4426	618.8469	1095
2650.3452	614.3285	1096
