source_number	filter	x_image	y_image	nmad_flux_error	redshift_bin	pointing
49	F606W	180.4972	197.5395	0	z8-10	nircam3
457	F606W	8474.5664	324.9333	0	z8-10	nircam3
868	F606W	3908.9641	493.7003	0	z8-10	nircam3
1021	F606W	3697.4653	577.6644	0	z8-10	nircam3
1715	F606W	2246.0176	874.4232	0	z8-10	nircam3
1725	F606W	6991.4644	883.8897	0	z8-10	nircam3
2210	F606W	1259.854	1124.45	0	z8-10	nircam3
2790	F606W	3958.3804	1370.6488	0	z8-10	nircam3
3404	F606W	1449.8234	1591.3014	0	z8-10	nircam3
3591	F606W	9943.2324	1651.3943	0	z8-10	nircam3
4026	F606W	7554.2808	1779.5316	0	z8-10	nircam3
4596	F606W	3977.8147	1948.7542	0	z8-10	nircam3
5466	F606W	7235.127	2238.5264	0	z8-10	nircam3
5922	F606W	9022.0645	2401.7134	0	z8-10	nircam3
8730	F606W	9116.1904	3345.9946	0	z8-10	nircam3
9992	F606W	578.233	3744.6199	0	z8-10	nircam3
10047	F606W	7614.272	3744.5977	0	z8-10	nircam3
10134	F606W	6941.4634	3773.3328	0	z8-10	nircam3
11198	F606W	9990.8203	4292.0264	0	z8-10	nircam3
11909	F606W	6222.0039	4206.6768	0	z8-10	nircam3
49	F814W	180.4972	197.5395	0	z8-10	nircam3
457	F814W	8474.5664	324.9333	0	z8-10	nircam3
868	F814W	3908.9641	493.7003	0	z8-10	nircam3
1021	F814W	3697.4653	577.6644	0	z8-10	nircam3
1715	F814W	2246.0176	874.4232	0	z8-10	nircam3
1725	F814W	6991.4644	883.8897	0	z8-10	nircam3
2210	F814W	1259.854	1124.45	0	z8-10	nircam3
2790	F814W	3958.3804	1370.6488	0	z8-10	nircam3
3404	F814W	1449.8234	1591.3014	0	z8-10	nircam3
3591	F814W	9943.2324	1651.3943	0	z8-10	nircam3
4026	F814W	7554.2808	1779.5316	0	z8-10	nircam3
4596	F814W	3977.8147	1948.7542	0	z8-10	nircam3
5466	F814W	7235.127	2238.5264	0	z8-10	nircam3
5922	F814W	9022.0645	2401.7134	0	z8-10	nircam3
8730	F814W	9116.1904	3345.9946	0	z8-10	nircam3
9992	F814W	578.233	3744.6199	0	z8-10	nircam3
10047	F814W	7614.272	3744.5977	0	z8-10	nircam3
10134	F814W	6941.4634	3773.3328	0	z8-10	nircam3
11198	F814W	9990.8203	4292.0264	0	z8-10	nircam3
11909	F814W	6222.0039	4206.6768	0	z8-10	nircam3
49	F115W	180.4972	197.5395	0	z8-10	nircam3
457	F115W	8474.5664	324.9333	0	z8-10	nircam3
868	F115W	3908.9641	493.7003	0	z8-10	nircam3
1021	F115W	3697.4653	577.6644	0	z8-10	nircam3
1715	F115W	2246.0176	874.4232	0	z8-10	nircam3
1725	F115W	6991.4644	883.8897	0	z8-10	nircam3
2210	F115W	1259.854	1124.45	0	z8-10	nircam3
2790	F115W	3958.3804	1370.6488	0	z8-10	nircam3
3404	F115W	1449.8234	1591.3014	0	z8-10	nircam3
3591	F115W	9943.2324	1651.3943	0	z8-10	nircam3
4026	F115W	7554.2808	1779.5316	0	z8-10	nircam3
4596	F115W	3977.8147	1948.7542	0	z8-10	nircam3
5466	F115W	7235.127	2238.5264	0	z8-10	nircam3
5922	F115W	9022.0645	2401.7134	0	z8-10	nircam3
8730	F115W	9116.1904	3345.9946	0	z8-10	nircam3
9992	F115W	578.233	3744.6199	0	z8-10	nircam3
10047	F115W	7614.272	3744.5977	0	z8-10	nircam3
10134	F115W	6941.4634	3773.3328	0	z8-10	nircam3
11198	F115W	9990.8203	4292.0264	0	z8-10	nircam3
11909	F115W	6222.0039	4206.6768	0	z8-10	nircam3
49	F150W	180.4972	197.5395	0	z8-10	nircam3
457	F150W	8474.5664	324.9333	0	z8-10	nircam3
868	F150W	3908.9641	493.7003	0	z8-10	nircam3
1021	F150W	3697.4653	577.6644	0	z8-10	nircam3
1715	F150W	2246.0176	874.4232	0	z8-10	nircam3
1725	F150W	6991.4644	883.8897	0	z8-10	nircam3
2210	F150W	1259.854	1124.45	0	z8-10	nircam3
2790	F150W	3958.3804	1370.6488	0	z8-10	nircam3
3404	F150W	1449.8234	1591.3014	0	z8-10	nircam3
3591	F150W	9943.2324	1651.3943	0	z8-10	nircam3
4026	F150W	7554.2808	1779.5316	0	z8-10	nircam3
4596	F150W	3977.8147	1948.7542	0	z8-10	nircam3
5466	F150W	7235.127	2238.5264	0	z8-10	nircam3
5922	F150W	9022.0645	2401.7134	0	z8-10	nircam3
8730	F150W	9116.1904	3345.9946	0	z8-10	nircam3
9992	F150W	578.233	3744.6199	0	z8-10	nircam3
10047	F150W	7614.272	3744.5977	0	z8-10	nircam3
10134	F150W	6941.4634	3773.3328	0	z8-10	nircam3
11198	F150W	9990.8203	4292.0264	0	z8-10	nircam3
11909	F150W	6222.0039	4206.6768	0	z8-10	nircam3
49	F200W	180.4972	197.5395	0	z8-10	nircam3
457	F200W	8474.5664	324.9333	0	z8-10	nircam3
868	F200W	3908.9641	493.7003	0	z8-10	nircam3
1021	F200W	3697.4653	577.6644	0	z8-10	nircam3
1715	F200W	2246.0176	874.4232	0	z8-10	nircam3
1725	F200W	6991.4644	883.8897	0	z8-10	nircam3
2210	F200W	1259.854	1124.45	0	z8-10	nircam3
2790	F200W	3958.3804	1370.6488	0	z8-10	nircam3
3404	F200W	1449.8234	1591.3014	0	z8-10	nircam3
