NUMBER,X_IMAGE,Y_IMAGE,ALPHA_J2000,DELTA_J2000,CLASS_STAR,FILTER,REDSHIFT_BIN,SEX_FLUX,SEX_FLUXERR,SEX_SNR,NMAD_FLUX,NMAD_FLUXERR,NMAD_SNR,SNR_DIFF,SNR_RATIO
969,8062.189,681.7323,214.9236675,52.8002573,0.999,F606W,z8-10,-0.04906869,0.02610048,-1.8799918622186258,-0.04906869,0.0035264031884401762,-13.91465677006276,12.034664907844133,
969,8062.189,681.7323,214.9236675,52.8002573,0.999,F814W,z8-10,-0.02080521,0.01554633,-1.3382714762905457,-0.02080521,0.002734512417968761,-7.608380149706703,6.270108673416158,
969,8062.189,681.7323,214.9236675,52.8002573,0.999,F115W,z8-10,0.03785538,0.02846497,1.3298935498614615,0.03785538,0.0023609857651980615,16.03371801643384,-14.70382446657238,0.0829435536098602
969,8062.189,681.7323,214.9236675,52.8002573,0.999,F150W,z8-10,0.5256788,0.0001226115,4287.353143873128,0.5256788,0.002153181597925828,244.14048518080844,4043.2126586923196,17.561008534483534
969,8062.189,681.7323,214.9236675,52.8002573,0.999,F200W,z8-10,0.4719185,0.0001208528,3904.903320403003,0.4719185,0.0017631560598658023,267.65554719865173,3637.2477732043512,14.589285973231917
969,8062.189,681.7323,214.9236675,52.8002573,0.999,F277W,z8-10,4.797438e-05,6.850134e-05,0.7003422122837305,4.797438e-05,0.0015533294455615525,0.03088487129184403,0.6694573409918865,22.67589868404841
969,8062.189,681.7323,214.9236675,52.8002573,0.999,F356W,z8-10,1.549837,0.03047499,50.85602981329936,1.549837,0.0034905098206861073,444.01450779913813,-393.1584779858388,0.11453686516996749
969,8062.189,681.7323,214.9236675,52.8002573,0.999,F410M,z8-10,-0.002137274,0.0001049051,-20.373404152896285,-0.002137274,0.0038122276738909553,-0.5606365051693223,-19.81276764772696,
969,8062.189,681.7323,214.9236675,52.8002573,0.999,F444W,z8-10,-0.0009597397,4.904249e-05,-19.56955489005554,-0.0009597397,0.0021630126233288696,-0.44370508505075834,-19.12584980500478,
1431,2978.647,831.7144,214.9675186,52.83333,1.0,F606W,z8-10,0.2321846,0.02643298,8.783897994096769,0.2321846,0.004304123450756653,53.94468877494268,-45.160790780845915,0.16283156309869917
1431,2978.647,831.7144,214.9675186,52.83333,1.0,F814W,z8-10,0.04304926,0.01574438,2.7342620033307123,0.04304926,0.004061549696499209,10.599220301823625,-7.864958298492912,0.2579682208190611
1431,2978.647,831.7144,214.9675186,52.83333,1.0,F115W,z8-10,0.4736606,0.02882759,16.430808125132902,0.4736606,0.0012944613498303856,365.91328127492113,-349.48247314978823,0.04490355766230842
1431,2978.647,831.7144,214.9675186,52.83333,1.0,F150W,z8-10,1.065514,0.0001241734,8580.855481125589,1.065514,0.0024115180159775674,441.8436822534241,8139.011798872165,19.420568462952353
1431,2978.647,831.7144,214.9675186,52.83333,1.0,F200W,z8-10,0.6611996,0.0001223924,5402.292952830404,0.6611996,0.001616242707933925,409.0967258532752,4993.196226977128,13.205417231249038
1431,2978.647,831.7144,214.9675186,52.83333,1.0,F277W,z8-10,0.4356012,6.937401e-05,6279.025819611696,0.4356012,0.001588314538275499,274.2537384773616,6004.772081134334,22.894950692276527
1431,2978.647,831.7144,214.9675186,52.83333,1.0,F356W,z8-10,0.3411095,0.03086322,11.052297848377455,0.3411095,0.0013089938543348121,260.5890767709835,-249.53677892260606,0.04241274417688149
1431,2978.647,831.7144,214.9675186,52.83333,1.0,F410M,z8-10,0.3885327,0.0001062416,3657.0674763934276,0.3885327,0.0029264658528533843,132.7651575435845,3524.3023188498432,27.54538573264507
1431,2978.647,831.7144,214.9675186,52.83333,1.0,F444W,z8-10,0.3352973,4.966726e-05,6750.871700995787,0.3352973,0.0018268615592119315,183.5373339097682,6567.3343670860195,36.78200809168719
2030,2764.1331,1060.5383,214.9670337,52.8359273,1.0,F606W,z8-10,0.05876588,0.02400895,2.4476655580523095,0.05876588,0.003562229450714981,16.496938451902643,-14.049272893850334,0.1483708971327351
2030,2764.1331,1060.5383,214.9670337,52.8359273,1.0,F814W,z8-10,-0.02230539,0.01430054,-1.559758582543037,-0.02230539,0.0035650818334436694,-6.25662776959435,4.696869187051313,
2030,2764.1331,1060.5383,214.9670337,52.8359273,1.0,F115W,z8-10,0.4361102,0.02618396,16.655624282957966,0.4361102,0.0018458414718327237,236.2663352487086,-219.61071096575063,0.07049512265649367
2030,2764.1331,1060.5383,214.9670337,52.8359273,1.0,F150W,z8-10,0.9955512,0.0001127861,8826.89622214085,0.9955512,0.002687725532651842,370.4065716180998,8456.48965052275,23.8302905469011
2030,2764.1331,1060.5383,214.9670337,52.8359273,1.0,F200W,z8-10,0.6533205,0.0001111684,5876.854393874518,0.6533205,0.001479657842770709,441.5348475270711,5435.319546347447,13.310057919073307
2030,2764.1331,1060.5383,214.9670337,52.8359273,1.0,F277W,z8-10,0.5693663,6.301208e-05,9035.827733348906,0.5693663,0.0013796582030358561,412.6864891225546,8623.141244226352,21.89513825025068
2030,2764.1331,1060.5383,214.9670337,52.8359273,1.0,F356W,z8-10,0.4021498,0.02803291,14.345631616553543,0.4021498,0.001011257201467667,397.6731136414636,-383.32748202491007,0.036073928873872424
2030,2764.1331,1060.5383,214.9670337,52.8359273,1.0,F410M,z8-10,0.6700647,9.649869e-05,6943.769910244377,0.6700647,0.0023648443843431077,283.34409842621693,6660.42581181816,24.506492102049343
2030,2764.1331,1060.5383,214.9670337,52.8359273,1.0,F444W,z8-10,0.9030136,4.511253e-05,20016.91326112723,0.9030136,0.0018124183426814896,498.23684672269593,19518.676414404534,40.175497642927354
5926,4227.3296,2213.2119,214.9418435,52.8328681,1.0,F606W,z8-10,0.01386062,0.01783002,0.7773754600387437,0.01386062,0.003294450237103676,4.2072634286276545,-3.4298879685889108,0.1847698565174731
5926,4227.3296,2213.2119,214.9418435,52.8328681,1.0,F814W,z8-10,0.03020443,0.01062016,2.8440654378088466,0.03020443,0.003097260004534288,9.751983997398249,-6.907918559589402,0.29163967440549743
5926,4227.3296,2213.2119,214.9418435,52.8328681,1.0,F115W,z8-10,0.09963837,0.01944528,5.1240388413023625,0.09963837,0.001206725110815314,82.56923561711594,-77.44519677581357,0.06205748185756719
5926,4227.3296,2213.2119,214.9418435,52.8328681,1.0,F150W,z8-10,0.197981,8.375957e-05,2363.682144022468,0.197981,0.0016597782454310774,119.28159713201953,2244.4005468904484,19.81598336083957
5926,4227.3296,2213.2119,214.9418435,52.8328681,1.0,F200W,z8-10,0.1435173,8.255819e-05,1738.3775007664287,0.1435173,0.0014314495556390111,100.26011705032292,1638.117383716106,17.338674159874518
5926,4227.3296,2213.2119,214.9418435,52.8328681,1.0,F277W,z8-10,0.1072005,4.679533e-05,2290.8375686206296,0.1072005,0.0015561644286501727,68.88764325051847,2221.949925370111,33.254695044359615
5926,4227.3296,2213.2119,214.9418435,52.8328681,1.0,F356W,z8-10,0.1666411,0.02081838,8.004518122927912,0.1666411,0.0012205947721919041,136.52450739302392,-128.519989270096,0.05863063178748319
5926,4227.3296,2213.2119,214.9418435,52.8328681,1.0,F410M,z8-10,0.2574614,7.166385e-05,3592.625849713628,0.2574614,0.0025705655806557855,100.15749138534647,3492.4683583282817,35.86976670463261
5926,4227.3296,2213.2119,214.9418435,52.8328681,1.0,F444W,z8-10,0.358684,3.35024e-05,10706.21806198959,0.358684,0.002374093849690622,151.08248565941975,10555.13557633017,70.86339634445956
6039,7398.6587,2243.8438,214.9131874,52.8129023,1.0,F606W,z8-10,-0.05973421,0.02349415,-2.54251420034349,-0.05973421,0.0032729881755321918,-18.25066477372383,15.70815057338034,
6039,7398.6587,2243.8438,214.9131874,52.8129023,1.0,F814W,z8-10,0.006491922,0.01399391,0.4639105153598958,0.006491922,0.002956818701678418,2.195576616285234,-1.731666100925338,0.21129324839722552
6039,7398.6587,2243.8438,214.9131874,52.8129023,1.0,F115W,z8-10,0.1439817,0.02562253,5.619339698304578,0.1439817,0.0009193312536112382,156.61569149794855,-150.99635179964397,0.035879800067020635
