NUMBER,X_IMAGE,Y_IMAGE,ALPHA_J2000,DELTA_J2000,CLASS_STAR,FILTER,REDSHIFT_BIN,SEX_FLUX,SEX_FLUXERR,SEX_SNR,NMAD_FLUX,NMAD_FLUXERR,NMAD_SNR,SNR_DIFF,SNR_RATIO
2115,3102.8015,1143.9528,215.0561709,52.8968797,1.0,F606W,z10-15,0.02580073,0.01532534,1.683533937909371,0.02580073,0.0,0.0,1.683533937909371,
2115,3102.8015,1143.9528,215.0561709,52.8968797,1.0,F814W,z10-15,-0.02335283,0.009285334,-2.5150231537174648,-0.02335283,0.0,0.0,-2.5150231537174648,
2115,3102.8015,1143.9528,215.0561709,52.8968797,1.0,F115W,z10-15,0.02096839,0.02046773,1.0244609441301014,0.02096839,0.0,0.0,1.0244609441301014,
2115,3102.8015,1143.9528,215.0561709,52.8968797,1.0,F150W,z10-15,0.1121149,8.753491e-05,1280.80213939787,0.1121149,0.0,0.0,1280.80213939787,
2115,3102.8015,1143.9528,215.0561709,52.8968797,1.0,F200W,z10-15,0.2282949,6.705264e-05,3404.711581825861,0.2282949,0.0,0.0,3404.711581825861,
2115,3102.8015,1143.9528,215.0561709,52.8968797,1.0,F277W,z10-15,0.1219486,4.334209e-05,2813.629891867236,0.1219486,0.0,0.0,2813.629891867236,
2115,3102.8015,1143.9528,215.0561709,52.8968797,1.0,F356W,z10-15,0.06737161,0.01829848,3.681814555088729,0.06737161,0.0,0.0,3.681814555088729,
2115,3102.8015,1143.9528,215.0561709,52.8968797,1.0,F410M,z10-15,0.3293707,5.984971e-05,5503.296507201121,0.3293707,0.0,0.0,5503.296507201121,
2115,3102.8015,1143.9528,215.0561709,52.8968797,1.0,F444W,z10-15,0.105259,3.619041e-05,2908.477687873666,0.105259,0.0,0.0,2908.477687873666,
2414,691.6263,1246.5665,215.076725,52.9127155,0.999,F606W,z10-15,-0.002062357,0.01126741,-0.18303736173619314,-0.002062357,0.0,0.0,-0.18303736173619314,
2414,691.6263,1246.5665,215.076725,52.9127155,0.999,F814W,z10-15,0.0003384007,0.006826713,0.049570078601517305,0.0003384007,0.0,0.0,0.049570078601517305,
2414,691.6263,1246.5665,215.076725,52.9127155,0.999,F115W,z10-15,-0.03737076,0.01504818,-2.483407295766,-0.03737076,0.0,0.0,-2.483407295766,
2414,691.6263,1246.5665,215.076725,52.9127155,0.999,F150W,z10-15,-0.01793523,6.435694e-05,-278.6836975157613,-0.01793523,0.0,0.0,-278.6836975157613,
2414,691.6263,1246.5665,215.076725,52.9127155,0.999,F200W,z10-15,-0.03102277,4.929808e-05,-629.2896193928851,-0.03102277,0.0,0.0,-629.2896193928851,
2414,691.6263,1246.5665,215.076725,52.9127155,0.999,F277W,z10-15,0.1506963,3.186574e-05,4729.1009090013295,0.1506963,0.0,0.0,4729.1009090013295,
2414,691.6263,1246.5665,215.076725,52.9127155,0.999,F356W,z10-15,0.08061946,0.01345331,5.992537152566915,0.08061946,0.0,0.0,5.992537152566915,
2414,691.6263,1246.5665,215.076725,52.9127155,0.999,F410M,z10-15,0.1931025,4.400238e-05,4388.455806254116,0.1931025,0.0,0.0,4388.455806254116,
2414,691.6263,1246.5665,215.076725,52.9127155,0.999,F444W,z10-15,0.2448835,2.660772e-05,9203.475532664956,0.2448835,0.0,0.0,9203.475532664956,
2819,10862.2676,1386.3751,214.9841123,52.8489886,0.997,F606W,z10-15,0.001340706,0.01181736,0.11345224314059993,0.001340706,0.0,0.0,0.11345224314059993,
2819,10862.2676,1386.3751,214.9841123,52.8489886,0.997,F814W,z10-15,0.008452708,0.007159917,1.1805594953125853,0.008452708,0.0,0.0,1.1805594953125853,
2819,10862.2676,1386.3751,214.9841123,52.8489886,0.997,F115W,z10-15,-0.05740307,0.01578266,-3.6370972953862024,-0.05740307,0.0,0.0,-3.6370972953862024,
2819,10862.2676,1386.3751,214.9841123,52.8489886,0.997,F150W,z10-15,-0.02813403,6.749813e-05,-416.8119916803621,-0.02813403,0.0,0.0,-416.8119916803621,
2819,10862.2676,1386.3751,214.9841123,52.8489886,0.997,F200W,z10-15,0.1244727,5.170426e-05,2407.3973788620124,0.1244727,0.0,0.0,2407.3973788620124,
2819,10862.2676,1386.3751,214.9841123,52.8489886,0.997,F277W,z10-15,0.07083604,3.342107e-05,2119.5024575814,0.07083604,0.0,0.0,2119.5024575814,
2819,10862.2676,1386.3751,214.9841123,52.8489886,0.997,F356W,z10-15,-0.0009292627,0.01410995,-0.06585868128519236,-0.0009292627,0.0,0.0,-0.06585868128519236,
2819,10862.2676,1386.3751,214.9841123,52.8489886,0.997,F410M,z10-15,0.09002573,4.615009e-05,1950.7162391232605,0.09002573,0.0,0.0,1950.7162391232605,
2819,10862.2676,1386.3751,214.9841123,52.8489886,0.997,F444W,z10-15,0.1163099,2.790641e-05,4167.856058876796,0.1163099,0.0,0.0,4167.856058876796,
3126,4098.0513,1489.0,215.043621,52.8924378,1.0,F606W,z10-15,0.005516047,0.0179042,0.30808676176539584,0.005516047,0.0,0.0,0.30808676176539584,
3126,4098.0513,1489.0,215.043621,52.8924378,1.0,F814W,z10-15,-0.007956255,0.01084782,-0.7334427562404244,-0.007956255,0.0,0.0,-0.7334427562404244,
3126,4098.0513,1489.0,215.043621,52.8924378,1.0,F115W,z10-15,0.1332735,0.02391193,5.573514977670142,0.1332735,0.0,0.0,5.573514977670142,
3126,4098.0513,1489.0,215.043621,52.8924378,1.0,F150W,z10-15,0.055201,0.0001022648,539.7849504423809,0.055201,0.0,0.0,539.7849504423809,
3126,4098.0513,1489.0,215.043621,52.8924378,1.0,F200W,z10-15,0.05344412,7.833588e-05,682.2431815408214,0.05344412,0.0,0.0,682.2431815408214,
3126,4098.0513,1489.0,215.043621,52.8924378,1.0,F277W,z10-15,0.1940856,5.063545e-05,3832.9984230415644,0.1940856,0.0,0.0,3832.9984230415644,
3126,4098.0513,1489.0,215.043621,52.8924378,1.0,F356W,z10-15,0.09193779,0.02137765,4.300649977897477,0.09193779,0.0,0.0,4.300649977897477,
3126,4098.0513,1489.0,215.043621,52.8924378,1.0,F410M,z10-15,0.3192543,6.992088e-05,4565.936527114647,0.3192543,0.0,0.0,4565.936527114647,
3126,4098.0513,1489.0,215.043621,52.8924378,1.0,F444W,z10-15,0.6372976,4.228033e-05,15073.146307041598,0.6372976,0.0,0.0,15073.146307041598,
4658,2976.3372,1863.9977,215.0497392,52.9015767,1.0,F606W,z10-15,-0.06054092,0.01690112,-3.582065567252348,-0.06054092,0.0,0.0,-3.582065567252348,
4658,2976.3372,1863.9977,215.0497392,52.9015767,1.0,F814W,z10-15,-0.01220656,0.01024007,-1.1920387262977694,-0.01220656,0.0,0.0,-1.1920387262977694,
4658,2976.3372,1863.9977,215.0497392,52.9015767,1.0,F115W,z10-15,0.008487661,0.02257227,0.37602159641010857,0.008487661,0.0,0.0,0.37602159641010857,
4658,2976.3372,1863.9977,215.0497392,52.9015767,1.0,F150W,z10-15,0.06219862,9.653542e-05,644.3087936013538,0.06219862,0.0,0.0,644.3087936013538,
4658,2976.3372,1863.9977,215.0497392,52.9015767,1.0,F200W,z10-15,0.0436335,7.394712e-05,590.0635481138413,0.0436335,0.0,0.0,590.0635481138413,
4658,2976.3372,1863.9977,215.0497392,52.9015767,1.0,F277W,z10-15,-0.001601751,4.779861e-05,-33.51040961232973,-0.001601751,0.0,0.0,-33.51040961232973,
4658,2976.3372,1863.9977,215.0497392,52.9015767,1.0,F356W,z10-15,0.1107947,0.02017997,5.49033026312725,0.1107947,0.0,0.0,5.49033026312725,
4658,2976.3372,1863.9977,215.0497392,52.9015767,1.0,F410M,z10-15,0.3220491,6.600357e-05,4879.267894145725,0.3220491,0.0,0.0,4879.267894145725,
4658,2976.3372,1863.9977,215.0497392,52.9015767,1.0,F444W,z10-15,0.3886294,3.991158e-05,9737.259211486993,0.3886294,0.0,0.0,9737.259211486993,
4728,1175.1372,1890.6381,215.0656176,52.9131369,0.947,F606W,z10-15,0.006364639,0.01603381,0.39695113014311634,0.006364639,0.0,0.0,0.39695113014311634,
4728,1175.1372,1890.6381,215.0656176,52.9131369,0.947,F814W,z10-15,0.02206608,0.009714583,2.271438722588504,0.02206608,0.0,0.0,2.271438722588504,
4728,1175.1372,1890.6381,215.0656176,52.9131369,0.947,F115W,z10-15,0.05699594,0.02141393,2.661629135800855,0.05699594,0.0,0.0,2.661629135800855,
4728,1175.1372,1890.6381,215.0656176,52.9131369,0.947,F150W,z10-15,0.03138899,9.158154e-05,342.74363588994026,0.03138899,0.0,0.0,342.74363588994026,
4728,1175.1372,1890.6381,215.0656176,52.9131369,0.947,F200W,z10-15,0.2304233,7.01524e-05,3284.6103625820356,0.2304233,0.0,0.0,3284.6103625820356,
4728,1175.1372,1890.6381,215.0656176,52.9131369,0.947,F277W,z10-15,0.1983062,4.534574e-05,4373.204627380654,0.1983062,0.0,0.0,4373.204627380654,
4728,1175.1372,1890.6381,215.0656176,52.9131369,0.947,F356W,z10-15,0.1859014,0.0191444,9.71048452811266,0.1859014,0.0,0.0,9.71048452811266,
4728,1175.1372,1890.6381,215.0656176,52.9131369,0.947,F410M,z10-15,0.425927,6.261648e-05,6802.154959844436,0.425927,0.0,0.0,6802.154959844436,
4728,1175.1372,1890.6381,215.0656176,52.9131369,0.947,F444W,z10-15,0.2279689,3.786345e-05,6020.816909182867,0.2279689,0.0,0.0,6020.816909182867,
5721,3683.9387,2178.3008,215.0400907,52.8987914,0.999,F606W,z10-15,0.03288224,0.01690112,1.9455657376552562,0.03288224,0.0,0.0,1.9455657376552562,
5721,3683.9387,2178.3008,215.0400907,52.8987914,0.999,F814W,z10-15,-0.01557293,0.01024007,-1.5207835493312056,-0.01557293,0.0,0.0,-1.5207835493312056,
5721,3683.9387,2178.3008,215.0400907,52.8987914,0.999,F115W,z10-15,-0.02717556,0.02257227,-1.2039356254377607,-0.02717556,0.0,0.0,-1.2039356254377607,
5721,3683.9387,2178.3008,215.0400907,52.8987914,0.999,F150W,z10-15,0.1255945,9.653542e-05,1301.019874363213,0.1255945,0.0,0.0,1301.019874363213,
5721,3683.9387,2178.3008,215.0400907,52.8987914,0.999,F200W,z10-15,0.4730178,7.394712e-05,6396.703482164012,0.4730178,0.0,0.0,6396.703482164012,
5721,3683.9387,2178.3008,215.0400907,52.8987914,0.999,F277W,z10-15,-0.0281869,4.779861e-05,-589.701248634636,-0.0281869,0.0,0.0,-589.701248634636,
5721,3683.9387,2178.3008,215.0400907,52.8987914,0.999,F356W,z10-15,0.01788676,0.02017997,0.8863620709049619,0.01788676,0.0,0.0,0.8863620709049619,
5721,3683.9387,2178.3008,215.0400907,52.8987914,0.999,F410M,z10-15,0.2353406,6.600357e-05,3565.573801538311,0.2353406,0.0,0.0,3565.573801538311,
5721,3683.9387,2178.3008,215.0400907,52.8987914,0.999,F444W,z10-15,0.3539622,3.991158e-05,8868.659171097712,0.3539622,0.0,0.0,8868.659171097712,
6083,3122.2625,2265.2727,215.0442134,52.9028224,0.994,F606W,z10-15,0.005148479,0.0119509,0.4308026173760972,0.005148479,0.0,0.0,0.4308026173760972,
6083,3122.2625,2265.2727,215.0442134,52.9028224,0.994,F814W,z10-15,0.003591496,0.007240823,0.4960066003546834,0.003591496,0.0,0.0,0.4960066003546834,
