NUMBER,X_IMAGE,Y_IMAGE,ALPHA_J2000,DELTA_J2000,CLASS_STAR,FILTER,REDSHIFT_BIN,SEX_FLUX,SEX_FLUXERR,SEX_SNR,NMAD_FLUX,NMAD_FLUXERR,NMAD_SNR,SNR_DIFF,SNR_RATIO
689,10306.8223,306.6112,214.960551,52.9345327,0.354,F606W,z8-10,0.0001070278,0.02431521,0.004401681087681332,0.0001070278,0.0,0.0,0.004401681087681332,
689,10306.8223,306.6112,214.960551,52.9345327,0.354,F814W,z8-10,0.008056748,0.01959729,0.4111154144271989,0.008056748,0.0,0.0,0.4111154144271989,
689,10306.8223,306.6112,214.960551,52.9345327,0.354,F115W,z8-10,-0.2220732,0.04619828,-4.806958181127089,-0.2220732,0.0,0.0,-4.806958181127089,
689,10306.8223,306.6112,214.960551,52.9345327,0.354,F150W,z8-10,-0.1107911,0.05474797,-2.0236567675477284,-0.1107911,0.0,0.0,-2.0236567675477284,
689,10306.8223,306.6112,214.960551,52.9345327,0.354,F200W,z8-10,0.06382573,0.04345531,1.4687671080933493,0.06382573,0.0,0.0,1.4687671080933493,
689,10306.8223,306.6112,214.960551,52.9345327,0.354,F277W,z8-10,-0.2449749,0.03609788,-6.786406847161108,-0.2449749,0.0,0.0,-6.786406847161108,
689,10306.8223,306.6112,214.960551,52.9345327,0.354,F356W,z8-10,0.2518558,0.03799322,6.628966957788784,0.2518558,0.0,0.0,6.628966957788784,
689,10306.8223,306.6112,214.960551,52.9345327,0.354,F410M,z8-10,0.734873,0.08390971,8.757901797062582,0.734873,0.0,0.0,8.757901797062582,
689,10306.8223,306.6112,214.960551,52.9345327,0.354,F444W,z8-10,2.859361,0.0671767,42.5647732026134,2.859361,0.0,0.0,42.5647732026134,
1172,2871.3633,507.8744,215.0251433,52.9827828,0.083,F606W,z8-10,-0.04054028,0.03032213,-1.3369865507469296,-0.04054028,0.0,0.0,-1.3369865507469296,
1172,2871.3633,507.8744,215.0251433,52.9827828,0.083,F814W,z8-10,0.07138683,0.02443868,2.9210591570412148,0.07138683,0.0,0.0,2.9210591570412148,
1172,2871.3633,507.8744,215.0251433,52.9827828,0.083,F115W,z8-10,1.572241,0.05761127,27.290511040634932,1.572241,0.0,0.0,27.290511040634932,
1172,2871.3633,507.8744,215.0251433,52.9827828,0.083,F150W,z8-10,2.19092,0.06827311,32.09052583074069,2.19092,0.0,0.0,32.09052583074069,
1172,2871.3633,507.8744,215.0251433,52.9827828,0.083,F200W,z8-10,1.586462,0.05419068,29.275550703552717,1.586462,0.0,0.0,29.275550703552717,
1172,2871.3633,507.8744,215.0251433,52.9827828,0.083,F277W,z8-10,0.70087,0.04501563,15.569481089123933,0.70087,0.0,0.0,15.569481089123933,
1172,2871.3633,507.8744,215.0251433,52.9827828,0.083,F356W,z8-10,0.9516525,0.04737921,20.085866775744044,0.9516525,0.0,0.0,20.085866775744044,
1172,2871.3633,507.8744,215.0251433,52.9827828,0.083,F410M,z8-10,0.9429971,0.1046391,9.011899949445285,0.9429971,0.0,0.0,9.011899949445285,
1172,2871.3633,507.8744,215.0251433,52.9827828,0.083,F444W,z8-10,0.5174168,0.08377229,6.176467182644762,0.5174168,0.0,0.0,6.176467182644762,
1961,1083.0402,832.3328,215.0377925,52.9958754,0.001,F606W,z8-10,0.05605463,0.01356047,4.133678994902095,0.05605463,0.0,0.0,4.133678994902095,
1961,1083.0402,832.3328,215.0377925,52.9958754,0.001,F814W,z8-10,0.0001773795,0.01092931,0.016229707090383565,0.0001773795,0.0,0.0,0.016229707090383565,
1961,1083.0402,832.3328,215.0377925,52.9958754,0.001,F115W,z8-10,0.05372653,0.02576455,2.085288895012721,0.05372653,0.0,0.0,2.085288895012721,
1961,1083.0402,832.3328,215.0377925,52.9958754,0.001,F150W,z8-10,0.3467921,0.03053266,11.358070341725876,0.3467921,0.0,0.0,11.358070341725876,
1961,1083.0402,832.3328,215.0377925,52.9958754,0.001,F200W,z8-10,0.2972376,0.02423481,12.264903252800414,0.2972376,0.0,0.0,12.264903252800414,
1961,1083.0402,832.3328,215.0377925,52.9958754,0.001,F277W,z8-10,0.1685143,0.0201316,8.370636213713764,0.1685143,0.0,0.0,8.370636213713764,
1961,1083.0402,832.3328,215.0377925,52.9958754,0.001,F356W,z8-10,0.3202555,0.02118863,15.114497728262753,0.3202555,0.0,0.0,15.114497728262753,
1961,1083.0402,832.3328,215.0377925,52.9958754,0.001,F410M,z8-10,-0.1162094,0.04679602,-2.4833180257637295,-0.1162094,0.0,0.0,-2.4833180257637295,
1961,1083.0402,832.3328,215.0377925,52.9958754,0.001,F444W,z8-10,0.1691601,0.0374641,4.51525860757365,0.1691601,0.0,0.0,4.51525860757365,
2139,6017.1992,911.6215,214.9926493,52.9650156,0.02,F606W,z8-10,0.006255567,0.009154031,0.6833674694787466,0.006255567,0.0,0.0,0.6833674694787466,
