NUMBER,FILTER,SEX_SNR,NMAD_SNR,SNR_DIFF,SNR_RATIO
2812,F115W,27.81426470272476,0.0,27.81426470272476,
2812,F150W,10407.337574501014,0.0,10407.337574501014,
2812,F200W,7242.701842516502,0.0,7242.701842516502,
2812,F277W,4.589254510716706,0.0,4.589254510716706,
2812,F356W,5.521357475372029,0.0,5.521357475372029,
2812,F410M,4.796126351829342,0.0,4.796126351829342,
2812,F444W,2.352053540518684,0.0,2.352053540518684,
2812,F606W,2.923541981550008,0.0,2.923541981550008,
2812,F814W,1.8438350398344412,0.0,1.8438350398344412,
3680,F115W,-0.34095459305544334,0.0,-0.34095459305544334,
3680,F150W,-218.345583719782,0.0,-218.345583719782,
3680,F200W,249.76777127315134,0.0,249.76777127315134,
3680,F277W,503.8218005504195,0.0,503.8218005504195,
3680,F356W,4.3145303347532264,0.0,4.3145303347532264,
3680,F410M,2846.783651502587,0.0,2846.783651502587,
3680,F444W,5326.804658538696,0.0,5326.804658538696,
3680,F606W,-0.4658431401943882,0.0,-0.4658431401943882,
3680,F814W,1.4932190377662504,0.0,1.4932190377662504,
4359,F115W,-1.0186746705109233,0.0,-1.0186746705109233,
4359,F150W,949.8594961379379,0.0,949.8594961379379,
4359,F200W,189.57520497453874,0.0,189.57520497453874,
4359,F277W,1960.7490427715022,0.0,1960.7490427715022,
4359,F356W,5.047345306269594,0.0,5.047345306269594,
4359,F410M,6510.251088627522,0.0,6510.251088627522,
4359,F444W,1803.5479268002387,0.0,1803.5479268002387,
4359,F606W,-3.0385512799618235,0.0,-3.0385512799618235,
4359,F814W,7.473861961486652,0.0,7.473861961486652,
5276,F115W,-7.90511564286421,0.0,-7.90511564286421,
5276,F150W,799.4845434020135,0.0,799.4845434020135,
5276,F200W,-6.924275080264985,0.0,-6.924275080264985,
5276,F277W,1200.5773761602416,0.0,1200.5773761602416,
5276,F356W,-0.12686303496656529,0.0,-0.12686303496656529,
5276,F410M,6800.029283123303,0.0,6800.029283123303,
5276,F444W,4064.5612329975347,0.0,4064.5612329975347,
5276,F606W,0.20631758639951228,0.0,0.20631758639951228,
5276,F814W,3.3462336274638425,0.0,3.3462336274638425,
6140,F115W,6.748177762956012,0.0,6.748177762956012,
6140,F150W,3172.103222106408,0.0,3172.103222106408,
