NUMBER,X_IMAGE,Y_IMAGE,ALPHA_J2000,DELTA_J2000,CLASS_STAR,FILTER,REDSHIFT_BIN,SEX_FLUX,SEX_FLUXERR,SEX_SNR,NMAD_FLUX,NMAD_FLUXERR,NMAD_SNR,SNR_DIFF,SNR_RATIO
289,7291.6089,279.9794,214.7627285,52.7437537,0.393,F606W,z10-15,-0.02351957,0.01536416,-1.5308074115343762,-0.02351957,0.0,0.0,-1.5308074115343762,
289,7291.6089,279.9794,214.7627285,52.7437537,0.393,F814W,z10-15,-0.002986692,0.01079707,-0.2766206017002761,-0.002986692,0.0,0.0,-0.2766206017002761,
289,7291.6089,279.9794,214.7627285,52.7437537,0.393,F115W,z10-15,-0.01078929,0.01867877,-0.5776231518456515,-0.01078929,0.0,0.0,-0.5776231518456515,
289,7291.6089,279.9794,214.7627285,52.7437537,0.393,F150W,z10-15,0.139481,0.02247181,6.206932151882737,0.139481,0.0,0.0,6.206932151882737,
289,7291.6089,279.9794,214.7627285,52.7437537,0.393,F200W,z10-15,-0.04956792,0.01897949,-2.611657109859116,-0.04956792,0.0,0.0,-2.611657109859116,
289,7291.6089,279.9794,214.7627285,52.7437537,0.393,F277W,z10-15,2.417897,0.01589284,152.1375034292172,2.417897,0.0,0.0,152.1375034292172,
289,7291.6089,279.9794,214.7627285,52.7437537,0.393,F356W,z10-15,1.441536,0.01703559,84.61908275557231,1.441536,0.0,0.0,84.61908275557231,
289,7291.6089,279.9794,214.7627285,52.7437537,0.393,F410M,z10-15,3.142969,0.03836308,81.92692036197302,3.142969,0.0,0.0,81.92692036197302,
289,7291.6089,279.9794,214.7627285,52.7437537,0.393,F444W,z10-15,1.900708,0.03173981,59.88403837326059,1.900708,0.0,0.0,59.88403837326059,
1901,3426.3826,967.681,214.7898993,52.7720372,0.353,F606W,z10-15,0.02353556,0.02608449,0.9022817774087207,0.02353556,0.0,0.0,0.9022817774087207,
1901,3426.3826,967.681,214.7898993,52.7720372,0.353,F814W,z10-15,0.0424579,0.01833072,2.316215620553912,0.0424579,0.0,0.0,2.316215620553912,
1901,3426.3826,967.681,214.7898993,52.7720372,0.353,F115W,z10-15,0.1186476,0.03171187,3.741425529304957,0.1186476,0.0,0.0,3.741425529304957,
1901,3426.3826,967.681,214.7898993,52.7720372,0.353,F150W,z10-15,0.3315729,0.0381515,8.69095317353184,0.3315729,0.0,0.0,8.69095317353184,
1901,3426.3826,967.681,214.7898993,52.7720372,0.353,F200W,z10-15,0.5209473,0.03222241,16.167235784039743,0.5209473,0.0,0.0,16.167235784039743,
1901,3426.3826,967.681,214.7898993,52.7720372,0.353,F277W,z10-15,0.2619457,0.02698206,9.708143114350795,0.2619457,0.0,0.0,9.708143114350795,
1901,3426.3826,967.681,214.7898993,52.7720372,0.353,F356W,z10-15,0.3728606,0.02892217,12.891861157029364,0.3728606,0.0,0.0,12.891861157029364,
1901,3426.3826,967.681,214.7898993,52.7720372,0.353,F410M,z10-15,0.2613635,0.0651309,4.012895568769969,0.2613635,0.0,0.0,4.012895568769969,
1901,3426.3826,967.681,214.7898993,52.7720372,0.353,F444W,z10-15,0.4170849,0.05388625,7.740098819272077,0.4170849,0.0,0.0,7.740098819272077,
2011,3306.2524,1014.7666,214.7904741,52.7730546,0.345,F606W,z10-15,0.01962773,0.01566252,1.2531655187032482,0.01962773,0.0,0.0,1.2531655187032482,
2011,3306.2524,1014.7666,214.7904741,52.7730546,0.345,F814W,z10-15,-0.002491924,0.01100674,-0.22639982410777398,-0.002491924,0.0,0.0,-0.22639982410777398,
2011,3306.2524,1014.7666,214.7904741,52.7730546,0.345,F115W,z10-15,-0.03923076,0.0190415,-2.0602767639104065,-0.03923076,0.0,0.0,-2.0602767639104065,
2011,3306.2524,1014.7666,214.7904741,52.7730546,0.345,F150W,z10-15,-0.06578501,0.0229082,-2.8716795732532456,-0.06578501,0.0,0.0,-2.8716795732532456,
2011,3306.2524,1014.7666,214.7904741,52.7730546,0.345,F200W,z10-15,0.05825175,0.01934805,3.010729763464535,0.05825175,0.0,0.0,3.010729763464535,
2011,3306.2524,1014.7666,214.7904741,52.7730546,0.345,F277W,z10-15,0.05850123,0.01620147,3.6108593849817336,0.05850123,0.0,0.0,3.6108593849817336,
2011,3306.2524,1014.7666,214.7904741,52.7730546,0.345,F356W,z10-15,0.06000863,0.01736641,3.455442431682772,0.06000863,0.0,0.0,3.455442431682772,
2011,3306.2524,1014.7666,214.7904741,52.7730546,0.345,F410M,z10-15,0.2094739,0.03910807,5.356283242819193,0.2094739,0.0,0.0,5.356283242819193,
2011,3306.2524,1014.7666,214.7904741,52.7730546,0.345,F444W,z10-15,0.1416294,0.03235618,4.377197802707242,0.1416294,0.0,0.0,4.377197802707242,
2108,2683.0696,1039.8203,214.7957603,52.7771518,0.347,F606W,z10-15,-0.02473342,0.0172113,-1.4370454294562294,-0.02473342,0.0,0.0,-1.4370454294562294,
2108,2683.0696,1039.8203,214.7957603,52.7771518,0.347,F814W,z10-15,-0.007243896,0.01209514,-0.598909644700268,-0.007243896,0.0,0.0,-0.598909644700268,
2108,2683.0696,1039.8203,214.7957603,52.7771518,0.347,F115W,z10-15,0.04252412,0.0209244,2.0322742826556555,0.04252412,0.0,0.0,2.0322742826556555,
2108,2683.0696,1039.8203,214.7957603,52.7771518,0.347,F150W,z10-15,0.001438548,0.02517346,0.05714542220258955,0.001438548,0.0,0.0,0.05714542220258955,
2108,2683.0696,1039.8203,214.7957603,52.7771518,0.347,F200W,z10-15,-0.06041865,0.02126128,-2.841722135261847,-0.06041865,0.0,0.0,-2.841722135261847,
2108,2683.0696,1039.8203,214.7957603,52.7771518,0.347,F277W,z10-15,0.2191439,0.01780354,12.309007085107794,0.2191439,0.0,0.0,12.309007085107794,
2108,2683.0696,1039.8203,214.7957603,52.7771518,0.347,F356W,z10-15,0.1802523,0.01908368,9.445363787277927,0.1802523,0.0,0.0,9.445363787277927,
2108,2683.0696,1039.8203,214.7957603,52.7771518,0.347,F410M,z10-15,0.3882723,0.04297525,9.034788628338404,0.3882723,0.0,0.0,9.034788628338404,
2108,2683.0696,1039.8203,214.7957603,52.7771518,0.347,F444W,z10-15,0.5213966,0.0355557,14.664219801607054,0.5213966,0.0,0.0,14.664219801607054,
