NUMBER,X_IMAGE,Y_IMAGE,ALPHA_J2000,DELTA_J2000,CLASS_STAR,FILTER,REDSHIFT_BIN,SEX_FLUX,SEX_FLUXERR,SEX_SNR,NMAD_FLUX,NMAD_FLUXERR,NMAD_SNR,SNR_DIFF,SNR_RATIO
788,7972.3989,1909.2806,214.8924106,52.8856455,0.351,F606W,z10-15,0.006564681,0.01200351,0.5468967826910629,0.006564681,0.0,0.0,0.5468967826910629,
788,7972.3989,1909.2806,214.8924106,52.8856455,0.351,F814W,z10-15,-0.002780873,0.008948561,-0.3107620320183323,-0.002780873,0.0,0.0,-0.3107620320183323,
788,7972.3989,1909.2806,214.8924106,52.8856455,0.351,F115W,z10-15,-0.04931311,0.02162416,-2.28046361107206,-0.04931311,0.0,0.0,-2.28046361107206,
788,7972.3989,1909.2806,214.8924106,52.8856455,0.351,F150W,z10-15,-0.002298327,0.02562532,-0.08968968972875266,-0.002298327,0.0,0.0,-0.08968968972875266,
788,7972.3989,1909.2806,214.8924106,52.8856455,0.351,F200W,z10-15,0.05948901,0.02045975,2.907611774337419,0.05948901,0.0,0.0,2.907611774337419,
788,7972.3989,1909.2806,214.8924106,52.8856455,0.351,F277W,z10-15,0.0378199,0.01662362,2.2750700509275354,0.0378199,0.0,0.0,2.2750700509275354,
788,7972.3989,1909.2806,214.8924106,52.8856455,0.351,F356W,z10-15,0.06294902,0.01791715,3.513338895973969,0.06294902,0.0,0.0,3.513338895973969,
788,7972.3989,1909.2806,214.8924106,52.8856455,0.351,F410M,z10-15,0.2355815,0.03970866,5.9327486749741745,0.2355815,0.0,0.0,5.9327486749741745,
788,7972.3989,1909.2806,214.8924106,52.8856455,0.351,F444W,z10-15,0.1989387,0.03170771,6.274142787353612,0.1989387,0.0,0.0,6.274142787353612,
1455,2689.3545,2196.428,214.936667,52.9207366,0.399,F606W,z10-15,0.03036999,0.02429568,1.250016052236447,0.03036999,0.0,0.0,1.250016052236447,
1455,2689.3545,2196.428,214.936667,52.9207366,0.399,F814W,z10-15,0.04639844,0.01811233,2.561704650920119,0.04639844,0.0,0.0,2.561704650920119,
1455,2689.3545,2196.428,214.936667,52.9207366,0.399,F115W,z10-15,-0.2432966,0.04376836,-5.55873238110818,-0.2432966,0.0,0.0,-5.55873238110818,
1455,2689.3545,2196.428,214.936667,52.9207366,0.399,F150W,z10-15,0.05726158,0.05186691,1.1040098590797098,0.05726158,0.0,0.0,1.1040098590797098,
1455,2689.3545,2196.428,214.936667,52.9207366,0.399,F200W,z10-15,0.754979,0.04141153,18.231130315639145,0.754979,0.0,0.0,18.231130315639145,
1455,2689.3545,2196.428,214.936667,52.9207366,0.399,F277W,z10-15,0.479436,0.03364702,14.248988469112568,0.479436,0.0,0.0,14.248988469112568,
1455,2689.3545,2196.428,214.936667,52.9207366,0.399,F356W,z10-15,0.4155511,0.03626518,11.458680199574358,0.4155511,0.0,0.0,11.458680199574358,
1455,2689.3545,2196.428,214.936667,52.9207366,0.399,F410M,z10-15,0.7362822,0.08037227,9.160898404387483,0.7362822,0.0,0.0,9.160898404387483,
1455,2689.3545,2196.428,214.936667,52.9207366,0.399,F444W,z10-15,0.3704352,0.06417796,5.772000231855297,0.3704352,0.0,0.0,5.772000231855297,
