NUMBER,X_IMAGE,Y_IMAGE,ALPHA_J2000,DELTA_J2000,CLASS_STAR,FILTER,REDSHIFT_BIN,SEX_FLUX,SEX_FLUXERR,SEX_SNR,NMAD_FLUX,NMAD_FLUXERR,NMAD_SNR,SNR_DIFF,SNR_RATIO
867,5015.4473,639.2018,214.9513315,52.8193657,0.86,F606W,z10-15,0.01278669,0.01792772,0.7132357042613338,0.01278669,0.0,0.0,0.7132357042613338,
867,5015.4473,639.2018,214.9513315,52.8193657,0.86,F814W,z10-15,0.04052446,0.01067836,3.795007847647017,0.04052446,0.0,0.0,3.795007847647017,
867,5015.4473,639.2018,214.9513315,52.8193657,0.86,F115W,z10-15,-0.1001013,0.01955183,-5.1197918558007105,-0.1001013,0.0,0.0,-5.1197918558007105,
867,5015.4473,639.2018,214.9513315,52.8193657,0.86,F150W,z10-15,-0.06036963,8.421853e-05,-716.8212268725185,-0.06036963,0.0,0.0,-716.8212268725185,
867,5015.4473,639.2018,214.9513315,52.8193657,0.86,F200W,z10-15,0.03901871,8.301056e-05,470.0451364260161,0.03901871,0.0,0.0,470.0451364260161,
867,5015.4473,639.2018,214.9513315,52.8193657,0.86,F277W,z10-15,0.0005373241,4.705174e-05,11.419856098839277,0.0005373241,0.0,0.0,11.419856098839277,
867,5015.4473,639.2018,214.9513315,52.8193657,0.86,F356W,z10-15,0.04066369,0.02093245,1.9426149351843671,0.04066369,0.0,0.0,1.9426149351843671,
867,5015.4473,639.2018,214.9513315,52.8193657,0.86,F410M,z10-15,0.2476228,7.205654e-05,3436.506943020023,0.2476228,0.0,0.0,3436.506943020023,
867,5015.4473,639.2018,214.9513315,52.8193657,0.86,F444W,z10-15,0.281988,3.368598e-05,8371.079006755926,0.281988,0.0,0.0,8371.079006755926,
1469,7970.2231,853.5859,214.9226842,52.8017688,0.958,F606W,z10-15,-0.04032509,0.02266156,-1.779448987624859,-0.04032509,0.0,0.0,-1.779448987624859,
1469,7970.2231,853.5859,214.9226842,52.8017688,0.958,F814W,z10-15,0.02047166,0.01349799,1.5166450708586983,0.02047166,0.0,0.0,1.5166450708586983,
1469,7970.2231,853.5859,214.9226842,52.8017688,0.958,F115W,z10-15,-0.007559984,0.02471451,-0.30589253033946456,-0.007559984,0.0,0.0,-0.30589253033946456,
1469,7970.2231,853.5859,214.9226842,52.8017688,0.958,F150W,z10-15,-0.07929008,0.0001064566,-744.8113127791044,-0.07929008,0.0,0.0,-744.8113127791044,
1469,7970.2231,853.5859,214.9226842,52.8017688,0.958,F200W,z10-15,0.007927059,0.0001049296,75.54645209740626,0.007927059,0.0,0.0,75.54645209740626,
1469,7970.2231,853.5859,214.9226842,52.8017688,0.958,F277W,z10-15,0.07071646,5.947582e-05,1188.9951244051783,0.07071646,0.0,0.0,1188.9951244051783,
1469,7970.2231,853.5859,214.9226842,52.8017688,0.958,F356W,z10-15,0.1195094,0.0264597,4.516657407302426,0.1195094,0.0,0.0,4.516657407302426,
1469,7970.2231,853.5859,214.9226842,52.8017688,0.958,F410M,z10-15,0.7047695,9.108317e-05,7737.647910146299,0.7047695,0.0,0.0,7737.647910146299,
1469,7970.2231,853.5859,214.9226842,52.8017688,0.958,F444W,z10-15,0.3100885,4.258081e-05,7282.353247859775,0.3100885,0.0,0.0,7282.353247859775,
2485,8434.9199,1253.6106,214.9143345,52.8009781,1.0,F606W,z10-15,0.16747,0.02955297,5.666773931689438,0.16747,0.0,0.0,5.666773931689438,
2485,8434.9199,1253.6106,214.9143345,52.8009781,1.0,F814W,z10-15,-0.005650409,0.01760275,-0.3209958103137294,-0.005650409,0.0,0.0,-0.3209958103137294,
2485,8434.9199,1253.6106,214.9143345,52.8009781,1.0,F115W,z10-15,0.1548544,0.03223023,4.8046321729630845,0.1548544,0.0,0.0,4.8046321729630845,
2485,8434.9199,1253.6106,214.9143345,52.8009781,1.0,F150W,z10-15,0.1834114,0.0001388301,1321.1212842171835,0.1834114,0.0,0.0,1321.1212842171835,
2485,8434.9199,1253.6106,214.9143345,52.8009781,1.0,F200W,z10-15,0.6431257,0.0001368389,4699.874816298582,0.6431257,0.0,0.0,4699.874816298582,
2485,8434.9199,1253.6106,214.9143345,52.8009781,1.0,F277W,z10-15,0.4934106,7.75625e-05,6361.458178887994,0.4934106,0.0,0.0,6361.458178887994,
2485,8434.9199,1253.6106,214.9143345,52.8009781,1.0,F356W,z10-15,0.4414562,0.03450613,12.793558709713317,0.4414562,0.0,0.0,12.793558709713317,
2485,8434.9199,1253.6106,214.9143345,52.8009781,1.0,F410M,z10-15,0.5703965,0.0001187817,4802.057050875682,0.5703965,0.0,0.0,4802.057050875682,
2485,8434.9199,1253.6106,214.9143345,52.8009781,1.0,F444W,z10-15,0.3936946,5.552969e-05,7089.803670793049,0.3936946,0.0,0.0,7089.803670793049,
3031,4143.6328,1423.4919,214.9508872,52.8291343,1.0,F606W,z10-15,0.1220461,0.03258877,3.7450354830820554,0.1220461,0.0,0.0,3.7450354830820554,
3031,4143.6328,1423.4919,214.9508872,52.8291343,1.0,F814W,z10-15,0.005814002,0.01941097,0.2995214561662813,0.005814002,0.0,0.0,0.2995214561662813,
3031,4143.6328,1423.4919,214.9508872,52.8291343,1.0,F115W,z10-15,0.09686037,0.03554105,2.7253097474610346,0.09686037,0.0,0.0,2.7253097474610346,
3031,4143.6328,1423.4919,214.9508872,52.8291343,1.0,F150W,z10-15,-0.05412856,0.0001530913,-353.5704510968292,-0.05412856,0.0,0.0,-353.5704510968292,
3031,4143.6328,1423.4919,214.9508872,52.8291343,1.0,F200W,z10-15,1.173917,0.0001508955,7779.668711127901,1.173917,0.0,0.0,7779.668711127901,
3031,4143.6328,1423.4919,214.9508872,52.8291343,1.0,F277W,z10-15,0.8404763,8.553002e-05,9826.681906539949,0.8404763,0.0,0.0,9826.681906539949,
3031,4143.6328,1423.4919,214.9508872,52.8291343,1.0,F356W,z10-15,0.7848402,0.03805073,20.62615355868337,0.7848402,0.0,0.0,20.62615355868337,
3031,4143.6328,1423.4919,214.9508872,52.8291343,1.0,F410M,z10-15,1.580266,0.0001309834,12064.628036835202,1.580266,0.0,0.0,12064.628036835202,
3031,4143.6328,1423.4919,214.9508872,52.8291343,1.0,F444W,z10-15,1.269114,6.123391e-05,20725.673078854514,1.269114,0.0,0.0,20725.673078854514,
4354,3124.7615,1750.2664,214.956564,52.8373649,0.945,F606W,z10-15,-0.04557937,0.01182119,-3.855734490351648,-0.04557937,0.0,0.0,-3.855734490351648,
4354,3124.7615,1750.2664,214.956564,52.8373649,0.945,F814W,z10-15,0.003954728,0.0070411,0.5616633764610643,0.003954728,0.0,0.0,0.5616633764610643,
4354,3124.7615,1750.2664,214.956564,52.8373649,0.945,F115W,z10-15,0.01523493,0.01289209,1.1817269348879818,0.01523493,0.0,0.0,1.1817269348879818,
4354,3124.7615,1750.2664,214.956564,52.8373649,0.945,F150W,z10-15,-0.009784365,5.553205e-05,-176.193117307933,-0.009784365,0.0,0.0,-176.193117307933,
4354,3124.7615,1750.2664,214.956564,52.8373649,0.945,F200W,z10-15,-0.06967302,5.473554e-05,-1272.902761167607,-0.06967302,0.0,0.0,-1272.902761167607,
4354,3124.7615,1750.2664,214.956564,52.8373649,0.945,F277W,z10-15,0.2088448,3.1025e-05,6731.500402900886,0.2088448,0.0,0.0,6731.500402900886,
4354,3124.7615,1750.2664,214.956564,52.8373649,0.945,F356W,z10-15,0.01819827,0.01380245,1.3184811392180373,0.01819827,0.0,0.0,1.3184811392180373,
4354,3124.7615,1750.2664,214.956564,52.8373649,0.945,F410M,z10-15,0.1740665,4.751267e-05,3663.580682794716,0.1740665,0.0,0.0,3663.580682794716,
4354,3124.7615,1750.2664,214.956564,52.8373649,0.945,F444W,z10-15,0.467397,2.221187e-05,21042.667726760512,0.467397,0.0,0.0,21042.667726760512,
4657,1643.9686,1840.4806,214.96886,52.8472482,0.997,F606W,z10-15,0.0123091,0.01182119,1.0412741864397745,0.0123091,0.0,0.0,1.0412741864397745,
4657,1643.9686,1840.4806,214.96886,52.8472482,0.997,F814W,z10-15,-0.00701021,0.0070411,-0.9956129013932483,-0.00701021,0.0,0.0,-0.9956129013932483,
4657,1643.9686,1840.4806,214.96886,52.8472482,0.997,F115W,z10-15,-0.007218947,0.01289209,-0.5599516447682261,-0.007218947,0.0,0.0,-0.5599516447682261,
4657,1643.9686,1840.4806,214.96886,52.8472482,0.997,F150W,z10-15,0.001229726,5.553205e-05,22.144437311426465,0.001229726,0.0,0.0,22.144437311426465,
4657,1643.9686,1840.4806,214.96886,52.8472482,0.997,F200W,z10-15,-0.01388988,5.473554e-05,-253.76345971922447,-0.01388988,0.0,0.0,-253.76345971922447,
4657,1643.9686,1840.4806,214.96886,52.8472482,0.997,F277W,z10-15,0.06112317,3.1025e-05,1970.126349717969,0.06112317,0.0,0.0,1970.126349717969,
4657,1643.9686,1840.4806,214.96886,52.8472482,0.997,F356W,z10-15,0.07038267,0.01380245,5.099288169853902,0.07038267,0.0,0.0,5.099288169853902,
4657,1643.9686,1840.4806,214.96886,52.8472482,0.997,F410M,z10-15,0.3415522,4.751267e-05,7188.655152404611,0.3415522,0.0,0.0,7188.655152404611,
4657,1643.9686,1840.4806,214.96886,52.8472482,0.997,F444W,z10-15,0.04837972,2.221187e-05,2178.1020688487733,0.04837972,0.0,0.0,2178.1020688487733,
5919,2277.1919,2213.7737,214.9592742,52.845247,0.999,F606W,z10-15,-0.001886942,0.01281386,-0.14725789106483136,-0.001886942,0.0,0.0,-0.14725789106483136,
