NUMBER,X_IMAGE,Y_IMAGE,ALPHA_J2000,DELTA_J2000,CLASS_STAR,FILTER,REDSHIFT_BIN,SEX_FLUX,SEX_FLUXERR,SEX_SNR,NMAD_FLUX,NMAD_FLUXERR,NMAD_SNR,SNR_DIFF,SNR_RATIO
1091,9350.2305,633.005,214.8108632,52.7278267,0.355,F606W,z8-10,-0.049068,0.01974759,-2.484758899693583,-0.049068,0.0,0.0,-2.484758899693583,
1091,9350.2305,633.005,214.8108632,52.7278267,0.355,F814W,z8-10,-0.06213283,0.01343521,-4.624626634045914,-0.06213283,0.0,0.0,-4.624626634045914,
1091,9350.2305,633.005,214.8108632,52.7278267,0.355,F115W,z8-10,0.0961051,0.02529202,3.7998190733678054,0.0961051,0.0,0.0,3.7998190733678054,
1091,9350.2305,633.005,214.8108632,52.7278267,0.355,F150W,z8-10,0.2537412,0.03079,8.241026307242612,0.2537412,0.0,0.0,8.241026307242612,
1091,9350.2305,633.005,214.8108632,52.7278267,0.355,F200W,z8-10,0.2154259,0.02616043,8.234799657345082,0.2154259,0.0,0.0,8.234799657345082,
1091,9350.2305,633.005,214.8108632,52.7278267,0.355,F277W,z8-10,0.2119882,0.02353854,9.006004620507474,0.2119882,0.0,0.0,9.006004620507474,
1091,9350.2305,633.005,214.8108632,52.7278267,0.355,F356W,z8-10,0.1984682,0.02360873,8.406559776828317,0.1984682,0.0,0.0,8.406559776828317,
1091,9350.2305,633.005,214.8108632,52.7278267,0.355,F410M,z8-10,0.3856061,0.05282275,7.300000473280925,0.3856061,0.0,0.0,7.300000473280925,
1091,9350.2305,633.005,214.8108632,52.7278267,0.355,F444W,z8-10,0.1827451,0.04367968,4.183755467073019,0.1827451,0.0,0.0,4.183755467073019,
1330,562.3206,747.3645,214.8879578,52.7842794,0.0,F606W,z8-10,-0.0732669,0.02385444,-3.0714156358313165,-0.0732669,0.0,0.0,-3.0714156358313165,
1330,562.3206,747.3645,214.8879578,52.7842794,0.0,F814W,z8-10,0.00860077,0.01622929,0.5299535592746202,0.00860077,0.0,0.0,0.5299535592746202,
1330,562.3206,747.3645,214.8879578,52.7842794,0.0,F115W,z8-10,0.2972539,0.03055192,9.729467084229077,0.2972539,0.0,0.0,9.729467084229077,
1330,562.3206,747.3645,214.8879578,52.7842794,0.0,F150W,z8-10,0.8710821,0.0371933,23.420403674855418,0.8710821,0.0,0.0,23.420403674855418,
1330,562.3206,747.3645,214.8879578,52.7842794,0.0,F200W,z8-10,0.4610252,0.03160093,14.588975704196049,0.4610252,0.0,0.0,14.588975704196049,
1330,562.3206,747.3645,214.8879578,52.7842794,0.0,F277W,z8-10,0.3993018,0.02843378,14.04321901625461,0.3993018,0.0,0.0,14.04321901625461,
1330,562.3206,747.3645,214.8879578,52.7842794,0.0,F356W,z8-10,0.1784069,0.02851857,6.255815070671496,0.1784069,0.0,0.0,6.255815070671496,
1330,562.3206,747.3645,214.8879578,52.7842794,0.0,F410M,z8-10,0.1321123,0.06380812,2.0704621919592676,0.1321123,0.0,0.0,2.0704621919592676,
1330,562.3206,747.3645,214.8879578,52.7842794,0.0,F444W,z8-10,0.2915374,0.0527636,5.525350810028125,0.2915374,0.0,0.0,5.525350810028125,
2191,2971.9294,1119.3103,214.8625643,52.7709804,0.084,F606W,z8-10,-0.0691708,0.01668976,-4.144505373354679,-0.0691708,0.0,0.0,-4.144505373354679,
2191,2971.9294,1119.3103,214.8625643,52.7709804,0.084,F814W,z8-10,-0.008923017,0.01135483,-0.7858344862934981,-0.008923017,0.0,0.0,-0.7858344862934981,
2191,2971.9294,1119.3103,214.8625643,52.7709804,0.084,F115W,z8-10,0.1318467,0.02137566,6.168076213787083,0.1318467,0.0,0.0,6.168076213787083,
2191,2971.9294,1119.3103,214.8625643,52.7709804,0.084,F150W,z8-10,0.1995269,0.0260223,7.667535152542243,0.1995269,0.0,0.0,7.667535152542243,
2191,2971.9294,1119.3103,214.8625643,52.7709804,0.084,F200W,z8-10,0.2532011,0.0221096,11.452088685457902,0.2532011,0.0,0.0,11.452088685457902,
2191,2971.9294,1119.3103,214.8625643,52.7709804,0.084,F277W,z8-10,0.17239,0.0198937,8.665557437781809,0.17239,0.0,0.0,8.665557437781809,
2191,2971.9294,1119.3103,214.8625643,52.7709804,0.084,F356W,z8-10,0.2400351,0.01995302,12.030013501715532,0.2400351,0.0,0.0,12.030013501715532,
2191,2971.9294,1119.3103,214.8625643,52.7709804,0.084,F410M,z8-10,0.5100685,0.04464337,11.425403144968671,0.5100685,0.0,0.0,11.425403144968671,
2191,2971.9294,1119.3103,214.8625643,52.7709804,0.084,F444W,z8-10,0.1864338,0.03691607,5.050207132015949,0.1864338,0.0,0.0,5.050207132015949,
2205,480.9639,1121.9441,214.8847501,52.786817,0.0,F606W,z8-10,-0.02998997,0.03573993,-0.8391166406873208,-0.02998997,0.0,0.0,-0.8391166406873208,
2205,480.9639,1121.9441,214.8847501,52.786817,0.0,F814W,z8-10,-0.03721725,0.02431554,-1.5305952489642427,-0.03721725,0.0,0.0,-1.5305952489642427,
2205,480.9639,1121.9441,214.8847501,52.786817,0.0,F115W,z8-10,3.124626,0.04577444,68.26137031933105,3.124626,0.0,0.0,68.26137031933105,
2205,480.9639,1121.9441,214.8847501,52.786817,0.0,F150W,z8-10,3.966933,0.05572489,71.1878121248871,3.966933,0.0,0.0,71.1878121248871,
2205,480.9639,1121.9441,214.8847501,52.786817,0.0,F200W,z8-10,2.78384,0.04734612,58.79763748328269,2.78384,0.0,0.0,58.79763748328269,
2205,480.9639,1121.9441,214.8847501,52.786817,0.0,F277W,z8-10,1.262018,0.04260093,29.624188955499328,1.262018,0.0,0.0,29.624188955499328,
2205,480.9639,1121.9441,214.8847501,52.786817,0.0,F356W,z8-10,0.6520609,0.04272797,15.260750744769764,0.6520609,0.0,0.0,15.260750744769764,
2205,480.9639,1121.9441,214.8847501,52.786817,0.0,F410M,z8-10,0.1677273,0.09560057,1.7544592045842404,0.1677273,0.0,0.0,1.7544592045842404,
2205,480.9639,1121.9441,214.8847501,52.786817,0.0,F444W,z8-10,0.07501788,0.0790531,0.9489555754296795,0.07501788,0.0,0.0,0.9489555754296795,
2445,1110.2041,1191.2227,214.8784098,52.7831943,0.347,F606W,z8-10,-0.03185061,0.008695167,-3.663024528453565,-0.03185061,0.0,0.0,-3.663024528453565,
2445,1110.2041,1191.2227,214.8784098,52.7831943,0.347,F814W,z8-10,-0.006913912,0.005915728,-1.1687339242101733,-0.006913912,0.0,0.0,-1.1687339242101733,
2445,1110.2041,1191.2227,214.8784098,52.7831943,0.347,F115W,z8-10,0.01593593,0.01113646,1.4309690871246339,0.01593593,0.0,0.0,1.4309690871246339,
2445,1110.2041,1191.2227,214.8784098,52.7831943,0.347,F150W,z8-10,0.01824775,0.01355731,1.3459712878144707,0.01824775,0.0,0.0,1.3459712878144707,
2445,1110.2041,1191.2227,214.8784098,52.7831943,0.347,F200W,z8-10,-0.009814637,0.01151884,-0.8520508141444797,-0.009814637,0.0,0.0,-0.8520508141444797,
2445,1110.2041,1191.2227,214.8784098,52.7831943,0.347,F277W,z8-10,0.04380594,0.01036438,4.2265856713088485,0.04380594,0.0,0.0,4.2265856713088485,
2445,1110.2041,1191.2227,214.8784098,52.7831943,0.347,F356W,z8-10,0.5773517,0.01039529,55.53973963208338,0.5773517,0.0,0.0,55.53973963208338,
2445,1110.2041,1191.2227,214.8784098,52.7831943,0.347,F410M,z8-10,1.735448,0.02325866,74.6151326000724,1.735448,0.0,0.0,74.6151326000724,
2445,1110.2041,1191.2227,214.8784098,52.7831943,0.347,F444W,z8-10,0.1155808,0.01923283,6.00955761580589,0.1155808,0.0,0.0,6.00955761580589,
2566,1332.7803,1224.8019,214.876072,52.7819617,0.019,F606W,z8-10,-0.01429006,0.01410542,-1.0130900037007051,-0.01429006,0.0,0.0,-1.0130900037007051,
2566,1332.7803,1224.8019,214.876072,52.7819617,0.019,F814W,z8-10,0.01245505,0.009596579,1.2978635407471768,0.01245505,0.0,0.0,1.2978635407471768,
2566,1332.7803,1224.8019,214.876072,52.7819617,0.019,F115W,z8-10,-0.04698787,0.01806573,-2.600939458300329,-0.04698787,0.0,0.0,-2.600939458300329,
2566,1332.7803,1224.8019,214.876072,52.7819617,0.019,F150W,z8-10,-0.06545179,0.02199286,-2.976047226236151,-0.06545179,0.0,0.0,-2.976047226236151,
2566,1332.7803,1224.8019,214.876072,52.7819617,0.019,F200W,z8-10,0.01414796,0.01868602,0.7571414351477735,0.01414796,0.0,0.0,0.7571414351477735,
2566,1332.7803,1224.8019,214.876072,52.7819617,0.019,F277W,z8-10,-0.005856462,0.01681324,-0.34832441575805734,-0.005856462,0.0,0.0,-0.34832441575805734,
2566,1332.7803,1224.8019,214.876072,52.7819617,0.019,F356W,z8-10,0.1161483,0.01686338,6.887604975989392,0.1161483,0.0,0.0,6.887604975989392,
