combo_index,num_sources,veto_snr,star_cut,color1_min,color2_max,color2_min,color3_intercept,color3_slope,snr_threshold,recovered_ids
441,7,2,0.8,0.3,0.5,-1.5,1.0,0.44,3,"4010,11659,12779,1424,8216,9562,5726"
442,7,2,0.8,0.3,0.5,-1.5,1.0,0.44,4,"4010,11659,12779,1424,8216,9562,5726"
443,7,2,0.8,0.3,0.5,-1.5,1.0,0.44,5,"4010,11659,12779,1424,8216,9562,5726"
444,7,2,0.8,0.3,0.5,-1.5,1.0,0.44,6,"4010,11659,12779,1424,8216,9562,5726"
445,7,2,0.8,0.3,0.5,-1.5,1.0,0.6,2,"4010,11659,12779,1424,8216,9562,5726"
446,7,2,0.8,0.3,0.5,-1.5,1.0,0.6,3,"4010,11659,12779,1424,8216,9562,5726"
447,7,2,0.8,0.3,0.5,-1.5,1.0,0.6,4,"4010,11659,12779,1424,8216,9562,5726"
448,7,2,0.8,0.3,0.5,-1.5,1.0,0.6,5,"4010,11659,12779,1424,8216,9562,5726"
449,7,2,0.8,0.3,0.5,-1.5,1.0,0.6,6,"4010,11659,12779,1424,8216,9562,5726"
450,14,2,0.8,0.3,0.5,-1.0,0.3,0.3,2,"3206,4010,11659,12779,1935,1424,2034,6802,1843,9427,8216,9562,5726,11615"
451,14,2,0.8,0.3,0.5,-1.0,0.3,0.3,3,"3206,4010,11659,12779,1935,1424,2034,6802,1843,9427,8216,9562,5726,11615"
452,14,2,0.8,0.3,0.5,-1.0,0.3,0.3,4,"3206,4010,11659,12779,1935,1424,2034,6802,1843,9427,8216,9562,5726,11615"
453,14,2,0.8,0.3,0.5,-1.0,0.3,0.3,5,"3206,4010,11659,12779,1935,1424,2034,6802,1843,9427,8216,9562,5726,11615"
454,14,2,0.8,0.3,0.5,-1.0,0.3,0.3,6,"3206,4010,11659,12779,1935,1424,2034,6802,1843,9427,8216,9562,5726,11615"
455,14,2,0.8,0.3,0.5,-1.0,0.3,0.44,2,"3206,4010,11659,12779,1935,1424,2034,6802,1843,9427,8216,9562,5726,11615"
456,14,2,0.8,0.3,0.5,-1.0,0.3,0.44,3,"3206,4010,11659,12779,1935,1424,2034,6802,1843,9427,8216,9562,5726,11615"
457,14,2,0.8,0.3,0.5,-1.0,0.3,0.44,4,"3206,4010,11659,12779,1935,1424,2034,6802,1843,9427,8216,9562,5726,11615"
458,14,2,0.8,0.3,0.5,-1.0,0.3,0.44,5,"3206,4010,11659,12779,1935,1424,2034,6802,1843,9427,8216,9562,5726,11615"
459,14,2,0.8,0.3,0.5,-1.0,0.3,0.44,6,"3206,4010,11659,12779,1935,1424,2034,6802,1843,9427,8216,9562,5726,11615"
460,12,2,0.8,0.3,0.5,-1.0,0.3,0.6,2,"3206,4010,11659,12779,1935,1424,2034,6802,1843,8216,9562,5726"
461,12,2,0.8,0.3,0.5,-1.0,0.3,0.6,3,"3206,4010,11659,12779,1935,1424,2034,6802,1843,8216,9562,5726"
462,12,2,0.8,0.3,0.5,-1.0,0.3,0.6,4,"3206,4010,11659,12779,1935,1424,2034,6802,1843,8216,9562,5726"
463,12,2,0.8,0.3,0.5,-1.0,0.3,0.6,5,"3206,4010,11659,12779,1935,1424,2034,6802,1843,8216,9562,5726"
464,12,2,0.8,0.3,0.5,-1.0,0.3,0.6,6,"3206,4010,11659,12779,1935,1424,2034,6802,1843,8216,9562,5726"
465,11,2,0.8,0.3,0.5,-1.0,0.65,0.3,2,"4010,11659,12779,1935,1424,2034,6802,1843,8216,9562,5726"
466,11,2,0.8,0.3,0.5,-1.0,0.65,0.3,3,"4010,11659,12779,1935,1424,2034,6802,1843,8216,9562,5726"
467,11,2,0.8,0.3,0.5,-1.0,0.65,0.3,4,"4010,11659,12779,1935,1424,2034,6802,1843,8216,9562,5726"
468,11,2,0.8,0.3,0.5,-1.0,0.65,0.3,5,"4010,11659,12779,1935,1424,2034,6802,1843,8216,9562,5726"
469,11,2,0.8,0.3,0.5,-1.0,0.65,0.3,6,"4010,11659,12779,1935,1424,2034,6802,1843,8216,9562,5726"
470,10,2,0.8,0.3,0.5,-1.0,0.65,0.44,2,"4010,11659,12779,1935,1424,6802,1843,8216,9562,5726"
471,10,2,0.8,0.3,0.5,-1.0,0.65,0.44,3,"4010,11659,12779,1935,1424,6802,1843,8216,9562,5726"
472,10,2,0.8,0.3,0.5,-1.0,0.65,0.44,4,"4010,11659,12779,1935,1424,6802,1843,8216,9562,5726"
473,10,2,0.8,0.3,0.5,-1.0,0.65,0.44,5,"4010,11659,12779,1935,1424,6802,1843,8216,9562,5726"
474,10,2,0.8,0.3,0.5,-1.0,0.65,0.44,6,"4010,11659,12779,1935,1424,6802,1843,8216,9562,5726"
475,10,2,0.8,0.3,0.5,-1.0,0.65,0.6,2,"4010,11659,12779,1935,1424,6802,1843,8216,9562,5726"
476,10,2,0.8,0.3,0.5,-1.0,0.65,0.6,3,"4010,11659,12779,1935,1424,6802,1843,8216,9562,5726"
477,10,2,0.8,0.3,0.5,-1.0,0.65,0.6,4,"4010,11659,12779,1935,1424,6802,1843,8216,9562,5726"
478,10,2,0.8,0.3,0.5,-1.0,0.65,0.6,5,"4010,11659,12779,1935,1424,6802,1843,8216,9562,5726"
479,10,2,0.8,0.3,0.5,-1.0,0.65,0.6,6,"4010,11659,12779,1935,1424,6802,1843,8216,9562,5726"
480,7,2,0.8,0.3,0.5,-1.0,1.0,0.3,2,"4010,11659,12779,1424,8216,9562,5726"
481,7,2,0.8,0.3,0.5,-1.0,1.0,0.3,3,"4010,11659,12779,1424,8216,9562,5726"
482,7,2,0.8,0.3,0.5,-1.0,1.0,0.3,4,"4010,11659,12779,1424,8216,9562,5726"
483,7,2,0.8,0.3,0.5,-1.0,1.0,0.3,5,"4010,11659,12779,1424,8216,9562,5726"
484,7,2,0.8,0.3,0.5,-1.0,1.0,0.3,6,"4010,11659,12779,1424,8216,9562,5726"
485,7,2,0.8,0.3,0.5,-1.0,1.0,0.44,2,"4010,11659,12779,1424,8216,9562,5726"
486,7,2,0.8,0.3,0.5,-1.0,1.0,0.44,3,"4010,11659,12779,1424,8216,9562,5726"
487,7,2,0.8,0.3,0.5,-1.0,1.0,0.44,4,"4010,11659,12779,1424,8216,9562,5726"
488,7,2,0.8,0.3,0.5,-1.0,1.0,0.44,5,"4010,11659,12779,1424,8216,9562,5726"
489,7,2,0.8,0.3,0.5,-1.0,1.0,0.44,6,"4010,11659,12779,1424,8216,9562,5726"
490,7,2,0.8,0.3,0.5,-1.0,1.0,0.6,2,"4010,11659,12779,1424,8216,9562,5726"
491,7,2,0.8,0.3,0.5,-1.0,1.0,0.6,3,"4010,11659,12779,1424,8216,9562,5726"
492,7,2,0.8,0.3,0.5,-1.0,1.0,0.6,4,"4010,11659,12779,1424,8216,9562,5726"
493,7,2,0.8,0.3,0.5,-1.0,1.0,0.6,5,"4010,11659,12779,1424,8216,9562,5726"
494,7,2,0.8,0.3,0.5,-1.0,1.0,0.6,6,"4010,11659,12779,1424,8216,9562,5726"
495,10,2,0.8,0.3,0.5,-0.5,0.3,0.3,2,"3206,11659,12779,6802,1843,2034,9427,8216,9562,11615"
496,10,2,0.8,0.3,0.5,-0.5,0.3,0.3,3,"3206,11659,12779,6802,1843,2034,9427,8216,9562,11615"
497,10,2,0.8,0.3,0.5,-0.5,0.3,0.3,4,"3206,11659,12779,6802,1843,2034,9427,8216,9562,11615"
498,10,2,0.8,0.3,0.5,-0.5,0.3,0.3,5,"3206,11659,12779,6802,1843,2034,9427,8216,9562,11615"
499,10,2,0.8,0.3,0.5,-0.5,0.3,0.3,6,"3206,11659,12779,6802,1843,2034,9427,8216,9562,11615"
500,10,2,0.8,0.3,0.5,-0.5,0.3,0.44,2,"3206,11659,12779,6802,1843,2034,9427,8216,9562,11615"
501,10,2,0.8,0.3,0.5,-0.5,0.3,0.44,3,"3206,11659,12779,6802,1843,2034,9427,8216,9562,11615"
502,10,2,0.8,0.3,0.5,-0.5,0.3,0.44,4,"3206,11659,12779,6802,1843,2034,9427,8216,9562,11615"
503,10,2,0.8,0.3,0.5,-0.5,0.3,0.44,5,"3206,11659,12779,6802,1843,2034,9427,8216,9562,11615"
504,10,2,0.8,0.3,0.5,-0.5,0.3,0.44,6,"3206,11659,12779,6802,1843,2034,9427,8216,9562,11615"
505,8,2,0.8,0.3,0.5,-0.5,0.3,0.6,2,"3206,11659,12779,6802,1843,2034,8216,9562"
506,8,2,0.8,0.3,0.5,-0.5,0.3,0.6,3,"3206,11659,12779,6802,1843,2034,8216,9562"
507,8,2,0.8,0.3,0.5,-0.5,0.3,0.6,4,"3206,11659,12779,6802,1843,2034,8216,9562"
508,8,2,0.8,0.3,0.5,-0.5,0.3,0.6,5,"3206,11659,12779,6802,1843,2034,8216,9562"
509,8,2,0.8,0.3,0.5,-0.5,0.3,0.6,6,"3206,11659,12779,6802,1843,2034,8216,9562"
510,7,2,0.8,0.3,0.5,-0.5,0.65,0.3,2,"11659,12779,6802,1843,2034,8216,9562"
511,7,2,0.8,0.3,0.5,-0.5,0.65,0.3,3,"11659,12779,6802,1843,2034,8216,9562"
512,7,2,0.8,0.3,0.5,-0.5,0.65,0.3,4,"11659,12779,6802,1843,2034,8216,9562"
513,7,2,0.8,0.3,0.5,-0.5,0.65,0.3,5,"11659,12779,6802,1843,2034,8216,9562"
514,7,2,0.8,0.3,0.5,-0.5,0.65,0.3,6,"11659,12779,6802,1843,2034,8216,9562"
515,6,2,0.8,0.3,0.5,-0.5,0.65,0.44,2,"11659,12779,6802,1843,8216,9562"
516,6,2,0.8,0.3,0.5,-0.5,0.65,0.44,3,"11659,12779,6802,1843,8216,9562"
517,6,2,0.8,0.3,0.5,-0.5,0.65,0.44,4,"11659,12779,6802,1843,8216,9562"
518,6,2,0.8,0.3,0.5,-0.5,0.65,0.44,5,"11659,12779,6802,1843,8216,9562"
519,6,2,0.8,0.3,0.5,-0.5,0.65,0.44,6,"11659,12779,6802,1843,8216,9562"
520,6,2,0.8,0.3,0.5,-0.5,0.65,0.6,2,"11659,12779,6802,1843,8216,9562"
521,6,2,0.8,0.3,0.5,-0.5,0.65,0.6,3,"11659,12779,6802,1843,8216,9562"
522,6,2,0.8,0.3,0.5,-0.5,0.65,0.6,4,"11659,12779,6802,1843,8216,9562"
523,6,2,0.8,0.3,0.5,-0.5,0.65,0.6,5,"11659,12779,6802,1843,8216,9562"
524,6,2,0.8,0.3,0.5,-0.5,0.65,0.6,6,"11659,12779,6802,1843,8216,9562"
525,4,2,0.8,0.3,0.5,-0.5,1.0,0.3,2,"8216,9562,11659,12779"
526,4,2,0.8,0.3,0.5,-0.5,1.0,0.3,3,"8216,9562,11659,12779"
527,4,2,0.8,0.3,0.5,-0.5,1.0,0.3,4,"8216,9562,11659,12779"
528,4,2,0.8,0.3,0.5,-0.5,1.0,0.3,5,"8216,9562,11659,12779"
529,4,2,0.8,0.3,0.5,-0.5,1.0,0.3,6,"8216,9562,11659,12779"
530,4,2,0.8,0.3,0.5,-0.5,1.0,0.44,2,"8216,9562,11659,12779"
531,4,2,0.8,0.3,0.5,-0.5,1.0,0.44,3,"8216,9562,11659,12779"
532,4,2,0.8,0.3,0.5,-0.5,1.0,0.44,4,"8216,9562,11659,12779"
533,4,2,0.8,0.3,0.5,-0.5,1.0,0.44,5,"8216,9562,11659,12779"
534,4,2,0.8,0.3,0.5,-0.5,1.0,0.44,6,"8216,9562,11659,12779"
535,4,2,0.8,0.3,0.5,-0.5,1.0,0.6,2,"8216,9562,11659,12779"
536,4,2,0.8,0.3,0.5,-0.5,1.0,0.6,3,"8216,9562,11659,12779"
537,4,2,0.8,0.3,0.5,-0.5,1.0,0.6,4,"8216,9562,11659,12779"
538,4,2,0.8,0.3,0.5,-0.5,1.0,0.6,5,"8216,9562,11659,12779"
539,4,2,0.8,0.3,0.5,-0.5,1.0,0.6,6,"8216,9562,11659,12779"
540,14,2,0.8,0.3,1.0,-1.5,0.3,0.3,2,"3206,4010,11659,12779,1935,1424,2034,6802,1843,9427,8216,9562,5726,11615"
541,14,2,0.8,0.3,1.0,-1.5,0.3,0.3,3,"3206,4010,11659,12779,1935,1424,2034,6802,1843,9427,8216,9562,5726,11615"
542,14,2,0.8,0.3,1.0,-1.5,0.3,0.3,4,"3206,4010,11659,12779,1935,1424,2034,6802,1843,9427,8216,9562,5726,11615"
543,14,2,0.8,0.3,1.0,-1.5,0.3,0.3,5,"3206,4010,11659,12779,1935,1424,2034,6802,1843,9427,8216,9562,5726,11615"
544,14,2,0.8,0.3,1.0,-1.5,0.3,0.3,6,"3206,4010,11659,12779,1935,1424,2034,6802,1843,9427,8216,9562,5726,11615"
545,14,2,0.8,0.3,1.0,-1.5,0.3,0.44,2,"3206,4010,11659,12779,1935,1424,2034,6802,1843,9427,8216,9562,5726,11615"
546,14,2,0.8,0.3,1.0,-1.5,0.3,0.44,3,"3206,4010,11659,12779,1935,1424,2034,6802,1843,9427,8216,9562,5726,11615"
547,14,2,0.8,0.3,1.0,-1.5,0.3,0.44,4,"3206,4010,11659,12779,1935,1424,2034,6802,1843,9427,8216,9562,5726,11615"
548,14,2,0.8,0.3,1.0,-1.5,0.3,0.44,5,"3206,4010,11659,12779,1935,1424,2034,6802,1843,9427,8216,9562,5726,11615"
549,14,2,0.8,0.3,1.0,-1.5,0.3,0.44,6,"3206,4010,11659,12779,1935,1424,2034,6802,1843,9427,8216,9562,5726,11615"
550,12,2,0.8,0.3,1.0,-1.5,0.3,0.6,2,"3206,4010,11659,12779,1935,1424,2034,6802,1843,8216,9562,5726"
551,12,2,0.8,0.3,1.0,-1.5,0.3,0.6,3,"3206,4010,11659,12779,1935,1424,2034,6802,1843,8216,9562,5726"
552,12,2,0.8,0.3,1.0,-1.5,0.3,0.6,4,"3206,4010,11659,12779,1935,1424,2034,6802,1843,8216,9562,5726"
553,12,2,0.8,0.3,1.0,-1.5,0.3,0.6,5,"3206,4010,11659,12779,1935,1424,2034,6802,1843,8216,9562,5726"
554,12,2,0.8,0.3,1.0,-1.5,0.3,0.6,6,"3206,4010,11659,12779,1935,1424,2034,6802,1843,8216,9562,5726"
555,11,2,0.8,0.3,1.0,-1.5,0.65,0.3,2,"4010,11659,12779,1935,1424,2034,6802,1843,8216,9562,5726"
556,11,2,0.8,0.3,1.0,-1.5,0.65,0.3,3,"4010,11659,12779,1935,1424,2034,6802,1843,8216,9562,5726"
557,11,2,0.8,0.3,1.0,-1.5,0.65,0.3,4,"4010,11659,12779,1935,1424,2034,6802,1843,8216,9562,5726"
558,11,2,0.8,0.3,1.0,-1.5,0.65,0.3,5,"4010,11659,12779,1935,1424,2034,6802,1843,8216,9562,5726"
559,11,2,0.8,0.3,1.0,-1.5,0.65,0.3,6,"4010,11659,12779,1935,1424,2034,6802,1843,8216,9562,5726"
560,10,2,0.8,0.3,1.0,-1.5,0.65,0.44,2,"4010,11659,12779,1935,1424,6802,1843,8216,9562,5726"
561,10,2,0.8,0.3,1.0,-1.5,0.65,0.44,3,"4010,11659,12779,1935,1424,6802,1843,8216,9562,5726"
562,10,2,0.8,0.3,1.0,-1.5,0.65,0.44,4,"4010,11659,12779,1935,1424,6802,1843,8216,9562,5726"
563,10,2,0.8,0.3,1.0,-1.5,0.65,0.44,5,"4010,11659,12779,1935,1424,6802,1843,8216,9562,5726"
564,10,2,0.8,0.3,1.0,-1.5,0.65,0.44,6,"4010,11659,12779,1935,1424,6802,1843,8216,9562,5726"
565,10,2,0.8,0.3,1.0,-1.5,0.65,0.6,2,"4010,11659,12779,1935,1424,6802,1843,8216,9562,5726"
566,10,2,0.8,0.3,1.0,-1.5,0.65,0.6,3,"4010,11659,12779,1935,1424,6802,1843,8216,9562,5726"
567,10,2,0.8,0.3,1.0,-1.5,0.65,0.6,4,"4010,11659,12779,1935,1424,6802,1843,8216,9562,5726"
568,10,2,0.8,0.3,1.0,-1.5,0.65,0.6,5,"4010,11659,12779,1935,1424,6802,1843,8216,9562,5726"
569,10,2,0.8,0.3,1.0,-1.5,0.65,0.6,6,"4010,11659,12779,1935,1424,6802,1843,8216,9562,5726"
570,7,2,0.8,0.3,1.0,-1.5,1.0,0.3,2,"4010,11659,12779,1424,8216,9562,5726"
571,7,2,0.8,0.3,1.0,-1.5,1.0,0.3,3,"4010,11659,12779,1424,8216,9562,5726"
572,7,2,0.8,0.3,1.0,-1.5,1.0,0.3,4,"4010,11659,12779,1424,8216,9562,5726"
573,7,2,0.8,0.3,1.0,-1.5,1.0,0.3,5,"4010,11659,12779,1424,8216,9562,5726"
574,7,2,0.8,0.3,1.0,-1.5,1.0,0.3,6,"4010,11659,12779,1424,8216,9562,5726"
575,7,2,0.8,0.3,1.0,-1.5,1.0,0.44,2,"4010,11659,12779,1424,8216,9562,5726"
576,7,2,0.8,0.3,1.0,-1.5,1.0,0.44,3,"4010,11659,12779,1424,8216,9562,5726"
577,7,2,0.8,0.3,1.0,-1.5,1.0,0.44,4,"4010,11659,12779,1424,8216,9562,5726"
578,7,2,0.8,0.3,1.0,-1.5,1.0,0.44,5,"4010,11659,12779,1424,8216,9562,5726"
579,7,2,0.8,0.3,1.0,-1.5,1.0,0.44,6,"4010,11659,12779,1424,8216,9562,5726"
580,7,2,0.8,0.3,1.0,-1.5,1.0,0.6,2,"4010,11659,12779,1424,8216,9562,5726"
581,7,2,0.8,0.3,1.0,-1.5,1.0,0.6,3,"4010,11659,12779,1424,8216,9562,5726"
582,7,2,0.8,0.3,1.0,-1.5,1.0,0.6,4,"4010,11659,12779,1424,8216,9562,5726"
583,7,2,0.8,0.3,1.0,-1.5,1.0,0.6,5,"4010,11659,12779,1424,8216,9562,5726"
584,7,2,0.8,0.3,1.0,-1.5,1.0,0.6,6,"4010,11659,12779,1424,8216,9562,5726"
585,14,2,0.8,0.3,1.0,-1.0,0.3,0.3,2,"3206,4010,11659,12779,1935,1424,2034,6802,1843,9427,8216,9562,5726,11615"
586,14,2,0.8,0.3,1.0,-1.0,0.3,0.3,3,"3206,4010,11659,12779,1935,1424,2034,6802,1843,9427,8216,9562,5726,11615"
587,14,2,0.8,0.3,1.0,-1.0,0.3,0.3,4,"3206,4010,11659,12779,1935,1424,2034,6802,1843,9427,8216,9562,5726,11615"
588,14,2,0.8,0.3,1.0,-1.0,0.3,0.3,5,"3206,4010,11659,12779,1935,1424,2034,6802,1843,9427,8216,9562,5726,11615"
589,14,2,0.8,0.3,1.0,-1.0,0.3,0.3,6,"3206,4010,11659,12779,1935,1424,2034,6802,1843,9427,8216,9562,5726,11615"
590,14,2,0.8,0.3,1.0,-1.0,0.3,0.44,2,"3206,4010,11659,12779,1935,1424,2034,6802,1843,9427,8216,9562,5726,11615"
591,14,2,0.8,0.3,1.0,-1.0,0.3,0.44,3,"3206,4010,11659,12779,1935,1424,2034,6802,1843,9427,8216,9562,5726,11615"
592,14,2,0.8,0.3,1.0,-1.0,0.3,0.44,4,"3206,4010,11659,12779,1935,1424,2034,6802,1843,9427,8216,9562,5726,11615"
593,14,2,0.8,0.3,1.0,-1.0,0.3,0.44,5,"3206,4010,11659,12779,1935,1424,2034,6802,1843,9427,8216,9562,5726,11615"
594,14,2,0.8,0.3,1.0,-1.0,0.3,0.44,6,"3206,4010,11659,12779,1935,1424,2034,6802,1843,9427,8216,9562,5726,11615"
595,12,2,0.8,0.3,1.0,-1.0,0.3,0.6,2,"3206,4010,11659,12779,1935,1424,2034,6802,1843,8216,9562,5726"
596,12,2,0.8,0.3,1.0,-1.0,0.3,0.6,3,"3206,4010,11659,12779,1935,1424,2034,6802,1843,8216,9562,5726"
597,12,2,0.8,0.3,1.0,-1.0,0.3,0.6,4,"3206,4010,11659,12779,1935,1424,2034,6802,1843,8216,9562,5726"
598,12,2,0.8,0.3,1.0,-1.0,0.3,0.6,5,"3206,4010,11659,12779,1935,1424,2034,6802,1843,8216,9562,5726"
599,12,2,0.8,0.3,1.0,-1.0,0.3,0.6,6,"3206,4010,11659,12779,1935,1424,2034,6802,1843,8216,9562,5726"
600,11,2,0.8,0.3,1.0,-1.0,0.65,0.3,2,"4010,11659,12779,1935,1424,2034,6802,1843,8216,9562,5726"
601,11,2,0.8,0.3,1.0,-1.0,0.65,0.3,3,"4010,11659,12779,1935,1424,2034,6802,1843,8216,9562,5726"
602,11,2,0.8,0.3,1.0,-1.0,0.65,0.3,4,"4010,11659,12779,1935,1424,2034,6802,1843,8216,9562,5726"
603,11,2,0.8,0.3,1.0,-1.0,0.65,0.3,5,"4010,11659,12779,1935,1424,2034,6802,1843,8216,9562,5726"
604,11,2,0.8,0.3,1.0,-1.0,0.65,0.3,6,"4010,11659,12779,1935,1424,2034,6802,1843,8216,9562,5726"
605,10,2,0.8,0.3,1.0,-1.0,0.65,0.44,2,"4010,11659,12779,1935,1424,6802,1843,8216,9562,5726"
606,10,2,0.8,0.3,1.0,-1.0,0.65,0.44,3,"4010,11659,12779,1935,1424,6802,1843,8216,9562,5726"
607,10,2,0.8,0.3,1.0,-1.0,0.65,0.44,4,"4010,11659,12779,1935,1424,6802,1843,8216,9562,5726"
608,10,2,0.8,0.3,1.0,-1.0,0.65,0.44,5,"4010,11659,12779,1935,1424,6802,1843,8216,9562,5726"
609,10,2,0.8,0.3,1.0,-1.0,0.65,0.44,6,"4010,11659,12779,1935,1424,6802,1843,8216,9562,5726"
610,10,2,0.8,0.3,1.0,-1.0,0.65,0.6,2,"4010,11659,12779,1935,1424,6802,1843,8216,9562,5726"
611,10,2,0.8,0.3,1.0,-1.0,0.65,0.6,3,"4010,11659,12779,1935,1424,6802,1843,8216,9562,5726"
612,10,2,0.8,0.3,1.0,-1.0,0.65,0.6,4,"4010,11659,12779,1935,1424,6802,1843,8216,9562,5726"
613,10,2,0.8,0.3,1.0,-1.0,0.65,0.6,5,"4010,11659,12779,1935,1424,6802,1843,8216,9562,5726"
614,10,2,0.8,0.3,1.0,-1.0,0.65,0.6,6,"4010,11659,12779,1935,1424,6802,1843,8216,9562,5726"
615,7,2,0.8,0.3,1.0,-1.0,1.0,0.3,2,"4010,11659,12779,1424,8216,9562,5726"
616,7,2,0.8,0.3,1.0,-1.0,1.0,0.3,3,"4010,11659,12779,1424,8216,9562,5726"
617,7,2,0.8,0.3,1.0,-1.0,1.0,0.3,4,"4010,11659,12779,1424,8216,9562,5726"
618,7,2,0.8,0.3,1.0,-1.0,1.0,0.3,5,"4010,11659,12779,1424,8216,9562,5726"
619,7,2,0.8,0.3,1.0,-1.0,1.0,0.3,6,"4010,11659,12779,1424,8216,9562,5726"
620,7,2,0.8,0.3,1.0,-1.0,1.0,0.44,2,"4010,11659,12779,1424,8216,9562,5726"
621,7,2,0.8,0.3,1.0,-1.0,1.0,0.44,3,"4010,11659,12779,1424,8216,9562,5726"
622,7,2,0.8,0.3,1.0,-1.0,1.0,0.44,4,"4010,11659,12779,1424,8216,9562,5726"
623,7,2,0.8,0.3,1.0,-1.0,1.0,0.44,5,"4010,11659,12779,1424,8216,9562,5726"
624,7,2,0.8,0.3,1.0,-1.0,1.0,0.44,6,"4010,11659,12779,1424,8216,9562,5726"
625,7,2,0.8,0.3,1.0,-1.0,1.0,0.6,2,"4010,11659,12779,1424,8216,9562,5726"
626,7,2,0.8,0.3,1.0,-1.0,1.0,0.6,3,"4010,11659,12779,1424,8216,9562,5726"
627,7,2,0.8,0.3,1.0,-1.0,1.0,0.6,4,"4010,11659,12779,1424,8216,9562,5726"
628,7,2,0.8,0.3,1.0,-1.0,1.0,0.6,5,"4010,11659,12779,1424,8216,9562,5726"
629,7,2,0.8,0.3,1.0,-1.0,1.0,0.6,6,"4010,11659,12779,1424,8216,9562,5726"
630,10,2,0.8,0.3,1.0,-0.5,0.3,0.3,2,"3206,11659,12779,6802,1843,2034,9427,8216,9562,11615"
631,10,2,0.8,0.3,1.0,-0.5,0.3,0.3,3,"3206,11659,12779,6802,1843,2034,9427,8216,9562,11615"
632,10,2,0.8,0.3,1.0,-0.5,0.3,0.3,4,"3206,11659,12779,6802,1843,2034,9427,8216,9562,11615"
633,10,2,0.8,0.3,1.0,-0.5,0.3,0.3,5,"3206,11659,12779,6802,1843,2034,9427,8216,9562,11615"
634,10,2,0.8,0.3,1.0,-0.5,0.3,0.3,6,"3206,11659,12779,6802,1843,2034,9427,8216,9562,11615"
635,10,2,0.8,0.3,1.0,-0.5,0.3,0.44,2,"3206,11659,12779,6802,1843,2034,9427,8216,9562,11615"
636,10,2,0.8,0.3,1.0,-0.5,0.3,0.44,3,"3206,11659,12779,6802,1843,2034,9427,8216,9562,11615"
637,10,2,0.8,0.3,1.0,-0.5,0.3,0.44,4,"3206,11659,12779,6802,1843,2034,9427,8216,9562,11615"
638,10,2,0.8,0.3,1.0,-0.5,0.3,0.44,5,"3206,11659,12779,6802,1843,2034,9427,8216,9562,11615"
639,10,2,0.8,0.3,1.0,-0.5,0.3,0.44,6,"3206,11659,12779,6802,1843,2034,9427,8216,9562,11615"
640,8,2,0.8,0.3,1.0,-0.5,0.3,0.6,2,"3206,11659,12779,6802,1843,2034,8216,9562"
641,8,2,0.8,0.3,1.0,-0.5,0.3,0.6,3,"3206,11659,12779,6802,1843,2034,8216,9562"
642,8,2,0.8,0.3,1.0,-0.5,0.3,0.6,4,"3206,11659,12779,6802,1843,2034,8216,9562"
643,8,2,0.8,0.3,1.0,-0.5,0.3,0.6,5,"3206,11659,12779,6802,1843,2034,8216,9562"
644,8,2,0.8,0.3,1.0,-0.5,0.3,0.6,6,"3206,11659,12779,6802,1843,2034,8216,9562"
645,7,2,0.8,0.3,1.0,-0.5,0.65,0.3,2,"11659,12779,6802,1843,2034,8216,9562"
646,7,2,0.8,0.3,1.0,-0.5,0.65,0.3,3,"11659,12779,6802,1843,2034,8216,9562"
647,7,2,0.8,0.3,1.0,-0.5,0.65,0.3,4,"11659,12779,6802,1843,2034,8216,9562"
648,7,2,0.8,0.3,1.0,-0.5,0.65,0.3,5,"11659,12779,6802,1843,2034,8216,9562"
649,7,2,0.8,0.3,1.0,-0.5,0.65,0.3,6,"11659,12779,6802,1843,2034,8216,9562"
650,6,2,0.8,0.3,1.0,-0.5,0.65,0.44,2,"11659,12779,6802,1843,8216,9562"
651,6,2,0.8,0.3,1.0,-0.5,0.65,0.44,3,"11659,12779,6802,1843,8216,9562"
652,6,2,0.8,0.3,1.0,-0.5,0.65,0.44,4,"11659,12779,6802,1843,8216,9562"
653,6,2,0.8,0.3,1.0,-0.5,0.65,0.44,5,"11659,12779,6802,1843,8216,9562"
654,6,2,0.8,0.3,1.0,-0.5,0.65,0.44,6,"11659,12779,6802,1843,8216,9562"
655,6,2,0.8,0.3,1.0,-0.5,0.65,0.6,2,"11659,12779,6802,1843,8216,9562"
656,6,2,0.8,0.3,1.0,-0.5,0.65,0.6,3,"11659,12779,6802,1843,8216,9562"
657,6,2,0.8,0.3,1.0,-0.5,0.65,0.6,4,"11659,12779,6802,1843,8216,9562"
658,6,2,0.8,0.3,1.0,-0.5,0.65,0.6,5,"11659,12779,6802,1843,8216,9562"
659,6,2,0.8,0.3,1.0,-0.5,0.65,0.6,6,"11659,12779,6802,1843,8216,9562"
660,4,2,0.8,0.3,1.0,-0.5,1.0,0.3,2,"8216,9562,11659,12779"
661,4,2,0.8,0.3,1.0,-0.5,1.0,0.3,3,"8216,9562,11659,12779"
662,4,2,0.8,0.3,1.0,-0.5,1.0,0.3,4,"8216,9562,11659,12779"
663,4,2,0.8,0.3,1.0,-0.5,1.0,0.3,5,"8216,9562,11659,12779"
664,4,2,0.8,0.3,1.0,-0.5,1.0,0.3,6,"8216,9562,11659,12779"
665,4,2,0.8,0.3,1.0,-0.5,1.0,0.44,2,"8216,9562,11659,12779"
666,4,2,0.8,0.3,1.0,-0.5,1.0,0.44,3,"8216,9562,11659,12779"
