combo_index,num_sources,veto_snr,star_cut,color1_min,color2_max,color2_min,color3_intercept,color3_slope,snr_threshold,recovered_ids
214,7,2,0.8,0.2,1.0,-1.0,1.0,0.3,6,"4010,11659,12779,1424,8216,9562,5726"
215,7,2,0.8,0.2,1.0,-1.0,1.0,0.44,2,"4010,11659,12779,1424,8216,9562,5726"
216,7,2,0.8,0.2,1.0,-1.0,1.0,0.44,3,"4010,11659,12779,1424,8216,9562,5726"
217,7,2,0.8,0.2,1.0,-1.0,1.0,0.44,4,"4010,11659,12779,1424,8216,9562,5726"
218,7,2,0.8,0.2,1.0,-1.0,1.0,0.44,5,"4010,11659,12779,1424,8216,9562,5726"
219,7,2,0.8,0.2,1.0,-1.0,1.0,0.44,6,"4010,11659,12779,1424,8216,9562,5726"
220,7,2,0.8,0.2,1.0,-1.0,1.0,0.6,2,"4010,11659,12779,1424,8216,9562,5726"
221,7,2,0.8,0.2,1.0,-1.0,1.0,0.6,3,"4010,11659,12779,1424,8216,9562,5726"
222,7,2,0.8,0.2,1.0,-1.0,1.0,0.6,4,"4010,11659,12779,1424,8216,9562,5726"
223,7,2,0.8,0.2,1.0,-1.0,1.0,0.6,5,"4010,11659,12779,1424,8216,9562,5726"
224,7,2,0.8,0.2,1.0,-1.0,1.0,0.6,6,"4010,11659,12779,1424,8216,9562,5726"
225,10,2,0.8,0.2,1.0,-0.5,0.3,0.3,2,"3206,11659,12779,6802,1843,2034,9427,8216,9562,11615"
226,10,2,0.8,0.2,1.0,-0.5,0.3,0.3,3,"3206,11659,12779,6802,1843,2034,9427,8216,9562,11615"
227,10,2,0.8,0.2,1.0,-0.5,0.3,0.3,4,"3206,11659,12779,6802,1843,2034,9427,8216,9562,11615"
228,10,2,0.8,0.2,1.0,-0.5,0.3,0.3,5,"3206,11659,12779,6802,1843,2034,9427,8216,9562,11615"
229,10,2,0.8,0.2,1.0,-0.5,0.3,0.3,6,"3206,11659,12779,6802,1843,2034,9427,8216,9562,11615"
230,10,2,0.8,0.2,1.0,-0.5,0.3,0.44,2,"3206,11659,12779,6802,1843,2034,9427,8216,9562,11615"
231,10,2,0.8,0.2,1.0,-0.5,0.3,0.44,3,"3206,11659,12779,6802,1843,2034,9427,8216,9562,11615"
232,10,2,0.8,0.2,1.0,-0.5,0.3,0.44,4,"3206,11659,12779,6802,1843,2034,9427,8216,9562,11615"
233,10,2,0.8,0.2,1.0,-0.5,0.3,0.44,5,"3206,11659,12779,6802,1843,2034,9427,8216,9562,11615"
234,10,2,0.8,0.2,1.0,-0.5,0.3,0.44,6,"3206,11659,12779,6802,1843,2034,9427,8216,9562,11615"
235,8,2,0.8,0.2,1.0,-0.5,0.3,0.6,2,"3206,11659,12779,6802,1843,2034,8216,9562"
236,8,2,0.8,0.2,1.0,-0.5,0.3,0.6,3,"3206,11659,12779,6802,1843,2034,8216,9562"
237,8,2,0.8,0.2,1.0,-0.5,0.3,0.6,4,"3206,11659,12779,6802,1843,2034,8216,9562"
238,8,2,0.8,0.2,1.0,-0.5,0.3,0.6,5,"3206,11659,12779,6802,1843,2034,8216,9562"
239,8,2,0.8,0.2,1.0,-0.5,0.3,0.6,6,"3206,11659,12779,6802,1843,2034,8216,9562"
240,7,2,0.8,0.2,1.0,-0.5,0.65,0.3,2,"11659,12779,6802,1843,2034,8216,9562"
241,7,2,0.8,0.2,1.0,-0.5,0.65,0.3,3,"11659,12779,6802,1843,2034,8216,9562"
242,7,2,0.8,0.2,1.0,-0.5,0.65,0.3,4,"11659,12779,6802,1843,2034,8216,9562"
243,7,2,0.8,0.2,1.0,-0.5,0.65,0.3,5,"11659,12779,6802,1843,2034,8216,9562"
244,7,2,0.8,0.2,1.0,-0.5,0.65,0.3,6,"11659,12779,6802,1843,2034,8216,9562"
245,6,2,0.8,0.2,1.0,-0.5,0.65,0.44,2,"11659,12779,6802,1843,8216,9562"
246,6,2,0.8,0.2,1.0,-0.5,0.65,0.44,3,"11659,12779,6802,1843,8216,9562"
247,6,2,0.8,0.2,1.0,-0.5,0.65,0.44,4,"11659,12779,6802,1843,8216,9562"
248,6,2,0.8,0.2,1.0,-0.5,0.65,0.44,5,"11659,12779,6802,1843,8216,9562"
249,6,2,0.8,0.2,1.0,-0.5,0.65,0.44,6,"11659,12779,6802,1843,8216,9562"
250,6,2,0.8,0.2,1.0,-0.5,0.65,0.6,2,"11659,12779,6802,1843,8216,9562"
251,6,2,0.8,0.2,1.0,-0.5,0.65,0.6,3,"11659,12779,6802,1843,8216,9562"
252,6,2,0.8,0.2,1.0,-0.5,0.65,0.6,4,"11659,12779,6802,1843,8216,9562"
253,6,2,0.8,0.2,1.0,-0.5,0.65,0.6,5,"11659,12779,6802,1843,8216,9562"
254,6,2,0.8,0.2,1.0,-0.5,0.65,0.6,6,"11659,12779,6802,1843,8216,9562"
255,4,2,0.8,0.2,1.0,-0.5,1.0,0.3,2,"8216,9562,11659,12779"
256,4,2,0.8,0.2,1.0,-0.5,1.0,0.3,3,"8216,9562,11659,12779"
257,4,2,0.8,0.2,1.0,-0.5,1.0,0.3,4,"8216,9562,11659,12779"
258,4,2,0.8,0.2,1.0,-0.5,1.0,0.3,5,"8216,9562,11659,12779"
259,4,2,0.8,0.2,1.0,-0.5,1.0,0.3,6,"8216,9562,11659,12779"
260,4,2,0.8,0.2,1.0,-0.5,1.0,0.44,2,"8216,9562,11659,12779"
261,4,2,0.8,0.2,1.0,-0.5,1.0,0.44,3,"8216,9562,11659,12779"
262,4,2,0.8,0.2,1.0,-0.5,1.0,0.44,4,"8216,9562,11659,12779"
263,4,2,0.8,0.2,1.0,-0.5,1.0,0.44,5,"8216,9562,11659,12779"
264,4,2,0.8,0.2,1.0,-0.5,1.0,0.44,6,"8216,9562,11659,12779"
265,4,2,0.8,0.2,1.0,-0.5,1.0,0.6,2,"8216,9562,11659,12779"
266,4,2,0.8,0.2,1.0,-0.5,1.0,0.6,3,"8216,9562,11659,12779"
267,4,2,0.8,0.2,1.0,-0.5,1.0,0.6,4,"8216,9562,11659,12779"
268,4,2,0.8,0.2,1.0,-0.5,1.0,0.6,5,"8216,9562,11659,12779"
269,4,2,0.8,0.2,1.0,-0.5,1.0,0.6,6,"8216,9562,11659,12779"
270,14,2,0.8,0.2,1.5,-1.5,0.3,0.3,2,"3206,4010,11659,12779,1935,1424,2034,6802,1843,9427,8216,9562,5726,11615"
271,14,2,0.8,0.2,1.5,-1.5,0.3,0.3,3,"3206,4010,11659,12779,1935,1424,2034,6802,1843,9427,8216,9562,5726,11615"
272,14,2,0.8,0.2,1.5,-1.5,0.3,0.3,4,"3206,4010,11659,12779,1935,1424,2034,6802,1843,9427,8216,9562,5726,11615"
273,14,2,0.8,0.2,1.5,-1.5,0.3,0.3,5,"3206,4010,11659,12779,1935,1424,2034,6802,1843,9427,8216,9562,5726,11615"
274,14,2,0.8,0.2,1.5,-1.5,0.3,0.3,6,"3206,4010,11659,12779,1935,1424,2034,6802,1843,9427,8216,9562,5726,11615"
275,14,2,0.8,0.2,1.5,-1.5,0.3,0.44,2,"3206,4010,11659,12779,1935,1424,2034,6802,1843,9427,8216,9562,5726,11615"
276,14,2,0.8,0.2,1.5,-1.5,0.3,0.44,3,"3206,4010,11659,12779,1935,1424,2034,6802,1843,9427,8216,9562,5726,11615"
277,14,2,0.8,0.2,1.5,-1.5,0.3,0.44,4,"3206,4010,11659,12779,1935,1424,2034,6802,1843,9427,8216,9562,5726,11615"
278,14,2,0.8,0.2,1.5,-1.5,0.3,0.44,5,"3206,4010,11659,12779,1935,1424,2034,6802,1843,9427,8216,9562,5726,11615"
279,14,2,0.8,0.2,1.5,-1.5,0.3,0.44,6,"3206,4010,11659,12779,1935,1424,2034,6802,1843,9427,8216,9562,5726,11615"
280,12,2,0.8,0.2,1.5,-1.5,0.3,0.6,2,"3206,4010,11659,12779,1935,1424,2034,6802,1843,8216,9562,5726"
281,12,2,0.8,0.2,1.5,-1.5,0.3,0.6,3,"3206,4010,11659,12779,1935,1424,2034,6802,1843,8216,9562,5726"
282,12,2,0.8,0.2,1.5,-1.5,0.3,0.6,4,"3206,4010,11659,12779,1935,1424,2034,6802,1843,8216,9562,5726"
283,12,2,0.8,0.2,1.5,-1.5,0.3,0.6,5,"3206,4010,11659,12779,1935,1424,2034,6802,1843,8216,9562,5726"
284,12,2,0.8,0.2,1.5,-1.5,0.3,0.6,6,"3206,4010,11659,12779,1935,1424,2034,6802,1843,8216,9562,5726"
285,11,2,0.8,0.2,1.5,-1.5,0.65,0.3,2,"4010,11659,12779,1935,1424,2034,6802,1843,8216,9562,5726"
286,11,2,0.8,0.2,1.5,-1.5,0.65,0.3,3,"4010,11659,12779,1935,1424,2034,6802,1843,8216,9562,5726"
287,11,2,0.8,0.2,1.5,-1.5,0.65,0.3,4,"4010,11659,12779,1935,1424,2034,6802,1843,8216,9562,5726"
288,11,2,0.8,0.2,1.5,-1.5,0.65,0.3,5,"4010,11659,12779,1935,1424,2034,6802,1843,8216,9562,5726"
289,11,2,0.8,0.2,1.5,-1.5,0.65,0.3,6,"4010,11659,12779,1935,1424,2034,6802,1843,8216,9562,5726"
290,10,2,0.8,0.2,1.5,-1.5,0.65,0.44,2,"4010,11659,12779,1935,1424,6802,1843,8216,9562,5726"
291,10,2,0.8,0.2,1.5,-1.5,0.65,0.44,3,"4010,11659,12779,1935,1424,6802,1843,8216,9562,5726"
292,10,2,0.8,0.2,1.5,-1.5,0.65,0.44,4,"4010,11659,12779,1935,1424,6802,1843,8216,9562,5726"
293,10,2,0.8,0.2,1.5,-1.5,0.65,0.44,5,"4010,11659,12779,1935,1424,6802,1843,8216,9562,5726"
294,10,2,0.8,0.2,1.5,-1.5,0.65,0.44,6,"4010,11659,12779,1935,1424,6802,1843,8216,9562,5726"
295,10,2,0.8,0.2,1.5,-1.5,0.65,0.6,2,"4010,11659,12779,1935,1424,6802,1843,8216,9562,5726"
296,10,2,0.8,0.2,1.5,-1.5,0.65,0.6,3,"4010,11659,12779,1935,1424,6802,1843,8216,9562,5726"
297,10,2,0.8,0.2,1.5,-1.5,0.65,0.6,4,"4010,11659,12779,1935,1424,6802,1843,8216,9562,5726"
298,10,2,0.8,0.2,1.5,-1.5,0.65,0.6,5,"4010,11659,12779,1935,1424,6802,1843,8216,9562,5726"
299,10,2,0.8,0.2,1.5,-1.5,0.65,0.6,6,"4010,11659,12779,1935,1424,6802,1843,8216,9562,5726"
300,7,2,0.8,0.2,1.5,-1.5,1.0,0.3,2,"4010,11659,12779,1424,8216,9562,5726"
301,7,2,0.8,0.2,1.5,-1.5,1.0,0.3,3,"4010,11659,12779,1424,8216,9562,5726"
302,7,2,0.8,0.2,1.5,-1.5,1.0,0.3,4,"4010,11659,12779,1424,8216,9562,5726"
303,7,2,0.8,0.2,1.5,-1.5,1.0,0.3,5,"4010,11659,12779,1424,8216,9562,5726"
304,7,2,0.8,0.2,1.5,-1.5,1.0,0.3,6,"4010,11659,12779,1424,8216,9562,5726"
305,7,2,0.8,0.2,1.5,-1.5,1.0,0.44,2,"4010,11659,12779,1424,8216,9562,5726"
306,7,2,0.8,0.2,1.5,-1.5,1.0,0.44,3,"4010,11659,12779,1424,8216,9562,5726"
307,7,2,0.8,0.2,1.5,-1.5,1.0,0.44,4,"4010,11659,12779,1424,8216,9562,5726"
308,7,2,0.8,0.2,1.5,-1.5,1.0,0.44,5,"4010,11659,12779,1424,8216,9562,5726"
309,7,2,0.8,0.2,1.5,-1.5,1.0,0.44,6,"4010,11659,12779,1424,8216,9562,5726"
310,7,2,0.8,0.2,1.5,-1.5,1.0,0.6,2,"4010,11659,12779,1424,8216,9562,5726"
311,7,2,0.8,0.2,1.5,-1.5,1.0,0.6,3,"4010,11659,12779,1424,8216,9562,5726"
312,7,2,0.8,0.2,1.5,-1.5,1.0,0.6,4,"4010,11659,12779,1424,8216,9562,5726"
313,7,2,0.8,0.2,1.5,-1.5,1.0,0.6,5,"4010,11659,12779,1424,8216,9562,5726"
314,7,2,0.8,0.2,1.5,-1.5,1.0,0.6,6,"4010,11659,12779,1424,8216,9562,5726"
315,14,2,0.8,0.2,1.5,-1.0,0.3,0.3,2,"3206,4010,11659,12779,1935,1424,2034,6802,1843,9427,8216,9562,5726,11615"
316,14,2,0.8,0.2,1.5,-1.0,0.3,0.3,3,"3206,4010,11659,12779,1935,1424,2034,6802,1843,9427,8216,9562,5726,11615"
317,14,2,0.8,0.2,1.5,-1.0,0.3,0.3,4,"3206,4010,11659,12779,1935,1424,2034,6802,1843,9427,8216,9562,5726,11615"
318,14,2,0.8,0.2,1.5,-1.0,0.3,0.3,5,"3206,4010,11659,12779,1935,1424,2034,6802,1843,9427,8216,9562,5726,11615"
319,14,2,0.8,0.2,1.5,-1.0,0.3,0.3,6,"3206,4010,11659,12779,1935,1424,2034,6802,1843,9427,8216,9562,5726,11615"
320,14,2,0.8,0.2,1.5,-1.0,0.3,0.44,2,"3206,4010,11659,12779,1935,1424,2034,6802,1843,9427,8216,9562,5726,11615"
321,14,2,0.8,0.2,1.5,-1.0,0.3,0.44,3,"3206,4010,11659,12779,1935,1424,2034,6802,1843,9427,8216,9562,5726,11615"
322,14,2,0.8,0.2,1.5,-1.0,0.3,0.44,4,"3206,4010,11659,12779,1935,1424,2034,6802,1843,9427,8216,9562,5726,11615"
323,14,2,0.8,0.2,1.5,-1.0,0.3,0.44,5,"3206,4010,11659,12779,1935,1424,2034,6802,1843,9427,8216,9562,5726,11615"
324,14,2,0.8,0.2,1.5,-1.0,0.3,0.44,6,"3206,4010,11659,12779,1935,1424,2034,6802,1843,9427,8216,9562,5726,11615"
325,12,2,0.8,0.2,1.5,-1.0,0.3,0.6,2,"3206,4010,11659,12779,1935,1424,2034,6802,1843,8216,9562,5726"
326,12,2,0.8,0.2,1.5,-1.0,0.3,0.6,3,"3206,4010,11659,12779,1935,1424,2034,6802,1843,8216,9562,5726"
327,12,2,0.8,0.2,1.5,-1.0,0.3,0.6,4,"3206,4010,11659,12779,1935,1424,2034,6802,1843,8216,9562,5726"
328,12,2,0.8,0.2,1.5,-1.0,0.3,0.6,5,"3206,4010,11659,12779,1935,1424,2034,6802,1843,8216,9562,5726"
329,12,2,0.8,0.2,1.5,-1.0,0.3,0.6,6,"3206,4010,11659,12779,1935,1424,2034,6802,1843,8216,9562,5726"
330,11,2,0.8,0.2,1.5,-1.0,0.65,0.3,2,"4010,11659,12779,1935,1424,2034,6802,1843,8216,9562,5726"
331,11,2,0.8,0.2,1.5,-1.0,0.65,0.3,3,"4010,11659,12779,1935,1424,2034,6802,1843,8216,9562,5726"
332,11,2,0.8,0.2,1.5,-1.0,0.65,0.3,4,"4010,11659,12779,1935,1424,2034,6802,1843,8216,9562,5726"
333,11,2,0.8,0.2,1.5,-1.0,0.65,0.3,5,"4010,11659,12779,1935,1424,2034,6802,1843,8216,9562,5726"
334,11,2,0.8,0.2,1.5,-1.0,0.65,0.3,6,"4010,11659,12779,1935,1424,2034,6802,1843,8216,9562,5726"
335,10,2,0.8,0.2,1.5,-1.0,0.65,0.44,2,"4010,11659,12779,1935,1424,6802,1843,8216,9562,5726"
336,10,2,0.8,0.2,1.5,-1.0,0.65,0.44,3,"4010,11659,12779,1935,1424,6802,1843,8216,9562,5726"
337,10,2,0.8,0.2,1.5,-1.0,0.65,0.44,4,"4010,11659,12779,1935,1424,6802,1843,8216,9562,5726"
338,10,2,0.8,0.2,1.5,-1.0,0.65,0.44,5,"4010,11659,12779,1935,1424,6802,1843,8216,9562,5726"
339,10,2,0.8,0.2,1.5,-1.0,0.65,0.44,6,"4010,11659,12779,1935,1424,6802,1843,8216,9562,5726"
340,10,2,0.8,0.2,1.5,-1.0,0.65,0.6,2,"4010,11659,12779,1935,1424,6802,1843,8216,9562,5726"
341,10,2,0.8,0.2,1.5,-1.0,0.65,0.6,3,"4010,11659,12779,1935,1424,6802,1843,8216,9562,5726"
342,10,2,0.8,0.2,1.5,-1.0,0.65,0.6,4,"4010,11659,12779,1935,1424,6802,1843,8216,9562,5726"
343,10,2,0.8,0.2,1.5,-1.0,0.65,0.6,5,"4010,11659,12779,1935,1424,6802,1843,8216,9562,5726"
344,10,2,0.8,0.2,1.5,-1.0,0.65,0.6,6,"4010,11659,12779,1935,1424,6802,1843,8216,9562,5726"
345,7,2,0.8,0.2,1.5,-1.0,1.0,0.3,2,"4010,11659,12779,1424,8216,9562,5726"
346,7,2,0.8,0.2,1.5,-1.0,1.0,0.3,3,"4010,11659,12779,1424,8216,9562,5726"
347,7,2,0.8,0.2,1.5,-1.0,1.0,0.3,4,"4010,11659,12779,1424,8216,9562,5726"
348,7,2,0.8,0.2,1.5,-1.0,1.0,0.3,5,"4010,11659,12779,1424,8216,9562,5726"
349,7,2,0.8,0.2,1.5,-1.0,1.0,0.3,6,"4010,11659,12779,1424,8216,9562,5726"
350,7,2,0.8,0.2,1.5,-1.0,1.0,0.44,2,"4010,11659,12779,1424,8216,9562,5726"
351,7,2,0.8,0.2,1.5,-1.0,1.0,0.44,3,"4010,11659,12779,1424,8216,9562,5726"
352,7,2,0.8,0.2,1.5,-1.0,1.0,0.44,4,"4010,11659,12779,1424,8216,9562,5726"
353,7,2,0.8,0.2,1.5,-1.0,1.0,0.44,5,"4010,11659,12779,1424,8216,9562,5726"
354,7,2,0.8,0.2,1.5,-1.0,1.0,0.44,6,"4010,11659,12779,1424,8216,9562,5726"
355,7,2,0.8,0.2,1.5,-1.0,1.0,0.6,2,"4010,11659,12779,1424,8216,9562,5726"
356,7,2,0.8,0.2,1.5,-1.0,1.0,0.6,3,"4010,11659,12779,1424,8216,9562,5726"
357,7,2,0.8,0.2,1.5,-1.0,1.0,0.6,4,"4010,11659,12779,1424,8216,9562,5726"
358,7,2,0.8,0.2,1.5,-1.0,1.0,0.6,5,"4010,11659,12779,1424,8216,9562,5726"
359,7,2,0.8,0.2,1.5,-1.0,1.0,0.6,6,"4010,11659,12779,1424,8216,9562,5726"
360,10,2,0.8,0.2,1.5,-0.5,0.3,0.3,2,"3206,11659,12779,6802,1843,2034,9427,8216,9562,11615"
361,10,2,0.8,0.2,1.5,-0.5,0.3,0.3,3,"3206,11659,12779,6802,1843,2034,9427,8216,9562,11615"
362,10,2,0.8,0.2,1.5,-0.5,0.3,0.3,4,"3206,11659,12779,6802,1843,2034,9427,8216,9562,11615"
363,10,2,0.8,0.2,1.5,-0.5,0.3,0.3,5,"3206,11659,12779,6802,1843,2034,9427,8216,9562,11615"
364,10,2,0.8,0.2,1.5,-0.5,0.3,0.3,6,"3206,11659,12779,6802,1843,2034,9427,8216,9562,11615"
365,10,2,0.8,0.2,1.5,-0.5,0.3,0.44,2,"3206,11659,12779,6802,1843,2034,9427,8216,9562,11615"
366,10,2,0.8,0.2,1.5,-0.5,0.3,0.44,3,"3206,11659,12779,6802,1843,2034,9427,8216,9562,11615"
367,10,2,0.8,0.2,1.5,-0.5,0.3,0.44,4,"3206,11659,12779,6802,1843,2034,9427,8216,9562,11615"
368,10,2,0.8,0.2,1.5,-0.5,0.3,0.44,5,"3206,11659,12779,6802,1843,2034,9427,8216,9562,11615"
369,10,2,0.8,0.2,1.5,-0.5,0.3,0.44,6,"3206,11659,12779,6802,1843,2034,9427,8216,9562,11615"
370,8,2,0.8,0.2,1.5,-0.5,0.3,0.6,2,"3206,11659,12779,6802,1843,2034,8216,9562"
371,8,2,0.8,0.2,1.5,-0.5,0.3,0.6,3,"3206,11659,12779,6802,1843,2034,8216,9562"
372,8,2,0.8,0.2,1.5,-0.5,0.3,0.6,4,"3206,11659,12779,6802,1843,2034,8216,9562"
373,8,2,0.8,0.2,1.5,-0.5,0.3,0.6,5,"3206,11659,12779,6802,1843,2034,8216,9562"
374,8,2,0.8,0.2,1.5,-0.5,0.3,0.6,6,"3206,11659,12779,6802,1843,2034,8216,9562"
375,7,2,0.8,0.2,1.5,-0.5,0.65,0.3,2,"11659,12779,6802,1843,2034,8216,9562"
376,7,2,0.8,0.2,1.5,-0.5,0.65,0.3,3,"11659,12779,6802,1843,2034,8216,9562"
377,7,2,0.8,0.2,1.5,-0.5,0.65,0.3,4,"11659,12779,6802,1843,2034,8216,9562"
378,7,2,0.8,0.2,1.5,-0.5,0.65,0.3,5,"11659,12779,6802,1843,2034,8216,9562"
379,7,2,0.8,0.2,1.5,-0.5,0.65,0.3,6,"11659,12779,6802,1843,2034,8216,9562"
380,6,2,0.8,0.2,1.5,-0.5,0.65,0.44,2,"11659,12779,6802,1843,8216,9562"
381,6,2,0.8,0.2,1.5,-0.5,0.65,0.44,3,"11659,12779,6802,1843,8216,9562"
382,6,2,0.8,0.2,1.5,-0.5,0.65,0.44,4,"11659,12779,6802,1843,8216,9562"
383,6,2,0.8,0.2,1.5,-0.5,0.65,0.44,5,"11659,12779,6802,1843,8216,9562"
384,6,2,0.8,0.2,1.5,-0.5,0.65,0.44,6,"11659,12779,6802,1843,8216,9562"
385,6,2,0.8,0.2,1.5,-0.5,0.65,0.6,2,"11659,12779,6802,1843,8216,9562"
386,6,2,0.8,0.2,1.5,-0.5,0.65,0.6,3,"11659,12779,6802,1843,8216,9562"
387,6,2,0.8,0.2,1.5,-0.5,0.65,0.6,4,"11659,12779,6802,1843,8216,9562"
388,6,2,0.8,0.2,1.5,-0.5,0.65,0.6,5,"11659,12779,6802,1843,8216,9562"
389,6,2,0.8,0.2,1.5,-0.5,0.65,0.6,6,"11659,12779,6802,1843,8216,9562"
390,4,2,0.8,0.2,1.5,-0.5,1.0,0.3,2,"8216,9562,11659,12779"
391,4,2,0.8,0.2,1.5,-0.5,1.0,0.3,3,"8216,9562,11659,12779"
392,4,2,0.8,0.2,1.5,-0.5,1.0,0.3,4,"8216,9562,11659,12779"
393,4,2,0.8,0.2,1.5,-0.5,1.0,0.3,5,"8216,9562,11659,12779"
394,4,2,0.8,0.2,1.5,-0.5,1.0,0.3,6,"8216,9562,11659,12779"
395,4,2,0.8,0.2,1.5,-0.5,1.0,0.44,2,"8216,9562,11659,12779"
396,4,2,0.8,0.2,1.5,-0.5,1.0,0.44,3,"8216,9562,11659,12779"
397,4,2,0.8,0.2,1.5,-0.5,1.0,0.44,4,"8216,9562,11659,12779"
398,4,2,0.8,0.2,1.5,-0.5,1.0,0.44,5,"8216,9562,11659,12779"
399,4,2,0.8,0.2,1.5,-0.5,1.0,0.44,6,"8216,9562,11659,12779"
400,4,2,0.8,0.2,1.5,-0.5,1.0,0.6,2,"8216,9562,11659,12779"
401,4,2,0.8,0.2,1.5,-0.5,1.0,0.6,3,"8216,9562,11659,12779"
402,4,2,0.8,0.2,1.5,-0.5,1.0,0.6,4,"8216,9562,11659,12779"
403,4,2,0.8,0.2,1.5,-0.5,1.0,0.6,5,"8216,9562,11659,12779"
404,4,2,0.8,0.2,1.5,-0.5,1.0,0.6,6,"8216,9562,11659,12779"
405,14,2,0.8,0.3,0.5,-1.5,0.3,0.3,2,"3206,4010,11659,12779,1935,1424,2034,6802,1843,9427,8216,9562,5726,11615"
406,14,2,0.8,0.3,0.5,-1.5,0.3,0.3,3,"3206,4010,11659,12779,1935,1424,2034,6802,1843,9427,8216,9562,5726,11615"
407,14,2,0.8,0.3,0.5,-1.5,0.3,0.3,4,"3206,4010,11659,12779,1935,1424,2034,6802,1843,9427,8216,9562,5726,11615"
408,14,2,0.8,0.3,0.5,-1.5,0.3,0.3,5,"3206,4010,11659,12779,1935,1424,2034,6802,1843,9427,8216,9562,5726,11615"
409,14,2,0.8,0.3,0.5,-1.5,0.3,0.3,6,"3206,4010,11659,12779,1935,1424,2034,6802,1843,9427,8216,9562,5726,11615"
410,14,2,0.8,0.3,0.5,-1.5,0.3,0.44,2,"3206,4010,11659,12779,1935,1424,2034,6802,1843,9427,8216,9562,5726,11615"
411,14,2,0.8,0.3,0.5,-1.5,0.3,0.44,3,"3206,4010,11659,12779,1935,1424,2034,6802,1843,9427,8216,9562,5726,11615"
412,14,2,0.8,0.3,0.5,-1.5,0.3,0.44,4,"3206,4010,11659,12779,1935,1424,2034,6802,1843,9427,8216,9562,5726,11615"
413,14,2,0.8,0.3,0.5,-1.5,0.3,0.44,5,"3206,4010,11659,12779,1935,1424,2034,6802,1843,9427,8216,9562,5726,11615"
414,14,2,0.8,0.3,0.5,-1.5,0.3,0.44,6,"3206,4010,11659,12779,1935,1424,2034,6802,1843,9427,8216,9562,5726,11615"
415,12,2,0.8,0.3,0.5,-1.5,0.3,0.6,2,"3206,4010,11659,12779,1935,1424,2034,6802,1843,8216,9562,5726"
416,12,2,0.8,0.3,0.5,-1.5,0.3,0.6,3,"3206,4010,11659,12779,1935,1424,2034,6802,1843,8216,9562,5726"
417,12,2,0.8,0.3,0.5,-1.5,0.3,0.6,4,"3206,4010,11659,12779,1935,1424,2034,6802,1843,8216,9562,5726"
418,12,2,0.8,0.3,0.5,-1.5,0.3,0.6,5,"3206,4010,11659,12779,1935,1424,2034,6802,1843,8216,9562,5726"
419,12,2,0.8,0.3,0.5,-1.5,0.3,0.6,6,"3206,4010,11659,12779,1935,1424,2034,6802,1843,8216,9562,5726"
420,11,2,0.8,0.3,0.5,-1.5,0.65,0.3,2,"4010,11659,12779,1935,1424,2034,6802,1843,8216,9562,5726"
421,11,2,0.8,0.3,0.5,-1.5,0.65,0.3,3,"4010,11659,12779,1935,1424,2034,6802,1843,8216,9562,5726"
422,11,2,0.8,0.3,0.5,-1.5,0.65,0.3,4,"4010,11659,12779,1935,1424,2034,6802,1843,8216,9562,5726"
423,11,2,0.8,0.3,0.5,-1.5,0.65,0.3,5,"4010,11659,12779,1935,1424,2034,6802,1843,8216,9562,5726"
424,11,2,0.8,0.3,0.5,-1.5,0.65,0.3,6,"4010,11659,12779,1935,1424,2034,6802,1843,8216,9562,5726"
425,10,2,0.8,0.3,0.5,-1.5,0.65,0.44,2,"4010,11659,12779,1935,1424,6802,1843,8216,9562,5726"
426,10,2,0.8,0.3,0.5,-1.5,0.65,0.44,3,"4010,11659,12779,1935,1424,6802,1843,8216,9562,5726"
427,10,2,0.8,0.3,0.5,-1.5,0.65,0.44,4,"4010,11659,12779,1935,1424,6802,1843,8216,9562,5726"
428,10,2,0.8,0.3,0.5,-1.5,0.65,0.44,5,"4010,11659,12779,1935,1424,6802,1843,8216,9562,5726"
429,10,2,0.8,0.3,0.5,-1.5,0.65,0.44,6,"4010,11659,12779,1935,1424,6802,1843,8216,9562,5726"
430,10,2,0.8,0.3,0.5,-1.5,0.65,0.6,2,"4010,11659,12779,1935,1424,6802,1843,8216,9562,5726"
431,10,2,0.8,0.3,0.5,-1.5,0.65,0.6,3,"4010,11659,12779,1935,1424,6802,1843,8216,9562,5726"
432,10,2,0.8,0.3,0.5,-1.5,0.65,0.6,4,"4010,11659,12779,1935,1424,6802,1843,8216,9562,5726"
433,10,2,0.8,0.3,0.5,-1.5,0.65,0.6,5,"4010,11659,12779,1935,1424,6802,1843,8216,9562,5726"
434,10,2,0.8,0.3,0.5,-1.5,0.65,0.6,6,"4010,11659,12779,1935,1424,6802,1843,8216,9562,5726"
435,7,2,0.8,0.3,0.5,-1.5,1.0,0.3,2,"4010,11659,12779,1424,8216,9562,5726"
436,7,2,0.8,0.3,0.5,-1.5,1.0,0.3,3,"4010,11659,12779,1424,8216,9562,5726"
437,7,2,0.8,0.3,0.5,-1.5,1.0,0.3,4,"4010,11659,12779,1424,8216,9562,5726"
438,7,2,0.8,0.3,0.5,-1.5,1.0,0.3,5,"4010,11659,12779,1424,8216,9562,5726"
439,7,2,0.8,0.3,0.5,-1.5,1.0,0.3,6,"4010,11659,12779,1424,8216,9562,5726"
440,7,2,0.8,0.3,0.5,-1.5,1.0,0.44,2,"4010,11659,12779,1424,8216,9562,5726"
