source_number	x_image	y_image	class_star	mag_aper_F606W	magerr_aper_F606W	flux_aper_F606W	fluxerr_aper_F606W	snr_F606W	nmad_F606W	mag_aper_F814W	magerr_aper_F814W	flux_aper_F814W	fluxerr_aper_F814W	snr_F814W	nmad_F814W	mag_aper_F115W	magerr_aper_F115W	flux_aper_F115W	fluxerr_aper_F115W	snr_F115W	nmad_F115W	mag_aper_F444W	magerr_aper_F444W	flux_aper_F444W	fluxerr_aper_F444W	snr_F444W	nmad_F444W	mag_aper_F150W	magerr_aper_F150W	flux_aper_F150W	fluxerr_aper_F150W	snr_F150W	nmad_F150W	mag_aper_F200W	magerr_aper_F200W	flux_aper_F200W	fluxerr_aper_F200W	snr_F200W	nmad_F200W	mag_aper_F277W	magerr_aper_F277W	flux_aper_F277W	fluxerr_aper_F277W	snr_F277W	nmad_F277W	mag_aper_F356W	magerr_aper_F356W	flux_aper_F356W	fluxerr_aper_F356W	snr_F356W	nmad_F356W	mag_aper_F410M	magerr_aper_F410M	flux_aper_F410M	fluxerr_aper_F410M	snr_F410M	nmad_F410M
10249	8832.0527	4017.7241	0.406	30.7081	0.2148	0.010343298002767232	0.002045558561001536	5.05646633636487	0.0028195097269742356																																																
1794	6422.6782	956.5013	0.361	99.0	99.0	-0.0028960975716459253	0.0020486811360864543	-1.4136399855656747	0.004270896972417405																																																
4961	9498.8984	2075.7349	0.349	31.9934	0.7023	0.0031662656834763165	0.002047639892078886	1.5463000578005612	0.004287740843843497																																																
2729	7925.9526	1292.0479	0.351	30.1797	0.132	0.016827509698177912	0.00204607918300532	8.224271004732744	0.0035606708493950597																																																
4928	7400.3228	2069.176	0.347	32.428	1.047	0.0021217949764223286	0.002045558561001536	1.0372692412108047	0.00361082199016093																																																
2528	4347.7812	1226.8187	0.352	99.0	99.0	-0.002015735018749207	0.002045037938997751	-0.9856712094725708	0.0036571380822469197																																																
453	1478.0894	332.9994	0.355	32.7298	1.3803	0.001606940307502315	0.0020424313581654725	0.7867781216136835	0.004617009251973392																																																
1110	298.1842	662.1506	0.407	30.3135	0.1494	0.01487686631315516	0.00204607918300532	7.270914262127303	0.004751022686925347																																																
9776	7440.0532	3693.2112	0.354	31.56	0.4706	0.004719616632722449	0.002045037938997751	2.307838178804388	0.002875269975870043																																																
9718	7013.1074	3704.041	0.355	30.85	0.2447	0.009076520543159623	0.002045037938997751	4.438314013679334	0.0027351534411298346																																																
3969	3030.9937	1740.3281	0.22	99.0	99.0	-0.002910797623157218	0.0020439955380523967	-1.424072395936219	0.0028572582704841456																																																
1722	4490.2266	913.5524	0.347	31.4078	0.4091	0.005429880407605023	0.002045558561001536	2.654473213881725	0.004376673256784001																																																
61	1136.9998	166.736	0.366	30.1192	0.1248	0.017793263515197524	0.002044517316993967	8.702916511051507	0.003446046420016249																																																
10669	7797.1489	4557.5024	0.352	30.9352	0.2649	0.008391481482829284	0.002047120427012888	4.099163572449885	0.0036589676320845127																																																
5876	3439.0312	2350.1746	0.338	32.7336	1.3869	0.0016013580826839625	0.002045037938997751	0.7830456600080336	0.0028210556752542187																																																
3978	7110.2588	1726.3545	0.429	30.0772	0.1201	0.01849413642606962	0.00204607918300532	9.038817549037903	0.0029158687550223496																																																
3120	3864.7512	1409.5128	0.37	30.6975	0.2126	0.010445091173884894	0.002045037938997751	5.1075292906320895	0.0026814213103154893																																																
10368	8857.2588	4524.4111	0.369	32.1025	0.7749	0.00286375768970864	0.0020434749160486133	1.401415631392322	0.0035460642959458635																																																
2546	3394.0134	1224.9393	0.351	31.7162	0.5431	0.0040874878081678025	0.0020439955380523967	1.9997537822722107	0.003207960324302016																																																
10239	7913.1123	3915.9675	0.347	32.0534	0.7409	0.002995992207856457	0.0020439955380523967	1.4657528121177614	0.0035351571940103873																																																
2543	2418.8047	1216.6342	0.019							99.0	99.0	-0.0030855772905459622	0.0023868328518918355	-1.2927496318396543	0.002412143996416561																																										
8697	3992.5632	3251.0283	0.019							99.0	99.0	-0.007744638990701837	0.002387440177889967	-3.2439091301322547	0.002939919417415437																																										
6511	1243.9766	2558.3113	0.349							31.2161	0.233	0.011114228513295563	0.0023843995784483415	4.661227343668713	0.0029220737030101413																																										
7789	8867.4834	2978.0142	0.313							30.8105	0.1604	0.016147246234987176	0.0023856162151700885	6.768585044110257	0.004295373649667399																																										
7375	3474.313	2826.6165	0.348							99.0	99.0	-0.0048438277343717286	0.0023850088891719566	-2.030947455316798	0.0033941046746912384																																										
6909	8470.0107	2817.3228	0.0							28.5372	0.0198	0.13105072906052773	0.0023868328518918355	54.90570022808894	0.0052018164348450495																																										
2818	3859.6272	1306.7592	0.358							32.024	0.4911	0.005280661843968917	0.0023880494886135825	2.211286604045498	0.003512531696306315																																										
3965	451.3158	1731.5439	0.347							32.0195	0.4894	0.005303063440507838	0.0023898714666079767	2.218974331717785	0.003111469574581657																																										
1976	1647.1477	1038.2003	0.351							32.1923	0.5729	0.004522593960595348	0.0023856162151700885	1.895775997763705	0.0029666524034733842																																										
3817	7201.6133	1647.3552	0.381							30.7691	0.1545	0.016775308644976415	0.0023868328518918355	7.028271222126041	0.004694713584567318																																										
8849	4009.7273	3303.4109	0.345							33.3147	1.6118	0.0016085654249039418	0.002387440177889967	0.6737615626145661	0.0029983182212954735																																										
8100	4029.74	3084.0425	0.358							30.2088	0.0922	0.0281056181911758	0.002386225525893704	11.778274050877696	0.0026108111372059495																																										
611	6991.1025	483.0317	0.31							30.0064	0.0765	0.03386447780855582	0.0023856162151700885	14.19527482803489	0.004413145421295404																																										
4503	9294.0879	1904.9819	0.353							31.2831	0.2479	0.010448736165401875	0.0023850088891719566	4.381005124483849	0.005789421703396233																																										
1474	7143.6089	835.8282	0.365							31.0673	0.2034	0.012745920951902861	0.0023868328518918355	5.340097837936274	0.003520682275093721																																										
1707	6287.2158	912.3379	0.35							32.9166	1.1163	0.0023208963018594053	0.0023856162151700885	0.9728707774120873	0.003426964231695174																																										
282	1335.4039	276.0614	0.347							33.4882	1.8902	0.0013709600441251678	0.002386225525893704	0.5745307931913549	0.0034693736196520926																																										
7571	3234.8674	2877.6448	0.347							99.0	99.0	-0.0009436794106456446	0.0023868328518918355	-0.39536887130478016	0.0031016536316962203																																										
