source_number	x_image	y_image	class_star	mag_aper_F606W	magerr_aper_F606W	flux_aper_F606W	fluxerr_aper_F606W	snr_F606W	nmad_F606W	mag_aper_F814W	magerr_aper_F814W	flux_aper_F814W	fluxerr_aper_F814W	snr_F814W	nmad_F814W	mag_aper_F115W	magerr_aper_F115W	flux_aper_F115W	fluxerr_aper_F115W	snr_F115W	nmad_F115W	mag_aper_F150W	magerr_aper_F150W	flux_aper_F150W	fluxerr_aper_F150W	snr_F150W	nmad_F150W	mag_aper_F200W	magerr_aper_F200W	flux_aper_F200W	fluxerr_aper_F200W	snr_F200W	nmad_F200W	mag_aper_F277W	magerr_aper_F277W	flux_aper_F277W	fluxerr_aper_F277W	snr_F277W	nmad_F277W	mag_aper_F356W	magerr_aper_F356W	flux_aper_F356W	fluxerr_aper_F356W	snr_F356W	nmad_F356W	mag_aper_F410M	magerr_aper_F410M	flux_aper_F410M	fluxerr_aper_F410M	snr_F410M	nmad_F410M	mag_aper_F444W	magerr_aper_F444W	flux_aper_F444W	fluxerr_aper_F444W	snr_F444W	nmad_F444W
8978	10026.6318	3568.7795	0.361	99.0	99.0	-0.0031584933754287125	0.001564088488839734	-2.019382789378965	0.0025455735992986495																																																
9935	9849.5234	3894.47	0.351	33.6307	2.4273	0.000700855672499079	0.0015664775653682105	0.44740868812528345	0.0022412416665321903																																																
5630	7559.2959	2349.7078	0.479	29.6395	0.0615	0.027675814515429137	0.0015680671978864312	17.649635521189943	0.0020726447985609923																																																
5745	2351.2581	2343.8469	0.347	99.0	99.0	-0.0015559899243364247	0.0015652836055728653	-0.9940626214934135	0.002095650553625491																																																
5994	8925.4033	2453.0293	0.007	29.1003	0.0373	0.04547581140854227	0.0015632913587050512	29.08978620991806	0.001932629142413482																																																
8518	8154.8545	3365.9453	0.019	99.0	99.0	-0.007321223789458975	0.0015648856189744169	-4.678440200796978	0.0021326658374431037																																																
495	7043.6792	257.6595	0.352	30.8291	0.1837	0.009253267085693198	0.0015648856189744169	5.9130628932212534	0.002295144676851589																																																
777	168.0144	328.5039	0.019	31.3468	0.2954	0.005743663917036879	0.0015620950850341337	3.6768977586990954	0.0024417497341775378																																																
1136	764.1192	509.5078	0.355	30.6381	0.1542	0.011033087449647651	0.0015668743950288722	7.041462598821999	0.0025635797150259914																																																
415	3650.5427	237.3977	0.347	99.0	99.0	-0.0004814352483344374	0.0015632913587050512	-0.30796258525552983	0.0026409338460465083																																																
8796	4626.4409	3481.0959	0.347	32.3198	0.7246	0.0023441526342385423	0.001564088488839734	1.4987340236596667	0.0020176386423717747																																																
8123	9956.1699	3233.9773	0.36	30.1439	0.0976	0.01739210690721504	0.0015636905022412856	11.122473969296609	0.00295199945079159																																																
5408	6645.2183	2342.363	0.002	29.063	0.0361	0.04706744542913333	0.001564088488839734	30.09257197720873	0.0024789464624701187																																																
