source_number	x_image	y_image	class_star	mag_aper_F606W	magerr_aper_F606W	flux_aper_F606W	fluxerr_aper_F606W	snr_F606W	nmad_F606W	mag_aper_F814W	magerr_aper_F814W	flux_aper_F814W	fluxerr_aper_F814W	snr_F814W	nmad_F814W	mag_aper_F115W	magerr_aper_F115W	flux_aper_F115W	fluxerr_aper_F115W	snr_F115W	nmad_F115W	mag_aper_F200W	magerr_aper_F200W	flux_aper_F200W	fluxerr_aper_F200W	snr_F200W	nmad_F200W	mag_aper_F150W	magerr_aper_F150W	flux_aper_F150W	fluxerr_aper_F150W	snr_F150W	nmad_F150W	mag_aper_F277W	magerr_aper_F277W	flux_aper_F277W	fluxerr_aper_F277W	snr_F277W	nmad_F277W	mag_aper_F356W	magerr_aper_F356W	flux_aper_F356W	fluxerr_aper_F356W	snr_F356W	nmad_F356W	mag_aper_F410M	magerr_aper_F410M	flux_aper_F410M	fluxerr_aper_F410M	snr_F410M	nmad_F410M	mag_aper_F444W	magerr_aper_F444W	flux_aper_F444W	fluxerr_aper_F444W	snr_F444W	nmad_F444W
8588	2678.146	2972.8025	0.355	30.3797	0.171	0.013997524179385858	0.0022044616520587495	6.349633783066062	0.0030018465279139277																																																
1233	8846.6436	692.1678	0.35	32.9562	1.8376	0.001304445040050286	0.0022072695400658254	0.5909767775852988	0.0032265735454360847																																																
4366	520.9445	1718.609	0.347	99.0	99.0	-0.000383807400328382	0.002205585038649137	-0.1740161424759455	0.002995144979113751																																																
1639	3904.2422	871.3156	0.019	32.4491	1.1504	0.0020810557261573253	0.0022044616520587495	0.9440199262317966	0.0027196475651576567																																																
9972	2966.4041	3326.166	0.346	33.0446	1.9919	0.0012024737005135483	0.002205585038649137	0.5451948936188068	0.003322134257666894																																																
7309	2851.0396	2611.0562	0.349	33.6867	3.5985	0.000665635825330638	0.002205585038649137	0.3017955842402351	0.0025975841972912363																																																
6908	2433.1606	2491.2358	0.136	32.6939	1.4436	0.001660891787285574	0.0022078306548921262	0.7522731798316862	0.0029417435084743734																																																
2584	1121.1749	1184.1283	0.019	34.4272	7.1193	0.00033653179865275785	0.002206147310413224	0.15254275952666257	0.0030058668003704646																																																
2110	1857.4269	1030.7733	0.362	30.0139	0.1221	0.01960478513143129	0.0022044616520587495	8.893230287368509	0.00247564345406588																																																
3121	2939.7502	1311.1014	0.347	32.0266	0.7808	0.003071023094104043	0.0022078306548921262	1.3909685905027405	0.0031970343091952294																																																
12421	7217.2734	3891.8994	0.349	99.0	99.0	-0.0012206110141876024	0.0022100751141973293	-0.5522939045584939	0.0034109404941819405																																																
5120	3346.3416	1987.123	0.347	33.9385	4.5399	0.0005278728799715262	0.002206708425239525	0.2392127903867629	0.0027736895203479377																																																
10710	3252.8303	3566.6514	0.348	99.0	99.0	-0.005893390177574056	0.002206708425239525	-2.6706700849861322	0.0034895397152451308																																																
369	8736.9902	298.013	0.019	99.0	99.0	-0.000862708839217291	0.002201649136300529	-0.391846650310011	0.0034884647580716954																																																
10543	3439.2368	3524.3884	0.362	30.3275	0.1631	0.014686179827235815	0.0022050227668850503	6.660330245924131	0.0032968437129140596																																																
452	4511.9512	333.166	0.358	32.4518	1.1544	0.0020758703309996353	0.002206708425239525	0.940708934291721	0.00334562872313391																																																
143	4487.5093	184.4989	0.023	99.0	99.0	-0.012691827332650918	0.0022106350720858432	-5.7412584704338165	0.015586311203729027																																																
3266	2572.0491	1351.594	0.348	31.6075	0.5301	0.004517658101952286	0.0022050227668850503	2.0488033818962355	0.0029550240216132608																																																
1186	9303.4355	681.9092	0.346	31.1663	0.353	0.006782510749512211	0.0022044616520587495	3.076719771096048	0.0030239708291958595																																																
6254	4006.4133	2295.5713	0.02	99.0	99.0	-0.006813481974048438	0.002205585038649137	-3.089194864244054	0.0030124214412912825																																																
6262	7056.8394	2288.8899	0.361							30.8934	0.193	0.014960368487148596	0.0026589585630153838	5.6264015149535975	0.004840692130940917																																										
3443	3502.1328	1391.4301	0.348							32.0119	0.5406	0.005339905899668996	0.0026582797868998243	2.0087824938459824	0.004111188453450232																																										
2619	2927.2229	1133.772	0.356							31.2414	0.266	0.01085770274447696	0.0026589585630153838	4.083441876643544	0.002996973466978659																																										
12751	9541.0303	3915.2021	0.33							34.1465	3.8601	0.0007476935247956844	0.0026576029955097495	0.28134131623834613	0.006523246046685051																																										
845	162.9451	531.0209	0.356							31.7099	0.4094	0.0070525533060468324	0.0026589585630153838	2.652374280721737	0.003105452477427784																																										
2203	6701.4692	1066.2697	0.347							33.6111	2.3604	0.0012242904186313213	0.002660988937185607	0.4600885037598808	0.004255306256737415																																										
3338	9049.6963	1359.1726	0.348							30.6841	0.159	0.01814154008063574	0.0026562474280041166	6.829762878779388	0.005550260229393001																																										
5326	1401.3042	2052.0232	0.347							99.0	99.0	-0.002595248874976102	0.0026555686518885584	-0.9772855516766404	0.003062580498709998																																										
206	2655.2874	257.3148	0.355							31.2334	0.2645	0.010937808249740305	0.0026636941180204214	4.10625536008202	0.0037148158337145204																																										
8421	6873.5879	3128.9131	0.639							26.3953	0.0031	0.9422928814224594	0.0026569262041196756	354.6552704254242	0.004186906160957843																																										
10198	319.335	3415.2866	0.351							30.7727	0.1729	0.01671929175291347	0.0026623425199657556	6.279917639270743	0.0024842970826769624																																										
3768	6257.7202	1505.4442	0.001							28.6794	0.0251	0.11495805880690206	0.0026582797868998243	43.24528192006833	0.003881507914733797																																										
6345	3351.2578	2319.1458	0.319							99.0	99.0	-0.011883643072261672	0.002660988937185607	-4.465874662684768	0.0036559581102536703																																										
8370	8891.0332	2907.2878	0.379							31.1063	0.2348	0.012296479866030732	0.0026582797868998243	4.6257282347135105	0.005951070753358014																																										
6601	3675.8147	2408.6226	0.348							99.0	99.0	-0.00607931140931567	0.0026589585630153838	-2.286350563666342	0.0033292611437193685																																										
2259	3577.1375	1081.5448	0.347							34.8589	7.4493	0.0003879358324280243	0.002660988937185607	0.14578633793131224	0.003993104725126061																																										
2326	3182.1167	1107.5409	0.347							31.2297	0.2635	0.010975371164252188	0.0026630193113558304	4.121401267144498	0.003919141052059024																																										
3250	2301.6006	1344.6044	0.347							32.6919	1.009	0.0028545056260608106	0.002652176756036248	1.0762878528228068	0.0027128389320391437																																										
12817	6013.0381	4513.3726	0.354							30.336	0.1155	0.02499807395897193	0.002659635354405458	9.399060633467952	0.004745225386508702																																										
9430	2526.1152	3176.1699	0.347							99.0	99.0	-0.006690926399218257	0.0026589585630153838	-2.516371068088565	0.0029564466485358445																																										
2421	4454.1494	1098.8134	0.001													27.126	0.0104	0.06271294172110528	0.0006003980400753745	104.45227588223347	0.0026167552941468546																																				
11496	6776.9902	4123.6904	0.001													27.2741	0.0119	0.05472019729899476	0.0005996337094221082	91.25603921055551	0.0018240035003144015																																				
7087	2172.7219	2488.6208	0.0													28.1404	0.0265	0.024638920993718498	0.0006000925149497464	41.058537441983994	0.0018092221048648435	27.8231	0.0201	0.032975912185040375	0.0006093055996861014	54.120481088683114	0.0022984839985480906																														
12533	2266.4578	4074.2534	0.047													35.5839	25.1296	2.595337552763809e-05	0.0006005508026381886	0.04321595344411539	0.002862115116749541																																				
2783	2397.5933	1310.5878	0.001													26.0128	0.0037	0.17484353683417014	0.0005990216234924598	291.88184529096714	0.002487138236125151																																				
5341	7942.353	2053.0989	0.347													29.7422	0.1157	0.0056352219309044995	0.0006003980400753745	9.38581000397178	0.0014742513255483816																																				
2296	2223.3914	1096.62	0.411													30.2306	0.1813	0.0035935088517587794	0.0005997867309045202	5.991311022068657	0.001862274057978667																																				
585	1525.4707	385.0071	0.021													99.0	99.0	-6.643247709798969e-05	0.0005997867309045202	-0.11076016469688296	0.0018544474679097146																																				
11899	9522.8633	4186.5361	0.346													99.0	99.0	-0.001240441590075372	0.0006003980400753745	-2.0660320442079487	0.0016208774985025788																																				
10442	3846.425	3471.0093	0.361													99.0	99.0	-0.0009001029120602978	0.0006000925149497464	-1.4999402419403203	0.0014136018832037126							32.3176	1.4915	0.000522165849581046	0.0007171188154866549	0.7281441210361927	0.0018035020229936283																								
4962	6493.6699	1928.8318	0.347													99.0	99.0	-0.0017673872472361738	0.0006000925149497464	-2.945191288353564	0.0016286855691875072																																				
4061	6155.355	1569.1484	0.099													29.9401	0.1388	0.004696164565326615	0.0006002452775125604	7.823742628659574	0.0021636091488671633																																				
278	1001.4959	257.0641	0.349													30.9461	0.351	0.0018591799409547667	0.0006008563277638167	3.0942171282010182	0.0014997851213012358																																				
11164	7274.9072	3771.3877	0.028													26.7903	0.0076	0.08544061922110519	0.0005996337094221082	142.48801873304927	0.0024824059126253317																																				
235	3617.272	476.614	0.023													24.1306	0.0007	0.9898012051507498	0.0006000925149497464	1649.4143494418338	0.0034432058847841513																																				
1141	4153.084	656.357	0.0													28.4393	0.0348	0.018709038203517513	0.0005997867309045202	31.192817779251264	0.001748480723613155																																				
8878	8011.4517	3038.467	0.019													31.3358	0.502	0.0012985884587939649	0.0006002452775125604	2.1634296968988505	0.002073288844642255																																				
1961	3224.6025	996.2084	0.019													30.7946	0.3041	0.002137625183668333	0.0005985620412060279	3.571267532036085	0.0018361025161912916																																				
10406	8587.2646	3482.1523	0.0													28.5721	0.0394	0.01655538123618084	0.0006003980400753745	27.57400945896236	0.0015125718677621678																																				
10164	4455.3955	3399.5669	0.0													28.8323	0.05	0.013027182263819045	0.0005999394934673344	21.714160187269535	0.0014486610631436268																																				
3897	2879.426	1506.6912	0.0																									28.6523	0.051	0.015272907646557626	0.0007165707512215743	21.313886480185143	0.00217482558866562																								
9768	3532.1414	3271.3723	0.019																									99.0	99.0	-0.00205028552607461	0.0007171188154866549	-2.8590597287330057	0.0021879864957005724																								
1261	4493.4497	712.3695	0.347																									30.6715	0.3276	0.002378197185258364	0.0007174840202057607	3.3146343587921896	0.0031148208083195826																								
678	1323.8491	440.2887	0.007																									29.1305	0.0792	0.00983189742336823	0.000716936213127102	13.713768733321306	0.001957424734833622																								
3479	329.4089	1400.2933	0.359																									99.0	99.0	-0.0011008070083618866	0.0007163878916755996	-1.5366075015410263	0.0021742293147139356																								
127	4268.4814	183.0456	0.395																									31.2684	0.5673	0.0013724984872763766	0.000716936213127102	1.9143941429459546	0.002504260752111368																								
5751	885.3856	2147.3225	0.0																									28.6962	0.0531	0.014668444971017476	0.0007173016750326296	20.449478206432765	0.0016850754906636073																								
