source_number	filter	x_image	y_image	sex_flux_ujy	nmad_error_ujy	redshift_bin	pointing
837	F606W	4458.7729	635.9829	0.005425790632530851	0.002728585264801733	z10-15	nircam7
2600	F606W	3808.4224	1287.2474	0.0045246031994827665	0.003216388568473691	z10-15	nircam7
2739	F606W	1875.9723	1330.6472	0.0011150772318196385	0.0027184957367652417	z10-15	nircam7
2903	F606W	2766.0532	1395.7858	0.012650293266126806	0.003572701028417844	z10-15	nircam7
4009	F606W	4466.7314	1662.2167	-0.0011036472649610036	0.002624882955517973	z10-15	nircam7
5136	F606W	8615.2256	1920.8367	0.0022849139487724083	0.003403376064102737	z10-15	nircam7
6181	F606W	8043.0371	2236.9392	0.000930031511770628	0.002099395664167011	z10-15	nircam7
6382	F606W	4150.9917	2302.5107	-0.008125503799660462	0.0033062741605416443	z10-15	nircam7
6647	F606W	916.0023	2359.8386	-0.004189674338132771	0.0029423757555242557	z10-15	nircam7
6657	F606W	4859.0439	2373.123	0.00545077470402356	0.0030371575212575033	z10-15	nircam7
7326	F606W	3670.406	2544.8438	0.0018523626770239523	0.0024582370061694025	z10-15	nircam7
7447	F606W	1544.8872	2575.9514	0.00042673094913370636	0.0025580225006423462	z10-15	nircam7
8564	F606W	1721.884	2869.2588	-0.001777492605128646	0.00211775060526689	z10-15	nircam7
9387	F606W	10016.3838	3097.1113	0.0005359001771072061	0.003457940420136297	z10-15	nircam7
10442	F606W	7426.4863	3342.5056	0.0038711496976531205	0.0028269674233738318	z10-15	nircam7
12450	F606W	3956.7974	3811.5444	-0.0028093619458154848	0.0029261249658413878	z10-15	nircam7
15129	F606W	9697.9971	4751.562	0.008786167337773626	0.0025088708052973738	z10-15	nircam7
15421	F606W	6567.2085	4864.2954	-0.002295919897932405	0.002050713256162264	z10-15	nircam7
15689	F606W	1338.7832	4935.418	0.0004609717955474759	0.0030615130889061395	z10-15	nircam7
15859	F606W	10820.7266	5008.6558	-0.0025014302277061636	0.0020628594074608105	z10-15	nircam7
837	F814W	4458.7729	635.9829	0.004235779296164051	0.0024368515132480884	z10-15	nircam7
2600	F814W	3808.4224	1287.2474	0.0016234546370130346	0.0033222330670548235	z10-15	nircam7
2739	F814W	1875.9723	1330.6472	0.00019581194450853478	0.0036417801693267846	z10-15	nircam7
2903	F814W	2766.0532	1395.7858	0.00309336535334553	0.0027112591914452266	z10-15	nircam7
4009	F814W	4466.7314	1662.2167	0.0031387838113234403	0.003297815500324092	z10-15	nircam7
5136	F814W	8615.2256	1920.8367	0.0016002301732884105	0.003366590361113835	z10-15	nircam7
6181	F814W	8043.0371	2236.9392	0.006510719279439359	0.002343875614397707	z10-15	nircam7
6382	F814W	4150.9917	2302.5107	-0.0027273879282558307	0.002570833608092296	z10-15	nircam7
6647	F814W	916.0023	2359.8386	0.005931751039024564	0.0027283961398977415	z10-15	nircam7
6657	F814W	4859.0439	2373.123	0.007811913245710545	0.002694222151753716	z10-15	nircam7
7326	F814W	3670.406	2544.8438	0.000561470305129413	0.002378319420972462	z10-15	nircam7
7447	F814W	1544.8872	2575.9514	0.006330375213602058	0.002727321533472526	z10-15	nircam7
8564	F814W	1721.884	2869.2588	-0.0022733422792606144	0.002447282044204832	z10-15	nircam7
9387	F814W	10016.3838	3097.1113	0.005165107156834242	0.0030152049099021324	z10-15	nircam7
10442	F814W	7426.4863	3342.5056	0.0016393993261345672	0.003565853605467914	z10-15	nircam7
12450	F814W	3956.7974	3811.5444	-0.00044312628479939887	0.0027989345680569096	z10-15	nircam7
15129	F814W	9697.9971	4751.562	0.010876250004125777	0.00255055234238363	z10-15	nircam7
15421	F814W	6567.2085	4864.2954	0.0023637961431980056	0.002250698417499071	z10-15	nircam7
15689	F814W	1338.7832	4935.418	0.000737328097482477	0.002904630062733856	z10-15	nircam7
15859	F814W	10820.7266	5008.6558	0.0015727405344984763	0.002636771152870914	z10-15	nircam7
837	F115W	4458.7729	635.9829	-0.0009703105145728604	0.0015765677361998989	z10-15	nircam7
2600	F115W	3808.4224	1287.2474	-0.004704571684673348	0.0011685707204148917	z10-15	nircam7
2739	F115W	1875.9723	1330.6472	0.00021766731071607955	0.0012169283871056383	z10-15	nircam7
2903	F115W	2766.0532	1395.7858	-0.007764700986180874	0.003114075114360691	z10-15	nircam7
4009	F115W	4466.7314	1662.2167	-0.0001650552626758787	0.0019453575731068129	z10-15	nircam7
5136	F115W	8615.2256	1920.8367	-0.00964530911306529	0.003307630027268887	z10-15	nircam7
6181	F115W	8043.0371	2236.9392	0.0013762550170854215	0.0014583784577094083	z10-15	nircam7
6382	F115W	4150.9917	2302.5107	0.0005335240273869325	0.001529655042103359	z10-15	nircam7
6647	F115W	916.0023	2359.8386	-0.0016978181404522547	0.002340243736658912	z10-15	nircam7
6657	F115W	4859.0439	2373.123	0.0016635058564070284	0.0016578129731817462	z10-15	nircam7
7326	F115W	3670.406	2544.8438	-0.0021629058342964736	0.001559181582125422	z10-15	nircam7
7447	F115W	1544.8872	2575.9514	0.004380013379396967	0.0016926161713642662	z10-15	nircam7
8564	F115W	1721.884	2869.2588	0.00084610704233668	0.002111297300697945	z10-15	nircam7
9387	F115W	10016.3838	3097.1113	0.004479516180904505	0.0013724507749573844	z10-15	nircam7
10442	F115W	7426.4863	3342.5056	0.00026539258793969745	0.0015703228179917983	z10-15	nircam7
12450	F115W	3956.7974	3811.5444	0.0012055917889447188	0.0012154398026498169	z10-15	nircam7
15129	F115W	9697.9971	4751.562	0.004322957856783902	0.001702803460018989	z10-15	nircam7
15421	F115W	6567.2085	4864.2954	0.0012092340109296435	0.0014599784877824306	z10-15	nircam7
15689	F115W	1338.7832	4935.418	-0.0009341132958542676	0.0019497542159780182	z10-15	nircam7
15859	F115W	10820.7266	5008.6558	-0.0024199961653266237	0.003170697687159748	z10-15	nircam7
837	F150W	4458.7729	635.9829	0.00058285361518523	0.0018377214035651902	z10-15	nircam7
2600	F150W	3808.4224	1287.2474	-0.0010443659049562055	0.002050626339311202	z10-15	nircam7
2739	F150W	1875.9723	1330.6472	0.0008539399344489763	0.0019979307315380747	z10-15	nircam7
2903	F150W	2766.0532	1395.7858	0.00027286579211691	0.0025221373849010392	z10-15	nircam7
4009	F150W	4466.7314	1662.2167	0.00031964954538004183	0.002464011038122521	z10-15	nircam7
5136	F150W	8615.2256	1920.8367	5.577869405742158e-05	0.0024094095827597237	z10-15	nircam7
6181	F150W	8043.0371	2236.9392	0.008293534268876595	0.0016231716483690328	z10-15	nircam7
6382	F150W	4150.9917	2302.5107	-0.00247177575080077	0.0018132279155797634	z10-15	nircam7
6647	F150W	916.0023	2359.8386	0.0008699559616867158	0.002617124581081947	z10-15	nircam7
6657	F150W	4859.0439	2373.123	0.005475262310858761	0.0017604319478769217	z10-15	nircam7
7326	F150W	3670.406	2544.8438	0.0012711791248074607	0.0018454995326939356	z10-15	nircam7
7447	F150W	1544.8872	2575.9514	0.002345547111811046	0.0017257986743210952	z10-15	nircam7
8564	F150W	1721.884	2869.2588	-0.00011502348952286282	0.0021955554253773476	z10-15	nircam7
9387	F150W	10016.3838	3097.1113	0.0028131153702586295	0.0020495402503047998	z10-15	nircam7
10442	F150W	7426.4863	3342.5056	0.0004139898971041313	0.0027100716527647026	z10-15	nircam7
12450	F150W	3956.7974	3811.5444	-0.004660323411359637	0.0020243454134593565	z10-15	nircam7
15129	F150W	9697.9971	4751.562	0.004434660329187143	0.0022382115000164483	z10-15	nircam7
15421	F150W	6567.2085	4864.2954	-0.005527532879246824	0.0021395884000756198	z10-15	nircam7
15689	F150W	1338.7832	4935.418	0.001485976337840872	0.002227827159243273	z10-15	nircam7
15859	F150W	10820.7266	5008.6558	0.0004904282735586484	0.0020788074463342276	z10-15	nircam7
837	F200W	4458.7729	635.9829	0.0023798282035692345	0.0018729537522005496	z10-15	nircam7
2600	F200W	3808.4224	1287.2474	-0.0031718927280227536	0.0019879998203343983	z10-15	nircam7
2739	F200W	1875.9723	1330.6472	-0.001089085066571219	0.0014223534863775	z10-15	nircam7
2903	F200W	2766.0532	1395.7858	0.0011740893078802637	0.0019035986360982334	z10-15	nircam7
4009	F200W	4466.7314	1662.2167	-0.00014774334545630436	0.002330520193781665	z10-15	nircam7
5136	F200W	8615.2256	1920.8367	6.565048227127345e-05	0.0021723887571135697	z10-15	nircam7
6181	F200W	8043.0371	2236.9392	0.006659173972423211	0.0018559520410133682	z10-15	nircam7
6382	F200W	4150.9917	2302.5107	0.0029837499037669857	0.0016639329492217907	z10-15	nircam7
6647	F200W	916.0023	2359.8386	0.007815815865146722	0.002691243439758411	z10-15	nircam7
