source_number	x_image	y_image	class_star	mag_aper_F606W	magerr_aper_F606W	flux_aper_F606W	fluxerr_aper_F606W	snr_F606W	nmad_F606W	mag_aper_F814W	magerr_aper_F814W	flux_aper_F814W	fluxerr_aper_F814W	snr_F814W	nmad_F814W	mag_aper_F115W	magerr_aper_F115W	flux_aper_F115W	fluxerr_aper_F115W	snr_F115W	nmad_F115W	mag_aper_F150W	magerr_aper_F150W	flux_aper_F150W	fluxerr_aper_F150W	snr_F150W	nmad_F150W	mag_aper_F200W	magerr_aper_F200W	flux_aper_F200W	fluxerr_aper_F200W	snr_F200W	nmad_F200W	mag_aper_F277W	magerr_aper_F277W	flux_aper_F277W	fluxerr_aper_F277W	snr_F277W	nmad_F277W	mag_aper_F356W	magerr_aper_F356W	flux_aper_F356W	fluxerr_aper_F356W	snr_F356W	nmad_F356W	mag_aper_F410M	magerr_aper_F410M	flux_aper_F410M	fluxerr_aper_F410M	snr_F410M	nmad_F410M	mag_aper_F444W	magerr_aper_F444W	flux_aper_F444W	fluxerr_aper_F444W	snr_F444W	nmad_F444W
5349	6941.147	2184.0317	0.351	31.4227	0.3495	0.005356068933784077	0.0017235283990297392	3.1076186135367876	0.0023003729435946336																																																
1335	3185.8267	740.2764	0.374	30.4629	0.1444	0.012964505999477335	0.0017235283990297392	7.522072747264105	0.002526618067884097																																																
1716	7425.3271	907.1061	0.361	32.6225	1.0568	0.001773893371675818	0.0017261592755555282	1.0276533555137475	0.00254851881607607																																																
3039	6547.5571	1438.2693	0.347	36.2139	28.8106	6.49179542259914e-05	0.001722211803829058	0.03769452403104942	0.0027662398990982605																																																
7679	1982.9314	3016.8901	0.558	29.6874	0.0708	0.026482826547824537	0.001726597754976493	15.338156482304177	0.002665538366400303																																																
6481	8099.4102	2557.7083	0.347	99.0	99.0	-0.0009516942462667508	0.001721772167470307	-0.552741102596063	0.0025622249643451754																																																
11795	5998.0864	4117.4429	0.348	32.8387	1.287	0.0014536286967657425	0.001722651440187809	0.8438321664232106	0.0027385678427860375																																																
4145	1442.5997	1817.7466	0.347	31.6224	0.4196	0.0044562293332569	0.001721772167470307	2.588164344533552	0.0026113026803783346																																																
8112	7489.3291	3139.2256	0.353	32.0428	0.6185	0.0030255091615954462	0.0017230899196087742	1.7558626088894913	0.0025728929074953335																																																
10859	6634.4556	4666.9189	0.078	29.3992	0.0542	0.03453263769282371	0.0017239668784507038	20.030917139114376	0.00272746011013698																																																
9618	3154.1165	3714.7805	0.001	28.7977	0.0311	0.06009631187765625	0.001721772167470307	34.903753825892096	0.0024591064844642586																																																
2452	7840.9414	1202.0088	0.352	32.6063	1.0388	0.0018004555063088857	0.001722211803829058	1.0454321020828365	0.002271821204213007																																																
10694	1636.5764	4514.2031	0.307	99.0	99.0	-0.0005975634570918518	0.001722211803829058	-0.34697442890779556	0.002791338168398743																																																
1545	10147.0459	823.4669	0.346	99.0	99.0	-0.003673527369705586	0.0017230899196087742	-2.1319417680417145	0.002881352614416717																																																
7886	3875.4124	3140.6616	0.964	27.8643	0.0132	0.1419692240683519	0.001722211803829058	82.43424168427276	0.0032836109938965312																																																
2521	8994.7705	1227.0031	0.045	32.8558	1.3071	0.0014308809860137336	0.001722211803829058	0.8308391469808779	0.003047429685640772																																																
3081	7421.0298	1455.9871	0.346	99.0	99.0	-0.0015883992225408817	0.0017230899196087742	-0.921831881473444	0.002192608819687925																																																
2189	8904.8154	1157.0745	0.002	29.122	0.042	0.04457921933238092	0.0017230899196087742	25.871673222081515	0.002969509770737091																																																
