source_number	filter	x_image	y_image	nmad_flux_error	redshift_bin	pointing
837	F606W	4458.7729	635.9829	0	z10-15	nircam7
2600	F606W	3808.4224	1287.2474	0	z10-15	nircam7
2739	F606W	1875.9723	1330.6472	0	z10-15	nircam7
2903	F606W	2766.0532	1395.7858	0	z10-15	nircam7
4009	F606W	4466.7314	1662.2167	0	z10-15	nircam7
5136	F606W	8615.2256	1920.8367	0	z10-15	nircam7
6181	F606W	8043.0371	2236.9392	0	z10-15	nircam7
6382	F606W	4150.9917	2302.5107	0	z10-15	nircam7
6647	F606W	916.0023	2359.8386	0	z10-15	nircam7
6657	F606W	4859.0439	2373.123	0	z10-15	nircam7
7326	F606W	3670.406	2544.8438	0	z10-15	nircam7
7447	F606W	1544.8872	2575.9514	0	z10-15	nircam7
8564	F606W	1721.884	2869.2588	0	z10-15	nircam7
9387	F606W	10016.3838	3097.1113	0	z10-15	nircam7
10442	F606W	7426.4863	3342.5056	0	z10-15	nircam7
12450	F606W	3956.7974	3811.5444	0	z10-15	nircam7
15129	F606W	9697.9971	4751.562	0	z10-15	nircam7
15421	F606W	6567.2085	4864.2954	0	z10-15	nircam7
15689	F606W	1338.7832	4935.418	0	z10-15	nircam7
15859	F606W	10820.7266	5008.6558	0	z10-15	nircam7
837	F814W	4458.7729	635.9829	0	z10-15	nircam7
2600	F814W	3808.4224	1287.2474	0	z10-15	nircam7
2739	F814W	1875.9723	1330.6472	0	z10-15	nircam7
2903	F814W	2766.0532	1395.7858	0	z10-15	nircam7
4009	F814W	4466.7314	1662.2167	0	z10-15	nircam7
5136	F814W	8615.2256	1920.8367	0	z10-15	nircam7
6181	F814W	8043.0371	2236.9392	0	z10-15	nircam7
6382	F814W	4150.9917	2302.5107	0	z10-15	nircam7
6647	F814W	916.0023	2359.8386	0	z10-15	nircam7
6657	F814W	4859.0439	2373.123	0	z10-15	nircam7
7326	F814W	3670.406	2544.8438	0	z10-15	nircam7
7447	F814W	1544.8872	2575.9514	0	z10-15	nircam7
8564	F814W	1721.884	2869.2588	0	z10-15	nircam7
9387	F814W	10016.3838	3097.1113	0	z10-15	nircam7
