source_number	filter	x_image	y_image	nmad_flux_error	redshift_bin	pointing
231	F606W	1319.3601	233.6761	0	z10-15	nircam3
524	F606W	8638.9395	337.2325	0	z10-15	nircam3
1065	F606W	10265.5479	581.2538	0	z10-15	nircam3
1531	F606W	1121.3978	793.7682	0	z10-15	nircam3
1748	F606W	8713.2812	892.587	0	z10-15	nircam3
3571	F606W	7526.1724	1645.5884	0	z10-15	nircam3
5264	F606W	3121.657	2155.1516	0	z10-15	nircam3
6622	F606W	7332.8413	2600.4233	0	z10-15	nircam3
7035	F606W	7883.5815	2729.7466	0	z10-15	nircam3
7565	F606W	7932.2598	2900.3538	0	z10-15	nircam3
7878	F606W	8353.832	3010.7944	0	z10-15	nircam3
9153	F606W	7933.3662	3481.4534	0	z10-15	nircam3
9544	F606W	6659.4204	3583.4431	0	z10-15	nircam3
10413	F606W	9450.9424	3920.8472	0	z10-15	nircam3
10519	F606W	2281.1663	4386.8423	0	z10-15	nircam3
10967	F606W	3091.5708	4550.2607	0	z10-15	nircam3
11733	F606W	1220.1353	4204.6147	0	z10-15	nircam3
11782	F606W	9995.2969	3915.064	0	z10-15	nircam3
11938	F606W	7384.7383	4258.1709	0	z10-15	nircam3
11961	F606W	766.3229	3824.823	0	z10-15	nircam3
231	F814W	1319.3601	233.6761	0	z10-15	nircam3
524	F814W	8638.9395	337.2325	0	z10-15	nircam3
1065	F814W	10265.5479	581.2538	0	z10-15	nircam3
1531	F814W	1121.3978	793.7682	0	z10-15	nircam3
1748	F814W	8713.2812	892.587	0	z10-15	nircam3
3571	F814W	7526.1724	1645.5884	0	z10-15	nircam3
5264	F814W	3121.657	2155.1516	0	z10-15	nircam3
6622	F814W	7332.8413	2600.4233	0	z10-15	nircam3
7035	F814W	7883.5815	2729.7466	0	z10-15	nircam3
7565	F814W	7932.2598	2900.3538	0	z10-15	nircam3
7878	F814W	8353.832	3010.7944	0	z10-15	nircam3
9153	F814W	7933.3662	3481.4534	0	z10-15	nircam3
9544	F814W	6659.4204	3583.4431	0	z10-15	nircam3
10413	F814W	9450.9424	3920.8472	0	z10-15	nircam3
10519	F814W	2281.1663	4386.8423	0	z10-15	nircam3
10967	F814W	3091.5708	4550.2607	0	z10-15	nircam3
11733	F814W	1220.1353	4204.6147	0	z10-15	nircam3
11782	F814W	9995.2969	3915.064	0	z10-15	nircam3
11938	F814W	7384.7383	4258.1709	0	z10-15	nircam3
11961	F814W	766.3229	3824.823	0	z10-15	nircam3
231	F115W	1319.3601	233.6761	0	z10-15	nircam3
524	F115W	8638.9395	337.2325	0	z10-15	nircam3
1065	F115W	10265.5479	581.2538	0	z10-15	nircam3
1531	F115W	1121.3978	793.7682	0	z10-15	nircam3
1748	F115W	8713.2812	892.587	0	z10-15	nircam3
3571	F115W	7526.1724	1645.5884	0	z10-15	nircam3
5264	F115W	3121.657	2155.1516	0	z10-15	nircam3
6622	F115W	7332.8413	2600.4233	0	z10-15	nircam3
7035	F115W	7883.5815	2729.7466	0	z10-15	nircam3
7565	F115W	7932.2598	2900.3538	0	z10-15	nircam3
7878	F115W	8353.832	3010.7944	0	z10-15	nircam3
9153	F115W	7933.3662	3481.4534	0	z10-15	nircam3
9544	F115W	6659.4204	3583.4431	0	z10-15	nircam3
10413	F115W	9450.9424	3920.8472	0	z10-15	nircam3
10519	F115W	2281.1663	4386.8423	0	z10-15	nircam3
10967	F115W	3091.5708	4550.2607	0	z10-15	nircam3
11733	F115W	1220.1353	4204.6147	0	z10-15	nircam3
11782	F115W	9995.2969	3915.064	0	z10-15	nircam3
11938	F115W	7384.7383	4258.1709	0	z10-15	nircam3
11961	F115W	766.3229	3824.823	0	z10-15	nircam3
231	F150W	1319.3601	233.6761	0	z10-15	nircam3
524	F150W	8638.9395	337.2325	0	z10-15	nircam3
1065	F150W	10265.5479	581.2538	0	z10-15	nircam3
1531	F150W	1121.3978	793.7682	0	z10-15	nircam3
1748	F150W	8713.2812	892.587	0	z10-15	nircam3
3571	F150W	7526.1724	1645.5884	0	z10-15	nircam3
5264	F150W	3121.657	2155.1516	0	z10-15	nircam3
6622	F150W	7332.8413	2600.4233	0	z10-15	nircam3
7035	F150W	7883.5815	2729.7466	0	z10-15	nircam3
7565	F150W	7932.2598	2900.3538	0	z10-15	nircam3
7878	F150W	8353.832	3010.7944	0	z10-15	nircam3
9153	F150W	7933.3662	3481.4534	0	z10-15	nircam3
9544	F150W	6659.4204	3583.4431	0	z10-15	nircam3
10413	F150W	9450.9424	3920.8472	0	z10-15	nircam3
10519	F150W	2281.1663	4386.8423	0	z10-15	nircam3
