source_number	x_image	y_image	class_star	mag_aper_F606W	magerr_aper_F606W	flux_aper_F606W	fluxerr_aper_F606W	snr_F606W	nmad_F606W	mag_aper_F814W	magerr_aper_F814W	flux_aper_F814W	fluxerr_aper_F814W	snr_F814W	nmad_F814W	mag_aper_F115W	magerr_aper_F115W	flux_aper_F115W	fluxerr_aper_F115W	snr_F115W	nmad_F115W	mag_aper_F150W	magerr_aper_F150W	flux_aper_F150W	fluxerr_aper_F150W	snr_F150W	nmad_F150W	mag_aper_F200W	magerr_aper_F200W	flux_aper_F200W	fluxerr_aper_F200W	snr_F200W	nmad_F200W	mag_aper_F277W	magerr_aper_F277W	flux_aper_F277W	fluxerr_aper_F277W	snr_F277W	nmad_F277W	mag_aper_F356W	magerr_aper_F356W	flux_aper_F356W	fluxerr_aper_F356W	snr_F356W	nmad_F356W	mag_aper_F410M	magerr_aper_F410M	flux_aper_F410M	fluxerr_aper_F410M	snr_F410M	nmad_F410M	mag_aper_F444W	magerr_aper_F444W	flux_aper_F444W	fluxerr_aper_F444W	snr_F444W	nmad_F444W
10412	10222.834	3318.8594	0.361	31.7121	0.4802	0.004102633280726777	0.001814246204720235	2.261343179361603	0.002964454656747732																																																
2625	10984.4453	1291.8782	0.335	99.0	99.0	-0.003033998771070487	0.0018128601932523832	-1.6735977668676731	0.00371844299998944																																																
10086	3511.0833	3248.1431	0.019	99.0	99.0	-0.003041168314531488	0.0018156299023125147	-1.6749935163868148	0.002493633120902937																																																
8507	3047.9592	2849.7163	0.122	31.257	0.3155	0.006238807836893624	0.0018123985750756943	3.4422935013801044	0.0026533616452280337																																																
15537	534.8065	4916.9058	0.251	29.5253	0.064	0.030746767036328223	0.0018105486315555814	16.98201666635782	0.0040842701521244884																																																
10206	7846.7725	3274.0566	0.359	30.6792	0.1854	0.010622477503014234	0.0018133218114290718	5.858021138918911	0.0025577998746188512																																																
11961	4225.5752	3710.6201	0.347	31.8275	0.5339	0.0036891286757523172	0.00181378342960576	2.033941106493722	0.0027354220662318992																																																
14307	10159.4375	4423.291	0.347	99.0	99.0	-0.0010183604723202054	0.0018128601932523832	-0.5617424201329082	0.0032937869214500746																																																
3432	2887.1448	1538.1992	0.361	30.3362	0.135	0.014569456373987408	0.001811474181784531	8.042872772072663	0.0033316218734963056																																																
7023	6536.4971	2463.1521	0.348	99.0	99.0	-0.0005513199596152852	0.001814246204720235	-0.3038837607491654	0.0025284949997316252																																																
8107	2291.5776	2737.248	0.019	99.0	99.0	-0.0024733525045731904	0.00181378342960576	-1.3636426842375513	0.0026845067835110114																																																
1302	6783.021	784.9485	0.354	32.1111	0.6931	0.0028411222019218917	0.0018133218114290718	1.5668052874094172	0.003861743045631445																																																
7384	3873.677	2549.1699	0.348	31.3075	0.3306	0.005955286349135063	0.0018128601932523832	3.285022403438023	0.002563910232193691																																																
10896	2622.0945	3381.0298	0.0	28.499	0.0249	0.07912422469013898	0.001811011406670056	43.690627457519064	0.002928776555973126																																																
