source_number	filter	x_image	y_image	nmad_flux_error	redshift_bin	pointing
9406	F356W	357.7897	3579.1902	0	z10-15	nircam6
9959	F356W	2031.6949	3767.6763	0	z10-15	nircam6
10050	F356W	3080.1096	3861.0544	0	z10-15	nircam6
10226	F356W	7137.9941	3877.0544	0	z10-15	nircam6
10511	F356W	8834.5166	4618.9565	0	z10-15	nircam6
10878	F356W	9328.1885	3877.54	0	z10-15	nircam6
11924	F356W	8097.4478	4044.0938	0	z10-15	nircam6
344	F410M	7792.0762	278.7755	0	z10-15	nircam6
447	F410M	10004.9326	297.3108	0	z10-15	nircam6
746	F410M	2287.5122	464.3756	0	z10-15	nircam6
992	F410M	2196.2832	558.6949	0	z10-15	nircam6
1033	F410M	4166.0161	574.156	0	z10-15	nircam6
3172	F410M	8248.8193	1487.2688	0	z10-15	nircam6
3476	F410M	6256.1411	1609.7454	0	z10-15	nircam6
3708	F410M	7158.0962	1690.226	0	z10-15	nircam6
4097	F410M	4108.5083	1808.6418	0	z10-15	nircam6
4660	F410M	8027.0493	1980.4805	0	z10-15	nircam6
6023	F410M	7478.3091	2402.1709	0	z10-15	nircam6
6760	F410M	8256.0566	2655.9856	0	z10-15	nircam6
7973	F410M	8013.8623	3078.5071	0	z10-15	nircam6
9406	F410M	357.7897	3579.1902	0	z10-15	nircam6
9959	F410M	2031.6949	3767.6763	0	z10-15	nircam6
10050	F410M	3080.1096	3861.0544	0	z10-15	nircam6
10226	F410M	7137.9941	3877.0544	0	z10-15	nircam6
10511	F410M	8834.5166	4618.9565	0	z10-15	nircam6
10878	F410M	9328.1885	3877.54	0	z10-15	nircam6
11924	F410M	8097.4478	4044.0938	0	z10-15	nircam6
344	F444W	7792.0762	278.7755	0	z10-15	nircam6
447	F444W	10004.9326	297.3108	0	z10-15	nircam6
746	F444W	2287.5122	464.3756	0	z10-15	nircam6
992	F444W	2196.2832	558.6949	0	z10-15	nircam6
1033	F444W	4166.0161	574.156	0	z10-15	nircam6
3172	F444W	8248.8193	1487.2688	0	z10-15	nircam6
3476	F444W	6256.1411	1609.7454	0	z10-15	nircam6
3708	F444W	7158.0962	1690.226	0	z10-15	nircam6
4097	F444W	4108.5083	1808.6418	0	z10-15	nircam6
4660	F444W	8027.0493	1980.4805	0	z10-15	nircam6
6023	F444W	7478.3091	2402.1709	0	z10-15	nircam6
6760	F444W	8256.0566	2655.9856	0	z10-15	nircam6
7973	F444W	8013.8623	3078.5071	0	z10-15	nircam6
9406	F444W	357.7897	3579.1902	0	z10-15	nircam6
9959	F444W	2031.6949	3767.6763	0	z10-15	nircam6
10050	F444W	3080.1096	3861.0544	0	z10-15	nircam6
10226	F444W	7137.9941	3877.0544	0	z10-15	nircam6
10511	F444W	8834.5166	4618.9565	0	z10-15	nircam6
10878	F444W	9328.1885	3877.54	0	z10-15	nircam6
11924	F444W	8097.4478	4044.0938	0	z10-15	nircam6
