NUMBER,X_IMAGE,Y_IMAGE,ALPHA_J2000,DELTA_J2000,CLASS_STAR,FILTER,SEX_FLUX,SEX_FLUXERR,SEX_SNR,NMAD_FLUX,NMAD_FLUXERR,NMAD_SNR,SNR_DIFF,SNR_RATIO
2646,9788.3516,1305.5209,214.9017082,52.7926649,1.0,F606W,0.01351839,0.02296781,0.5885798428322073,-0.00033122920569732706,0.0028878224778561504,-0.11469860361472899,0.7032784464469363,
2646,9788.3516,1305.5209,214.9017082,52.7926649,1.0,F814W,0.02039718,0.01368041,1.4909772441030642,0.002533740247498676,0.0028880162360898757,0.8773289484442586,0.6136482956588056,1.6994506413437855
2646,9788.3516,1305.5209,214.9017082,52.7926649,1.0,F115W,0.001295006,0.02504851,0.051699921472375,0.0026035427148241095,0.0012590721692858349,2.067826434683946,-2.016126513211571,0.025002060426931823
2646,9788.3516,1305.5209,214.9017082,52.7926649,1.0,F150W,0.5039122,0.0001078952,4670.385707612572,0.01199328439746893,0.0020454524487771887,5.863389493429069,4664.522318119143,796.533423687193
2646,9788.3516,1305.5209,214.9017082,52.7926649,1.0,F200W,0.6792992,0.0001063477,6387.530712935024,0.014084986357789606,0.0015330478088115378,9.187571500923175,6378.343141434101,695.2360275284061
2646,9788.3516,1305.5209,214.9017082,52.7926649,1.0,F277W,0.4657413,6.027959e-05,7726.351489782861,0.013416315657394994,0.0012664550071485306,10.593598336827075,7715.757891446034,729.3415555433459
2646,9788.3516,1305.5209,214.9017082,52.7926649,1.0,F356W,0.4042385,0.02681728,15.073806888692664,0.010565250874409314,0.0011757660684004571,8.985844342984448,6.087962545708216,1.6775058985371023
2646,9788.3516,1305.5209,214.9017082,52.7926649,1.0,F410M,0.4611532,9.231408e-05,4995.480646072625,0.01267594897317636,0.0026448743367257564,4.792646968955301,4990.687999103669,1042.3218481209221
2646,9788.3516,1305.5209,214.9017082,52.7926649,1.0,F444W,0.3095598,4.315625e-05,7173.000434467776,0.011684121703080905,0.001676399006425716,6.969773698442387,7166.030660769334,1029.1582976461355
3096,2988.968,1432.7687,214.9611133,52.8365116,0.999,F606W,0.102255,0.03875836,2.638269524303918,0.010569257207911843,0.004467064975302782,2.3660406254098527,0.2722288988940651,1.1150567306285828
3096,2988.968,1432.7687,214.9611133,52.8365116,0.999,F814W,0.09305961,0.02308579,4.031034242276309,0.008681427434466723,0.0032804565966865406,2.6464082601292422,1.384625982147067,1.5232095149519547
3096,2988.968,1432.7687,214.9611133,52.8365116,0.999,F115W,0.5354052,0.04226955,12.666451381668363,0.004813328272613046,0.0017239857690144972,2.7919768011568604,9.874474580511503,4.536732316837302
3096,2988.968,1432.7687,214.9611133,52.8365116,0.999,F150W,2.004498,0.000182074,11009.248986675746,0.026239290383049837,0.002860996051981511,9.171382940174503,11000.077603735572,1200.3913759233212
3096,2988.968,1432.7687,214.9611133,52.8365116,0.999,F200W,0.9076765,0.0001794625,5057.750226370412,0.01836943866824585,0.002765416781422593,6.642557024911158,5051.107669345501,761.4161545625659
3096,2988.968,1432.7687,214.9611133,52.8365116,0.999,F277W,1.116614,0.0001017223,10977.081721510427,0.02158059208141772,0.0019273817611864068,11.196843570904036,10965.884877939523,980.3728749087217
3096,2988.968,1432.7687,214.9611133,52.8365116,0.999,F356W,1.046152,0.04525436,23.117153794684093,0.016829687826050904,0.0013067306049577808,12.879232920847258,10.237920873836835,1.7949169750059413
3096,2988.968,1432.7687,214.9611133,52.8365116,0.999,F410M,1.090705,0.0001557807,7001.541269232967,0.01689407930015272,0.0031416596887500607,5.377437715691667,6996.163831517276,1302.0218251532833
3096,2988.968,1432.7687,214.9611133,52.8365116,0.999,F444W,1.794502,7.28265e-05,24640.783231378686,0.026061589674614763,0.0024944324887628457,10.447903397674407,24630.33532798101,2358.4428658541638
5572,9066.3271,2100.5781,214.8998029,52.8015402,0.995,F606W,0.08836905,0.02465504,3.584218480278272,0.008361254169289577,0.0033457591215030258,2.499060412195312,1.08515806808296,1.4342264247744605
5572,9066.3271,2100.5781,214.8998029,52.8015402,0.995,F814W,0.009174693,0.01468538,0.6247501256351555,0.002094288284987972,0.0032002303451937105,0.6544179821722191,-0.029667856537063608,0.9546652791560117
5572,9066.3271,2100.5781,214.8998029,52.8015402,0.995,F115W,0.08275271,0.02688859,3.077614333812223,0.005671235057788922,0.001203351480233043,4.712866648645848,-1.6352523148336253,0.6530238522018263
5572,9066.3271,2100.5781,214.8998029,52.8015402,0.995,F150W,0.3410793,0.0001158213,2944.875424468556,0.007514786642668005,0.0019954851851861546,3.765894479425547,2941.1095299891304,781.9856452583796
5572,9066.3271,2100.5781,214.8998029,52.8015402,0.995,F200W,0.4046552,0.00011416,3544.6320953048353,0.010690177578002108,0.0017595012582063906,6.0756862367347875,3538.5564090681005,583.4126314610021
5572,9066.3271,2100.5781,214.8998029,52.8015402,0.995,F277W,0.8486004,6.470777e-05,13114.350873164072,0.02189684382223545,0.001504831313277541,14.551028828968116,13099.799844335104,901.2662284783662
5572,9066.3271,2100.5781,214.8998029,52.8015402,0.995,F356W,1.300446,0.0287873,45.174295609522254,0.0362939479453568,0.0013396878492406207,27.091346664022822,18.08294894549943,1.6674806228630008
5572,9066.3271,2100.5781,214.8998029,52.8015402,0.995,F410M,2.023416,9.909553e-05,20418.842302977744,0.06300384789446362,0.003378125241664411,18.650536432871107,20400.191766544875,1094.8126010461576
