NUMBER,X_IMAGE,Y_IMAGE,ALPHA_J2000,DELTA_J2000,CLASS_STAR,FILTER,SEX_FLUX,SEX_FLUXERR,SEX_SNR,NMAD_FLUX,NMAD_FLUXERR,NMAD_SNR,SNR_DIFF,SNR_RATIO
1424,9905.543,798.6576,214.8041837,52.7251893,0.0,F606W,-0.1197709,0.04150927,-2.8854012609713444,0.002904645028010276,0.0047529139499488515,0.6111293111127194,-3.4965305720840636,-4.721425087135361
1424,9905.543,798.6576,214.8041837,52.7251893,0.0,F814W,0.001720569,0.0282407,0.06092515412153381,0.009726438989428056,0.006379961463154726,1.5245294263295726,-1.4636042722080387,0.039963252312037054
1424,9905.543,798.6576,214.8041837,52.7251893,0.0,F115W,0.4932896,0.05316361,9.278707747649191,0.01057157843969845,0.0015949772520034585,6.62804339461233,2.650664353036861,1.3999165659041217
1424,9905.543,798.6576,214.8041837,52.7251893,0.0,F150W,1.552422,0.06472031,23.986627999773177,0.028839625139009215,0.0021247947394271204,13.572899350637913,10.413728649135264,1.7672442254311589
1424,9905.543,798.6576,214.8041837,52.7251893,0.0,F200W,1.32886,0.054989,24.165924093909688,0.017867816750372915,0.0017061535934643013,10.472572234304398,13.69335185960529,2.30754427405626
1424,9905.543,798.6576,214.8041837,52.7251893,0.0,F277W,0.8071337,0.04947781,16.31304417071006,0.017800039263379537,0.0016264261096917939,10.944265563194032,5.368778607516029,1.4905563170516831
1424,9905.543,798.6576,214.8041837,52.7251893,0.0,F356W,0.6590039,0.04962536,13.279579231264014,0.017288314099859085,0.0013062311550857636,13.235263936668224,0.04431529459579053,1.0033482743379991
1424,9905.543,798.6576,214.8041837,52.7251893,0.0,F410M,1.258733,0.111033,11.336566606324245,0.02013093796986363,0.0025194660185175115,7.990160542712519,3.3464060636117265,1.4188158730632565
1424,9905.543,798.6576,214.8041837,52.7251893,0.0,F444W,0.8775737,0.09181431,9.55813641686138,0.014888716491619085,0.0022435670499883157,6.636180760319432,2.9219556565419484,1.4403068213592936
1935,2762.9929,1035.684,214.865305,52.7718567,0.0,F606W,-0.09517991,0.03349853,-2.8413160219269327,-0.001625142409692395,0.002822027421270276,-0.5758776110548464,-2.265438410872086,
1935,2762.9929,1035.684,214.865305,52.7718567,0.0,F814W,-0.02644206,0.02279061,-1.1602173000196134,-0.0011888559237285762,0.0027066638100341246,-0.4392329477053109,-0.7209843523143025,
1935,2762.9929,1035.684,214.865305,52.7718567,0.0,F115W,0.3651183,0.04290373,8.510176154847143,0.007719100066582884,0.001902447890672489,4.057456766321357,4.452719388525786,2.097416348458788
1935,2762.9929,1035.684,214.865305,52.7718567,0.0,F150W,0.961935,0.05223014,18.417239547893228,0.017668313689678524,0.0020417307911040987,8.653596138462554,9.763643409430674,2.1282758350640267
1935,2762.9929,1035.684,214.865305,52.7718567,0.0,F200W,1.017412,0.04437685,22.92663855140687,0.019740347289849986,0.002350192313175926,8.399460409762774,14.527178141644097,2.729537069400198
1935,2762.9929,1035.684,214.865305,52.7718567,0.0,F277W,0.5805469,0.03992924,14.539392685660934,0.01590351718965545,0.002045180818059447,7.776093462848615,6.763299222812319,1.8697553926177632
1935,2762.9929,1035.684,214.865305,52.7718567,0.0,F356W,0.7855161,0.04004831,19.61421343372542,0.018133791681305675,0.0020481564476839006,8.853714129998105,10.760499303727316,2.2153655681369533
1935,2762.9929,1035.684,214.865305,52.7718567,0.0,F410M,0.4701043,0.08960506,5.246403495516883,0.012776116351176814,0.0029802706957388616,4.286897955089744,0.9595055404271386,1.223822808585387
1935,2762.9929,1035.684,214.865305,52.7718567,0.0,F444W,1.207932,0.07409535,16.302399543291177,0.021545561662650446,0.0032285345442018385,6.673480295059678,9.6289192482315,2.4428632171671665
7847,9867.1191,2995.8438,214.7814564,52.7372699,0.015,F606W,0.2140628,0.04464985,4.794255747779668,0.00660301647973644,0.0036615041700152574,1.8033617259840307,2.9908940217956372,2.658510313655244
7847,9867.1191,2995.8438,214.7814564,52.7372699,0.015,F814W,0.1312588,0.03037738,4.320938803807307,0.004006936478397534,0.006181961852244444,0.6481658370219096,3.672772966785397,6.666409361623372
7847,9867.1191,2995.8438,214.7814564,52.7372699,0.015,F115W,2.366275,0.05718595,41.37860785734958,0.030664909560301386,0.0018116014616705717,16.92696225362044,24.451645603729137,2.4445383192426786
7847,9867.1191,2995.8438,214.7814564,52.7372699,0.015,F150W,4.468605,0.06961703,64.18838896172389,0.06254290270267229,0.0023155756284146357,27.009656663856166,37.178732297867725,2.3764977748724823
7847,9867.1191,2995.8438,214.7814564,52.7372699,0.015,F200W,2.751224,0.05914946,46.5130873553199,0.04012142234407737,0.001828470315383464,21.942616189349057,24.57047116597084,2.119760330944372
7847,9867.1191,2995.8438,214.7814564,52.7372699,0.015,F277W,1.879681,0.05322129,35.3182156990182,0.026434359786682255,0.0014430578771721038,18.3182949241679,16.999920774850295,1.9280296471491878
7847,9867.1191,2995.8438,214.7814564,52.7372699,0.015,F356W,1.850458,0.05338,34.66575496440615,0.029512451929337036,0.0015370098504880294,19.20121196358389,15.464543000822257,1.8053941089839316
7847,9867.1191,2995.8438,214.7814564,52.7372699,0.015,F410M,1.857731,0.1194337,15.554495925354402,0.02409655868555408,0.0028742247457139883,8.383672404702033,7.17082352065237,1.8553320280776442
7847,9867.1191,2995.8438,214.7814564,52.7372699,0.015,F444W,1.71262,0.09876096,17.341062703319206,0.026258597174361353,0.0019651653388586187,13.36202947158254,3.9790332317366666,1.297786592987166
9562,797.4572,3594.7715,214.855951,52.7981449,0.0,F606W,0.08372824,0.02451261,3.415721132918934,0.005653098827134158,0.0026569951626018496,2.127628573323554,1.28809255959538,1.6054123241930613
9562,797.4572,3594.7715,214.855951,52.7981449,0.0,F814W,0.01177921,0.01667708,0.7063112967018207,0.0016448444205001674,0.0035874669041536327,0.4584974480449527,0.247813848656868,1.5404912278433696
9562,797.4572,3594.7715,214.855951,52.7981449,0.0,F115W,0.3568916,0.03139489,11.367824509020416,0.009217548045226094,0.0021487118157862838,4.289801907126895,7.078022601893521,2.6499649063362094
9562,797.4572,3594.7715,214.855951,52.7981449,0.0,F150W,1.486706,0.03821951,38.89913816268184,0.030737095122543207,0.002872001459546656,10.702325731893968,28.19681243078787,3.6346434538764445
9562,797.4572,3594.7715,214.855951,52.7981449,0.0,F200W,1.406652,0.03247285,43.31778701284304,0.029170520591275645,0.002987779874516893,9.7632763511376,33.55451066170544,4.436808449839251
9562,797.4572,3594.7715,214.855951,52.7981449,0.0,F277W,1.00292,0.0292183,34.32506340204598,0.02413676029219317,0.003524488222920164,6.848302154970744,27.47676124707523,5.0122004878437805
9562,797.4572,3594.7715,214.855951,52.7981449,0.0,F356W,0.906874,0.02930543,30.94559608918893,0.024060869650937948,0.0025580244517006876,9.406035831651733,21.539560257537197,3.2899721671328965
9562,797.4572,3594.7715,214.855951,52.7981449,0.0,F410M,1.020798,0.06556868,15.568378073189821,0.02582195382616817,0.0035844616326357282,7.203858339859187,8.364519733330635,2.1611166320483384
9562,797.4572,3594.7715,214.855951,52.7981449,0.0,F444W,0.7044092,0.05421942,12.991824700448658,0.02410577899110976,0.003304897233985834,7.29395720484696,5.697867495601699,1.7811764362718454
10415,6457.4668,4542.7227,214.7955514,52.767282,0.0,F606W,0.02168682,0.01913353,1.1334458408876982,0.0012480188703423729,0.003052369047994466,0.4088689312199563,0.7245769096677419,2.7721495920607047
10415,6457.4668,4542.7227,214.7955514,52.767282,0.0,F814W,0.05729599,0.01301743,4.401482473883093,0.007859592306014832,0.004239936334783053,1.853705264755346,2.547777209127747,2.3744241102233725
10415,6457.4668,4542.7227,214.7955514,52.767282,0.0,F115W,0.3769386,0.02450555,15.381764539053398,0.009974509846733629,0.0026082730187951494,3.8241816615275943,11.557582877525803,4.022236886337939
10415,6457.4668,4542.7227,214.7955514,52.767282,0.0,F150W,0.9783339,0.02983256,32.794165167186456,0.024990730032489698,0.002808745741661727,8.897469664770915,23.89669550241554,3.685785555081273
10415,6457.4668,4542.7227,214.7955514,52.767282,0.0,F200W,0.7622065,0.02534696,30.07092369262428,0.018918705599852245,0.002084889732111601,9.074199612797344,20.996724079826937,3.313892682084628
10415,6457.4668,4542.7227,214.7955514,52.767282,0.0,F277W,0.5546992,0.02280659,24.321882403287816,0.016199559894171812,0.0015731359127632827,10.297622578405555,14.024259824882261,2.3618929726839655
10415,6457.4668,4542.7227,214.7955514,52.767282,0.0,F356W,0.6029068,0.0228746,26.35704230893655,0.01827540016231681,0.0012908906681626145,14.157202165175653,12.199840143760897,1.8617409005976098
10415,6457.4668,4542.7227,214.7955514,52.767282,0.0,F410M,0.41925,0.05118019,8.191646025542305,0.012117855505731816,0.0030948792819940098,3.915453367190582,4.276192658351723,2.0921321893867884
10415,6457.4668,4542.7227,214.7955514,52.767282,0.0,F444W,0.5344511,0.04232143,12.628379995666497,0.01823158152038363,0.0021752987586432094,8.381185089148463,4.247194906518034,1.5067535033938206
