NUMBER,X_IMAGE,Y_IMAGE,ALPHA_J2000,DELTA_J2000,CLASS_STAR,FILTER,SEX_FLUX,SEX_FLUXERR,SEX_SNR,NMAD_FLUX,NMAD_FLUXERR,NMAD_SNR,SNR_DIFF,SNR_RATIO
4547,8867.1318,1876.1993,214.9243357,52.8685917,0.999,F606W,-0.02397772,0.02382959,-1.006216221093187,0.002404396698640872,0.0030192760904643465,0.7963487361207469,-1.802564957213934,-1.2635371608609158
4547,8867.1318,1876.1993,214.9243357,52.8685917,0.999,F814W,-0.01862621,0.01615487,-1.152978018393215,0.0009613015897463293,0.0024599085062294453,0.3907875383624796,-1.5437655567556945,-2.9503960725680987
4547,8867.1318,1876.1993,214.9243357,52.8685917,0.999,F115W,0.248653,0.03671125,6.77320984711771,0.00791421410804017,0.0017399334319390517,4.548572929724243,2.2246369173934664,1.4890845880156822
4547,8867.1318,1876.1993,214.9243357,52.8685917,0.999,F150W,1.324625,0.0001410884,9388.617349122962,0.02051799839726789,0.0022771374234133454,9.010434849606996,9379.606914273356,1041.9716146699025
4547,8867.1318,1876.1993,214.9243357,52.8685917,0.999,F200W,0.9161901,0.0001072522,8542.389806456185,0.01590158995635641,0.0019559132809688165,8.13000765988967,8534.259798796296,1050.7234634723718
4547,8867.1318,1876.1993,214.9243357,52.8685917,0.999,F277W,0.6774461,6.846575e-05,9894.671423302892,0.011724140076647722,0.001687642988000695,6.947049915181998,9887.724373387711,1424.2983056274286
4547,8867.1318,1876.1993,214.9243357,52.8685917,0.999,F356W,0.7534346,0.03295062,22.865566717712746,0.01648692214681272,0.0013432858794556217,12.273576607158402,10.591990110554343,1.8629913227067572
4547,8867.1318,1876.1993,214.9243357,52.8685917,0.999,F410M,0.3686442,9.984284e-05,3692.244731820529,0.017988167925095448,0.0032200765083810856,5.5862548229138556,3686.6584769976153,660.9517196880416
4547,8867.1318,1876.1993,214.9243357,52.8685917,0.999,F444W,0.3835769,5.493876e-05,6981.899482259883,0.014725885366041813,0.0021966078279733498,6.703921008798514,6975.195561251085,1041.4650580006146
9883,1088.0367,3457.0374,214.977354,52.9264967,0.972,F606W,0.04309722,0.02996199,1.438396448299996,-0.003039092768143068,0.00244794436752381,-1.2414876777682768,2.6798841260682726,
9883,1088.0367,3457.0374,214.977354,52.9264967,0.972,F814W,-0.005972813,0.02031222,-0.294050231830888,0.00017265770037153713,0.002238195328949549,0.07714148007473971,-0.3711917119056277,-3.8118303090113503
9883,1088.0367,3457.0374,214.977354,52.9264967,0.972,F115W,0.4467454,0.04615865,9.67847629859192,0.005588738095477364,0.0014838667917687958,3.766334098504548,5.912142200087373,2.5697338699811136
9883,1088.0367,3457.0374,214.977354,52.9264967,0.972,F150W,2.42882,0.0001773965,13691.476438373926,0.046012785526185845,0.001942903063576549,23.68249162234798,13667.793946751577,578.1265188099535
9883,1088.0367,3457.0374,214.977354,52.9264967,0.972,F200W,1.815394,0.0001348528,13462.041574220186,0.038643430810260324,0.0016399030688717688,23.564460329259877,13438.477113890925,571.2858001464364
9883,1088.0367,3457.0374,214.977354,52.9264967,0.972,F277W,2.059761,8.608497e-05,23927.068801905836,0.04323216663789544,0.001489576926063742,29.02311782724637,23898.04568407859,824.414142695708
9883,1088.0367,3457.0374,214.977354,52.9264967,0.972,F356W,2.213053,0.04143025,53.41635640624905,0.043843322222668166,0.001142938828682003,38.36016514831922,15.056191257929832,1.3924954754421732
9883,1088.0367,3457.0374,214.977354,52.9264967,0.972,F410M,2.25694,0.0001255368,17978.313928664746,0.04498969000409544,0.002627895053015477,17.120048212149996,17961.193880452596,1050.1322020755551
9883,1088.0367,3457.0374,214.977354,52.9264967,0.972,F444W,2.852978,6.907689e-05,41301.48302854978,0.06439338832245452,0.002131698935072147,30.207543505797705,41271.27548504398,1367.257255480666
12083,1206.2175,4178.8481,214.9686979,52.9296469,0.37,F606W,0.02850798,0.04604997,0.6190662013460595,-0.0020739162630787652,0.00244875309770224,-0.8469274689329852,1.4659936702790448,
12083,1206.2175,4178.8481,214.9686979,52.9296469,0.37,F814W,0.1268513,0.0312188,4.063298397119684,0.008328674235277512,0.002552420556489414,3.2630493490197896,0.8002490480998947,1.2452457693722245
12083,1206.2175,4178.8481,214.9686979,52.9296469,0.37,F115W,0.7898422,0.07094338,11.133416535834634,0.012761292550251204,0.0015014663747213847,8.499219672914231,2.634196862920403,1.309933966210475
12083,1206.2175,4178.8481,214.9686979,52.9296469,0.37,F150W,2.633958,0.000272649,9660.618597537492,0.046514684828534325,0.0016798001360284053,27.690606656640828,9632.927990880851,348.8771018030643
12083,1206.2175,4178.8481,214.9686979,52.9296469,0.37,F200W,3.508346,0.0002072616,16927.139421870717,0.04804845044220368,0.0018252642907909387,26.32410587585808,16900.81531599486,643.0280861844827
12083,1206.2175,4178.8481,214.9686979,52.9296469,0.37,F277W,2.996022,0.000132308,22644.299664419384,0.04039776442889089,0.0016248364655950475,24.86266481845385,22619.43699960093,910.7752459266584
12083,1206.2175,4178.8481,214.9686979,52.9296469,0.37,F356W,2.692003,0.06367609,42.276512267006346,0.04177066793977953,0.0012797724566490456,32.63913652990453,9.637375737101813,1.2952705482349964
12083,1206.2175,4178.8481,214.9686979,52.9296469,0.37,F410M,2.999258,0.0001929433,15544.76366891206,0.03910149238494544,0.0029986835439842524,13.03955279422135,15531.724116117839,1192.1239872429464
12083,1206.2175,4178.8481,214.9686979,52.9296469,0.37,F444W,4.940454,0.0001061675,46534.52327689736,0.07141489558050906,0.0024521507891687878,29.123370347349955,46505.39990655001,1597.8412773620382
12779,4251.2803,4442.6846,214.9386418,52.9117483,0.275,F606W,-0.01796778,0.03179339,-0.565141999642064,-0.00019124065911892726,0.002605353422910407,-0.07340296231491494,-0.4917390373271491,
12779,4251.2803,4442.6846,214.9386418,52.9117483,0.275,F814W,-0.0478388,0.02155379,-2.219507566882669,0.0019877442515510656,0.0028441981450534177,0.6988768539238792,-2.9183844208065484,-3.1758206820287898
12779,4251.2803,4442.6846,214.9386418,52.9117483,0.275,F115W,0.5753549,0.04898005,11.746719327562957,0.013781065511306477,0.001602113807468471,8.601801848947416,3.1449174786155414,1.3656114769721623
12779,4251.2803,4442.6846,214.9386418,52.9117483,0.275,F150W,3.56924,0.0001882397,18961.14369073049,0.059580166559605956,0.0017719339518757343,33.62437211417252,18927.519318616316,563.9107141197278
12779,4251.2803,4442.6846,214.9386418,52.9117483,0.275,F200W,3.261379,0.0001430956,22791.60924584683,0.05429932618099865,0.002024019503741401,26.827471810734192,22764.781774036095,849.5623220346639
12779,4251.2803,4442.6846,214.9386418,52.9117483,0.275,F277W,2.35456,9.134683e-05,25776.04499247538,0.048778791554436346,0.0015539049594156488,31.391103592834774,25744.653888882545,821.1257981499871
12779,4251.2803,4442.6846,214.9386418,52.9117483,0.275,F356W,2.725677,0.04396264,61.999848052801205,0.05472797936444997,0.0013795377060935993,39.6712457533486,22.328602299452605,1.5628409664339284
12779,4251.2803,4442.6846,214.9386418,52.9117483,0.275,F410M,2.84931,0.0001332101,21389.594332561872,0.05978892338754997,0.003335712606307337,17.923883272946835,21371.670449288926,1193.3571540741932
12779,4251.2803,4442.6846,214.9386418,52.9117483,0.275,F444W,4.334879,7.329915e-05,59139.5534600333,0.09281377650635678,0.0027288638827985367,34.011874718783446,59105.54158531452,1738.7913471106845
12888,958.9188,4500.5728,214.9675279,52.9329541,0.999,F606W,-0.0001204101,0.02545508,-0.004730297449467846,-0.0026266456043051835,0.0023697973864261392,-1.108384041332071,1.103653743882603,
12888,958.9188,4500.5728,214.9675279,52.9329541,0.999,F814W,0.03587923,0.01725684,2.079130941701957,0.004119595451050921,0.003025277121018568,1.361724987912483,0.7174059537894739,1.5268361527897445
12888,958.9188,4500.5728,214.9675279,52.9329541,0.999,F115W,2.355578,0.03921543,60.06763154197212,0.04561233795226112,0.001269540726846485,35.92821954248077,24.13941199949135,1.6718788825855793
12888,958.9188,4500.5728,214.9675279,52.9329541,0.999,F150W,5.076152,0.0001507124,33681.050796085794,0.10987366576655479,0.001746756350627142,62.901540748431565,33618.14925533736,535.4566898574042
12888,958.9188,4500.5728,214.9675279,52.9329541,0.999,F200W,4.654439,0.0001145681,40625.95958211754,0.10502459069915349,0.0015267074779239998,68.7915610670649,40557.16802105047,590.5660367630164
12888,958.9188,4500.5728,214.9675279,52.9329541,0.999,F277W,4.240529,7.3136e-05,57981.418179829365,0.0953312845312227,0.0013294369683564244,71.70801384369523,57909.71016598567,808.5765463566421
12888,958.9188,4500.5728,214.9675279,52.9329541,0.999,F356W,3.664911,0.03519828,104.1218775462892,0.08936369946930679,0.0012712395490230171,70.29650669536302,33.82537085092618,1.48118139067012
12888,958.9188,4500.5728,214.9675279,52.9329541,0.999,F410M,3.570183,0.0001066534,33474.62903198585,0.08838434848154543,0.002716396189589357,32.53735549338503,33442.09167649247,1028.8060761050901
12888,958.9188,4500.5728,214.9675279,52.9329541,0.999,F444W,5.603798,5.868629e-05,95487.34465920406,0.13202394464402495,0.0019197950888536753,68.76981059622227,95418.57484860784,1388.5067274629
