source_number	filter	x_image	y_image	nmad_flux_error	redshift_bin	pointing
440	F606W	9799.3076	320.5355	0	z8-10	nircam4
1755	F606W	3649.1157	910.0732	0	z8-10	nircam4
1908	F606W	9752.2275	968.9572	0	z8-10	nircam4
2838	F606W	2422.7812	1246.3853	0	z8-10	nircam4
4308	F606W	1901.528	1693.9945	0	z8-10	nircam4
4429	F606W	1180.2792	1749.6285	0	z8-10	nircam4
5282	F606W	6009.791	2047.6011	0	z8-10	nircam4
5670	F606W	8269.8779	2147.989	0	z8-10	nircam4
6977	F606W	3550.6462	2504.9712	0	z8-10	nircam4
7185	F606W	1105.399	2570.1448	0	z8-10	nircam4
8067	F606W	2033.2831	2836.4185	0	z8-10	nircam4
8333	F606W	1548.1414	2903.8955	0	z8-10	nircam4
8989	F606W	3740.1558	3061.6614	0	z8-10	nircam4
9101	F606W	3800.0427	3098.2778	0	z8-10	nircam4
9641	F606W	3056.1348	3237.7158	0	z8-10	nircam4
9788	F606W	3589.376	3274.3113	0	z8-10	nircam4
10904	F606W	4019.5276	3631.5112	0	z8-10	nircam4
11574	F606W	9823.9248	4387.4756	0	z8-10	nircam4
11914	F606W	7775.9033	4188.8218	0	z8-10	nircam4
12751	F606W	9541.0303	3915.2021	0	z8-10	nircam4
440	F814W	9799.3076	320.5355	0	z8-10	nircam4
1755	F814W	3649.1157	910.0732	0	z8-10	nircam4
1908	F814W	9752.2275	968.9572	0	z8-10	nircam4
2838	F814W	2422.7812	1246.3853	0	z8-10	nircam4
4308	F814W	1901.528	1693.9945	0	z8-10	nircam4
4429	F814W	1180.2792	1749.6285	0	z8-10	nircam4
5282	F814W	6009.791	2047.6011	0	z8-10	nircam4
5670	F814W	8269.8779	2147.989	0	z8-10	nircam4
6977	F814W	3550.6462	2504.9712	0	z8-10	nircam4
7185	F814W	1105.399	2570.1448	0	z8-10	nircam4
8067	F814W	2033.2831	2836.4185	0	z8-10	nircam4
8333	F814W	1548.1414	2903.8955	0	z8-10	nircam4
8989	F814W	3740.1558	3061.6614	0	z8-10	nircam4
9101	F814W	3800.0427	3098.2778	0	z8-10	nircam4
