source_number	filter	x_image	y_image	nmad_flux_error	redshift_bin	pointing
849	F606W	6497.4443	487.4786	0.002629574104550816	z7-8	nircam6
932	F606W	8652.4834	536.86	0.0028279397204321014	z7-8	nircam6
1318	F606W	8118.1431	717.3485	0.002325331310049871	z7-8	nircam6
1824	F606W	1035.0487	942.5328	0.0026104916181214507	z7-8	nircam6
2724	F606W	7101.8022	1303.568	0.002768539586149441	z7-8	nircam6
2910	F606W	2604.1455	1382.5983	0.0028130823124330184	z7-8	nircam6
4174	F606W	3542.8733	1826.7122	0.0025588869537951737	z7-8	nircam6
4249	F606W	6680.0728	1861.1903	0.002305843910905622	z7-8	nircam6
4337	F606W	3487.8018	1861.09	0.002275449726484287	z7-8	nircam6
4659	F606W	7063.0293	1975.3494	0.002178281995584904	z7-8	nircam6
5157	F606W	6485.21	2117.4058	0.0024812870001730265	z7-8	nircam6
5283	F606W	7413.459	2168.5481	0.0026900427496512782	z7-8	nircam6
5451	F606W	1269.7587	2248.7483	0.002460624310849266	z7-8	nircam6
7573	F606W	7005.7798	2942.2395	0.002469381695264932	z7-8	nircam6
7622	F606W	7476.4102	2951.7903	0.003155888586008964	z7-8	nircam6
7625	F606W	8405.3447	2955.8206	0.002407295779855811	z7-8	nircam6
7863	F606W	8383.8125	3044.7783	0.002887740625453472	z7-8	nircam6
8017	F606W	7469.1963	3097.644	0.0026623221091027914	z7-8	nircam6
10002	F606W	3134.3948	3832.0449	0.003072395807483071	z7-8	nircam6
10707	F606W	6948.2412	4595.6201	0.0022718518035372325	z7-8	nircam6
849	F814W	6497.4443	487.4786	0.002863749879493111	z7-8	nircam6
932	F814W	8652.4834	536.86	0.002901448949610849	z7-8	nircam6
1318	F814W	8118.1431	717.3485	0.003375244522348215	z7-8	nircam6
1824	F814W	1035.0487	942.5328	0.002615401062735199	z7-8	nircam6
2724	F814W	7101.8022	1303.568	0.0028585010076217516	z7-8	nircam6
2910	F814W	2604.1455	1382.5983	0.003100166014362109	z7-8	nircam6
4174	F814W	3542.8733	1826.7122	0.0026766210242699347	z7-8	nircam6
4249	F814W	6680.0728	1861.1903	0.0022851385592667075	z7-8	nircam6
4337	F814W	3487.8018	1861.09	0.0032199401360353606	z7-8	nircam6
4659	F814W	7063.0293	1975.3494	0.002551241678467275	z7-8	nircam6
5157	F814W	6485.21	2117.4058	0.0029787650275621184	z7-8	nircam6
5283	F814W	7413.459	2168.5481	0.003085973331926922	z7-8	nircam6
5451	F814W	1269.7587	2248.7483	0.0029157655541187403	z7-8	nircam6
7573	F814W	7005.7798	2942.2395	0.00300277438882313	z7-8	nircam6
7622	F814W	7476.4102	2951.7903	0.0031819829370419144	z7-8	nircam6
7625	F814W	8405.3447	2955.8206	0.0028837264157565894	z7-8	nircam6
7863	F814W	8383.8125	3044.7783	0.0030842966545477977	z7-8	nircam6
8017	F814W	7469.1963	3097.644	0.002866664087734921	z7-8	nircam6
10002	F814W	3134.3948	3832.0449	0.0024827591359050634	z7-8	nircam6
10707	F814W	6948.2412	4595.6201	0.0031761332487229834	z7-8	nircam6
849	F115W	6497.4443	487.4786	0.0017907306891040114	z7-8	nircam6
932	F115W	8652.4834	536.86	0.0019504422042132719	z7-8	nircam6
1318	F115W	8118.1431	717.3485	0.0021876310478622994	z7-8	nircam6
1824	F115W	1035.0487	942.5328	0.0026773634766734814	z7-8	nircam6
2724	F115W	7101.8022	1303.568	0.0028476665617028405	z7-8	nircam6
2910	F115W	2604.1455	1382.5983	0.001655053305646966	z7-8	nircam6
4174	F115W	3542.8733	1826.7122	0.0020597659205612603	z7-8	nircam6
4249	F115W	6680.0728	1861.1903	0.0014139628457567643	z7-8	nircam6
4337	F115W	3487.8018	1861.09	0.002802776850583873	z7-8	nircam6
4659	F115W	7063.0293	1975.3494	0.0018443409392019108	z7-8	nircam6
5157	F115W	6485.21	2117.4058	0.0018577205279886387	z7-8	nircam6
5283	F115W	7413.459	2168.5481	0.0016505790872259416	z7-8	nircam6
5451	F115W	1269.7587	2248.7483	0.0024487353221566014	z7-8	nircam6
7573	F115W	7005.7798	2942.2395	0.0025231878935904005	z7-8	nircam6
7622	F115W	7476.4102	2951.7903	0.0044949532259199515	z7-8	nircam6
7625	F115W	8405.3447	2955.8206	0.0019721746181550694	z7-8	nircam6
7863	F115W	8383.8125	3044.7783	0.0024229833025613853	z7-8	nircam6
8017	F115W	7469.1963	3097.644	0.0035621460147322215	z7-8	nircam6
10002	F115W	3134.3948	3832.0449	0.001388883388466939	z7-8	nircam6
10707	F115W	6948.2412	4595.6201	0.0016023613592148142	z7-8	nircam6
849	F150W	6497.4443	487.4786	0.0015943501130676102	z7-8	nircam6
932	F150W	8652.4834	536.86	0.0023254443319039478	z7-8	nircam6
1318	F150W	8118.1431	717.3485	0.002166571811747533	z7-8	nircam6
1824	F150W	1035.0487	942.5328	0.00274190977217448	z7-8	nircam6
2724	F150W	7101.8022	1303.568	0.004418301488728091	z7-8	nircam6
2910	F150W	2604.1455	1382.5983	0.0023909107809342513	z7-8	nircam6
4174	F150W	3542.8733	1826.7122	0.002500166087434748	z7-8	nircam6
4249	F150W	6680.0728	1861.1903	0.0020025971228367434	z7-8	nircam6
4337	F150W	3487.8018	1861.09	0.0027306609074822857	z7-8	nircam6
4659	F150W	7063.0293	1975.3494	0.0021876579720574987	z7-8	nircam6
5157	F150W	6485.21	2117.4058	0.0021879444134480625	z7-8	nircam6
5283	F150W	7413.459	2168.5481	0.0018556278797024757	z7-8	nircam6
5451	F150W	1269.7587	2248.7483	0.0021407023043529235	z7-8	nircam6
7573	F150W	7005.7798	2942.2395	0.002669418130060477	z7-8	nircam6
7622	F150W	7476.4102	2951.7903	0.003692857461314761	z7-8	nircam6
7625	F150W	8405.3447	2955.8206	0.0022410642075232487	z7-8	nircam6
7863	F150W	8383.8125	3044.7783	0.0022543114090814564	z7-8	nircam6
8017	F150W	7469.1963	3097.644	0.0026716297761145455	z7-8	nircam6
10002	F150W	3134.3948	3832.0449	0.0017003872710743225	z7-8	nircam6
10707	F150W	6948.2412	4595.6201	0.0020661874133859046	z7-8	nircam6
849	F200W	6497.4443	487.4786	0.0017270490372394058	z7-8	nircam6
932	F200W	8652.4834	536.86	0.0020176509248554225	z7-8	nircam6
1318	F200W	8118.1431	717.3485	0.002005813509288048	z7-8	nircam6
1824	F200W	1035.0487	942.5328	0.0025162903742897403	z7-8	nircam6
2724	F200W	7101.8022	1303.568	0.004395926530652458	z7-8	nircam6
2910	F200W	2604.1455	1382.5983	0.0024570199231150223	z7-8	nircam6
4174	F200W	3542.8733	1826.7122	0.0022861971952541833	z7-8	nircam6
