source_number	filter	x_image	y_image	sex_flux_ujy	nmad_error_ujy	redshift_bin	pointing
651	F606W	8903.5273	417.2083	-0.006475033707952861	0.003350135964612599	z7-8	nircam4
662	F606W	8915.3672	425.6671	0.0004464106922643048	0.003037755531754881	z7-8	nircam4
1666	F606W	2466.2061	880.1051	-0.0013828183195621665	0.0027673179476502465	z7-8	nircam4
2227	F606W	2515.9624	1081.274	0.0036723125850300895	0.0031443849046519853	z7-8	nircam4
4940	F606W	2117.5259	1923.5068	0.005142306166781447	0.00270441128185431	z7-8	nircam4
6138	F606W	1840.4335	2263.8535	-0.005824613696998598	0.0025546115787171866	z7-8	nircam4
8056	F606W	4062.7568	2825.3997	0.000616373067313459	0.003177587339888321	z7-8	nircam4
9300	F606W	1562.1141	3140.2217	0.0012958131272275445	0.002875605461048671	z7-8	nircam4
9481	F606W	3152.3174	3186.825	0.00293590201617969	0.003535618108427996	z7-8	nircam4
9655	F606W	8813.2402	3239.7424	0.0022151170490695322	0.003742760464078626	z7-8	nircam4
9822	F606W	8314.4082	3287.9761	-0.0018530036205575001	0.0028882387432286626	z7-8	nircam4
10223	F606W	3508.7698	3397.1357	0.0019352711526576863	0.0033287512775796745	z7-8	nircam4
10750	F606W	518.1573	3569.1606	-0.0015623669654138876	0.002652428026850378	z7-8	nircam4
10779	F606W	3270.9812	3578.6091	-0.0027665598754777108	0.0034901042154746567	z7-8	nircam4
10834	F606W	3143.3616	3625.3943	0.005401685833755645	0.003561380942197494	z7-8	nircam4
10868	F606W	791.7679	3610.9404	-0.002847023741569231	0.0026367931359718867	z7-8	nircam4
11130	F606W	2957.8154	3725.0051	0.004178386096152944	0.0033976708415120504	z7-8	nircam4
11210	F606W	254.1929	3762.1775	0.003210200395906769	0.0024769172423612525	z7-8	nircam4
12232	F606W	2713.3508	4360.2383	0.0007780469086748124	0.0029095337536644153	z7-8	nircam4
12890	F606W	2578.769	3932.5815	0.0012354232886641547	0.0033465284372668426	z7-8	nircam4
651	F814W	8903.5273	417.2083	0.002914505862170329	0.004538435104457244	z7-8	nircam4
662	F814W	8915.3672	425.6671	-0.006904961180147981	0.004806411312803297	z7-8	nircam4
1666	F814W	2466.2061	880.1051	0.0026659368578174428	0.0030023715041400394	z7-8	nircam4
2227	F814W	2515.9624	1081.274	-0.0034642728365377098	0.0032986590337932263	z7-8	nircam4
4940	F814W	2117.5259	1923.5068	0.0042034818583614585	0.0025549324116187896	z7-8	nircam4
6138	F814W	1840.4335	2263.8535	0.008271720552786074	0.002798881770335457	z7-8	nircam4
8056	F814W	4062.7568	2825.3997	0.0021704223545576558	0.0034494756509301627	z7-8	nircam4
9300	F814W	1562.1141	3140.2217	-0.0064144481851080995	0.0033191331330437853	z7-8	nircam4
9481	F814W	3152.3174	3186.825	0.0032340089553245834	0.002587101216932753	z7-8	nircam4
9655	F814W	8813.2402	3239.7424	-0.0005008532163394402	0.005704260960512333	z7-8	nircam4
9822	F814W	8314.4082	3287.9761	-0.0022524391504621815	0.005187715170679557	z7-8	nircam4
10223	F814W	3508.7698	3397.1357	0.0009885661606663671	0.0038894298244350574	z7-8	nircam4
10750	F814W	518.1573	3569.1606	0.004319576390827805	0.0021165866213137038	z7-8	nircam4
10779	F814W	3270.9812	3578.6091	-0.0014454378602783782	0.0032907996781931115	z7-8	nircam4
10834	F814W	3143.3616	3625.3943	0.005129917974001332	0.0032307020015588652	z7-8	nircam4
10868	F814W	791.7679	3610.9404	-0.001101414674603485	0.0026646800149710765	z7-8	nircam4
11130	F814W	2957.8154	3725.0051	-0.006846828570718991	0.003570130656654936	z7-8	nircam4
11210	F814W	254.1929	3762.1775	-0.0043333761871186816	0.002869152696536754	z7-8	nircam4
12232	F814W	2713.3508	4360.2383	0.0018803082824816089	0.0032779704031137167	z7-8	nircam4
12890	F814W	2578.769	3932.5815	-0.006860193712128852	0.004407788001276748	z7-8	nircam4
651	F115W	8903.5273	417.2083	0.004608779201005007	0.0014993796640539485	z7-8	nircam4
662	F115W	8915.3672	425.6671	0.0036065739346733522	0.00156195108654647	z7-8	nircam4
1666	F115W	2466.2061	880.1051	0.02449186501884412	0.003216349714900084	z7-8	nircam4
2227	F115W	2515.9624	1081.274	0.011375619591708496	0.002776275153405694	z7-8	nircam4
4940	F115W	2117.5259	1923.5068	0.005492098944723596	0.0013764393064986046	z7-8	nircam4
6138	F115W	1840.4335	2263.8535	0.0038736753919597832	0.0019023837955941894	z7-8	nircam4
8056	F115W	4062.7568	2825.3997	0.0033442624899497355	0.0014953632557604608	z7-8	nircam4
9300	F115W	1562.1141	3140.2217	0.015794048871859236	0.0024134821341435246	z7-8	nircam4
9481	F115W	3152.3174	3186.825	0.0016084693888190889	0.0014993488179112413	z7-8	nircam4
9655	F115W	8813.2402	3239.7424	0.002424512499874362	0.0019190084712731998	z7-8	nircam4
9822	F115W	8314.4082	3287.9761	0.003028416829145717	0.0014780042725492787	z7-8	nircam4
10223	F115W	3508.7698	3397.1357	0.004909819839195961	0.0032164098566573643	z7-8	nircam4
10750	F115W	518.1573	3569.1606	-0.0021551625847989865	0.001533382266625806	z7-8	nircam4
10779	F115W	3270.9812	3578.6091	0.0053013502876884215	0.002825078442359143	z7-8	nircam4
10834	F115W	3143.3616	3625.3943	0.04413478737437169	0.002445822413095044	z7-8	nircam4
10868	F115W	791.7679	3610.9404	0.0017668587923366764	0.0017921818685379357	z7-8	nircam4
11130	F115W	2957.8154	3725.0051	0.03704898652010035	0.0040953999636302585	z7-8	nircam4
