source_number	filter	x_image	y_image	nmad_flux_error	redshift_bin	pointing
651	F606W	8903.5273	417.2083	0.0033501359646125996	z7-8	nircam4
662	F606W	8915.3672	425.6671	0.003037755531754881	z7-8	nircam4
1666	F606W	2466.2061	880.1051	0.0027673179476502465	z7-8	nircam4
2227	F606W	2515.9624	1081.274	0.0031443849046519853	z7-8	nircam4
4940	F606W	2117.5259	1923.5068	0.00270441128185431	z7-8	nircam4
6138	F606W	1840.4335	2263.8535	0.0025546115787171866	z7-8	nircam4
8056	F606W	4062.7568	2825.3997	0.003177587339888321	z7-8	nircam4
9300	F606W	1562.1141	3140.2217	0.002875605461048671	z7-8	nircam4
9481	F606W	3152.3174	3186.825	0.003535618108427996	z7-8	nircam4
9655	F606W	8813.2402	3239.7424	0.003742760464078626	z7-8	nircam4
9822	F606W	8314.4082	3287.9761	0.0028882387432286626	z7-8	nircam4
10223	F606W	3508.7698	3397.1357	0.0033287512775796745	z7-8	nircam4
10750	F606W	518.1573	3569.1606	0.002652428026850378	z7-8	nircam4
10779	F606W	3270.9812	3578.6091	0.0034901042154746567	z7-8	nircam4
10834	F606W	3143.3616	3625.3943	0.003561380942197494	z7-8	nircam4
10868	F606W	791.7679	3610.9404	0.0026367931359718867	z7-8	nircam4
11130	F606W	2957.8154	3725.0051	0.00339767084151205	z7-8	nircam4
11210	F606W	254.1929	3762.1775	0.0024769172423612525	z7-8	nircam4
12232	F606W	2713.3508	4360.2383	0.0029095337536644153	z7-8	nircam4
12890	F606W	2578.769	3932.5815	0.0033465284372668426	z7-8	nircam4
651	F814W	8903.5273	417.2083	0.004538435104457243	z7-8	nircam4
662	F814W	8915.3672	425.6671	0.004806411312803297	z7-8	nircam4
1666	F814W	2466.2061	880.1051	0.0030023715041400394	z7-8	nircam4
2227	F814W	2515.9624	1081.274	0.0032986590337932263	z7-8	nircam4
4940	F814W	2117.5259	1923.5068	0.0025549324116187896	z7-8	nircam4
6138	F814W	1840.4335	2263.8535	0.0027988817703354573	z7-8	nircam4
8056	F814W	4062.7568	2825.3997	0.0034494756509301622	z7-8	nircam4
9300	F814W	1562.1141	3140.2217	0.0033191331330437853	z7-8	nircam4
9481	F814W	3152.3174	3186.825	0.002587101216932753	z7-8	nircam4
9655	F814W	8813.2402	3239.7424	0.005704260960512333	z7-8	nircam4
9822	F814W	8314.4082	3287.9761	0.005187715170679557	z7-8	nircam4
10223	F814W	3508.7698	3397.1357	0.0038894298244350574	z7-8	nircam4
10750	F814W	518.1573	3569.1606	0.0021165866213137038	z7-8	nircam4
10779	F814W	3270.9812	3578.6091	0.0032907996781931115	z7-8	nircam4
10834	F814W	3143.3616	3625.3943	0.003230702001558865	z7-8	nircam4
10868	F814W	791.7679	3610.9404	0.002664680014971077	z7-8	nircam4
11130	F814W	2957.8154	3725.0051	0.003570130656654936	z7-8	nircam4
11210	F814W	254.1929	3762.1775	0.002869152696536754	z7-8	nircam4
12232	F814W	2713.3508	4360.2383	0.0032779704031137167	z7-8	nircam4
12890	F814W	2578.769	3932.5815	0.004407788001276748	z7-8	nircam4
651	F115W	8903.5273	417.2083	0.0014993796640539485	z7-8	nircam4
662	F115W	8915.3672	425.6671	0.0015619510865464699	z7-8	nircam4
1666	F115W	2466.2061	880.1051	0.003216349714900084	z7-8	nircam4
2227	F115W	2515.9624	1081.274	0.002776275153405694	z7-8	nircam4
4940	F115W	2117.5259	1923.5068	0.0013764393064986046	z7-8	nircam4
6138	F115W	1840.4335	2263.8535	0.0019023837955941894	z7-8	nircam4
8056	F115W	4062.7568	2825.3997	0.0014953632557604608	z7-8	nircam4
9300	F115W	1562.1141	3140.2217	0.0024134821341435246	z7-8	nircam4
9481	F115W	3152.3174	3186.825	0.0014993488179112413	z7-8	nircam4
9655	F115W	8813.2402	3239.7424	0.0019190084712731998	z7-8	nircam4
9822	F115W	8314.4082	3287.9761	0.0014780042725492787	z7-8	nircam4
10223	F115W	3508.7698	3397.1357	0.0032164098566573643	z7-8	nircam4
10750	F115W	518.1573	3569.1606	0.001533382266625806	z7-8	nircam4
10779	F115W	3270.9812	3578.6091	0.002825078442359143	z7-8	nircam4
10834	F115W	3143.3616	3625.3943	0.002445822413095044	z7-8	nircam4
10868	F115W	791.7679	3610.9404	0.0017921818685379357	z7-8	nircam4
11130	F115W	2957.8154	3725.0051	0.0040953999636302585	z7-8	nircam4
11210	F115W	254.1929	3762.1775	0.0030601857160266373	z7-8	nircam4
12232	F115W	2713.3508	4360.2383	0.0015765407543516582	z7-8	nircam4
12890	F115W	2578.769	3932.5815	0.003694425737932746	z7-8	nircam4
651	F150W	8903.5273	417.2083	0.0017001602049313074	z7-8	nircam4
662	F150W	8915.3672	425.6671	0.001665918959404514	z7-8	nircam4
