source_number	filter	x_image	y_image	nmad_flux_error	redshift_bin	pointing
627	F606W	2119.2341	588.5831	0	z8-10	nircam5
1103	F606W	9535.7227	736.1421	0	z8-10	nircam5
1846	F606W	8483.1562	1045.1633	0	z8-10	nircam5
2196	F606W	3402.1958	1191.4915	0	z8-10	nircam5
2747	F606W	2746.8179	1386.1815	0	z8-10	nircam5
2863	F606W	3578.7827	1430.1403	0	z8-10	nircam5
3383	F606W	9447.5635	1586.5959	0	z8-10	nircam5
4166	F606W	3832.3975	1781.8435	0	z8-10	nircam5
4832	F606W	1250.9788	1964.6349	0	z8-10	nircam5
5075	F606W	1514.0	2026.0227	0	z8-10	nircam5
5213	F606W	3983.5078	2073.9739	0	z8-10	nircam5
5849	F606W	6773.96	2271.907	0	z8-10	nircam5
7100	F606W	9460.21	2673.1833	0	z8-10	nircam5
7373	F606W	2414.4622	2736.5056	0	z8-10	nircam5
8745	F606W	716.1118	3143.6084	0	z8-10	nircam5
8815	F606W	3152.6982	3170.3188	0	z8-10	nircam5
11414	F606W	3278.3484	3888.7754	0	z8-10	nircam5
11561	F606W	3674.594	3941.2507	0	z8-10	nircam5
12888	F606W	958.9188	4500.5728	0	z8-10	nircam5
13952	F606W	10817.6338	4924.4653	0	z8-10	nircam5
627	F814W	2119.2341	588.5831	0	z8-10	nircam5
1103	F814W	9535.7227	736.1421	0	z8-10	nircam5
1846	F814W	8483.1562	1045.1633	0	z8-10	nircam5
2196	F814W	3402.1958	1191.4915	0	z8-10	nircam5
2747	F814W	2746.8179	1386.1815	0	z8-10	nircam5
2863	F814W	3578.7827	1430.1403	0	z8-10	nircam5
3383	F814W	9447.5635	1586.5959	0	z8-10	nircam5
4166	F814W	3832.3975	1781.8435	0	z8-10	nircam5
4832	F814W	1250.9788	1964.6349	0	z8-10	nircam5
5075	F814W	1514.0	2026.0227	0	z8-10	nircam5
5213	F814W	3983.5078	2073.9739	0	z8-10	nircam5
5849	F814W	6773.96	2271.907	0	z8-10	nircam5
7100	F814W	9460.21	2673.1833	0	z8-10	nircam5
7373	F814W	2414.4622	2736.5056	0	z8-10	nircam5
8745	F814W	716.1118	3143.6084	0	z8-10	nircam5
8815	F814W	3152.6982	3170.3188	0	z8-10	nircam5
11414	F814W	3278.3484	3888.7754	0	z8-10	nircam5
11561	F814W	3674.594	3941.2507	0	z8-10	nircam5
12888	F814W	958.9188	4500.5728	0	z8-10	nircam5
13952	F814W	10817.6338	4924.4653	0	z8-10	nircam5
627	F115W	2119.2341	588.5831	0	z8-10	nircam5
1103	F115W	9535.7227	736.1421	0	z8-10	nircam5
1846	F115W	8483.1562	1045.1633	0	z8-10	nircam5
2196	F115W	3402.1958	1191.4915	0	z8-10	nircam5
2747	F115W	2746.8179	1386.1815	0	z8-10	nircam5
2863	F115W	3578.7827	1430.1403	0	z8-10	nircam5
3383	F115W	9447.5635	1586.5959	0	z8-10	nircam5
4166	F115W	3832.3975	1781.8435	0	z8-10	nircam5
4832	F115W	1250.9788	1964.6349	0	z8-10	nircam5
5075	F115W	1514.0	2026.0227	0	z8-10	nircam5
5213	F115W	3983.5078	2073.9739	0	z8-10	nircam5
5849	F115W	6773.96	2271.907	0	z8-10	nircam5
7100	F115W	9460.21	2673.1833	0	z8-10	nircam5
7373	F115W	2414.4622	2736.5056	0	z8-10	nircam5
8745	F115W	716.1118	3143.6084	0	z8-10	nircam5
8815	F115W	3152.6982	3170.3188	0	z8-10	nircam5
11414	F115W	3278.3484	3888.7754	0	z8-10	nircam5
11561	F115W	3674.594	3941.2507	0	z8-10	nircam5
12888	F115W	958.9188	4500.5728	0	z8-10	nircam5
13952	F115W	10817.6338	4924.4653	0	z8-10	nircam5
627	F150W	2119.2341	588.5831	0	z8-10	nircam5
1103	F150W	9535.7227	736.1421	0	z8-10	nircam5
1846	F150W	8483.1562	1045.1633	0	z8-10	nircam5
2196	F150W	3402.1958	1191.4915	0	z8-10	nircam5
2747	F150W	2746.8179	1386.1815	0	z8-10	nircam5
2863	F150W	3578.7827	1430.1403	0	z8-10	nircam5
3383	F150W	9447.5635	1586.5959	0	z8-10	nircam5
4166	F150W	3832.3975	1781.8435	0	z8-10	nircam5
4832	F150W	1250.9788	1964.6349	0	z8-10	nircam5
5075	F150W	1514.0	2026.0227	0	z8-10	nircam5
5213	F150W	3983.5078	2073.9739	0	z8-10	nircam5
5849	F150W	6773.96	2271.907	0	z8-10	nircam5
7100	F150W	9460.21	2673.1833	0	z8-10	nircam5
7373	F150W	2414.4622	2736.5056	0	z8-10	nircam5
8745	F150W	716.1118	3143.6084	0	z8-10	nircam5
8815	F150W	3152.6982	3170.3188	0	z8-10	nircam5
11414	F150W	3278.3484	3888.7754	0	z8-10	nircam5
11561	F150W	3674.594	3941.2507	0	z8-10	nircam5
12888	F150W	958.9188	4500.5728	0	z8-10	nircam5
13952	F150W	10817.6338	4924.4653	0	z8-10	nircam5
627	F200W	2119.2341	588.5831	0	z8-10	nircam5
1103	F200W	9535.7227	736.1421	0	z8-10	nircam5
1846	F200W	8483.1562	1045.1633	0	z8-10	nircam5
2196	F200W	3402.1958	1191.4915	0	z8-10	nircam5
2747	F200W	2746.8179	1386.1815	0	z8-10	nircam5
2863	F200W	3578.7827	1430.1403	0	z8-10	nircam5
3383	F200W	9447.5635	1586.5959	0	z8-10	nircam5
4166	F200W	3832.3975	1781.8435	0	z8-10	nircam5
4832	F200W	1250.9788	1964.6349	0	z8-10	nircam5
5075	F200W	1514.0	2026.0227	0	z8-10	nircam5
5213	F200W	3983.5078	2073.9739	0	z8-10	nircam5
5849	F200W	6773.96	2271.907	0	z8-10	nircam5
7100	F200W	9460.21	2673.1833	0	z8-10	nircam5
7373	F200W	2414.4622	2736.5056	0	z8-10	nircam5
8745	F200W	716.1118	3143.6084	0	z8-10	nircam5
8815	F200W	3152.6982	3170.3188	0	z8-10	nircam5
11414	F200W	3278.3484	3888.7754	0	z8-10	nircam5
