source_number	filter	x_image	y_image	nmad_flux_error	redshift_bin	pointing
689	F606W	10306.8223	306.6112	0	z8-10	nircam1
1172	F606W	2871.3633	507.8744	0	z8-10	nircam1
1961	F606W	1083.0402	832.3328	0	z8-10	nircam1
2139	F606W	6017.1992	911.6215	0	z8-10	nircam1
3787	F606W	2404.2234	1581.7689	0	z8-10	nircam1
4051	F606W	6704.687	1668.6047	0	z8-10	nircam1
4069	F606W	189.9657	1668.652	0	z8-10	nircam1
5412	F606W	3607.7297	2189.0105	0	z8-10	nircam1
5434	F606W	3618.6643	2203.2681	0	z8-10	nircam1
5915	F606W	9999.5273	2387.4946	0	z8-10	nircam1
6015	F606W	3036.3303	2418.105	0	z8-10	nircam1
6273	F606W	10005.3359	2525.5527	0	z8-10	nircam1
7688	F606W	4231.7261	3134.229	0	z8-10	nircam1
7948	F606W	8794.3799	3154.5437	0	z8-10	nircam1
9169	F606W	10448.7686	4016.8145	0	z8-10	nircam1
9212	F606W	8400.8086	3666.4292	0	z8-10	nircam1
10116	F606W	4511.686	4540.793	0	z8-10	nircam1
10263	F606W	7263.0215	4577.7148	0	z8-10	nircam1
10524	F606W	4575.8403	3950.3643	0	z8-10	nircam1
11772	F606W	1458.6284	4475.437	0	z8-10	nircam1
689	F814W	10306.8223	306.6112	0	z8-10	nircam1
1172	F814W	2871.3633	507.8744	0	z8-10	nircam1
1961	F814W	1083.0402	832.3328	0	z8-10	nircam1
2139	F814W	6017.1992	911.6215	0	z8-10	nircam1
3787	F814W	2404.2234	1581.7689	0	z8-10	nircam1
4051	F814W	6704.687	1668.6047	0	z8-10	nircam1
4069	F814W	189.9657	1668.652	0	z8-10	nircam1
5412	F814W	3607.7297	2189.0105	0	z8-10	nircam1
5434	F814W	3618.6643	2203.2681	0	z8-10	nircam1
5915	F814W	9999.5273	2387.4946	0	z8-10	nircam1
6015	F814W	3036.3303	2418.105	0	z8-10	nircam1
6273	F814W	10005.3359	2525.5527	0	z8-10	nircam1
7688	F814W	4231.7261	3134.229	0	z8-10	nircam1
7948	F814W	8794.3799	3154.5437	0	z8-10	nircam1
9169	F814W	10448.7686	4016.8145	0	z8-10	nircam1
9212	F814W	8400.8086	3666.4292	0	z8-10	nircam1
10116	F814W	4511.686	4540.793	0	z8-10	nircam1
10263	F814W	7263.0215	4577.7148	0	z8-10	nircam1
10524	F814W	4575.8403	3950.3643	0	z8-10	nircam1
11772	F814W	1458.6284	4475.437	0	z8-10	nircam1
689	F115W	10306.8223	306.6112	0	z8-10	nircam1
1172	F115W	2871.3633	507.8744	0	z8-10	nircam1
1961	F115W	1083.0402	832.3328	0	z8-10	nircam1
2139	F115W	6017.1992	911.6215	0	z8-10	nircam1
3787	F115W	2404.2234	1581.7689	0	z8-10	nircam1
4051	F115W	6704.687	1668.6047	0	z8-10	nircam1
4069	F115W	189.9657	1668.652	0	z8-10	nircam1
5412	F115W	3607.7297	2189.0105	0	z8-10	nircam1
5434	F115W	3618.6643	2203.2681	0	z8-10	nircam1
5915	F115W	9999.5273	2387.4946	0	z8-10	nircam1
6015	F115W	3036.3303	2418.105	0	z8-10	nircam1
6273	F115W	10005.3359	2525.5527	0	z8-10	nircam1
7688	F115W	4231.7261	3134.229	0	z8-10	nircam1
7948	F115W	8794.3799	3154.5437	0	z8-10	nircam1
9169	F115W	10448.7686	4016.8145	0	z8-10	nircam1
9212	F115W	8400.8086	3666.4292	0	z8-10	nircam1
10116	F115W	4511.686	4540.793	0	z8-10	nircam1
10263	F115W	7263.0215	4577.7148	0	z8-10	nircam1
10524	F115W	4575.8403	3950.3643	0	z8-10	nircam1
11772	F115W	1458.6284	4475.437	0	z8-10	nircam1
689	F150W	10306.8223	306.6112	0	z8-10	nircam1
1172	F150W	2871.3633	507.8744	0	z8-10	nircam1
1961	F150W	1083.0402	832.3328	0	z8-10	nircam1
2139	F150W	6017.1992	911.6215	0	z8-10	nircam1
3787	F150W	2404.2234	1581.7689	0	z8-10	nircam1
4051	F150W	6704.687	1668.6047	0	z8-10	nircam1
4069	F150W	189.9657	1668.652	0	z8-10	nircam1
5412	F150W	3607.7297	2189.0105	0	z8-10	nircam1
5434	F150W	3618.6643	2203.2681	0	z8-10	nircam1
5915	F150W	9999.5273	2387.4946	0	z8-10	nircam1
6015	F150W	3036.3303	2418.105	0	z8-10	nircam1
6273	F150W	10005.3359	2525.5527	0	z8-10	nircam1
7688	F150W	4231.7261	3134.229	0	z8-10	nircam1
7948	F150W	8794.3799	3154.5437	0	z8-10	nircam1
9169	F150W	10448.7686	4016.8145	0	z8-10	nircam1
9212	F150W	8400.8086	3666.4292	0	z8-10	nircam1
10116	F150W	4511.686	4540.793	0	z8-10	nircam1
10263	F150W	7263.0215	4577.7148	0	z8-10	nircam1
10524	F150W	4575.8403	3950.3643	0	z8-10	nircam1
11772	F150W	1458.6284	4475.437	0	z8-10	nircam1
689	F200W	10306.8223	306.6112	0	z8-10	nircam1
1172	F200W	2871.3633	507.8744	0	z8-10	nircam1
1961	F200W	1083.0402	832.3328	0	z8-10	nircam1
2139	F200W	6017.1992	911.6215	0	z8-10	nircam1
3787	F200W	2404.2234	1581.7689	0	z8-10	nircam1
4051	F200W	6704.687	1668.6047	0	z8-10	nircam1
4069	F200W	189.9657	1668.652	0	z8-10	nircam1
5412	F200W	3607.7297	2189.0105	0	z8-10	nircam1
5434	F200W	3618.6643	2203.2681	0	z8-10	nircam1
5915	F200W	9999.5273	2387.4946	0	z8-10	nircam1
6015	F200W	3036.3303	2418.105	0	z8-10	nircam1
6273	F200W	10005.3359	2525.5527	0	z8-10	nircam1
7688	F200W	4231.7261	3134.229	0	z8-10	nircam1
7948	F200W	8794.3799	3154.5437	0	z8-10	nircam1
9169	F200W	10448.7686	4016.8145	0	z8-10	nircam1
9212	F200W	8400.8086	3666.4292	0	z8-10	nircam1
10116	F200W	4511.686	4540.793	0	z8-10	nircam1
10263	F200W	7263.0215	4577.7148	0	z8-10	nircam1
10524	F200W	4575.8403	3950.3643	0	z8-10	nircam1
11772	F200W	1458.6284	4475.437	0	z8-10	nircam1
689	F277W	10306.8223	306.6112	0	z8-10	nircam1
1172	F277W	2871.3633	507.8744	0	z8-10	nircam1
1961	F277W	1083.0402	832.3328	0	z8-10	nircam1
2139	F277W	6017.1992	911.6215	0	z8-10	nircam1
3787	F277W	2404.2234	1581.7689	0	z8-10	nircam1
4051	F277W	6704.687	1668.6047	0	z8-10	nircam1
4069	F277W	189.9657	1668.652	0	z8-10	nircam1
5412	F277W	3607.7297	2189.0105	0	z8-10	nircam1
5434	F277W	3618.6643	2203.2681	0	z8-10	nircam1
5915	F277W	9999.5273	2387.4946	0	z8-10	nircam1
6015	F277W	3036.3303	2418.105	0	z8-10	nircam1
6273	F277W	10005.3359	2525.5527	0	z8-10	nircam1
7688	F277W	4231.7261	3134.229	0	z8-10	nircam1
7948	F277W	8794.3799	3154.5437	0	z8-10	nircam1
9169	F277W	10448.7686	4016.8145	0	z8-10	nircam1
9212	F277W	8400.8086	3666.4292	0	z8-10	nircam1
10116	F277W	4511.686	4540.793	0	z8-10	nircam1
10263	F277W	7263.0215	4577.7148	0	z8-10	nircam1
10524	F277W	4575.8403	3950.3643	0	z8-10	nircam1
11772	F277W	1458.6284	4475.437	0	z8-10	nircam1
689	F356W	10306.8223	306.6112	0	z8-10	nircam1
1172	F356W	2871.3633	507.8744	0	z8-10	nircam1
1961	F356W	1083.0402	832.3328	0	z8-10	nircam1
2139	F356W	6017.1992	911.6215	0	z8-10	nircam1
3787	F356W	2404.2234	1581.7689	0	z8-10	nircam1
4051	F356W	6704.687	1668.6047	0	z8-10	nircam1
4069	F356W	189.9657	1668.652	0	z8-10	nircam1
5412	F356W	3607.7297	2189.0105	0	z8-10	nircam1
5434	F356W	3618.6643	2203.2681	0	z8-10	nircam1
5915	F356W	9999.5273	2387.4946	0	z8-10	nircam1
6015	F356W	3036.3303	2418.105	0	z8-10	nircam1
6273	F356W	10005.3359	2525.5527	0	z8-10	nircam1
7688	F356W	4231.7261	3134.229	0	z8-10	nircam1
7948	F356W	8794.3799	3154.5437	0	z8-10	nircam1
9169	F356W	10448.7686	4016.8145	0	z8-10	nircam1
9212	F356W	8400.8086	3666.4292	0	z8-10	nircam1
10116	F356W	4511.686	4540.793	0	z8-10	nircam1
10263	F356W	7263.0215	4577.7148	0	z8-10	nircam1
10524	F356W	4575.8403	3950.3643	0	z8-10	nircam1
11772	F356W	1458.6284	4475.437	0	z8-10	nircam1
689	F410M	10306.8223	306.6112	0	z8-10	nircam1
1172	F410M	2871.3633	507.8744	0	z8-10	nircam1
1961	F410M	1083.0402	832.3328	0	z8-10	nircam1
2139	F410M	6017.1992	911.6215	0	z8-10	nircam1
3787	F410M	2404.2234	1581.7689	0	z8-10	nircam1
4051	F410M	6704.687	1668.6047	0	z8-10	nircam1
4069	F410M	189.9657	1668.652	0	z8-10	nircam1
5412	F410M	3607.7297	2189.0105	0	z8-10	nircam1
5434	F410M	3618.6643	2203.2681	0	z8-10	nircam1
5915	F410M	9999.5273	2387.4946	0	z8-10	nircam1
6015	F410M	3036.3303	2418.105	0	z8-10	nircam1
6273	F410M	10005.3359	2525.5527	0	z8-10	nircam1
7688	F410M	4231.7261	3134.229	0	z8-10	nircam1
7948	F410M	8794.3799	3154.5437	0	z8-10	nircam1
9169	F410M	10448.7686	4016.8145	0	z8-10	nircam1
9212	F410M	8400.8086	3666.4292	0	z8-10	nircam1
10116	F410M	4511.686	4540.793	0	z8-10	nircam1
10263	F410M	7263.0215	4577.7148	0	z8-10	nircam1
10524	F410M	4575.8403	3950.3643	0	z8-10	nircam1
11772	F410M	1458.6284	4475.437	0	z8-10	nircam1
689	F444W	10306.8223	306.6112	0	z8-10	nircam1
1172	F444W	2871.3633	507.8744	0	z8-10	nircam1
1961	F444W	1083.0402	832.3328	0	z8-10	nircam1
2139	F444W	6017.1992	911.6215	0	z8-10	nircam1
3787	F444W	2404.2234	1581.7689	0	z8-10	nircam1
4051	F444W	6704.687	1668.6047	0	z8-10	nircam1
4069	F444W	189.9657	1668.652	0	z8-10	nircam1
5412	F444W	3607.7297	2189.0105	0	z8-10	nircam1
5434	F444W	3618.6643	2203.2681	0	z8-10	nircam1
5915	F444W	9999.5273	2387.4946	0	z8-10	nircam1
6015	F444W	3036.3303	2418.105	0	z8-10	nircam1
6273	F444W	10005.3359	2525.5527	0	z8-10	nircam1
7688	F444W	4231.7261	3134.229	0	z8-10	nircam1
7948	F444W	8794.3799	3154.5437	0	z8-10	nircam1
9169	F444W	10448.7686	4016.8145	0	z8-10	nircam1
9212	F444W	8400.8086	3666.4292	0	z8-10	nircam1
10116	F444W	4511.686	4540.793	0	z8-10	nircam1
10263	F444W	7263.0215	4577.7148	0	z8-10	nircam1
10524	F444W	4575.8403	3950.3643	0	z8-10	nircam1
11772	F444W	1458.6284	4475.437	0	z8-10	nircam1
