source_number	filter	x_image	y_image	nmad_flux_error	redshift_bin	pointing
925	F606W	6955.8193	693.5824	0	z8-10	nircam8
1741	F606W	1401.4761	998.3185	0	z8-10	nircam8
3516	F606W	3178.3108	1600.1135	0	z8-10	nircam8
4411	F606W	10863.1982	1801.6643	0	z8-10	nircam8
4597	F606W	3007.7717	1854.6149	0	z8-10	nircam8
4601	F606W	9139.5264	1848.2916	0	z8-10	nircam8
4623	F606W	10739.9365	1858.3259	0	z8-10	nircam8
6173	F606W	3898.271	2301.6174	0	z8-10	nircam8
9454	F606W	8978.2744	3107.9836	0	z8-10	nircam8
9809	F606W	7619.8262	3201.7021	0	z8-10	nircam8
9819	F606W	3768.9189	3206.0227	0	z8-10	nircam8
10376	F606W	3747.5935	3333.0579	0	z8-10	nircam8
10431	F606W	4376.562	3345.8547	0	z8-10	nircam8
10630	F606W	3830.1155	3402.3252	0	z8-10	nircam8
12759	F606W	3250.7136	3905.9878	0	z8-10	nircam8
13214	F606W	4871.2202	4057.1582	0	z8-10	nircam8
13396	F606W	8591.2217	4126.6328	0	z8-10	nircam8
15359	F606W	4508.8242	4844.9941	0	z8-10	nircam8
15394	F606W	10273.5986	4864.8506	0	z8-10	nircam8
15590	F606W	1432.5416	4925.0117	0	z8-10	nircam8
925	F814W	6955.8193	693.5824	0	z8-10	nircam8
1741	F814W	1401.4761	998.3185	0	z8-10	nircam8
3516	F814W	3178.3108	1600.1135	0	z8-10	nircam8
4411	F814W	10863.1982	1801.6643	0	z8-10	nircam8
4597	F814W	3007.7717	1854.6149	0	z8-10	nircam8
4601	F814W	9139.5264	1848.2916	0	z8-10	nircam8
4623	F814W	10739.9365	1858.3259	0	z8-10	nircam8
6173	F814W	3898.271	2301.6174	0	z8-10	nircam8
9454	F814W	8978.2744	3107.9836	0	z8-10	nircam8
9809	F814W	7619.8262	3201.7021	0	z8-10	nircam8
9819	F814W	3768.9189	3206.0227	0	z8-10	nircam8
10376	F814W	3747.5935	3333.0579	0	z8-10	nircam8
10431	F814W	4376.562	3345.8547	0	z8-10	nircam8
10630	F814W	3830.1155	3402.3252	0	z8-10	nircam8
12759	F814W	3250.7136	3905.9878	0	z8-10	nircam8
13214	F814W	4871.2202	4057.1582	0	z8-10	nircam8
13396	F814W	8591.2217	4126.6328	0	z8-10	nircam8
15359	F814W	4508.8242	4844.9941	0	z8-10	nircam8
15394	F814W	10273.5986	4864.8506	0	z8-10	nircam8
15590	F814W	1432.5416	4925.0117	0	z8-10	nircam8
925	F115W	6955.8193	693.5824	0	z8-10	nircam8
1741	F115W	1401.4761	998.3185	0	z8-10	nircam8
3516	F115W	3178.3108	1600.1135	0	z8-10	nircam8
4411	F115W	10863.1982	1801.6643	0	z8-10	nircam8
4597	F115W	3007.7717	1854.6149	0	z8-10	nircam8
4601	F115W	9139.5264	1848.2916	0	z8-10	nircam8
4623	F115W	10739.9365	1858.3259	0	z8-10	nircam8
6173	F115W	3898.271	2301.6174	0	z8-10	nircam8
9454	F115W	8978.2744	3107.9836	0	z8-10	nircam8
9809	F115W	7619.8262	3201.7021	0	z8-10	nircam8
9819	F115W	3768.9189	3206.0227	0	z8-10	nircam8
10376	F115W	3747.5935	3333.0579	0	z8-10	nircam8
10431	F115W	4376.562	3345.8547	0	z8-10	nircam8
10630	F115W	3830.1155	3402.3252	0	z8-10	nircam8
12759	F115W	3250.7136	3905.9878	0	z8-10	nircam8
13214	F115W	4871.2202	4057.1582	0	z8-10	nircam8
13396	F115W	8591.2217	4126.6328	0	z8-10	nircam8
15359	F115W	4508.8242	4844.9941	0	z8-10	nircam8
15394	F115W	10273.5986	4864.8506	0	z8-10	nircam8
15590	F115W	1432.5416	4925.0117	0	z8-10	nircam8
925	F150W	6955.8193	693.5824	0	z8-10	nircam8
1741	F150W	1401.4761	998.3185	0	z8-10	nircam8
3516	F150W	3178.3108	1600.1135	0	z8-10	nircam8
4411	F150W	10863.1982	1801.6643	0	z8-10	nircam8
4597	F150W	3007.7717	1854.6149	0	z8-10	nircam8
4601	F150W	9139.5264	1848.2916	0	z8-10	nircam8
4623	F150W	10739.9365	1858.3259	0	z8-10	nircam8
6173	F150W	3898.271	2301.6174	0	z8-10	nircam8
9454	F150W	8978.2744	3107.9836	0	z8-10	nircam8
9809	F150W	7619.8262	3201.7021	0	z8-10	nircam8
9819	F150W	3768.9189	3206.0227	0	z8-10	nircam8
10376	F150W	3747.5935	3333.0579	0	z8-10	nircam8
10431	F150W	4376.562	3345.8547	0	z8-10	nircam8
10630	F150W	3830.1155	3402.3252	0	z8-10	nircam8
12759	F150W	3250.7136	3905.9878	0	z8-10	nircam8
13214	F150W	4871.2202	4057.1582	0	z8-10	nircam8
13396	F150W	8591.2217	4126.6328	0	z8-10	nircam8
15359	F150W	4508.8242	4844.9941	0	z8-10	nircam8
15394	F150W	10273.5986	4864.8506	0	z8-10	nircam8
15590	F150W	1432.5416	4925.0117	0	z8-10	nircam8
925	F200W	6955.8193	693.5824	0	z8-10	nircam8
1741	F200W	1401.4761	998.3185	0	z8-10	nircam8
3516	F200W	3178.3108	1600.1135	0	z8-10	nircam8
4411	F200W	10863.1982	1801.6643	0	z8-10	nircam8
4597	F200W	3007.7717	1854.6149	0	z8-10	nircam8
4601	F200W	9139.5264	1848.2916	0	z8-10	nircam8
4623	F200W	10739.9365	1858.3259	0	z8-10	nircam8
6173	F200W	3898.271	2301.6174	0	z8-10	nircam8
9454	F200W	8978.2744	3107.9836	0	z8-10	nircam8
9809	F200W	7619.8262	3201.7021	0	z8-10	nircam8
9819	F200W	3768.9189	3206.0227	0	z8-10	nircam8
10376	F200W	3747.5935	3333.0579	0	z8-10	nircam8
10431	F200W	4376.562	3345.8547	0	z8-10	nircam8
10630	F200W	3830.1155	3402.3252	0	z8-10	nircam8
12759	F200W	3250.7136	3905.9878	0	z8-10	nircam8
13214	F200W	4871.2202	4057.1582	0	z8-10	nircam8
13396	F200W	8591.2217	4126.6328	0	z8-10	nircam8
15359	F200W	4508.8242	4844.9941	0	z8-10	nircam8
15394	F200W	10273.5986	4864.8506	0	z8-10	nircam8
15590	F200W	1432.5416	4925.0117	0	z8-10	nircam8
925	F277W	6955.8193	693.5824	0	z8-10	nircam8
1741	F277W	1401.4761	998.3185	0	z8-10	nircam8
3516	F277W	3178.3108	1600.1135	0	z8-10	nircam8
4411	F277W	10863.1982	1801.6643	0	z8-10	nircam8
4597	F277W	3007.7717	1854.6149	0	z8-10	nircam8
4601	F277W	9139.5264	1848.2916	0	z8-10	nircam8
4623	F277W	10739.9365	1858.3259	0	z8-10	nircam8
6173	F277W	3898.271	2301.6174	0	z8-10	nircam8
9454	F277W	8978.2744	3107.9836	0	z8-10	nircam8
9809	F277W	7619.8262	3201.7021	0	z8-10	nircam8
9819	F277W	3768.9189	3206.0227	0	z8-10	nircam8
10376	F277W	3747.5935	3333.0579	0	z8-10	nircam8
10431	F277W	4376.562	3345.8547	0	z8-10	nircam8
10630	F277W	3830.1155	3402.3252	0	z8-10	nircam8
12759	F277W	3250.7136	3905.9878	0	z8-10	nircam8
13214	F277W	4871.2202	4057.1582	0	z8-10	nircam8
13396	F277W	8591.2217	4126.6328	0	z8-10	nircam8
15359	F277W	4508.8242	4844.9941	0	z8-10	nircam8
15394	F277W	10273.5986	4864.8506	0	z8-10	nircam8
15590	F277W	1432.5416	4925.0117	0	z8-10	nircam8
925	F356W	6955.8193	693.5824	0	z8-10	nircam8
1741	F356W	1401.4761	998.3185	0	z8-10	nircam8
3516	F356W	3178.3108	1600.1135	0	z8-10	nircam8
4411	F356W	10863.1982	1801.6643	0	z8-10	nircam8
4597	F356W	3007.7717	1854.6149	0	z8-10	nircam8
4601	F356W	9139.5264	1848.2916	0	z8-10	nircam8
4623	F356W	10739.9365	1858.3259	0	z8-10	nircam8
6173	F356W	3898.271	2301.6174	0	z8-10	nircam8
9454	F356W	8978.2744	3107.9836	0	z8-10	nircam8
9809	F356W	7619.8262	3201.7021	0	z8-10	nircam8
9819	F356W	3768.9189	3206.0227	0	z8-10	nircam8
