source_number	filter	x_image	y_image	nmad_flux_error	redshift_bin	pointing
2796	F606W	10771.5088	1400.8363	0	z10-15	nircam5
3075	F606W	5025.021	1497.443	0	z10-15	nircam5
3207	F606W	9256.7861	1537.4417	0	z10-15	nircam5
3548	F606W	3030.1865	1630.2992	0	z10-15	nircam5
4104	F606W	2095.8093	1764.6228	0	z10-15	nircam5
5473	F606W	7721.6553	2152.2422	0	z10-15	nircam5
6801	F606W	3390.8721	2582.3694	0	z10-15	nircam5
7344	F606W	4931.2603	2726.6675	0	z10-15	nircam5
8246	F606W	9085.9297	2984.5283	0	z10-15	nircam5
9092	F606W	3310.5886	3241.0706	0	z10-15	nircam5
9126	F606W	1278.4103	3249.2439	0	z10-15	nircam5
9628	F606W	3289.5806	3379.8586	0	z10-15	nircam5
9755	F606W	3810.7383	3407.1865	0	z10-15	nircam5
10288	F606W	4327.1812	3576.6021	0	z10-15	nircam5
11529	F606W	3223.2119	3930.03	0	z10-15	nircam5
11929	F606W	10297.5918	4079.1873	0	z10-15	nircam5
12277	F606W	2609.0632	4212.5532	0	z10-15	nircam5
13110	F606W	2036.4464	4567.1797	0	z10-15	nircam5
13215	F606W	4737.7925	4613.1001	0	z10-15	nircam5
14252	F606W	7650.585	5003.5654	0	z10-15	nircam5
2796	F814W	10771.5088	1400.8363	0	z10-15	nircam5
3075	F814W	5025.021	1497.443	0	z10-15	nircam5
3207	F814W	9256.7861	1537.4417	0	z10-15	nircam5
3548	F814W	3030.1865	1630.2992	0	z10-15	nircam5
4104	F814W	2095.8093	1764.6228	0	z10-15	nircam5
5473	F814W	7721.6553	2152.2422	0	z10-15	nircam5
6801	F814W	3390.8721	2582.3694	0	z10-15	nircam5
7344	F814W	4931.2603	2726.6675	0	z10-15	nircam5
8246	F814W	9085.9297	2984.5283	0	z10-15	nircam5
9092	F814W	3310.5886	3241.0706	0	z10-15	nircam5
9126	F814W	1278.4103	3249.2439	0	z10-15	nircam5
9628	F814W	3289.5806	3379.8586	0	z10-15	nircam5
9755	F814W	3810.7383	3407.1865	0	z10-15	nircam5
10288	F814W	4327.1812	3576.6021	0	z10-15	nircam5
11529	F814W	3223.2119	3930.03	0	z10-15	nircam5
11929	F814W	10297.5918	4079.1873	0	z10-15	nircam5
12277	F814W	2609.0632	4212.5532	0	z10-15	nircam5
13110	F814W	2036.4464	4567.1797	0	z10-15	nircam5
13215	F814W	4737.7925	4613.1001	0	z10-15	nircam5
14252	F814W	7650.585	5003.5654	0	z10-15	nircam5
2796	F115W	10771.5088	1400.8363	0	z10-15	nircam5
3075	F115W	5025.021	1497.443	0	z10-15	nircam5
3207	F115W	9256.7861	1537.4417	0	z10-15	nircam5
3548	F115W	3030.1865	1630.2992	0	z10-15	nircam5
4104	F115W	2095.8093	1764.6228	0	z10-15	nircam5
5473	F115W	7721.6553	2152.2422	0	z10-15	nircam5
6801	F115W	3390.8721	2582.3694	0	z10-15	nircam5
7344	F115W	4931.2603	2726.6675	0	z10-15	nircam5
8246	F115W	9085.9297	2984.5283	0	z10-15	nircam5
9092	F115W	3310.5886	3241.0706	0	z10-15	nircam5
9126	F115W	1278.4103	3249.2439	0	z10-15	nircam5
9628	F115W	3289.5806	3379.8586	0	z10-15	nircam5
9755	F115W	3810.7383	3407.1865	0	z10-15	nircam5
10288	F115W	4327.1812	3576.6021	0	z10-15	nircam5
11529	F115W	3223.2119	3930.03	0	z10-15	nircam5
11929	F115W	10297.5918	4079.1873	0	z10-15	nircam5
12277	F115W	2609.0632	4212.5532	0	z10-15	nircam5
13110	F115W	2036.4464	4567.1797	0	z10-15	nircam5
13215	F115W	4737.7925	4613.1001	0	z10-15	nircam5
14252	F115W	7650.585	5003.5654	0	z10-15	nircam5
