source_number	x_image	y_image	class_star	mag_aper_F606W	magerr_aper_F606W	flux_aper_F606W	fluxerr_aper_F606W	snr_F606W	nmad_F606W	mag_aper_F814W	magerr_aper_F814W	flux_aper_F814W	fluxerr_aper_F814W	snr_F814W	nmad_F814W	mag_aper_F115W	magerr_aper_F115W	flux_aper_F115W	fluxerr_aper_F115W	snr_F115W	nmad_F115W	mag_aper_F150W	magerr_aper_F150W	flux_aper_F150W	fluxerr_aper_F150W	snr_F150W	nmad_F150W	mag_aper_F200W	magerr_aper_F200W	flux_aper_F200W	fluxerr_aper_F200W	snr_F200W	nmad_F200W	mag_aper_F277W	magerr_aper_F277W	flux_aper_F277W	fluxerr_aper_F277W	snr_F277W	nmad_F277W	mag_aper_F356W	magerr_aper_F356W	flux_aper_F356W	fluxerr_aper_F356W	snr_F356W	nmad_F356W	mag_aper_F410M	magerr_aper_F410M	flux_aper_F410M	fluxerr_aper_F410M	snr_F410M	nmad_F410M	mag_aper_F444W	magerr_aper_F444W	flux_aper_F444W	fluxerr_aper_F444W	snr_F444W	nmad_F444W
15568	4522.7085	6036.4985	0.348	99.0	99.0	-0.0038249682120418934	0.0015776535843827768	-2.4244664671036324	0.0027406601164947863																																																
13382	1509.1068	4688.4229	0.355	31.6128	0.3798	0.00449555249167161	0.0015720459069331282	2.85968270509472	0.0019286741881544348																																																
12551	596.147	4333.9263	0.348	33.4083	1.9872	0.000860228711685042	0.0015740508801165905	0.5465062931265123	0.0022176160888739116																																																
9400	9916.9043	3302.2749	0.36	30.4329	0.1285	0.013328258808832396	0.0015768541403725217	8.452436067221589	0.0025089852536133287																																																
10948	11131.9492	3969.6257	0.029	25.8048	0.0018	0.9462458791502606	0.0015740508801165905	601.1532988566239	0.005478374578602333																																																
2130	7989.3325	1162.8621	0.347	31.0371	0.2239	0.007639650090226797	0.0015748526380024177	4.851025363183897	0.0025915364218865333																																																
5687	10364.6738	2190.1797	0.496	29.5855	0.0588	0.0290889446049894	0.0015736505796425698	18.485008667932178	0.0024609204150892274																																																
16209	6735.3604	6022.5767	0.675	28.8718	0.0305	0.056132666160935256	0.0015744523375283976	35.65218509507457	0.002641687901448158																																																
22	4226.4434	269.9657	0.349	31.9462	0.5172	0.0033069898110991746	0.0015748526380024177	2.099872541277159	0.0024209638909491005																																																
2806	337.4267	1398.9326	0.347	99.0	99.0	-0.0024760990748775987	0.001573249122230763	-1.5738760250294337	0.0023901562242160473																																																
126	4042.9099	382.7784	0.887	28.727	0.0266	0.06413696337342585	0.0015720459069331282	40.79840359022933	0.002390174607927083																																																
1946	1629.6616	1080.2605	0.019	99.0	99.0	-0.005600935973168346	0.0015744523375283976	-3.55738680661543	0.0023829600463802134																																																
1415	9183.8672	863.3997	0.41	31.2492	0.2718	0.006283801147398437	0.0015724473643449353	3.996191726275175	0.0031676679314095457																																																
8279	3550.2219	2991.1567	0.352	99.0	99.0	-0.0019178881624202263	0.0015748526380024177	-1.2178207129607526	0.0023043246457028093																																																
3366	2743.3213	1579.5153	0.35	31.8978	0.495	0.003457934327125208	0.0015760535394244803	2.1940462304268706	0.00243831642263284																																																
13864	8819.335	4879.0503	0.212	99.0	99.0	-0.002592520567363812	0.0015744523375283976	-1.646617370096827	0.002229734425561395																																																
9855	1088.9762	3443.3279	0.363	30.3752	0.1217	0.014055197528027282	0.0015744523375283976	8.927039068131698	0.0022339637851518097																																																
7423	5006.5332	2744.6738	0.347	31.8078	0.4553	0.003756529557300001	0.0015748526380024177	2.385321309849585	0.0028353634486019347																																																
2511	10843.9971	1294.856	0.362	31.6321	0.3867	0.004416689827476172	0.0015728488217567423	2.808082866186144	0.0027440926479256663																																																
2915	280.6554	1437.4792	0.353	32.3504	0.7502	0.002279049431134227	0.0015744523375283976	1.4475188462750914	0.0028056715834387396																																																
4638	5009.0024	1900.5122	0.347							32.5853	0.6305	0.0031491599561542616	0.0018282796962789376	1.7224716560402034	0.0023881263350524285																																										
184	8644.7832	398.0191	0.347							99.0	99.0	-0.0007035355659727197	0.0018296791262177694	-0.3845130853228002	0.0018433133012350788																																										
12197	362.7534	4253.4697	0.874							27.7686	0.0075	0.26599032923458105	0.0018296791262177694	145.37539693335427	0.003538653990951142																																										
15263	1688.0002	5474.5	0.348							99.0	99.0	-0.0037469870581188763	0.0018259448652194544	-2.052081160549466	0.0029949959616683394																																										
9618	2008.6521	3368.1011	0.359							31.2104	0.1781	0.011171970131804185	0.0018324744135895612	6.096658184667287	0.0027763765455910863																																										
10529	1286.499	3621.6797	0.356							39.4147	340.9182	5.840340537403842e-06	0.001833405448314148	0.0031855149894826316	0.002502302060867537																																										
