NUMBER	X_IMAGE	Y_IMAGE	ALPHA_J2000	DELTA_J2000	REDSHIFT	REDSHIFT_BIN	POINTING	FILTER	SEX_FLUX	SEX_FLUXERR	EAZY_FLUX	EAZY_FLUXERR
114	3918.3921	1763.4038	214.9302198	52.9105973	-1	z8-10	nircam2	F410M	1.694374	0.04784214	0.06370450265291623	0.0015242949318377789
904	10246.46	1958.4879	214.8715642	52.8714677	-1	z8-10	nircam2	F410M	0.3174256	0.05771983	0.009073558162838363	0.001529357308109886
1401	4437.2632	2181.6448	214.9211723	52.9095615	-1	z8-10	nircam2	F410M	0.5043507	0.03705836	0.02238143321161226	0.0015281904349946905
1695	10096.1455	2292.9661	214.8693874	52.8742267	-1	z8-10	nircam2	F410M	-0.1444552	0.06516998	0.0018803201247835906	0.0015281904349946905
1703	10133.8125	2299.707	214.8689798	52.8740238	-1	z8-10	nircam2	F410M	0.4393009	0.09380531	-0.0009771418715218976	0.0015266334645386104
1708	337.7458	2300.0093	214.9566448	52.9362203	-1	z8-10	nircam2	F410M	0.4206335	0.06114318	0.008679929090550584	0.0015278013633260432
2717	10336.8486	2699.9954	214.8629525	52.874893	-1	z8-10	nircam2	F410M	0.06858417	0.07167456	0.004204230500310797	0.0015274119497666503
3123	6485.1489	2835.0723	214.8959679	52.9000856	-1	z8-10	nircam2	F410M	0.4912447	0.05570181	0.012675845559484674	0.0015278013633260432
4445	8176.9507	3332.6409	214.875599	52.8920255	-1	z8-10	nircam2	F410M	0.354804	0.04249311	0.013368656385550771	0.0015281904349946905
4525	9600.5508	3362.1416	214.8625624	52.8831416	-1	z8-10	nircam2	F410M	0.2930685	0.04279131	0.009684315209927916	0.0015289682364412389
5541	6886.3892	3714.9934	214.8831144	52.9022852	-1	z8-10	nircam2	F410M	1.075528	0.08271143	0.01973883997606072	0.0015250747846288018
6058	8983.5127	3879.0076	214.8626358	52.8898491	-1	z8-10	nircam2	F410M	-0.1585949	0.0467669	-0.006307915028989123	0.0015258542955290787
7232	3497.5911	4230.1987	214.9080142	52.926585	-1	z8-10	nircam2	F410M	0.7579763	0.0674708	0.016579642985887762	0.0015239048344968945
8656	7870.3267	4780.4473	214.8630952	52.9017825	-1	z8-10	nircam2	F410M	0.3446067	0.05771983	0.013667356073377603	0.0015278013633260432
8746	622.021	4877.1577	214.9269548	52.9483332	-1	z8-10	nircam2	F410M	7.58432	0.3010213	0.010642799077782783	0.0015285795066633378
8831	6646.2759	4841.3608	214.8734002	52.9098866	-1	z8-10	nircam2	F410M	0.4568779	0.07681276	0.012620883203200218	0.001527022878098003
11539	2893.5154	5892.5518	214.8959104	52.939392	-1	z8-10	nircam2	F410M	0.4189381	0.07697812	0.009665531732357202	0.0015274119497666503
11651	7394.9893	6255.8594	214.8518035	52.9127589	-1	z8-10	nircam2	F410M	0.4754632	0.05454843	0.014859426536533955	0.001527022878098003
12075	2400.6907	6098.1201	214.8981573	52.9436308	-1	z8-10	nircam2	F410M	0.489049	0.06690302	0.024904152713893977	0.0015301344257749431
13106	8888.2646	5718.0898	214.8441188	52.9003713	-1	z8-10	nircam2	F410M	0.6915244	0.07131886	0.015252713718075999	0.0015301344257749431
