NUMBER	X_IMAGE	Y_IMAGE	ALPHA_J2000	DELTA_J2000	REDSHIFT	REDSHIFT_BIN	POINTING	FILTER	SEX_FLUX	SEX_FLUXERR	EAZY_FLUX	EAZY_FLUXERR
921	3613.0696	1958.808	214.9308967	52.9135904	-1	z7-8	nircam2	F410M	0.1257892	0.03306919	0.006464162518697754	0.0015274119497666503
939	7234.0552	1964.0647	214.8984372	52.8906298	-1	z7-8	nircam2	F410M	0.1831526	0.03108717	0.008827041259533158	0.0015289682364412389
1022	7206.1426	2015.299	214.8981477	52.8910835	-1	z7-8	nircam2	F410M	1.337382	0.1132152	0.014993919518091427	0.0015297456959970416
1336	7039.0728	2167.2246	214.898043	52.8929643	-1	z7-8	nircam2	F410M	1.954382	0.1117455	0.044405180325035924	0.0015285795066633378
1562	813.7504	2233.657	214.9530776	52.9328412	-1	z7-8	nircam2	F410M	0.19206	0.04338157	0.008450875966537555	0.0015289682364412389
2210	8686.4697	2489.0061	214.8799243	52.8842382	-1	z7-8	nircam2	F410M	0.3790087	0.03705836	0.013061823116882892	0.001527022878098003
3521	224.4529	2989.1611	214.9504036	52.9406615	-1	z7-8	nircam2	F410M	0.6891007	0.0761477	0.016073347237250266	0.0015278013633260432
4004	672.0336	3173.5569	214.9444508	52.9388169	-1	z7-8	nircam2	F410M	0.4741968	0.06536482	0.012682611577342781	0.0015289682364412389
4588	5996.29	3369.9739	214.8947098	52.9060764	-1	z7-8	nircam2	F410M	0.6539773	0.05771983	0.01610603541145005	0.001527022878098003
5123	5987.3027	3569.5896	214.8926884	52.9072106	-1	z7-8	nircam2	F410M	3.380069	0.1176221	0.03649157198979205	0.0015254645400789404
6242	3576.8965	3932.875	214.9104356	52.9244768	-1	z7-8	nircam2	F410M	0.2449008	0.04096957	0.008831037962350807	0.0015309112015492543
7043	1785.438	4179.2881	214.9238833	52.9371802	-1	z7-8	nircam2	F410M	0.9046897	0.09856462	0.019006438201638436	0.0015274119497666503
7140	1906.1792	4204.522	214.922536	52.9365499	-1	z7-8	nircam2	F410M	0.6713614	0.07149693	0.016765795659125886	0.0015278013633260432
7271	3397.1108	4250.5459	214.9086995	52.9273328	-1	z7-8	nircam2	F410M	1.132933	0.09216427	0.015999238999204614	0.0015285795066633378
7629	6720.0757	4379.8848	214.8776004	52.9069285	-1	z7-8	nircam2	F410M	0.3269259	0.04189034	0.01274930078620597	0.0015301344257749431
9685	3841.3809	5107.7729	214.8956926	52.9291381	-1	z7-8	nircam2	F410M	0.3978703	0.05167542	0.007912401460911425	0.0015281904349946905
9749	4274.9385	5117.3721	214.8917106	52.9264366	-1	z7-8	nircam2	F410M	1.874702	0.08821655	0.054017780532138335	0.0015278013633260432
10982	5981.3774	5677.1572	214.8705437	52.9186184	-1	z7-8	nircam2	F410M	0.3436938	0.03493896	0.01203636968975333	0.0015289682364412389
11856	1279.9792	5945.9702	214.9097984	52.9499257	-1	z7-8	nircam2	F410M	0.1271342	0.08690957	0.005819096735273634	0.0015278013633260432
12876	9255.9512	5812.0869	214.8398423	52.8985417	-1	z7-8	nircam2	F410M	0.9261954	0.07167456	0.02523445678225661	0.0015278013633260432
