NUMBER	X_IMAGE	Y_IMAGE	ALPHA_J2000	DELTA_J2000	REDSHIFT	REDSHIFT_BIN	POINTING	FILTER	SEX_FLUX	SEX_FLUXERR	EAZY_FLUX	EAZY_FLUXERR
689	10306.8223	306.6112	214.960551	52.9345327	-1	z8-10	nircam1	F200W	0.06382573	0.04345531	0.002880794529645701	0.0006254818967596595
1172	2871.3633	507.8744	215.0251433	52.9827828	-1	z8-10	nircam1	F200W	1.586462	0.05419068	0.009954555992887944	0.0006251628753359464
1961	1083.0402	832.3328	215.0377925	52.9958754	-1	z8-10	nircam1	F200W	0.2972376	0.02423481	0.007743442328159989	0.0006253223860478028
2139	6017.1992	911.6215	214.9926493	52.9650156	-1	z8-10	nircam1	F200W	0.03644365	0.01635977	0.0023469471347663307	0.0006250033646240897
3787	2404.2234	1581.7689	215.018028	52.9915516	-1	z8-10	nircam1	F200W	0.007021506	0.05667192	2.849218659184994e-05	0.0006254818967596595
4051	6704.687	1668.6047	214.9785084	52.9647454	-1	z8-10	nircam1	F200W	0.006891758	0.02528572	-0.00044499086526660916	0.0006250033646240897
4069	189.9657	1668.652	215.0370088	53.0060605	-1	z8-10	nircam1	F200W	0.1429576	0.01307645	0.003022083214240381	0.0006258004002914511
5412	3607.7297	2189.0105	215.0008222	52.9872023	-1	z8-10	nircam1	F200W	0.4610047	0.02999292	0.008600457648422972	0.0006254818967596595
5434	3618.6643	2203.2681	215.0005738	52.98721	-1	z8-10	nircam1	F200W	0.944298	0.03960657	0.012680627721492341	0.0006261191627692036
5915	9999.5273	2387.4946	214.9413921	52.9477217	-1	z8-10	nircam1	F200W	0.723726	0.04188727	0.0065247727211966535	0.0006265966591209301
6015	3036.3303	2418.105	215.0035395	52.9920646	-1	z8-10	nircam1	F200W	1.658265	0.04080845	0.03210730525606905	0.0006265966591209301
6273	10005.3359	2525.5527	214.9398858	52.9484303	-1	z8-10	nircam1	F200W	0.5365452	0.04730524	0.01182645562787901	0.0006258004002914511
7688	4231.7261	3134.229	214.9852604	52.988353	-1	z8-10	nircam1	F200W	7.168909	0.1282675	0.037477948061573695	0.0006258004002914511
7948	8794.3799	3154.5437	214.9441142	52.9595127	-1	z8-10	nircam1	F200W	0.2475446	0.02911243	0.005724104042005097	0.0006258004002914511
9169	10448.7686	4016.8145	214.9202008	52.9536672	-1	z8-10	nircam1	F200W	263.5388	0.5215564	0.20989452660476557	0.0006256411485255554
9212	8400.8086	3666.4292	214.9422492	52.9647749	-1	z8-10	nircam1	F200W	8.740055	0.09378177	0.0205242407051306	0.0006254818967596595
10116	4511.686	4540.793	214.9679228	52.994177	-1	z8-10	nircam1	F200W	3.125602	0.04968154	0.014468924063577521	0.0006250033646240897
10263	7263.0215	4577.7148	214.9428481	52.9769173	-1	z8-10	nircam1	F200W	0.1096078	0.03502418	0.003305199191028217	0.0006251628753359464
10524	4575.8403	3950.3643	214.9735704	52.99058	-1	z8-10	nircam1	F200W	0.1026359	0.0133577	0.005986685604101004	0.0006261191627692036
11772	1458.6284	4475.437	214.9960277	53.0131915	-1	z8-10	nircam1	F200W	0.01631797	0.01702779	0.00040290670877042665	0.0006258004002914511
