NUMBER	X_IMAGE	Y_IMAGE	ALPHA_J2000	DELTA_J2000	REDSHIFT	REDSHIFT_BIN	POINTING	FILTER	SEX_FLUX	SEX_FLUXERR	EAZY_FLUX	EAZY_FLUXERR
849	6497.4443	487.4786	214.864319	52.8141826	-1	z7-8	nircam6	F150W	0.3211544	0.02309627	0.00748491768328403	0.0007166975079086172
932	8652.4834	536.86	214.8445756	52.8007571	-1	z7-8	nircam6	F150W	0.345185	0.03174279	0.009268647250512099	0.0007177927522260247
1318	8118.1431	717.3485	214.8474442	52.8051254	-1	z7-8	nircam6	F150W	-0.003192218	0.02288142	1.4674454023103641e-05	0.0007174277565874621
1824	1035.0487	942.5328	214.9083175	52.8513292	-1	z7-8	nircam6	F150W	6.133707	0.06992743	0.0324471084015111	0.0007168802631296182
2724	7101.8022	1303.568	214.8503483	52.814744	-1	z7-8	nircam6	F150W	0.1287917	0.02200103	0.0037510998173730077	0.0007165150100893358
2910	2604.1455	1382.5983	214.8896699	52.8437402	-1	z7-8	nircam6	F150W	0.7640173	0.05434763	0.013588828807961952	0.0007161494996473338
4174	3542.8733	1826.7122	214.8766154	52.8401742	-1	z7-8	nircam6	F150W	0.6367362	0.04169666	0.008820294639035416	0.0007183394734787097
4249	6680.0728	1861.1903	214.8482485	52.8204303	-1	z7-8	nircam6	F150W	0.07477141	0.02393641	-0.0005594598063920007	0.0007168802631296182
4337	3487.8018	1861.09	214.8767457	52.8407094	-1	z7-8	nircam6	F150W	3.944197	0.07484047	0.02107476065402168	0.0007161494996473338
4659	7063.0293	1975.3494	214.8436315	52.8186125	-1	z7-8	nircam6	F150W	0.0106286	0.0169256	-0.0004374073755507581	0.0007170627609488996
5157	6485.21	2117.4058	214.8472932	52.8230499	-1	z7-8	nircam6	F150W	-0.06027421	0.02494682	-0.000746314921984733	0.0007154179639598901
5283	7413.459	2168.5481	214.838474	52.8174273	-1	z7-8	nircam6	F150W	-0.06858915	0.03569767	-5.070911691132939e-05	0.0007174277565874621
5451	1269.7587	2248.7483	214.892484	52.8568879	-1	z7-8	nircam6	F150W	2.105798	0.0574405	0.045249034412117736	0.0007168802631296182
7573	7005.7798	2942.2395	214.8339749	52.8241889	-1	z7-8	nircam6	F150W	1.506207	0.04455978	0.01583455070379465	0.0007172452587681809
7622	7476.4102	2951.7903	214.8296762	52.8212495	-1	z7-8	nircam6	F150W	1.1425	0.02757975	0.02912533920852748	0.0007157837318036121
7625	8405.3447	2955.8206	214.821349	52.8153674	-1	z7-8	nircam6	F150W	0.8423925	0.04216783	0.011782684698980687	0.0007166975079086172
7863	8383.8125	3044.7783	214.8206055	52.8159837	-1	z7-8	nircam6	F150W	0.3954174	0.04263379	0.008482200054200697	0.0007166975079086172
8017	7469.1963	3097.644	214.8282066	52.8220815	-1	z7-8	nircam6	F150W	0.6222141	0.02721922	0.016106722134191943	0.0007170627609488996
10002	3134.3948	3832.0449	214.8591712	52.8535852	-1	z7-8	nircam6	F150W	2.273149	0.08721483	0.02722442750839699	0.0007168802631296182
10707	6948.2412	4595.6201	214.8170964	52.8334662	-1	z7-8	nircam6	F150W	0.3456267	0.03499902	0.0032977639086025504	0.0007172452587681809
