NUMBER	X_IMAGE	Y_IMAGE	ALPHA_J2000	DELTA_J2000	REDSHIFT	REDSHIFT_BIN	POINTING	FILTER	SEX_FLUX	SEX_FLUXERR	EAZY_FLUX	EAZY_FLUXERR
345	6115.5791	222.8322	214.9990196	52.9606688	-1	z7-8	nircam1	F410M	0.9649878	0.06864672	0.028786718724986882	0.001595044777088069
658	2824.2583	284.8748	215.0279148	52.9818756	-1	z7-8	nircam1	F410M	0.5290991	0.04994782	0.01937668536582536	0.0015962629338151248
740	2924.134	343.8008	215.0263972	52.981561	-1	z7-8	nircam1	F410M	3.747956	0.2146401	0.024897608925020596	0.0015946382689913893
776	6030.3413	333.5001	214.9986192	52.9618076	-1	z7-8	nircam1	F410M	0.7779453	0.0665971	0.01923712898232354	0.001597074582445501
1651	1740.5952	688.1799	215.0334023	52.9909271	-1	z7-8	nircam1	F410M	0.2194852	0.04498386	0.012697531689486681	0.0015942317608947094
2648	6132.3662	1123.2719	214.9893869	52.965429	-1	z7-8	nircam1	F410M	0.5782191	0.05077346	0.017814853223341035	0.001595044777088069
4066	2787.1719	1687.974	215.0134695	52.9896975	-1	z7-8	nircam1	F410M	2.073876	0.144187	0.020032387370349316	0.0015946382689913893
4155	6842.8457	1703.053	214.9769061	52.9640551	-1	z7-8	nircam1	F410M	0.2323003	0.02632482	0.012120126084643641	0.0015958571094999365
4302	1418.9958	1759.958	215.0250019	52.9987622	-1	z7-8	nircam1	F410M	0.5656542	0.0678343	0.013310428972644539	0.001595450943294003
4313	820.8599	1763.1913	215.0303426	53.002572	-1	z7-8	nircam1	F410M	0.07126429	0.0552194	0.003678166628754871	0.0015938252527980298
4807	7187.4741	1958.4575	214.9711245	52.9632486	-1	z7-8	nircam1	F410M	0.5762277	0.04825418	0.017744741688113033	0.0015962629338151248
4948	198.5919	2023.0408	215.0331974	53.0079225	-1	z7-8	nircam1	F410M	0.491724	0.02579295	0.014688221326699388	0.001595450943294003
7246	4106.7295	2888.0352	214.9889768	52.9878154	-1	z7-8	nircam1	F410M	2.101743	0.1155896	0.048152713167193086	0.001595450943294003
7297	7806.3838	2892.4849	214.955734	52.9643673	-1	z7-8	nircam1	F410M	0.1062434	0.0421197	0.007836645309471328	0.0015942317608947094
7330	6020.0542	2904.1709	214.9716346	52.9757648	-1	z7-8	nircam1	F410M	0.1186583	0.02632482	-6.336544960037021e-05	0.001595044777088069
8693	1579.4159	3455.6023	215.0056927	53.0069128	-1	z7-8	nircam1	F410M	1.083044	0.09564281	0.0267489815022535	0.0015921981947390742
8933	9986.9824	3545.0815	214.9293095	52.9540519	-1	z7-8	nircam1	F410M	0.1997422	0.1338171	0.004488324615479802	0.0015942317608947094
9107	8131.3486	3586.2334	214.9455103	52.9660519	-1	z7-8	nircam1	F410M	0.7082667	0.07024337	0.013414548380350862	0.001595450943294003
9257	7653.8452	3631.3992	214.9493163	52.9693263	-1	z7-8	nircam1	F410M	0.2637233	0.0479661	0.006429262311373063	0.001595044777088069
9300	1651.3906	3664.9641	215.0028394	53.0075881	-1	z7-8	nircam1	F410M	3.913765	0.06762967	0.11902953664044925	0.001595044777088069
