NUMBER	X_IMAGE	Y_IMAGE	ALPHA_J2000	DELTA_J2000	REDSHIFT	REDSHIFT_BIN	POINTING	FILTER	SEX_FLUX	SEX_FLUXERR	EAZY_FLUX	EAZY_FLUXERR
1213	4178.8394	664.3421	214.8309622	52.8482864	-1	z7-8	nircam3	F356W	1.030958	0.02985174	0.025698658175447083	0.0006798937457565212
2183	10253.3916	1100.3251	214.7722041	52.8120175	-1	z7-8	nircam3	F356W	0.5373858	0.03268402	0.008859253465206806	0.0006798937457565212
2241	2107.0117	1146.351	214.8443873	52.8640506	-1	z7-8	nircam3	F356W	0.5615497	0.03376684	0.009578307767588265	0.0006802401867672729
2321	2109.5361	1187.4635	214.843932	52.8642562	-1	z7-8	nircam3	F356W	1.629216	0.06373893	0.01593567647132717	0.0006804134072726487
3319	9540.7832	1539.5801	214.7739319	52.8189149	-1	z7-8	nircam3	F356W	3.766795	0.09142084	0.011987863716181362	0.0006798937457565212
3558	9395.3184	1613.4814	214.7744505	52.8202379	-1	z7-8	nircam3	F356W	3.291164	0.08912155	0.011429832716358402	0.0006816243197320744
3806	6533.7065	1702.5698	214.7990251	52.8389132	-1	z7-8	nircam3	F356W	0.03752898	0.01222471	0.0022126919859882196	0.0006793737580247528
4118	2183.6602	1784.8427	214.836982	52.8670059	-1	z7-8	nircam3	F356W	1.554427	0.04470029	0.031234133095976415	0.0006798937457565212
4584	7616.6738	1944.7245	214.7868191	52.8333322	-1	z7-8	nircam3	F356W	0.05275242	0.01807102	0.0026871537153287557	0.0006809324163574942
5100	8559.4023	2108.8333	214.7766876	52.8282215	-1	z7-8	nircam3	F356W	0.4980085	0.03156407	0.010835996287778283	0.0006797205252511455
6863	6400.9512	2679.47	214.7899263	52.84502	-1	z7-8	nircam3	F356W	0.1651089	0.01954255	0.005444072560074997	0.0006800669662618971
7029	7797.252	2769.1973	214.7765308	52.8366246	-1	z7-8	nircam3	F356W	-0.08788311	0.01728835	-0.002787851264258005	0.0006800669662618971
7041	6793.6016	2731.1736	214.7858802	52.8428019	-1	z7-8	nircam3	F356W	-0.02977564	0.0152469	0.001583051107297866	0.0006795473047457695
7755	2097.5002	2969.2261	214.8252819	52.8739378	-1	z7-8	nircam3	F356W	0.07633711	0.01791723	0.0013480721091974832	0.0006795473047457695
9528	2638.2485	3578.6418	214.8140359	52.8737852	-1	z7-8	nircam3	F356W	0.09436155	0.01896765	0.0026211766019346686	0.0006800669662618971
9954	8276.7451	3715.5518	214.7622931	52.8386713	-1	z7-8	nircam3	F356W	0.1188284	0.01925725	0.004387264369461963	0.0006804134072726487
10467	2746.4727	3821.4976	214.810512	52.874406	-1	z7-8	nircam3	F356W	0.162894	0.01968366	0.005168691102404357	0.000681278531152605
11511	3299.1414	4188.0493	214.8017176	52.8728677	-1	z7-8	nircam3	F356W	0.1612504	0.02091078	0.005648345532318477	0.0006805863015623835
11872	3284.4456	4061.2224	214.8031846	52.8722778	-1	z7-8	nircam3	F356W	-0.01262231	0.01266939	-0.002991703418324582	0.0006804134072726487
12086	4452.9634	4453.6621	214.7886223	52.8669629	-1	z7-8	nircam3	F356W	0.02011523	0.01371817	0.00043059029264378877	0.0006802401867672729
