NUMBER	X_IMAGE	Y_IMAGE	ALPHA_J2000	DELTA_J2000	REDSHIFT	REDSHIFT_BIN	POINTING	FILTER	SEX_FLUX	SEX_FLUXERR	EAZY_FLUX	EAZY_FLUXERR
344	7792.0762	278.7755	214.854962	52.8048323	-1	z10-15	nircam6	F410M	0.668073	0.04541507	0.02206314318405478	0.0015582631449895948
447	10004.9326	297.3108	214.8350344	52.7908716	-1	z10-15	nircam6	F410M	0.303582	0.02953994	0.008876177797510282	0.0015610375883912389
746	2287.5122	464.3756	214.9021524	52.840796	-1	z10-15	nircam6	F410M	2.08417	0.1012905	0.04946824037863457	0.0015570726814129433
992	2196.2832	558.6949	214.901976	52.8418843	-1	z10-15	nircam6	F410M	0.4475292	0.06381357	0.01380503547668533	0.0015618294073583628
1033	4166.0161	574.156	214.8842195	52.829459	-1	z10-15	nircam6	F410M	0.8223837	0.03916216	0.029305674687938963	0.0015582631449895948
3172	8248.8193	1487.2688	214.8381857	52.8084461	-1	z10-15	nircam6	F410M	0.1225341	0.05064523	0.0032962886832887703	0.001557866209833796
3476	6256.1411	1609.7454	214.8546749	52.8217679	-1	z10-15	nircam6	F410M	0.1779587	0.04823853	0.004598844217946296	0.0015590563315197013
3708	7158.0962	1690.226	214.8457811	52.8164711	-1	z10-15	nircam6	F410M	0.5910774	0.04393535	0.019521469258829475	0.0015570726814129433
4097	4108.5083	1808.6418	214.8717543	52.8364839	-1	z10-15	nircam6	F410M	0.6955766	0.02241452	0.02621315323099936	0.001557866209833796
4660	8027.0493	1980.4805	214.8349784	52.8125143	-1	z10-15	nircam6	F410M	0.1651062	0.02571122	0.0038668834825860135	0.001558659738254648
6023	7478.3091	2402.1709	214.835439	52.8182747	-1	z10-15	nircam6	F410M	0.1879336	0.05585907	0.007493455378901924	0.0015570726814129433
6760	8256.0566	2655.9856	214.8258333	52.8147001	-1	z10-15	nircam6	F410M	-0.001297584	0.0414581	0.0007356907633962578	0.0015574696165687424
7973	8013.8623	3078.5071	214.82355	52.8185168	-1	z10-15	nircam6	F410M	0.3675735	0.04599363	0.013390739108817835	0.0015602454275333699
9406	357.7897	3579.1902	214.8866392	52.8698581	-1	z10-15	nircam6	F410M	0.2098515	0.03252241	0.011749068639389328	0.0015554835732267639
9959	2031.6949	3767.6763	214.8696981	52.860243	-1	z10-15	nircam6	F410M	0.3165635	0.05218808	0.009434909329821245	0.0015610375883912389
10050	3080.1096	3861.0544	214.8593508	52.8540865	-1	z10-15	nircam6	F410M	0.3975831	0.04393535	0.010051406722531698	0.0015590563315197013
10226	7137.9941	3877.0544	214.8229631	52.8283875	-1	z10-15	nircam6	F410M	0.1813819	0.03449522	0.007426649927185185	0.001557866209833796
10511	8834.5166	4618.9565	214.8000289	52.8216013	-1	z10-15	nircam6	F410M	0.4399904	0.03449522	0.016425357949059652	0.0015570726814129433
10878	9328.1885	3877.54	214.8034269	52.8144682	-1	z10-15	nircam6	F410M	0.6546934	0.04482904	0.022367661852374026	0.0015570726814129433
11924	8097.4478	4044.0938	214.8126485	52.8231893	-1	z10-15	nircam6	F410M	0.111969	0.05749204	0.0036912302741494295	0.0015582631449895948
