NUMBER	X_IMAGE	Y_IMAGE	ALPHA_J2000	DELTA_J2000	REDSHIFT	REDSHIFT_BIN	POINTING	FILTER	SEX_FLUX	SEX_FLUXERR	EAZY_FLUX	EAZY_FLUXERR
925	6955.8193	693.5824	215.0263653	52.8700182	-1	z8-10	nircam8	F410M	0.3632462	4.615009e-05	0.018375709084902266	2.107743436964772e-06
1741	1401.4761	998.3185	215.0729633	52.9068738	-1	z8-10	nircam8	F410M	0.7305343	0.0001138973	0.01371114638865045	2.1115003548395903e-06
3516	3178.3108	1600.1135	215.0507008	52.8988689	-1	z8-10	nircam8	F410M	0.01469439	4.562264e-05	-0.0008869574930229999	2.1131079709809993e-06
4411	10863.1982	1801.6643	214.9797415	52.8512268	-1	z8-10	nircam8	F410M	0.3323493	6.183861e-05	0.01069888547541545	2.1082806769048175e-06
4597	3007.7717	1854.6149	215.0495559	52.9013267	-1	z8-10	nircam8	F410M	0.137712	2.603216e-05	0.0028151646436963625	2.1088175748716355e-06
4601	9139.5264	1848.2916	214.9946789	52.8624127	-1	z8-10	nircam8	F410M	1.12316	0.000156193	0.012459609870139087	2.1131079709809993e-06
4623	10739.9365	1858.3259	214.9802492	52.8523149	-1	z8-10	nircam8	F410M	0.178727	4.769744e-05	0.00614360716340318	2.1093544728384535e-06
6173	3898.271	2301.6174	215.036873	52.8980996	-1	z8-10	nircam8	F410M	0.1391657	5.017043e-05	0.007218056265903633	2.1088175748716355e-06
9454	8978.2744	3107.9836	214.982886	52.8702434	-1	z8-10	nircam8	F410M	0.6111374	0.0001115354	0.014477665698653174	2.1082806769048175e-06
9809	7619.8262	3201.7021	214.9940647	52.8793669	-1	z8-10	nircam8	F410M	0.3323288	4.116046e-05	0.014695300880221812	2.1066692990579085e-06
9819	3768.9189	3206.0227	215.0285269	52.903811	-1	z8-10	nircam8	F410M	0.1363844	3.547585e-05	0.005656353449988181	2.1072061970247264e-06
10376	3747.5935	3333.0579	215.0273827	52.9046332	-1	z8-10	nircam8	F410M	0.1512983	4.400238e-05	0.007601397994479542	2.1072061970247264e-06
10431	4376.562	3345.8547	215.0216094	52.9007143	-1	z8-10	nircam8	F410M	0.04582687	5.252712e-05	0.00029609474885094995	2.1082806769048175e-06
10630	3830.1155	3402.3252	215.0259147	52.9044845	-1	z8-10	nircam8	F410M	0.4060676	7.557656e-05	0.00869313042388636	2.1115003548395903e-06
12759	3250.7136	3905.9878	215.0258148	52.9108818	-1	z8-10	nircam8	F410M	0.2369995	5.206432e-05	0.009265839827064542	2.1066692990579085e-06
13214	4871.2202	4057.1582	215.0096978	52.9014234	-1	z8-10	nircam8	F410M	0.3666729	9.640439e-05	0.009488515694003177	2.1093544728384535e-06
13396	8591.2217	4126.6328	214.9756443	52.8782031	-1	z8-10	nircam8	F410M	0.7893243	0.0001126151	0.012614523742093632	2.1082806769048175e-06
15359	4508.8242	4844.9941	215.0046621	52.9079807	-1	z8-10	nircam8	F410M	0.2854702	6.144598e-05	0.00955700609196136	2.107743436964772e-06
15394	10273.5986	4864.8506	214.9528253	52.8715163	-1	z8-10	nircam8	F410M	0.4884158	8.435384e-05	0.01604627637375954	2.107743436964772e-06
15590	1432.5416	4925.0117	215.0314066	52.9279202	-1	z8-10	nircam8	F410M	0.2036569	6.300182e-05	0.005526578029970452	2.1072061970247264e-06
