NUMBER	X_IMAGE	Y_IMAGE	ALPHA_J2000	DELTA_J2000	REDSHIFT	REDSHIFT_BIN	POINTING	FILTER	SEX_FLUX	SEX_FLUXERR	EAZY_FLUX	EAZY_FLUXERR
689	10306.8223	306.6112	214.960551	52.9345327	-1	z8-10	nircam1	F410M	0.734873	0.08390971	0.011205065760404653	0.0015946382689913893
1172	2871.3633	507.8744	215.0251433	52.9827828	-1	z8-10	nircam1	F410M	0.9429971	0.1046391	0.022183803266039786	0.0015938252527980298
1961	1083.0402	832.3328	215.0377925	52.9958754	-1	z8-10	nircam1	F410M	-0.1162094	0.04679602	-0.003832366192896547	0.0015942317608947094
2139	6017.1992	911.6215	214.9926493	52.9650156	-1	z8-10	nircam1	F410M	0.6136939	0.03158978	0.027481417465750356	0.0015934187447013502
3787	2404.2234	1581.7689	215.018028	52.9915516	-1	z8-10	nircam1	F410M	0.6997129	0.1094302	0.018824162569456956	0.0015946382689913893
4051	6704.687	1668.6047	214.9785084	52.9647454	-1	z8-10	nircam1	F410M	0.3341971	0.04882526	0.011504466324260242	0.0015934187447013502
4069	189.9657	1668.652	215.0370088	53.0060605	-1	z8-10	nircam1	F410M	0.1887931	0.02524988	0.00389630660016402	0.001595450943294003
5412	3607.7297	2189.0105	215.0008222	52.9872023	-1	z8-10	nircam1	F410M	0.4079141	0.05791459	0.012859762267245686	0.0015946382689913893
5434	3618.6643	2203.2681	215.0005738	52.98721	-1	z8-10	nircam1	F410M	0.2966412	0.076478	0.010224892343640317	0.0015962629338151248
5915	9999.5273	2387.4946	214.9413921	52.9477217	-1	z8-10	nircam1	F410M	0.5818967	0.08088189	0.014523272717511786	0.0015974804067606894
6015	3036.3303	2418.105	215.0035395	52.9920646	-1	z8-10	nircam1	F410M	0.01049386	0.07879875	0.002846549527483099	0.0015974804067606894
6273	10005.3359	2525.5527	214.9398858	52.9484303	-1	z8-10	nircam1	F410M	0.7281616	0.09134369	0.023805934679349508	0.001595450943294003
7688	4231.7261	3134.229	214.9852604	52.988353	-1	z8-10	nircam1	F410M	8.655615	0.2476772	0.059305086725864965	0.001595450943294003
7948	8794.3799	3154.5437	214.9441142	52.9595127	-1	z8-10	nircam1	F410M	0.252679	0.05621442	0.008282518706614969	0.001595450943294003
9169	10448.7686	4016.8145	214.9202008	52.9536672	-1	z8-10	nircam1	F410M	38.10651	1.007095	3.281485155889164e-05	0.001595044777088069
9212	8400.8086	3666.4292	214.9422492	52.9647749	-1	z8-10	nircam1	F410M	1.26142	0.1810872	0.009567183440438895	0.0015946382689913893
10116	4511.686	4540.793	214.9679228	52.994177	-1	z8-10	nircam1	F410M	0.626384	0.09593219	0.029651904027237958	0.0015934187447013502
10263	7263.0215	4577.7148	214.9428481	52.9769173	-1	z8-10	nircam1	F410M	0.9780665	0.06762967	0.02691839178567295	0.0015938252527980298
10524	4575.8403	3950.3643	214.9735704	52.99058	-1	z8-10	nircam1	F410M	0.3412693	0.02579295	0.01627675513642567	0.0015962629338151248
11772	1458.6284	4475.437	214.9960277	53.0131915	-1	z8-10	nircam1	F410M	0.5314516	0.03287968	0.02298378316526417	0.001595450943294003
