NUMBER	X_IMAGE	Y_IMAGE	ALPHA_J2000	DELTA_J2000	REDSHIFT	REDSHIFT_BIN	POINTING	FILTER	SEX_FLUX	SEX_FLUXERR	EAZY_FLUX	EAZY_FLUXERR
377	6171.9619	222.975	214.9985122	52.9603119	-1	z10-15	nircam1	F410M	1.065713	0.06721855	0.031134058531428605	0.001595450943294003
538	2487.929	263.2752	215.0311633	52.9838911	-1	z10-15	nircam1	F410M	-0.1925108	0.06002982	-0.005881799498041545	0.0015966687581303132
611	6509.9102	278.939	214.9948906	52.9584709	-1	z10-15	nircam1	F410M	0.5385005	0.06071852	0.017204851754799556	0.001597074582445501
1597	9266.2754	688.9531	214.9658526	52.9432005	-1	z10-15	nircam1	F410M	3.206793	0.1732645	0.017501011194385574	0.001595044777088069
4164	7244.6919	1717.1927	214.9731525	52.961582	-1	z10-15	nircam1	F410M	0.04272736	0.05646044	7.987918288829507e-05	0.0015930118947139248
4257	7051.96	1740.0359	214.9746407	52.9629282	-1	z10-15	nircam1	F410M	0.01042747	0.03939937	-9.338048262646888e-05	0.0015966687581303132
4929	8485.9131	2004.0	214.9590001	52.955256	-1	z10-15	nircam1	F410M	0.07168352	0.0421197	0.0013550532005559743	0.0015921981947390742
5596	7707.5063	2267.8481	214.9632012	52.9616205	-1	z10-15	nircam1	F410M	0.2896616	0.04145636	0.02099886806274694	0.001595450943294003
5688	2882.1343	2319.9353	215.0059587	52.9925118	-1	z10-15	nircam1	F410M	0.6681994	0.08407472	0.012281402787222045	0.0015962629338151248
6716	2465.6184	2666.7346	215.0060455	52.9970281	-1	z10-15	nircam1	F410M	0.1800245	0.02294944	0.014692293245481101	0.0015946382689913893
7250	225.2887	2880.2239	215.0239248	53.0123887	-1	z10-15	nircam1	F410M	1.014869	0.08746813	0.02611439467018618	0.0015934187447013502
7959	8875.4463	3156.9211	214.9433623	52.959011	-1	z10-15	nircam1	F410M	0.04874769	0.04467469	0.0006918490873983434	0.001595044777088069
8325	2341.8086	3303.2354	215.00045	53.001254	-1	z10-15	nircam1	F410M	-0.01324111	0.04009676	0.003213710443908265	0.001595044777088069
8677	6023.9458	3438.5928	214.9659684	52.9786274	-1	z10-15	nircam1	F410M	0.1374833	0.06317956	0.0018898749454546637	0.001595044777088069
8903	3544.0154	3528.3662	214.987281	52.9948454	-1	z10-15	nircam1	F410M	1.045312	0.0544612	0.03345627620587368	0.0015946382689913893
9074	3725.7791	3572.3826	214.9851852	52.9939303	-1	z10-15	nircam1	F410M	0.2969423	0.04244749	0.011512596486193835	0.0015946382689913893
9286	7938.978	3642.0706	214.9466469	52.9675744	-1	z10-15	nircam1	F410M	0.2427745	0.02105985	0.014418869540486504	0.001595450943294003
10838	660.1631	4467.5889	215.0032846	53.0182132	-1	z10-15	nircam1	F410M	0.2905508	0.02524988	0.008224663954621588	0.0015946382689913893
11544	2337.3613	4167.2871	214.9913827	53.0059524	-1	z10-15	nircam1	F410M	-0.03233168	0.07464373	-0.001121249162740203	0.0015946382689913893
11933	2084.1011	3865.3171	214.9968406	53.0059266	-1	z10-15	nircam1	F410M	0.03091648	0.06048982	0.005517049937046051	0.0015986968540340162
